id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/16/value,qualifier/17/value,qualifier/15/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2452216611,1111,43,1,20,2,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2022-08-27T13:50:38.213Z,2022-08-28T05:26:17Z,3738845097,178,0,3738845153,144,82,,,,,,,,,,,,,,,,,,,4kolmisdpprx0wrahisadl5n9,E. Rexhbeçaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451467711,194,1,1,20,4,ex3psl8e3ajeypwjy4xfltpx6,1,38.2,37.7,2022-08-27T13:50:40.318Z,2022-08-28T00:35:05Z,3734768607,213,5.8,3734768603,141,25.6,3737937155,178,,3734768605,212,18.4,3734768601,140,53.9,3734768599,56,Center,,,,,,,4kolmisdpprx0wrahisadl5n9,E. Rexhbeçaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451467723,195,1,1,20,7,ex3psl8e3ajeypwjy4xfltpx6,1,54.3,25,2022-08-27T13:50:43.133Z,2022-08-28T00:35:09Z,3734768691,141,30.7,3734768689,140,67.5,3737937807,178,,3734768693,212,14.4,3734768695,213,0.3,3734768687,56,Center,,,,,,,3er9krmf0k6dhv6f9ltztfend,A. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451467759,196,1,1,20,9,ex3psl8e3ajeypwjy4xfltpx6,1,64.9,29.1,2022-08-27T13:50:45.011Z,2022-08-28T00:35:13Z,3734768855,56,Right,3734768861,212,16.0,3737938687,178,,3734768863,213,4.2,3734768859,141,8.6,3734768857,140,57.4,,,,,,,emglxnqrlqskt8krglv7sziwa,R. Pepi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451467805,197,1,1,20,12,ex3psl8e3ajeypwjy4xfltpx6,0,57.4,8.6,2022-08-27T13:50:48.370Z,2022-08-28T00:35:17Z,3737939319,178,,3734769003,212,17.4,3734769005,213,1.5,3734768997,56,Center,3734768999,140,58.2,3734769001,141,34.2,,,,,,,3er9krmf0k6dhv6f9ltztfend,A. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452216823,1235,67,1,20,13,4l9mrqzmajz5crzlz50mtbt6x,1,41.2,73.2,2022-08-27T13:50:49.605Z,2022-08-28T07:06:54Z,3738845919,233,1118,,,,,,,,,,,,,,,,,,,,,,e8ekkg0yayhhmmhinl0v9une,G. Rutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452216821,1118,67,1,20,13,ex3psl8e3ajeypwjy4xfltpx6,0,58.8,26.8,2022-08-27T13:50:49.606Z,2022-08-28T05:26:52Z,3738845939,233,1235,,,,,,,,,,,,,,,,,,,,,,4kolmisdpprx0wrahisadl5n9,E. Rexhbeçaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451467795,198,8,1,20,13,4l9mrqzmajz5crzlz50mtbt6x,1,44.2,69.9,2022-08-27T13:50:49.622Z,2022-08-28T07:06:54Z,3737298473,384,,3734768973,56,Back,3737940119,389,,,,,,,,,,,,,,,,,e8ekkg0yayhhmmhinl0v9une,G. Rutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451467827,198,1,1,20,15,ex3psl8e3ajeypwjy4xfltpx6,1,62.7,35.1,2022-08-27T13:50:51.328Z,2022-08-28T00:35:28Z,3737941311,389,,3734769075,140,70.5,3734769079,212,8.7,3734769073,56,Center,3734769081,213,0.4,3734769077,141,39.6,,,,,,,4kolmisdpprx0wrahisadl5n9,E. Rexhbeçaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451467835,199,61,1,20,16,ex3psl8e3ajeypwjy4xfltpx6,0,71.9,38.3,2022-08-27T13:50:52.182Z,2022-08-28T00:35:43Z,3734769095,56,Center,3737942285,178,,,,,,,,,,,,,,,,,,,,avk9yje6h4nndg3cufnbu2imt,E. Demirović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452216859,1237,43,1,20,16,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2022-08-27T13:50:52.240Z,2022-08-28T05:27:00Z,3738846171,144,82,3738846045,178,0,,,,,,,,,,,,,,,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451467855,199,49,1,20,17,4l9mrqzmajz5crzlz50mtbt6x,1,31.8,63.4,2022-08-27T13:50:53.347Z,2022-08-28T00:35:50Z,,,,,,,,,,,,,,,,,,,,,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452216961,1124,83,1,20,18,ex3psl8e3ajeypwjy4xfltpx6,1,70.5,39.8,2022-08-27T13:50:54.231Z,2022-08-28T05:27:11Z,3738846471,399,438277,,,,,,,,,,,,,,,,,,,,,,avk9yje6h4nndg3cufnbu2imt,E. Demirović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451467935,200,1,1,20,26,4l9mrqzmajz5crzlz50mtbt6x,0,69.9,41.9,2022-08-27T13:51:02.666Z,2022-08-28T00:35:54Z,3734769547,213,5.5,3734769543,141,26.1,3734769539,56,Center,3734769541,140,81.2,3734769545,212,16.0,3737944531,178,,,,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451467973,200,12,1,20,28,ex3psl8e3ajeypwjy4xfltpx6,1,23.5,75.1,2022-08-27T13:51:04.233Z,2022-08-28T00:36:02Z,3734769699,212,22.1,3734769701,213,0.9,3737945033,178,,3734769697,141,100.0,3734769693,56,Back,3734769707,167,,3734769695,140,36.2,,,,egmcpa7j5clzga5m0zvg2f105,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451468097,201,5,1,20,31,4l9mrqzmajz5crzlz50mtbt6x,1,66.2,-1.2,2022-08-27T13:51:07.161Z,2022-08-28T00:36:54Z,3734770249,233,201,3734770229,56,Right,3734770231,347,,,,,,,,,,,,,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451467975,201,5,1,20,31,ex3psl8e3ajeypwjy4xfltpx6,0,33.8,101.2,2022-08-27T13:51:07.161Z,2022-08-28T00:36:53Z,3734769703,56,Back,3734770253,233,201,3734769705,347,,,,,,,,,,,,,,,,,egmcpa7j5clzga5m0zvg2f105,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451468295,202,1,1,21,4,4l9mrqzmajz5crzlz50mtbt6x,1,58.4,0,2022-08-27T13:51:40.071Z,2022-08-28T00:37:01Z,3734771113,56,Back,3734771117,141,10.4,3734771119,212,17.9,3734771121,213,2.7,3734771115,140,43.2,3734771111,107,,,,,,,,arwidogdfccsjv8fxa1veezf9,R. Skov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451468347,203,1,1,21,7,4l9mrqzmajz5crzlz50mtbt6x,1,39.7,14.9,2022-08-27T13:51:43.551Z,2022-08-28T00:37:06Z,3734771369,140,38.6,3734771371,141,33.8,3734771375,213,1.7,3734771367,56,Back,3737946689,178,,3734771373,212,12.9,,,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451468387,204,1,1,21,13,4l9mrqzmajz5crzlz50mtbt6x,1,48.9,52.6,2022-08-27T13:51:48.892Z,2022-08-28T00:37:11Z,3737947551,178,,3734771561,212,28.2,3734771555,56,Left,3734771557,140,56.8,3734771563,213,1.3,3734771559,141,92.3,,,,,,,elh8kttxq9xfpoqfmpxv9jr2t,K. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451468403,205,1,1,21,18,4l9mrqzmajz5crzlz50mtbt6x,0,54.4,80.6,2022-08-27T13:51:53.875Z,2022-08-28T00:37:18Z,3734771675,141,63.5,3734771671,56,Center,3737948459,178,,3734771669,155,,3734771677,212,47.2,3734771681,1,,3734771673,140,98.0,3734771679,213,6.0,6yhylu5q0y924amgv7vlodkgl,K. Akpoguma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451468439,202,52,1,21,20,ex3psl8e3ajeypwjy4xfltpx6,1,1.8,36.3,2022-08-27T13:51:56.657Z,2022-08-28T00:37:25Z,3737304535,377,,3737949041,178,,,,,,,,,,,,,,,,,,,,61xxo4zsk6hby0swa756l3wlx,R. Gikiewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451468515,203,1,1,21,27,ex3psl8e3ajeypwjy4xfltpx6,1,10,33.4,2022-08-27T13:52:03.651Z,2022-08-28T00:37:31Z,3734772089,212,19.5,3734772091,213,5.3,3734772083,56,Back,3734772087,141,9.8,3737949627,178,,3734772081,123,,3734772085,140,20.6,,,,61xxo4zsk6hby0swa756l3wlx,R. Gikiewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451468547,204,1,1,21,30,ex3psl8e3ajeypwjy4xfltpx6,1,21.6,9.5,2022-08-27T13:52:06.189Z,2022-08-28T00:37:39Z,3734772203,141,15.1,3734772207,213,0.3,3734772201,140,31.6,3734772199,56,Back,3734772205,212,11.2,3737950063,178,,,,,,,,bs6f5ag1f47ropxefrybtaktl,M. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451468577,206,1,1,21,34,ex3psl8e3ajeypwjy4xfltpx6,1,30.2,31.9,2022-08-27T13:52:09.775Z,2022-08-28T00:37:43Z,3734772315,141,44.0,3734772311,56,Back,3734772317,212,8.8,3734772313,140,27.1,3737951503,178,,3734772319,213,1.9,,,,,,,3er9krmf0k6dhv6f9ltztfend,A. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451468561,205,43,1,21,34,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2022-08-27T13:52:10.093Z,2022-08-27T13:52:15Z,3734772459,144,3,3734772263,285,0,3734772261,56,Back,,,,,,,,,,,,,,,,3er9krmf0k6dhv6f9ltztfend,A. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451468627,207,1,1,21,36,ex3psl8e3ajeypwjy4xfltpx6,1,27.5,50.7,2022-08-27T13:52:12.190Z,2022-08-28T00:37:48Z,3734772527,56,Back,3734772533,212,23.8,3734772529,140,44.9,3734772531,141,73.2,3734772535,213,0.7,3737952003,178,,,,,,,,4kolmisdpprx0wrahisadl5n9,E. Rexhbeçaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451468659,208,1,1,21,40,ex3psl8e3ajeypwjy4xfltpx6,1,46.8,59.3,2022-08-27T13:52:15.913Z,2022-08-28T00:38:01Z,3734772651,141,46.3,3734772655,213,4.8,3734772647,56,Back,3734772653,212,8.9,3734772649,140,47.9,3737952853,178,,,,,,,,9bzlvn0twr2b5z30k30gugw5x,F. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451468701,209,1,1,21,44,ex3psl8e3ajeypwjy4xfltpx6,1,55.9,54.6,2022-08-27T13:52:20.360Z,2022-08-28T00:38:10Z,3734772805,56,Center,3734772813,213,1.1,3737953703,178,,3734772807,140,62.4,3734772811,212,14.3,3734772809,141,73.0,,,,,,,4kolmisdpprx0wrahisadl5n9,E. Rexhbeçaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451468705,210,1,1,21,48,ex3psl8e3ajeypwjy4xfltpx6,0,65.8,72.1,2022-08-27T13:52:24.587Z,2022-08-28T00:38:24Z,3734772915,233,206,3734772913,236,,3734772919,286,,3734772825,140,68.2,3734772831,213,5.7,3734772829,212,3.1,3737954575,178,,3734772823,56,Center,9bzlvn0twr2b5z30k30gugw5x,F. Jensen,3734772827,141,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451468715,206,74,1,21,48,4l9mrqzmajz5crzlz50mtbt6x,1,32.6,31.8,2022-08-27T13:52:24.666Z,2022-08-28T00:38:30Z,3734772893,56,Back,3734772895,285,,3734772921,233,210,3737955169,178,,,,,,,,,,,,,,57c808184l80uuuv7z3flcu6t,G. Prömel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451468737,207,49,1,21,50,4l9mrqzmajz5crzlz50mtbt6x,1,37,65.5,2022-08-27T13:52:26.305Z,2022-08-28T00:39:02Z,,,,,,,,,,,,,,,,,,,,,,,,,ew18qvvupaejxubhqmxmbd39x,A. Kramarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451468789,208,1,1,21,52,4l9mrqzmajz5crzlz50mtbt6x,0,36,65.2,2022-08-27T13:52:27.938Z,2022-08-28T00:39:07Z,3734773245,213,1.7,3734773241,141,94.4,3734773235,157,,3734773243,212,20.1,3734773239,140,33.0,3734773247,1,,3737957013,178,,3734773237,56,Back,ew18qvvupaejxubhqmxmbd39x,A. Kramarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451468803,211,61,1,21,56,ex3psl8e3ajeypwjy4xfltpx6,1,65.1,10.6,2022-08-27T13:52:32.081Z,2022-08-28T00:39:28Z,3737958121,178,,3737958119,15,,3734773365,238,,3734773299,56,Right,,,,,,,,,,,,,89hc9e27swp796vy7yvylg3x1,R. Framberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451468859,209,5,1,21,57,4l9mrqzmajz5crzlz50mtbt6x,1,36,101.6,2022-08-27T13:52:33.674Z,2022-08-28T00:39:40Z,3734773539,347,,3734773537,56,Back,3734773561,233,212,,,,,,,,,,,,,,,,ew18qvvupaejxubhqmxmbd39x,A. Kramarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451468823,212,5,1,21,57,ex3psl8e3ajeypwjy4xfltpx6,0,64,-1.6,2022-08-27T13:52:33.674Z,2022-08-28T00:39:40Z,3734773395,56,Right,3734773397,347,,3734773579,233,209,,,,,,,,,,,,,,,,89hc9e27swp796vy7yvylg3x1,R. Framberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451469079,210,27,1,22,20,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2022-08-27T13:52:56.375Z,2022-08-28T00:39:49Z,3734774517,41,Injury,3734774519,53,f3v95yyj6j7h7qpprxm4zlre1,3734774521,233,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451469055,213,27,1,22,20,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2022-08-27T13:52:56.375Z,2022-08-28T00:39:49Z,3734774555,233,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451469347,211,43,1,23,3,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2022-08-27T13:53:39.674Z,2022-08-27T13:53:55Z,3734775823,55,210,3734776223,144,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451469557,213,28,1,23,52,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2022-08-27T13:54:28.080Z,2022-08-28T00:19:55Z,3734937831,233,214,3734776779,55,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451469617,214,28,1,23,52,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2022-08-27T13:54:28.080Z,2022-08-28T00:19:54Z,3734937877,233,213,3734777121,55,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451469707,214,1,1,23,53,4l9mrqzmajz5crzlz50mtbt6x,1,34.7,100,2022-08-27T13:54:29.675Z,2022-08-28T00:40:12Z,3734777455,107,,3734777461,141,78.8,3734777465,213,5.9,3734777457,56,Center,3734777517,238,,3734777463,212,38.9,3734777467,1,,3734777459,140,68.6,9uthj64y9f77y63tq7did539x,Angeliño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451469739,215,61,1,24,1,4l9mrqzmajz5crzlz50mtbt6x,1,68.6,78.8,2022-08-27T13:54:36.964Z,2022-08-28T00:40:31Z,3737964093,178,,3734777593,238,,3734777591,56,Center,3734777657,189,,,,,,,,,,,,,,e8ekkg0yayhhmmhinl0v9une,G. Rutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451469753,215,61,1,24,3,ex3psl8e3ajeypwjy4xfltpx6,1,27.7,24.6,2022-08-27T13:54:38.965Z,2022-08-28T00:40:28Z,3737964837,178,,3734777643,56,Back,3734777679,189,,,,,,,,,,,,,,,,,bs6f5ag1f47ropxefrybtaktl,M. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451469791,216,61,1,24,3,ex3psl8e3ajeypwjy4xfltpx6,1,31.1,44.6,2022-08-27T13:54:39.118Z,2022-08-28T00:40:26Z,3734777959,189,,3737965191,178,,3734777803,56,Back,,,,,,,,,,,,,,,,4kolmisdpprx0wrahisadl5n9,E. Rexhbeçaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451469811,217,49,1,24,7,ex3psl8e3ajeypwjy4xfltpx6,1,54.9,88.6,2022-08-27T13:54:43.010Z,2022-08-28T00:00:34Z,,,,,,,,,,,,,,,,,,,,,,,,,9bzlvn0twr2b5z30k30gugw5x,F. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451469839,218,1,1,24,9,ex3psl8e3ajeypwjy4xfltpx6,0,56.6,87.2,2022-08-27T13:54:44.700Z,2022-08-28T00:40:22Z,3734777917,212,17.5,3734777913,140,73.0,3734777919,213,6.1,3734777915,141,83.0,3734777911,56,Left,3737966377,178,,,,,,,,9bzlvn0twr2b5z30k30gugw5x,F. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451469861,216,49,1,24,10,4l9mrqzmajz5crzlz50mtbt6x,1,28.7,12.9,2022-08-27T13:54:45.731Z,2022-08-28T00:40:43Z,,,,,,,,,,,,,,,,,,,,,,,,,arwidogdfccsjv8fxa1veezf9,R. Skov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451469935,217,1,1,24,11,4l9mrqzmajz5crzlz50mtbt6x,1,34.8,9.9,2022-08-27T13:54:47.664Z,2022-08-28T00:40:47Z,3734778307,56,Back,3734778315,213,5.8,3737967235,178,,3734778309,140,45.0,3734778311,141,0.9,3734778313,212,12.3,,,,,,,arwidogdfccsjv8fxa1veezf9,R. Skov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451469957,218,1,1,24,18,4l9mrqzmajz5crzlz50mtbt6x,1,64.6,9.7,2022-08-27T13:54:53.865Z,2022-08-28T00:40:51Z,3734778451,212,11.3,3734778445,56,Center,3734778453,213,1.9,3734778449,141,25.2,3734778447,140,60.7,3737967995,178,,,,,,,,57c808184l80uuuv7z3flcu6t,G. Prömel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451469991,219,1,1,24,20,4l9mrqzmajz5crzlz50mtbt6x,1,58.9,33,2022-08-27T13:54:56.326Z,2022-08-28T00:40:59Z,3734778577,140,51.7,3734778581,141,45.4,3734778585,213,2.3,3734778575,56,Center,3737968637,178,,3734778583,212,11.3,,,,,,,arwidogdfccsjv8fxa1veezf9,R. Skov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451470007,220,1,1,24,25,4l9mrqzmajz5crzlz50mtbt6x,1,63,59.1,2022-08-27T13:55:00.993Z,2022-08-28T00:41:05Z,3734778703,212,28.3,3734778699,140,77.5,3734778705,213,1.0,3737969379,178,,3734778697,56,Left,3734778701,141,94.1,,,,,,,elh8kttxq9xfpoqfmpxv9jr2t,K. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451470057,221,1,1,24,28,4l9mrqzmajz5crzlz50mtbt6x,1,76.1,90.5,2022-08-27T13:55:04.309Z,2022-08-28T00:41:11Z,3734778895,140,86.6,3734778901,213,5.0,3737315293,72,,3734778893,56,Center,3734778897,141,32.6,3734778899,212,40.9,3734778889,2,,3737315291,387,,9uthj64y9f77y63tq7did539x,Angeliño,3737315289,225,,3734778891,155,3734778903,1,,3737969885,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451470061,222,44,1,24,30,4l9mrqzmajz5crzlz50mtbt6x,1,85.4,29.9,2022-08-27T13:55:06.588Z,2022-08-28T07:06:54Z,3734778915,233,219,3734778911,286,,3734778909,56,Center,,,,,,,,,,,,,,,,e8ekkg0yayhhmmhinl0v9une,G. Rutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451470043,219,44,1,24,30,ex3psl8e3ajeypwjy4xfltpx6,0,14.6,70.1,2022-08-27T13:55:06.589Z,2022-08-28T00:41:19Z,3734778819,285,,3734778817,56,Back,3734778919,233,222,,,,,,,,,,,,,,,,egmcpa7j5clzga5m0zvg2f105,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451470063,223,1,1,24,30,4l9mrqzmajz5crzlz50mtbt6x,0,85.1,32.8,2022-08-27T13:55:06.666Z,2022-08-28T07:06:55Z,3734778929,141,52.5,3734778933,213,1.2,3737970905,388,,3734778923,3,,3734778927,140,90.7,3734778925,56,Center,3734778931,212,14.6,,,,e8ekkg0yayhhmmhinl0v9une,G. Rutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451470075,220,12,1,24,32,ex3psl8e3ajeypwjy4xfltpx6,1,8.1,52.6,2022-08-27T13:55:07.875Z,2022-08-28T00:41:29Z,3737971557,388,,3734778993,15,,3734778985,140,21.5,3734778989,212,14.2,3734778991,213,6.2,3734778987,141,50.1,3734778983,56,Back,,,,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451470093,224,1,1,24,36,4l9mrqzmajz5crzlz50mtbt6x,0,77.6,51.9,2022-08-27T13:55:12.548Z,2022-08-28T00:41:42Z,3734779071,56,Center,3734779069,155,,3734779075,141,49.0,3734779079,213,5.7,3737972663,178,,3734779073,140,80.7,3734779077,212,3.8,,,,57c808184l80uuuv7z3flcu6t,G. Prömel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451470097,221,44,1,24,37,ex3psl8e3ajeypwjy4xfltpx6,1,18.6,51.8,2022-08-27T13:55:13.614Z,2022-08-28T07:06:55Z,3734779087,285,,3734779085,56,Back,3734779093,233,225,,,,,,,,,,,,,,,,9bzlvn0twr2b5z30k30gugw5x,F. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451470099,225,44,1,24,37,4l9mrqzmajz5crzlz50mtbt6x,0,81.4,48.2,2022-08-27T13:55:13.615Z,2022-08-28T00:41:57Z,3734779091,286,,3734779109,233,221,3734779089,56,Center,,,,,,,,,,,,,,,,57c808184l80uuuv7z3flcu6t,G. Prömel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451470103,222,1,1,24,37,ex3psl8e3ajeypwjy4xfltpx6,1,18.7,51.1,2022-08-27T13:55:13.667Z,2022-08-28T07:06:56Z,3734779113,3,,3734779117,140,24.6,3734779119,141,50.9,3734779121,212,6.2,3734779123,213,6.3,3734779115,56,Back,3737973633,388,,,,,9bzlvn0twr2b5z30k30gugw5x,F. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451470105,223,49,1,24,38,ex3psl8e3ajeypwjy4xfltpx6,1,24.5,51,2022-08-27T13:55:14.277Z,2022-08-28T00:42:08Z,,,,,,,,,,,,,,,,,,,,,,,,,3er9krmf0k6dhv6f9ltztfend,A. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451470119,224,1,1,24,39,ex3psl8e3ajeypwjy4xfltpx6,0,24.2,47.6,2022-08-27T13:55:14.901Z,2022-08-28T00:42:11Z,3737975733,178,,3734779229,1,,3734779221,140,48.6,3734779219,56,Back,3734779225,212,25.7,3734779217,157,,3734779223,141,50.1,3734779227,213,0.1,3er9krmf0k6dhv6f9ltztfend,A. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451470133,226,1,1,24,41,4l9mrqzmajz5crzlz50mtbt6x,1,54.1,47.9,2022-08-27T13:55:17.649Z,2022-08-28T00:42:15Z,3734779297,3,,3734779305,212,27.8,3734779301,140,27.7,3734779299,56,Back,3734779303,141,44.8,3734779307,213,3.2,3737976261,178,,,,,elh8kttxq9xfpoqfmpxv9jr2t,K. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451470135,227,49,1,24,46,4l9mrqzmajz5crzlz50mtbt6x,1,27.7,44.8,2022-08-27T13:55:21.712Z,2022-08-28T00:42:27Z,,,,,,,,,,,,,,,,,,,,,,,,,cm8po8ez5w9ms01gid6w3kwk5,O. Baumann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451470179,228,1,1,24,46,4l9mrqzmajz5crzlz50mtbt6x,0,27.7,44.8,2022-08-27T13:55:21.777Z,2022-08-28T00:42:29Z,3734779473,157,,3734779477,140,76.0,3734779481,212,52.6,3734779485,1,,3734779479,141,24.4,3737977079,178,,3734779475,56,Center,3734779483,213,6.0,cm8po8ez5w9ms01gid6w3kwk5,O. Baumann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
