id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/11/value,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/17/value,qualifier/16/value
2530214839,5,49,1,0,9,8q1ul09cygzswb7tb456bmifv,1,23,91.8,2023-04-08T13:30:21.900Z,2023-04-09T05:27:19Z,,,,,,,,,,,,,,,,,,,,,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530214911,6,1,1,0,13,8q1ul09cygzswb7tb456bmifv,1,14.6,91.4,2023-04-08T13:30:26.032Z,2023-04-09T05:27:25Z,4172137713,212,24.0,4172137709,141,88.7,4175284651,178,,4172137705,140,37.4,4172137715,213,6.2,4172137701,56,Back,,,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530214917,7,1,1,0,14,8q1ul09cygzswb7tb456bmifv,0,37.4,88.7,2023-04-08T13:30:27.372Z,2023-04-09T05:27:32Z,4172137749,212,7.6,4175284845,178,,4172137751,213,6.2,4172137747,141,87.9,4172137745,140,44.6,4172137743,56,Back,4172137741,168,,,,,3saz8njlttx2i4ospcwmmaqga,E. Martel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530852809,926,67,1,0,16,ex3psl8e3ajeypwjy4xfltpx6,1,53.4,20.9,2023-04-08T13:30:28.551Z,2023-04-09T07:17:26Z,4175505555,233,911,,,,,,,,,,,,,,,,,,,,,,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530852803,911,67,1,0,16,8q1ul09cygzswb7tb456bmifv,0,46.6,79.1,2023-04-08T13:30:28.552Z,2023-04-09T07:08:13Z,4175505573,233,926,,,,,,,,,,,,,,,,,,,,,,6yc09eth94qsachf595dyx6fp,D. Selke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530214963,7,1,1,0,16,ex3psl8e3ajeypwjy4xfltpx6,1,55.4,23.9,2023-04-08T13:30:28.590Z,2023-04-09T07:17:26Z,4172137969,212,27.7,4172137967,141,55.0,4172137965,140,72.4,4172137963,56,Center,4172137961,157,,4172137973,1,,4172137971,213,0.9,4175284973,178,,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530214971,8,49,1,0,17,ex3psl8e3ajeypwjy4xfltpx6,1,71.2,54.1,2023-04-08T13:30:30.400Z,2023-04-09T05:27:40Z,,,,,,,,,,,,,,,,,,,,,,,,,4zrut521fzw9fddqt74pnl756,R. Vargas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215073,9,1,1,0,18,ex3psl8e3ajeypwjy4xfltpx6,1,71.2,54.1,2023-04-08T13:30:31.031Z,2023-04-09T05:27:44Z,4172138471,212,8.5,4172138473,213,0.3,4172138469,141,58.0,4172138465,56,Center,4172138467,140,78.9,4175285193,178,,,,,,,,4zrut521fzw9fddqt74pnl756,R. Vargas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215081,10,50,1,0,23,ex3psl8e3ajeypwjy4xfltpx6,1,77.2,48,2023-04-08T13:30:35.891Z,2023-04-09T05:29:34Z,4172138559,233,8,4172138511,56,Center,4172138513,286,,,,,,,,,,,,,,,,,9bzlvn0twr2b5z30k30gugw5x,F. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215079,8,7,1,0,23,8q1ul09cygzswb7tb456bmifv,1,22.8,52,2023-04-08T13:30:35.991Z,2023-04-09T05:29:37Z,4173911235,385,,4172138515,233,10,4172138509,285,,4175288023,21,,4172138507,56,Back,4175286511,178,,,,,,,,3saz8njlttx2i4ospcwmmaqga,E. Martel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215745,11,1,1,0,24,8q1ul09cygzswb7tb456bmifv,0,17.8,51.2,2023-04-08T13:30:36.521Z,2023-04-09T05:29:14Z,4172141651,140,18.7,4172141653,141,51.2,4172141649,56,Back,4172141655,212,0.9,4172141657,213,0,4175287349,178,,4172142463,236,,4172142465,233,15,mgwgcv336wb93xvv0pfr6dih,J. Chabot,4172142469,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215671,15,74,1,0,24,ex3psl8e3ajeypwjy4xfltpx6,1,81.6,48.2,2023-04-08T13:30:36.545Z,2023-04-09T05:29:10Z,4172142485,233,11,4172142437,285,,4172142435,56,Center,4175287603,178,,,,,,,,,,,,,,9bzlvn0twr2b5z30k30gugw5x,F. Jensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215127,11,1,1,0,25,ex3psl8e3ajeypwjy4xfltpx6,1,77.3,32.5,2023-04-08T13:30:38.232Z,2023-04-09T05:29:42Z,4172138751,141,10.8,4172138753,212,14.8,4172138749,140,78.4,4172138747,56,Right,4172138755,213,4.8,4175288679,178,,,,,,,,b6woton2db3w4rm67vu69buy2,A. Engels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215145,12,1,1,0,27,ex3psl8e3ajeypwjy4xfltpx6,1,78.4,10.8,2023-04-08T13:30:39.881Z,2023-04-09T05:29:49Z,4172138845,212,3.0,4172138847,213,4.4,4172138839,56,Right,4172138841,140,77.6,4175288925,178,,4172138843,141,6.5,,,,,,,3er9krmf0k6dhv6f9ltztfend,A. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215333,13,1,1,0,28,ex3psl8e3ajeypwjy4xfltpx6,1,77.6,6.5,2023-04-08T13:30:41.492Z,2023-04-09T05:29:51Z,4172139671,213,2.8,4175289051,178,,4172139669,212,15.6,4172139665,140,63.7,4172139667,141,14.7,4172139663,56,Right,,,,,,,5arng6g4ietx2jwgcd2kpqdpl,R. Gumny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215395,9,27,1,0,31,8q1ul09cygzswb7tb456bmifv,1,0,0,2023-04-08T13:30:44.293Z,2023-04-09T09:02:23Z,4172140067,233,14,4172139975,41,Injury,4172139977,53,mgwgcv336wb93xvv0pfr6dih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215339,14,27,1,0,31,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2023-04-08T13:30:44.293Z,2023-04-09T09:02:24Z,4172140043,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530215707,10,43,1,1,6,8q1ul09cygzswb7tb456bmifv,1,0,0,2023-04-08T13:31:19.261Z,2023-04-08T13:31:26Z,4172141921,144,28,4172141501,55,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216331,12,28,1,2,10,8q1ul09cygzswb7tb456bmifv,1,0,0,2023-04-08T13:32:23.354Z,2023-04-09T09:02:57Z,4172144609,233,16,4172144475,55,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216347,16,28,1,2,10,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2023-04-08T13:32:23.354Z,2023-04-09T09:02:57Z,4172144541,55,14,4172144581,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216591,13,68,1,2,11,8q1ul09cygzswb7tb456bmifv,0,0,0,2023-04-08T13:32:23.727Z,2023-04-09T09:03:01Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216595,17,68,1,2,11,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2023-04-08T13:32:23.773Z,2023-04-09T09:03:07Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216677,18,1,1,2,12,ex3psl8e3ajeypwjy4xfltpx6,1,63.2,17.1,2023-04-08T13:32:24.563Z,2023-04-09T05:30:12Z,4172145989,141,15.2,4172145985,56,Back,4172145987,140,46.6,4172145991,212,17.5,4175289697,178,,4172145993,213,3.2,,,,,,,3er9krmf0k6dhv6f9ltztfend,A. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216765,19,1,1,2,15,ex3psl8e3ajeypwjy4xfltpx6,1,45.2,29.7,2023-04-08T13:32:28.142Z,2023-04-09T05:30:15Z,4172146365,56,Back,4172146367,140,38.0,4175289797,178,,4172146371,212,30.9,4172146369,141,73.7,4172146373,213,1.8,,,,,,,bs6f5ag1f47ropxefrybtaktl,M. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216825,20,1,1,2,20,ex3psl8e3ajeypwjy4xfltpx6,1,37.8,73.1,2023-04-08T13:32:32.504Z,2023-04-09T05:30:17Z,4172146633,56,Back,4172146639,212,7.4,4172146641,213,5.2,4172146635,140,40.8,4175289827,178,,4172146637,141,63.2,,,,,,,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216863,21,1,1,2,24,ex3psl8e3ajeypwjy4xfltpx6,1,60.5,83.5,2023-04-08T13:32:36.654Z,2023-04-09T05:30:23Z,4175290039,178,,4172146793,56,Left,4172146801,213,1.0,4172146797,141,97.3,4172146795,140,66.2,4172146799,212,11.1,,,,,,,4kolmisdpprx0wrahisadl5n9,E. Rexhbeçaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216867,22,1,1,2,26,ex3psl8e3ajeypwjy4xfltpx6,0,66.4,97.3,2023-04-08T13:32:39.033Z,2023-04-09T05:32:21Z,4172146813,141,96.1,4172146809,56,Left,4172146811,140,73.5,4172146901,233,14,4175290815,178,,4172146817,213,6.2,4172146899,236,,4172146815,212,7.5,4gmknefwu0tt33z88tu75xmg9,Iago,4172146905,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216841,14,74,1,2,26,8q1ul09cygzswb7tb456bmifv,1,31.1,8.6,2023-04-08T13:32:39.153Z,2023-04-09T05:32:28Z,4172146715,285,,4172146713,56,Back,4175292655,21,,4172146929,233,22,4175290963,178,,,,,,,,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530269375,415,1,1,2,27,ex3psl8e3ajeypwjy4xfltpx6,1,67.7,94.3,2023-04-08T13:32:40.331Z,2023-04-09T05:32:40Z,4172402331,141,94.5,4172402327,56,Left,4175291143,178,,4172402333,212,6.9,4172402329,140,74.3,4172402335,213,0.0,,,,,,,4gmknefwu0tt33z88tu75xmg9,Iago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216895,23,1,1,2,28,ex3psl8e3ajeypwjy4xfltpx6,0,77,94.6,2023-04-08T13:32:41.473Z,2023-04-09T05:32:47Z,4172278015,236,,4172278017,233,16,4172146989,212,8.8,4172278021,286,,4172146983,141,84.5,4172146969,2,,4175295043,178,,4172146979,140,82.3,4zrut521fzw9fddqt74pnl756,R. Vargas,4173913601,20,4172146995,213,5.4,4172146977,56,Left,4173913599,223,4172146973,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216911,16,12,1,2,29,8q1ul09cygzswb7tb456bmifv,1,23.1,11.9,2023-04-08T13:32:41.744Z,2023-04-09T05:32:49Z,4172278059,233,23,4172277945,185,,4175295089,178,,4172147049,56,Back,,,,,,,,,,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216877,15,43,1,2,29,8q1ul09cygzswb7tb456bmifv,1,0,0,2023-04-08T13:32:41.819Z,2023-04-08T13:58:24Z,4172248057,144,1,4172146855,56,Back,4172146863,141,9.8,4172146859,140,28.2,4172146867,213,2.9,4172146865,212,2.8,,,,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216931,17,49,1,2,30,8q1ul09cygzswb7tb456bmifv,1,24.1,19.4,2023-04-08T13:32:42.703Z,2023-04-09T05:33:09Z,,,,,,,,,,,,,,,,,,,,,,,,,6dzx3oyd42ql69tqxqvg8mpxx,K. Schindler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530216977,18,1,1,2,30,8q1ul09cygzswb7tb456bmifv,0,29.1,18.2,2023-04-08T13:32:42.893Z,2023-04-09T05:33:16Z,4172409317,233,416,4172147363,212,2.9,4172409315,236,,4172147361,141,18.2,4172147359,140,31.9,4172147365,213,0,4172147357,56,Back,4172409321,286,,6dzx3oyd42ql69tqxqvg8mpxx,K. Schindler,4175295759,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530269745,416,74,1,2,30,ex3psl8e3ajeypwjy4xfltpx6,1,62.8,83.8,2023-04-08T13:32:43.173Z,2023-04-09T05:33:23Z,4172409387,233,18,4175295963,178,,4172404399,56,Left,4172404401,285,,,,,,,,,,,,,,4kolmisdpprx0wrahisadl5n9,E. Rexhbeçaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530271523,396,1,1,2,32,8q1ul09cygzswb7tb456bmifv,1,25.2,15.4,2023-04-08T13:32:45.204Z,2023-04-09T05:33:29Z,4172414019,213,5.0,4175296135,178,,4172414017,212,7.8,4172414013,140,27.2,4172414015,141,4.3,4172414011,56,Back,,,,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217019,19,1,1,2,34,8q1ul09cygzswb7tb456bmifv,0,28.5,3.5,2023-04-08T13:32:47.262Z,2023-04-09T05:33:34Z,4175296279,178,,4172147583,212,47.3,4172147581,141,22.9,4172147575,155,,4172147577,56,Center,4172147587,1,,4172147579,140,71.8,4172147585,213,0.3,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217061,24,59,1,2,37,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2023-04-08T13:32:50.452Z,2023-04-09T05:33:42Z,4172147815,56,Back,,,,,,,,,,,,,,,,,,,,,,61xxo4zsk6hby0swa756l3wlx,R. Gikiewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217085,25,12,1,2,38,ex3psl8e3ajeypwjy4xfltpx6,1,27,66.7,2023-04-08T13:32:50.573Z,2023-04-09T07:10:29Z,4172147935,213,1.2,4172149927,167,,4172149925,15,,4172147933,212,25.8,4172147927,56,Back,4175511601,178,,4172147931,141,100.0,4172147929,140,36.1,61xxo4zsk6hby0swa756l3wlx,R. Gikiewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217093,20,5,1,2,39,8q1ul09cygzswb7tb456bmifv,1,63.7,-1.5,2023-04-08T13:32:52.152Z,2023-04-09T05:33:48Z,4172147985,347,,4172148017,233,26,4172147983,56,Right,,,,,,,,,,,,,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217087,26,5,1,2,39,ex3psl8e3ajeypwjy4xfltpx6,0,36.3,101.5,2023-04-08T13:32:52.152Z,2023-04-09T05:33:49Z,4172148037,233,20,4172147941,56,Back,4172147943,347,,,,,,,,,,,,,,,,,61xxo4zsk6hby0swa756l3wlx,R. Gikiewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217259,21,1,1,2,43,8q1ul09cygzswb7tb456bmifv,1,62.4,0,2023-04-08T13:32:56.153Z,2023-04-09T05:33:59Z,4172148845,1,,4172148833,107,,4172148843,213,0.2,4172148841,212,34.0,4172148839,141,10.7,4172148835,56,Right,4172148837,140,93.8,,,,6dzx3oyd42ql69tqxqvg8mpxx,K. Schindler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217293,22,1,1,2,51,8q1ul09cygzswb7tb456bmifv,1,91.2,14.2,2023-04-08T13:33:03.852Z,2023-04-09T05:34:03Z,4172148991,140,78.7,4172148993,141,11.8,4175296891,178,,4172148995,212,13.2,4172148989,56,Right,4172148997,213,3.3,,,,,,,cnf7quyillyf560nh14taliw9,L. Maina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217345,23,1,1,2,53,8q1ul09cygzswb7tb456bmifv,0,78.5,11.6,2023-04-08T13:33:05.843Z,2023-04-09T05:34:08Z,4172149275,56,Center,4173916693,224,,4172149277,140,89.5,4172149279,141,57.5,4172149285,1,,4172149271,2,,4172149273,155,,4173916695,20,,38knnji3m4qg6pqohph35n74l,B. Schmitz,4172149283,213,4172149281,212,33.3,4175297023,178,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530217347,27,44,1,2,54,ex3psl8e3ajeypwjy4xfltpx6,1,10,43,2023-04-08T13:33:07.321Z,2023-04-09T07:17:27Z,4172149295,285,,4172149293,56,Back,4172149319,233,24,,,,,,,,,,,,,,,,5arng6g4ietx2jwgcd2kpqdpl,R. Gumny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
