id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/10/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,assist,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2506215025,1,34,16,0,0,1c7qokc1j5z50cjj4tcu32haa,1,0,0,2023-02-11T13:50:43.185Z,2023-02-11T14:31:38Z,4024469659,197,18271,4024319201,59,"1, 21, 19, 20, 16, 25, 8, 6, 17, 7, 9, 3, 4, 5, 11, 31, 32, 42, 43, 44",4024319199,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4024319209,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4024319203,130,17,4024319205,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4024319207,194,dzolxp2oixtakcrqfyibpu76d,4024319197,30,"d2gbcc336c4zatpiif4cvm2fp, amd4rodp6senk2c1mmlsqozpx, 6u47fsriz3ejlf72hxtsew5bd, 6uurhe88nry4hyelll8ifzd91, bvifdvoxv9e8nq8qe37c0gvrp, dnt7ahwfj8endqngxwfll1tjp, l469vtpe0jbgg5sq1v2e67e1, az7owi5t4bclkamjsjuyxzv1l, am0pcyvtaws1i69jt09dgnsnp, bwqqecmqm76v5b83v1cz891p1, dzolxp2oixtakcrqfyibpu76d, eh9sh9aa10zrp80l6e4l0c7h1, 2w76r8guf9sacoriu0ivytyax, cjok1odm3twxo7sqye3hua6eh, 4rgz5z372h6sbwhpxl69cb6c5, d608s0948uh3owqee7t0en7px, 3wsyacqj7ci0ga9bzb988v7qh, ernbjicg113inzsubzrfm8fyt, 90wsjxdc3ibvah5gm9tnsjwbu, alp8twr3g2rmfmnguffsfovtg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506216891,1,34,16,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2023-02-11T13:53:28.137Z,2023-02-11T14:45:26Z,4024328255,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4024470329,197,17675,4024328247,30,"61xxo4zsk6hby0swa756l3wlx, 5arng6g4ietx2jwgcd2kpqdpl, bfdtduknquzhr2br7ahlgvvo4, 4kolmisdpprx0wrahisadl5n9, tedxo29s8xx0a71z6sidw7v9, 3j2pv0methgc8k8rtqbi079p1, 3er9krmf0k6dhv6f9ltztfend, b6woton2db3w4rm67vu69buy2, d9jj0525pm3nu9vqewtpo2rpx, 1ic5mnwhm510mptrxz04zmtm2, avk9yje6h4nndg3cufnbu2imt, aybzlrbkvnobkazjsmox975jp, 3yiwkcfbwy0sfnecr9sy9695h, d8h5ge9ust20o7us968acnsnp, bs6f5ag1f47ropxefrybtaktl, 9bzlvn0twr2b5z30k30gugw5x, 5q3ft0wiy6lsy937j7nw6msq1, 6xjbcik3a56d0vqy4vrq5eokp, 840353qq4b6ufh0hhm9o0n45x, 1ie7ml2v6772ek2u8q7wl1awa",4024328257,194,tedxo29s8xx0a71z6sidw7v9,4024328251,59,"1, 2, 8, 13, 6, 19, 10, 27, 11, 7, 9, 14, 17, 20, 23, 24, 30, 38, 40, 45",4024328259,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4024328249,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4024328253,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246625,2,32,1,0,0,1c7qokc1j5z50cjj4tcu32haa,1,0,0,2023-02-11T14:31:32.258Z,2023-02-11T19:57:49Z,4024485925,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246611,2,32,1,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2023-02-11T14:31:32.258Z,2023-02-11T14:31:32Z,4024485875,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246717,3,1,1,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,49.8,49.9,2023-02-11T14:31:32.299Z,2023-02-12T04:30:12Z,4024486303,141,56.3,4024486309,279,S,4024486301,140,32.9,4024486307,213,2.9,4024486299,56,Back,4024486305,212,18.3,4026503267,178,,,,,d9jj0525pm3nu9vqewtpo2rpx,M. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246741,4,1,1,0,2,ex3psl8e3ajeypwjy4xfltpx6,0,32.8,56.7,2023-02-11T14:31:35.155Z,2023-02-11T20:08:10Z,4024486415,212,51.0,4024486407,155,,4024486417,213,6.0,4024486411,140,79.1,4026503559,178,,4024486409,56,Center,4024486419,1,,4024486413,141,33.9,3j2pv0methgc8k8rtqbi079p1,F. Uduokhai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506249221,36,44,1,0,6,1c7qokc1j5z50cjj4tcu32haa,1,23,67.8,2023-02-11T14:31:38.342Z,2023-02-12T06:16:56Z,4024504951,233,39,4024498621,285,,4024498619,56,Back,,,,,,,,,,,,,,,,bvifdvoxv9e8nq8qe37c0gvrp,S. Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506250523,39,44,1,0,6,ex3psl8e3ajeypwjy4xfltpx6,0,77,32.2,2023-02-11T14:31:38.343Z,2023-02-11T20:08:18Z,4024504797,286,,4024504795,56,Center,4024504969,233,36,,,,,,,,,,,,,,,,1ic5mnwhm510mptrxz04zmtm2,D. Beljo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246767,3,1,1,0,6,1c7qokc1j5z50cjj4tcu32haa,0,16.9,71.5,2023-02-11T14:31:38.411Z,2023-02-12T06:16:56Z,4024486531,141,60.5,4024486527,56,Back,4026504299,388,,4024486525,3,,4024486533,212,14.2,4024486535,213,5.7,4024486529,140,28.4,,,,bvifdvoxv9e8nq8qe37c0gvrp,S. Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246753,5,43,1,0,6,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2023-02-11T14:31:38.934Z,2023-02-11T14:31:45Z,4024486477,286,0,4024486473,56,Center,4024486967,144,44,,,,,,,,,,,,,,,,1ic5mnwhm510mptrxz04zmtm2,D. Beljo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
