id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/11/value,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/14/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId
2483615321,1,34,16,0,0,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2022-11-09T16:33:10.869Z,2022-11-09T17:32:12Z,3905400501,194,cg6h7oq0b5zpx1g4brhzyk1xx,3905358655,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3905358651,130,13,3905377957,197,16232,3905358649,59,"1, 30, 5, 3, 12, 4, 25, 8, 23, 19, 17, 6, 10, 11, 21, 24, 32, 36, 38, 40",3905358645,30,"cg6h7oq0b5zpx1g4brhzyk1xx, 9qo448ueot8pfc5oqo378wag9, a41r2ob5fhirgdwxwox6nr4yx, 4foax2b7unlkev1eq6py86lii, djha3ac2mfhyb7oia64hq2nd, 5ec2ede9uwbft3wby33mwowyd, 6rg37ej1x7pwi7r4aq1107pih, 4tev0kk0om8cr1xbwpt8bozit, e4vr28e9cbq3q5nux1jlpuuei, 9ydkbbygq6uocors9kcdnzbop, 7y6f63pj7horkzhdzbge02rqh, cis0z72hgahfnfjduk7hdnz3e, 2cq6ocr7j487do4nrm3sreg9h, 7w63iqek6hmnizlirurla1cr9, 8mcf8c8ht32as6xxrf1gb51m2, 3ojzrb5okc6i1jf1o7okovnjd, czpaltuhh1gskg7zh7k7qyqui, byk5vhf9l112i7hhy1clravp, 6m9kyt5astmqvzdq2ee81qcwl, 9z1hb45wjhq63ebn88b079k2d",3905358647,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3905358653,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483615795,1,34,16,0,0,8q1ul09cygzswb7tb456bmifv,1,0,0,2022-11-09T16:36:07.361Z,2022-11-09T17:34:11Z,3905361241,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3905361245,197,16228,3905361247,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3905361233,30,"4zfgh6wq7svx418tzwf0gfavp, 38knnji3m4qg6pqohph35n74l, 21vfv10e7fh6b2xtcu55ihn11, 3saz8njlttx2i4ospcwmmaqga, 8w5vjfl9ntyyxzyn2lo8k4dpm, 4w8nqkhp6v62vs319a7qckfs9, cnf7quyillyf560nh14taliw9, ojqb7kv87o0cidbckgtg1rdh, 8mmecefcbz8wu4jcqqywps5p1, 89s9fm31pcfq7l28kc2kad4kq, 55z0yap5tml66nes2cchg7ahh, 224uan6ugjt7b2c1zsxrs2pcl, f239q43hdwrm7u7mu5jqyk91x, 6dzx3oyd42ql69tqxqvg8mpxx, g64b8x11ndowv2zj29r9i311, 8n4b6j21nxf1nf628ugg3xsdl, mgwgcv336wb93xvv0pfr6dih, 7rltyxkrvvfg7q1hppl631soa, 2hb1dyg1auzdfbi3lg9ysap9m, 3s378qeykqznl2ozqskmzjywa",3905361237,59,"20, 2, 14, 6, 5, 15, 37, 28, 23, 8, 11, 1, 3, 17, 18, 21, 24, 29, 47, 48",3905361243,194,21vfv10e7fh6b2xtcu55ihn11,3905361235,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3905361239,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623575,2,32,1,0,0,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2022-11-09T17:31:50.869Z,2022-11-09T17:31:51Z,3905404693,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623579,2,32,1,0,0,8q1ul09cygzswb7tb456bmifv,1,0,0,2022-11-09T17:31:50.869Z,2022-11-10T02:35:11Z,3905404715,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623633,3,1,1,0,0,7ad69ngbpjuyzv96drf8d9sn2,1,50,50,2022-11-09T17:31:50.955Z,2022-11-10T03:46:56Z,3905404953,140,39.6,3905404965,279,S,3905404951,56,Back,3905404955,141,59.0,3905404963,213,2.6,3905404959,212,12.5,3906544981,178,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623635,4,1,1,0,1,7ad69ngbpjuyzv96drf8d9sn2,1,39.6,59,2022-11-09T17:31:52.753Z,2022-11-10T03:46:58Z,3905404977,212,17.9,3905404979,213,4.2,3905404971,56,Back,3905404975,141,35.9,3906544997,178,,3905404973,140,31.5,,,,,,,6rg37ej1x7pwi7r4aq1107pih,E. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623637,5,1,1,0,4,7ad69ngbpjuyzv96drf8d9sn2,1,31.5,35.9,2022-11-09T17:31:55.440Z,2022-11-10T03:47:00Z,3906545023,178,,3905404987,141,48.6,3905404985,140,25.5,3905404989,212,10.7,3905404991,213,2.2,3905404983,56,Back,,,,,,,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623641,6,1,1,0,6,7ad69ngbpjuyzv96drf8d9sn2,1,25.5,48.6,2022-11-09T17:31:57.603Z,2022-11-10T03:47:03Z,3905405023,213,1.6,3905405013,56,Back,3905405019,141,76.0,3905405021,212,18.6,3905405015,140,25.4,3906545033,178,,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623655,7,1,1,0,8,7ad69ngbpjuyzv96drf8d9sn2,1,25.4,76,2022-11-09T17:31:59.478Z,2022-11-10T03:47:08Z,3906545049,178,,3905405083,140,28.2,3905405081,56,Back,3905405085,141,91.2,3905405089,213,1.3,3905405087,212,10.7,,,,,,,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483623695,8,1,1,0,10,7ad69ngbpjuyzv96drf8d9sn2,0,28.3,92.7,2022-11-09T17:32:01.547Z,2022-11-10T03:47:10Z,3905405259,213,5.9,3905405255,141,52.8,3905405251,56,Center,3906545055,178,,3905405257,212,66.4,3905405261,1,,3905405253,140,86.0,3905405249,155,,a41r2ob5fhirgdwxwox6nr4yx,M. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
