id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2515047063,7,49,1,0,22,go76xxm0xyfgqt1h6tcrtimm,1,23.7,94.4,2023-03-04T14:31:49.661Z,2023-03-05T04:29:31Z,,,,,,,,,,,,,,,,,,,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515047125,8,1,1,0,22,go76xxm0xyfgqt1h6tcrtimm,1,21.1,91.4,2023-03-04T14:31:49.812Z,2023-03-05T04:29:40Z,4070903525,213,4.0,4070903521,141,60.2,4070903519,140,3.9,4074316319,178,,4070903523,212,27.9,4070903517,56,Back,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515047169,9,1,1,0,27,go76xxm0xyfgqt1h6tcrtimm,1,8.2,56.3,2023-03-04T14:31:55.422Z,2023-03-05T04:29:50Z,4070903715,140,13.2,4070903721,213,1.2,4070903719,212,14.6,4070903713,56,Back,4070903717,141,76.4,4074316639,178,,,,,,,,slsd8022q9s3uugsafaqt2ol,T. Sippel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515047199,10,1,1,0,30,go76xxm0xyfgqt1h6tcrtimm,1,15.8,76.5,2023-03-04T14:31:57.747Z,2023-03-05T04:29:58Z,4070903929,212,12.9,4070903925,140,27.4,4074316873,178,,4070903927,141,82.7,4070903923,56,Back,4070903931,213,0.3,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515047227,11,1,1,0,32,go76xxm0xyfgqt1h6tcrtimm,1,25.2,79.5,2023-03-04T14:32:00.399Z,2023-03-05T04:30:04Z,4070904069,140,21.4,4070904073,212,29.1,4074317061,178,,4070904067,56,Back,4070904071,141,37.1,4070904075,213,4.6,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515047267,12,1,1,0,36,go76xxm0xyfgqt1h6tcrtimm,1,21.8,35.2,2023-03-04T14:32:03.913Z,2023-03-05T04:30:09Z,4070904259,140,17.8,4070904263,212,13.7,4070904257,56,Back,4070904261,141,54.3,4070904265,213,1.9,4074317191,178,,,,,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515047289,13,1,1,0,38,go76xxm0xyfgqt1h6tcrtimm,1,17.9,54.3,2023-03-04T14:32:05.593Z,2023-03-05T04:30:15Z,4070904367,56,Back,4070904371,141,41.0,4070904375,213,3.7,4070904369,140,2.8,4070904373,212,18.3,4074317409,178,,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515047333,14,1,1,0,40,go76xxm0xyfgqt1h6tcrtimm,0,2.8,41,2023-03-04T14:32:08.138Z,2023-03-05T04:30:21Z,4074317509,178,,4070904577,155,,4070904587,213,0.1,4070904583,141,49.4,4070904585,212,45.8,4070904589,1,,4070904579,56,Back,4070904581,140,46.1,slsd8022q9s3uugsafaqt2ol,T. Sippel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515047341,5,1,1,0,43,6k5zscdm9ufw0tguvzyjlp5hq,0,54.3,53.7,2023-03-04T14:32:10.931Z,2023-03-05T04:30:26Z,4070904623,56,Center,4070904627,140,63.6,4070904619,3,,4070904635,212,9.8,4070904639,213,6.2,4074317667,388,,4070904631,141,52.7,,,,f5ln82l8q7gvouj3zhsp5t4gl,M. Eggestein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515047409,15,1,1,0,44,go76xxm0xyfgqt1h6tcrtimm,1,35.7,44.3,2023-03-04T14:32:12.466Z,2023-03-05T04:30:31Z,4070904949,213,4.9,4070904941,56,Back,4070904945,141,3.5,4070904943,140,41.8,4070904947,212,28.5,4074317823,388,,4070904939,3,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515047411,16,61,1,0,49,go76xxm0xyfgqt1h6tcrtimm,0,41.8,3.7,2023-03-04T14:32:16.777Z,2023-03-05T04:31:02Z,4070904957,56,Back,4074318235,178,,,,,,,,,,,,,,,,,,,,7kjhx78gpi6m3r4j1b4jdyh91,J. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515047415,6,5,1,0,49,6k5zscdm9ufw0tguvzyjlp5hq,1,59.4,100.7,2023-03-04T14:32:17.357Z,2023-03-05T04:31:07Z,4070905037,233,17,4070904973,347,,4070904971,56,Left,,,,,,,,,,,,,,,,b7ve7k983eaewnupejiow3jdh,C. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515047429,17,5,1,0,49,go76xxm0xyfgqt1h6tcrtimm,0,40.6,-0.7,2023-03-04T14:32:17.357Z,2023-03-05T04:31:06Z,4070905011,347,,4070905069,233,6,4070905009,56,Back,,,,,,,,,,,,,,,,7kjhx78gpi6m3r4j1b4jdyh91,J. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515047671,7,1,1,1,6,6k5zscdm9ufw0tguvzyjlp5hq,1,53.2,100,2023-03-04T14:32:33.907Z,2023-03-05T04:31:15Z,4070906175,56,Back,4070906179,141,96.2,4070906181,212,8.9,4070906177,140,45.4,4070906173,107,,4070906183,213,3.5,,,,,,,b7ve7k983eaewnupejiow3jdh,C. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515047695,8,1,1,1,7,6k5zscdm9ufw0tguvzyjlp5hq,1,45.4,96.2,2023-03-04T14:32:34.910Z,2023-03-05T04:31:19Z,4070906283,56,Left,4070906287,141,98.3,4074319009,178,,4070906291,213,0.1,4070906289,212,9.9,4070906285,140,54.7,,,,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515047697,9,50,1,1,8,6k5zscdm9ufw0tguvzyjlp5hq,1,57.2,97.4,2023-03-04T14:32:36.084Z,2023-03-05T04:31:48Z,4070906297,286,,4070906369,233,18,4070906295,56,Left,,,,,,,,,,,,,,,,b7ve7k983eaewnupejiow3jdh,C. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515047713,18,7,1,1,8,go76xxm0xyfgqt1h6tcrtimm,1,42.8,2.6,2023-03-04T14:32:36.424Z,2023-03-05T04:31:51Z,4070906353,233,9,4070906337,56,Back,4073479427,383,,4070906339,285,,4074319731,178,,,,,,,,,,,9bdxi3mvkftmqts59jptqq76d,L. Stindl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515047717,19,49,1,1,9,go76xxm0xyfgqt1h6tcrtimm,1,40.6,3.5,2023-03-04T14:32:36.938Z,2023-03-05T04:31:55Z,,,,,,,,,,,,,,,,,,,,,,,,,9bdxi3mvkftmqts59jptqq76d,L. Stindl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515047723,20,50,1,1,11,go76xxm0xyfgqt1h6tcrtimm,1,38.3,2.2,2023-03-04T14:32:38.623Z,2023-03-05T04:32:03Z,4070906373,56,Back,4070906435,233,10,4070906375,286,,,,,,,,,,,,,,,,,9bdxi3mvkftmqts59jptqq76d,L. Stindl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515047737,10,7,1,1,11,6k5zscdm9ufw0tguvzyjlp5hq,1,61.7,97.8,2023-03-04T14:32:38.858Z,2023-03-05T04:32:14Z,4070906405,167,,4070906411,285,,4070906409,56,Left,4074320251,178,,4070906419,233,20,4073481233,385,,,,,,,,2az0f39bhz2kvxhopalzi0h5h,V. Grifo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515047741,11,5,1,1,11,6k5zscdm9ufw0tguvzyjlp5hq,0,62.4,101.2,2023-03-04T14:32:39.178Z,2023-03-05T04:32:20Z,4070906417,347,,4070906415,56,Left,4070907093,233,21,,,,,,,,,,,,,,,,2az0f39bhz2kvxhopalzi0h5h,V. Grifo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515047885,21,5,1,1,11,go76xxm0xyfgqt1h6tcrtimm,1,37.6,-1.2,2023-03-04T14:32:39.178Z,2023-03-05T04:32:19Z,4070907057,347,,4070907077,233,11,4070907055,56,Back,,,,,,,,,,,,,,,,9bdxi3mvkftmqts59jptqq76d,L. Stindl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515047925,22,1,1,1,20,go76xxm0xyfgqt1h6tcrtimm,1,42.6,0,2023-03-04T14:32:48.499Z,2023-03-05T04:32:37Z,4070907233,56,Right,4070907237,141,11.3,4070907241,213,0.5,4070907239,212,19.7,4070907231,107,,4070907235,140,59.4,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515047933,23,44,1,1,22,go76xxm0xyfgqt1h6tcrtimm,1,60.2,8.6,2023-03-04T14:32:50.143Z,2023-03-05T09:31:34Z,4070907311,233,12,4070907261,286,,4070907259,56,Right,,,,,,,,,,,,,,,,66nvc8a4kd3cyeyj3i474cudx,M. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515047937,12,44,1,1,22,6k5zscdm9ufw0tguvzyjlp5hq,0,39.8,91.4,2023-03-04T14:32:50.144Z,2023-03-05T04:32:41Z,4070907283,56,Back,4070907341,233,23,4070907285,285,,,,,,,,,,,,,,,,,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515047939,24,1,1,1,22,go76xxm0xyfgqt1h6tcrtimm,0,59.4,11.3,2023-03-04T14:32:50.229Z,2023-03-05T09:31:35Z,4074320955,178,,4070907289,168,,4070907297,212,1.5,4070907293,140,60.8,4070907287,3,,4070907295,141,11.5,4070907291,56,Right,4070907299,213,0.1,66nvc8a4kd3cyeyj3i474cudx,M. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515047945,13,61,1,1,22,6k5zscdm9ufw0tguvzyjlp5hq,1,39.5,94.4,2023-03-04T14:32:50.351Z,2023-03-05T04:33:43Z,4070907319,56,Back,4074321209,15,,4074321211,178,,,,,,,,,,,,,,,,,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515047967,14,49,1,1,25,6k5zscdm9ufw0tguvzyjlp5hq,1,23,69,2023-03-04T14:32:53.138Z,2023-03-05T06:45:49Z,,,,,,,,,,,,,,,,,,,,,,,,,d36na8jr6xcc8eronhy8mcz1m,K. Sildillia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515048107,15,1,1,1,29,6k5zscdm9ufw0tguvzyjlp5hq,1,23.7,42.7,2023-03-04T14:32:57.075Z,2023-03-05T04:34:07Z,4070908107,140,5.9,4070908113,213,2.8,4074322371,178,,4070908111,212,19.6,4070908109,141,51.5,4070908105,56,Back,,,,,,,d36na8jr6xcc8eronhy8mcz1m,K. Sildillia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515048203,16,1,1,1,35,6k5zscdm9ufw0tguvzyjlp5hq,1,7.2,51.8,2023-03-04T14:33:02.646Z,2023-03-05T04:34:14Z,4070908509,140,12.9,4070908511,141,80.8,4070908515,213,1.3,4074322565,178,,4070908513,212,20.6,4070908507,56,Back,,,,,,,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515048247,17,1,1,1,43,6k5zscdm9ufw0tguvzyjlp5hq,1,23.6,73.8,2023-03-04T14:33:10.639Z,2023-03-05T04:34:19Z,4070908701,141,87.8,4070908705,213,0.9,4074322671,178,,4070908699,140,30.3,4070908703,212,11.8,4070908697,56,Back,,,,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515048367,18,1,1,1,45,6k5zscdm9ufw0tguvzyjlp5hq,1,31.1,88.4,2023-03-04T14:33:12.776Z,2023-03-05T04:34:22Z,4070909235,212,14.7,4070909231,140,24.0,4070909229,56,Back,4070909233,141,69.7,4074322725,178,,4070909237,213,4.2,,,,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515048429,19,1,1,1,52,6k5zscdm9ufw0tguvzyjlp5hq,1,29,60.5,2023-03-04T14:33:19.624Z,2023-03-05T04:34:28Z,4070909487,140,31.2,4074322855,178,,4070909491,212,29.2,4070909489,141,17.7,4070909493,213,4.8,4070909485,56,Back,,,,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515048503,20,1,1,1,54,6k5zscdm9ufw0tguvzyjlp5hq,1,32,14.9,2023-03-04T14:33:22.244Z,2023-03-05T04:34:39Z,4074323087,178,,4070909841,212,10.4,4070909837,140,36.9,4070909835,56,Back,4070909843,213,5.2,4070909839,141,1.6,,,,,,,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515048533,21,1,1,1,58,6k5zscdm9ufw0tguvzyjlp5hq,1,32.4,21.9,2023-03-04T14:33:25.619Z,2023-03-05T04:34:45Z,4070909985,213,0.9,4074323203,178,,4070909979,140,39.7,4070909981,141,37.4,4070909977,56,Back,4070909983,212,13.0,,,,,,,d36na8jr6xcc8eronhy8mcz1m,K. Sildillia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515048561,22,1,1,2,0,6k5zscdm9ufw0tguvzyjlp5hq,1,39.2,35.4,2023-03-04T14:33:27.699Z,2023-03-05T04:34:59Z,4074323379,178,,4070910103,213,3.7,4070910091,140,33.2,4070910099,212,7.6,4070910087,56,Back,4070910095,141,29.2,,,,,,,2az0f39bhz2kvxhopalzi0h5h,V. Grifo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515048635,23,1,1,2,1,6k5zscdm9ufw0tguvzyjlp5hq,1,33.2,31.6,2023-03-04T14:33:28.972Z,2023-03-05T04:35:03Z,4070910467,141,51.3,4070910463,56,Back,4070910471,213,2.3,4070910469,212,18.7,4074323409,178,,4070910465,140,20.8,,,,,,,d36na8jr6xcc8eronhy8mcz1m,K. Sildillia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515048683,24,1,1,2,6,6k5zscdm9ufw0tguvzyjlp5hq,1,23.7,71.8,2023-03-04T14:33:33.555Z,2023-03-05T04:35:16Z,4070910695,56,Back,4070910701,212,21.0,4070910699,141,97.1,4070910703,213,1.0,4074323599,178,,4070910697,140,35.2,,,,,,,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515048735,25,1,1,2,9,6k5zscdm9ufw0tguvzyjlp5hq,1,38.1,97.8,2023-03-04T14:33:37.482Z,2023-03-05T04:35:24Z,4070910911,140,29.9,4070910909,56,Back,4074323887,178,,4070910915,212,9.1,4070910917,213,3.5,4070910913,141,93.3,,,,,,,dglkt5h4m18p1qcj2uhqymvv9,R. Sallai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515048767,26,1,1,2,12,6k5zscdm9ufw0tguvzyjlp5hq,1,31.8,91.7,2023-03-04T14:33:39.763Z,2023-03-05T04:35:27Z,4070911091,213,4.3,4070911087,141,69.0,4070911083,56,Back,4070911085,140,24.8,4074323949,178,,4070911089,212,17.1,,,,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515048799,27,1,1,2,15,6k5zscdm9ufw0tguvzyjlp5hq,1,28.1,64.9,2023-03-04T14:33:42.584Z,2023-03-05T04:35:33Z,4070911265,212,28.5,4070911261,140,54.2,4074324085,178,,4070911263,141,53.3,4070911267,213,6.0,4070911259,56,Center,,,,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515048825,28,1,1,2,17,6k5zscdm9ufw0tguvzyjlp5hq,1,52.8,54.6,2023-03-04T14:33:44.777Z,2023-03-05T04:35:39Z,4070911389,140,47.1,4070911393,212,7.2,4070911395,213,2.5,4070911387,56,Back,4074324211,178,,4070911391,141,60.6,,,,,,,bsyv3fmihshve4jcr11qmtmfp,L. Höler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515048827,29,1,1,2,19,6k5zscdm9ufw0tguvzyjlp5hq,1,47,65.2,2023-03-04T14:33:46.820Z,2023-03-05T04:35:45Z,4070911405,140,44.7,4070911409,212,6.8,4070911411,213,1.9,4074324285,178,,4070911403,56,Back,4070911407,141,74.5,,,,,,,dglkt5h4m18p1qcj2uhqymvv9,R. Sallai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515048885,30,1,1,2,21,6k5zscdm9ufw0tguvzyjlp5hq,1,44.8,70.9,2023-03-04T14:33:49.065Z,2023-03-05T04:35:51Z,4070911739,212,17.3,4070911735,140,30.5,4074324427,178,,4070911733,56,Back,4070911737,141,58.2,4070911741,213,3.7,,,,,,,2az0f39bhz2kvxhopalzi0h5h,V. Grifo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515048915,31,2,1,2,24,6k5zscdm9ufw0tguvzyjlp5hq,1,31.2,57.6,2023-03-04T14:33:51.797Z,2023-03-05T04:35:55Z,4070911887,1,,4070911891,140,64.9,4070911889,56,Right,4074324487,178,,4070911893,141,4.6,4070911885,7,2jk8zu0m0tf7if0pyrkbo82xh,,,,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515048917,25,55,1,2,24,go76xxm0xyfgqt1h6tcrtimm,1,37.9,72.1,2023-03-04T14:33:51.798Z,2023-03-05T04:35:55Z,,,,,,,,,,,,,,,,,,,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
