id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2466532627,1,34,16,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2022-10-02T14:37:27.825Z,2022-10-02T16:02:29Z,3814906013,30,"61xxo4zsk6hby0swa756l3wlx, 5arng6g4ietx2jwgcd2kpqdpl, 4gmknefwu0tt33z88tu75xmg9, 8ls8npa774mbrxje10ff46sb9, bs6f5ag1f47ropxefrybtaktl, tedxo29s8xx0a71z6sidw7v9, yxuavigqlnnigve5ki4tfemt, 4kolmisdpprx0wrahisadl5n9, d9jj0525pm3nu9vqewtpo2rpx, 48xfkorlx0hu677np4669wbth, avk9yje6h4nndg3cufnbu2imt, egmcpa7j5clzga5m0zvg2f105, 3er9krmf0k6dhv6f9ltztfend, 4zrut521fzw9fddqt74pnl756, d8h5ge9ust20o7us968acnsnp, 3abavmbqh6vt0xgcx6zo4mgru, 9bzlvn0twr2b5z30k30gugw5x, 19i0qsgzkuzg3b19zogzh7o16, 3uj9aygyfvo2sm844e72oeesq, 89hc9e27swp796vy7yvylg3x1",3814906015,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3815161745,197,16596,3814906029,194,tedxo29s8xx0a71z6sidw7v9,3814906033,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3814906023,130,15,3814906019,59,"1, 2, 22, 8, 23, 6, 28, 13, 11, 7, 9, 3, 10, 16, 20, 21, 24, 25, 26, 32",3814906027,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466534985,1,34,16,0,0,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2022-10-02T14:39:35.923Z,2022-10-02T15:39:20Z,3814918799,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3814918803,130,15,3814918807,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3814918805,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3814932745,194,9xl238e13utd2ondzqi51ka1h,3814918801,59,"13, 41, 2, 6, 5, 4, 24, 17, 9, 40, 11, 1, 3, 7, 8, 10, 19, 23, 29, 30",3815212139,197,6345,3814918797,30,"dvo2f7d0yosn404wsrsgeprdh, w2jovd0ta6to004lvlri5gtm, 8kydif03gk6apce8xwl9w3ht5, dgysidzshgxqm3jegaihwi5wq, 58ixsja4yf7pskmshzo7ohwfe, 4fvtwbl1hrxgs9lg957rxladx, 7lohomjw8xbl5eymcqhrtytw5, 58jjd14yvf4d6tvqcz4xo3a7e, 9xl238e13utd2ondzqi51ka1h, 8czesxhh2bedy0ukqb95rk82d, 6b7p3ncup75mpop91n0u1mw2d, 8td0ccul6gf7r5benk1pxqrx1, 64x38pccgfsuz4ywoveh2ksbu, aahyom322jdc6f21960ycuzth, 8n0dskalmx94ofiq6jewa22tx, bax0ggbhejk7kpcezkyg3hai2, at2rbigl1d8bsjw2u6lhfcatx, 2rsdnuf5kuu8kxybsjq7ogbje, 5qc0owkwmgk74qy13ft3kpg5, 9taxidttdt94nmvc3mqhqq0ut",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466580901,2,32,1,0,0,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2022-10-02T15:31:33.814Z,2022-10-03T00:34:30Z,3815165183,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466580875,2,32,1,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2022-10-02T15:31:33.814Z,2022-10-02T15:31:33Z,3815165077,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466580939,3,1,1,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,50.2,49.7,2022-10-02T15:31:33.837Z,2022-10-03T06:38:32Z,3815165379,56,Back,3815165381,140,27.7,3815165389,279,S,3816961209,178,,3815165383,141,43.9,3815165385,212,24.0,3815165387,213,3.3,,,,48xfkorlx0hu677np4669wbth,F. Niederlechner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466581031,4,1,1,0,3,ex3psl8e3ajeypwjy4xfltpx6,1,28.9,43.6,2022-10-02T15:31:37.148Z,2022-10-03T06:38:36Z,3815165869,56,Center,3815165881,212,46.7,3815165873,140,70.0,3815165885,213,0.4,3815165887,1,,3815165877,141,69.8,3816961253,178,,3815165865,155,,bs6f5ag1f47ropxefrybtaktl,M. Bauer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466934565,1121,67,1,0,6,ex3psl8e3ajeypwjy4xfltpx6,1,68.8,69.8,2022-10-02T15:31:40.551Z,2022-10-03T09:23:20Z,3817072277,233,1290,,,,,,,,,,,,,,,,,,,,,,d9jj0525pm3nu9vqewtpo2rpx,M. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466934563,1290,67,1,0,6,cz4a6wmzx2obyisadhgaccx7b,0,31.2,30.2,2022-10-02T15:31:40.552Z,2022-10-03T08:58:41Z,3817072287,233,1121,,,,,,,,,,,,,,,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466581043,5,1,1,0,6,ex3psl8e3ajeypwjy4xfltpx6,1,68.8,76.9,2022-10-02T15:31:40.580Z,2022-10-03T09:23:21Z,3815165959,213,2.2,3815165951,56,Left,3816977569,178,,3815165989,156,,3815165957,212,7.3,3815165955,141,85.3,3815165953,140,64.5,,,,d9jj0525pm3nu9vqewtpo2rpx,M. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466581103,6,1,1,0,8,ex3psl8e3ajeypwjy4xfltpx6,0,60.4,87.2,2022-10-02T15:31:42.805Z,2022-10-03T06:54:03Z,3816977641,178,,3815166281,56,Center,3815166279,155,,3815166289,213,5.7,3815166283,140,79.5,3815166287,212,24.8,3815166285,141,65.7,,,,4kolmisdpprx0wrahisadl5n9,E. Rexhbeçaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
