id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2544358009,6,1,1,0,11,eq1oq6y61xnzq88zu0cnw131z,1,94.8,97.1,2023-05-06T13:30:59.052Z,2023-05-07T06:32:06Z,4257426023,178,,4254340845,141,83.6,4254340843,140,91.1,4254340841,56,Left,4254340847,212,10.0,4254340849,213,4.3,,,,,,,ejww8hjcn4y4hlik863vaw3qh,C. Antwi-Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358011,7,61,1,0,12,eq1oq6y61xnzq88zu0cnw131z,0,91.1,83.6,2023-05-06T13:30:59.908Z,2023-05-07T06:32:18Z,4254340857,56,Left,4257426185,178,,,,,,,,,,,,,,,,,,,,d2pco79bmi3f9x3zahtf9q2mt,P. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358029,5,49,1,0,13,go76xxm0xyfgqt1h6tcrtimm,1,12.3,12.2,2023-05-06T13:31:01.229Z,2023-05-07T06:32:25Z,,,,,,,,,,,,,,,,,,,,,,,,,7kjhx78gpi6m3r4j1b4jdyh91,J. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358071,6,1,1,0,18,go76xxm0xyfgqt1h6tcrtimm,0,26.2,10.3,2023-05-06T13:31:05.607Z,2023-05-07T06:32:29Z,4254341159,155,,4257426451,178,,4254341165,141,0.0,4254341163,140,70.0,4254341161,56,Right,4254341167,212,46.7,4254341169,213,6.1,4254341171,1,,7kjhx78gpi6m3r4j1b4jdyh91,J. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358075,7,5,1,0,21,go76xxm0xyfgqt1h6tcrtimm,0,67.9,-1.2,2023-05-06T13:31:09.269Z,2023-05-07T06:32:31Z,4254341191,347,,4254341189,56,Right,4254342493,233,8,,,,,,,,,,,,,,,,7kjhx78gpi6m3r4j1b4jdyh91,J. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358365,8,5,1,0,21,eq1oq6y61xnzq88zu0cnw131z,1,32.1,101.2,2023-05-06T13:31:09.269Z,2023-05-07T06:32:31Z,4254342457,233,7,4254342441,56,Back,4254342443,347,,,,,,,,,,,,,,,,,d2pco79bmi3f9x3zahtf9q2mt,P. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358399,9,1,1,0,44,eq1oq6y61xnzq88zu0cnw131z,0,33.1,100,2023-05-06T13:31:31.661Z,2023-05-07T06:32:37Z,4254342611,141,93.3,4254342615,212,13.3,4254342599,107,,4254342605,140,44.6,4254342619,213,5.9,4254342601,56,Back,,,,,,,6sc9zsev9an853nop6pn6mxg5,Danilo Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358449,8,1,1,0,45,go76xxm0xyfgqt1h6tcrtimm,0,58.8,5.8,2023-05-06T13:31:33.202Z,2023-05-07T06:32:40Z,4257426803,388,,4254342949,141,10.0,4254342951,212,8.2,4254342947,140,66.1,4254342953,213,0.4,4254342943,3,,4254342945,56,Right,,,,ckjid5lfgbx8tdyoi32vbwn9x,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358461,10,1,1,0,47,eq1oq6y61xnzq88zu0cnw131z,1,38.9,95.9,2023-05-06T13:31:35.004Z,2023-05-07T06:32:44Z,4254342987,140,40.7,4254342991,212,11.7,4254342989,141,78.9,4254342993,213,4.9,4254342983,3,,4257426897,388,,4254342985,56,Back,,,,d2pco79bmi3f9x3zahtf9q2mt,P. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358487,11,1,1,0,49,eq1oq6y61xnzq88zu0cnw131z,0,40.7,78.9,2023-05-06T13:31:37.085Z,2023-05-07T06:32:47Z,4254343161,213,6.2,4257426999,178,,4254343163,1,,4254343159,212,51.8,4254343157,141,71.6,4254343151,157,,4254343153,56,Center,4254343155,140,89.8,8ksi5s9he1uxai3lfcq46grf9,E. Mašović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358495,9,49,1,0,53,go76xxm0xyfgqt1h6tcrtimm,1,12.5,37.7,2023-05-06T13:31:41.479Z,2023-05-07T06:32:51Z,,,,,,,,,,,,,,,,,,,,,,,,,3z6ekzop4y7cjuatzz9ua74k5,J. Omlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358579,10,1,1,0,55,go76xxm0xyfgqt1h6tcrtimm,1,12,38.6,2023-05-06T13:31:43.449Z,2023-05-07T06:32:55Z,4254343609,140,15.7,4254343611,141,54.6,4254343607,56,Back,4254343613,212,11.6,4254343615,213,1.2,4257427217,178,,,,,,,,3z6ekzop4y7cjuatzz9ua74k5,J. Omlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358629,11,1,1,1,1,go76xxm0xyfgqt1h6tcrtimm,1,19.6,52.4,2023-05-06T13:31:48.607Z,2023-05-07T06:33:00Z,4254343821,140,25.8,4254343823,141,9.4,4254343825,212,30.0,4257427317,178,,4254343819,56,Back,4254343827,213,4.9,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358647,12,1,1,1,4,go76xxm0xyfgqt1h6tcrtimm,1,24.5,13.1,2023-05-06T13:31:52.072Z,2023-05-07T06:33:04Z,4257427439,178,,4254343893,213,6.1,4254343891,212,11.8,4254343889,141,10.3,4254343887,140,35.6,4254343885,56,Back,,,,,,,ckjid5lfgbx8tdyoi32vbwn9x,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358661,13,1,1,1,5,go76xxm0xyfgqt1h6tcrtimm,0,35.6,10.3,2023-05-06T13:31:52.830Z,2023-05-07T06:33:09Z,4254343943,140,51.1,4257427571,178,,4254343945,141,8.0,4254343941,56,Right,4254343949,213,6.2,4254343947,212,16.3,,,,,,,ao00a4lfe5vs9enjgkuu7vglx,S. Lainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358711,12,49,1,1,6,eq1oq6y61xnzq88zu0cnw131z,1,52.6,96.3,2023-05-06T13:31:54.519Z,2023-05-07T06:33:12Z,,,,,,,,,,,,,,,,,,,,,,,,,6sc9zsev9an853nop6pn6mxg5,Danilo Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358813,13,1,1,1,7,eq1oq6y61xnzq88zu0cnw131z,1,52.6,96.3,2023-05-06T13:31:55.014Z,2023-05-07T06:33:33Z,4254344621,212,35.6,4254344615,56,Left,4254344625,1,,4254344613,155,,4254344623,213,6.0,4257427809,178,,4254560383,210,13,4254344617,140,84.8,6sc9zsev9an853nop6pn6mxg5,Danilo Soares,1,4254344619,141,79.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358823,14,13,1,1,11,eq1oq6y61xnzq88zu0cnw131z,1,87.8,79.6,2023-05-06T13:31:58.819Z,2023-05-07T06:33:33Z,4254560417,230,96.9,4254560419,231,58.1,4254560403,29,,4254557643,22,,4254344669,56,Left,4254560415,328,,4257428213,178,,4254560411,103,19.4,9xftmtdsxbuu2itzhi3v1xbdh,S. Zoller,,4254557953,72,,4254560399,73,4254560405,55,13,4254557645,69,4254560413,215,4254560409,102,64.9,,,,,,,,,,,,,,,,,,,,,,
2544358789,14,5,1,1,12,go76xxm0xyfgqt1h6tcrtimm,1,-1,25.4,2023-05-06T13:32:00.018Z,2023-05-07T06:33:41Z,4254344729,233,15,4254344495,346,,4254344493,56,Back,,,,,,,,,,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358825,15,5,1,1,12,eq1oq6y61xnzq88zu0cnw131z,0,101,74.6,2023-05-06T13:32:00.018Z,2023-05-07T06:33:41Z,4254344681,346,,4254344679,56,Center,4254344743,233,14,,,,,,,,,,,,,,,,9xftmtdsxbuu2itzhi3v1xbdh,S. Zoller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358917,15,1,1,1,16,go76xxm0xyfgqt1h6tcrtimm,1,5,42.5,2023-05-06T13:32:04.268Z,2023-05-07T06:33:56Z,4254345167,1,,4254345171,237,,4254345155,124,,4254345159,140,23.5,4254345157,56,Back,4254345165,213,1.0,4254345163,212,35.1,4254345161,141,85.5,3z6ekzop4y7cjuatzz9ua74k5,J. Omlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358959,16,1,1,1,22,go76xxm0xyfgqt1h6tcrtimm,1,58.7,85.4,2023-05-06T13:32:10.529Z,2023-05-07T06:34:05Z,4257429109,178,,4254345343,141,94.7,4254345345,212,10.3,4254345341,140,66.4,4254345339,56,Left,4254345347,213,0.7,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544358983,17,1,1,1,25,go76xxm0xyfgqt1h6tcrtimm,1,66.4,94.8,2023-05-06T13:32:13.149Z,2023-05-07T06:34:10Z,4254345443,56,Left,4254345445,140,64.8,4257429287,178,,4254345447,141,80.0,4254345449,212,10.2,4254345451,213,4.5,,,,,,,d0qyia80j5079xq5olbttqfl6,N. Ngoumou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544359075,18,2,1,1,26,go76xxm0xyfgqt1h6tcrtimm,1,65,77.9,2023-05-06T13:32:14.109Z,2023-05-07T06:34:14Z,4254345875,141,83.5,4254347309,7,dqrzogrwznyks6whhfhq748ut,4254345873,140,76.1,4254345871,56,Left,4257429473,178,,,,,,,,,,,7kjhx78gpi6m3r4j1b4jdyh91,J. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544359047,16,55,1,1,26,eq1oq6y61xnzq88zu0cnw131z,1,26.9,40.2,2023-05-06T13:32:14.110Z,2023-05-07T06:34:14Z,,,,,,,,,,,,,,,,,,,,,,,,,6qujoqysad60h70f3ac5n9ch6,K. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544359055,17,43,1,1,33,eq1oq6y61xnzq88zu0cnw131z,1,0,0,2023-05-06T13:32:20.949Z,2023-05-06T13:32:35Z,4254345783,73,0,4254345781,56,Back,4254346867,144,6,,,,,,,,,,,,,,,,clmq1s26z0i3lqr1jqnd5wzit,M. Riemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544359087,19,43,1,1,35,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2023-05-06T13:32:22.569Z,2023-05-06T13:32:38Z,4254347077,144,1,4254345939,140,94.2,4254345937,56,Center,4254345941,141,65.0,4254345943,212,11.7,4254345945,213,4.4,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544359117,20,43,1,1,37,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2023-05-06T13:32:25.249Z,2023-05-06T13:32:37Z,4254347041,144,61,4254346061,56,Center,,,,,,,,,,,,,,,,,,,7tj7eobo7kmk8egcbfrabe8d1,A. Pléa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544359129,21,43,1,1,38,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2023-05-06T13:32:25.722Z,2023-05-06T13:32:29Z,4254346283,233,17,4254346325,144,6,4254346123,56,Center,4254346125,73,0,,,,,,,,,,,,,7tj7eobo7kmk8egcbfrabe8d1,A. Pléa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544359193,22,43,1,1,42,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2023-05-06T13:32:30.136Z,2023-05-06T13:32:37Z,4254346409,346,0,4254346407,56,Center,4254347009,144,5,,,,,,,,,,,,,,,,7tj7eobo7kmk8egcbfrabe8d1,A. Pléa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544359391,18,1,1,1,51,eq1oq6y61xnzq88zu0cnw131z,0,16.5,30.2,2023-05-06T13:32:38.770Z,2023-05-07T06:34:24Z,4254347433,141,36.8,4257429809,178,,4254347427,56,Center,4254347429,140,73.8,4254347441,1,,4254347437,212,60.3,4254347439,213,0.1,4254347421,5,,clmq1s26z0i3lqr1jqnd5wzit,M. Riemann,,4254347425,241,,4254347423,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544359421,23,1,1,1,54,go76xxm0xyfgqt1h6tcrtimm,0,22,59.1,2023-05-06T13:32:41.550Z,2023-05-07T06:34:33Z,4254347613,141,67.5,4254347615,212,23.4,4254347607,3,,4254347609,56,Back,4254347611,140,43.6,4257430103,388,,4254347617,213,0.2,,,,ckjid5lfgbx8tdyoi32vbwn9x,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544359469,19,1,1,1,56,eq1oq6y61xnzq88zu0cnw131z,0,61.8,34.7,2023-05-06T13:32:43.856Z,2023-05-07T06:34:38Z,4254347887,141,0.0,4257430233,388,,4254347901,213,5.1,4254347875,3,,4254347895,212,26.4,4254347883,140,72.0,4254347877,56,Right,,,,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544359481,20,5,1,2,0,eq1oq6y61xnzq88zu0cnw131z,0,71.2,-0.8,2023-05-06T13:32:47.768Z,2023-05-07T06:34:41Z,4254348181,233,24,4254347931,347,,4254347929,56,Right,,,,,,,,,,,,,,,,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544359513,24,5,1,2,0,go76xxm0xyfgqt1h6tcrtimm,1,28.8,100.8,2023-05-06T13:32:47.768Z,2023-05-07T06:34:40Z,4254348127,347,,4254348123,56,Back,4254348151,233,20,,,,,,,,,,,,,,,,ckjid5lfgbx8tdyoi32vbwn9x,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544359781,25,1,1,2,15,go76xxm0xyfgqt1h6tcrtimm,1,29.7,100,2023-05-06T13:33:03.480Z,2023-05-07T06:34:45Z,4254349397,212,7.6,4254349399,213,4.7,4254349395,141,89.6,4254349393,140,29.5,4254349391,56,Back,4254349387,107,,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544359797,26,1,1,2,17,go76xxm0xyfgqt1h6tcrtimm,1,29.1,89.6,2023-05-06T13:33:04.541Z,2023-05-07T06:34:50Z,4254349463,140,29.6,4254349465,141,91.5,4254349461,56,Back,4254349467,212,1.4,4254349471,213,1.2,4257430659,178,,,,,,,,5i8dbjuewybsfgyym63clfw0l,J. Weigl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544359841,27,1,1,2,18,go76xxm0xyfgqt1h6tcrtimm,1,29.6,91.5,2023-05-06T13:33:06.029Z,2023-05-07T06:34:54Z,4254349685,213,3.4,4254349681,212,14.1,4254349677,141,86.7,4254349673,56,Back,4254349675,140,16.5,4257430813,178,,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544359851,28,1,1,2,19,go76xxm0xyfgqt1h6tcrtimm,0,16.5,86.7,2023-05-06T13:33:06.774Z,2023-05-07T06:34:59Z,4254349741,212,19.3,4254349739,141,85.2,4254349737,140,34.9,4257430901,178,,4254349743,213,6.2,4254349735,56,Back,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544359831,21,49,1,2,20,eq1oq6y61xnzq88zu0cnw131z,1,64,23.5,2023-05-06T13:33:07.610Z,2023-05-07T06:35:02Z,,,,,,,,,,,,,,,,,,,,,,,,,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544359865,22,1,1,2,20,eq1oq6y61xnzq88zu0cnw131z,0,64,23.5,2023-05-06T13:33:07.651Z,2023-05-07T06:35:07Z,4257431145,178,,4254349811,1,,4254349809,213,6.0,4254349807,212,40.0,4254349799,155,,4254349801,56,Right,4254349805,141,6.7,4254349803,140,100.0,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544359871,23,5,1,2,23,eq1oq6y61xnzq88zu0cnw131z,0,100.6,8.8,2023-05-06T13:33:11.436Z,2023-05-07T06:35:12Z,4254349993,233,29,4254349839,346,,4254349837,56,Right,,,,,,,,,,,,,,,,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544359889,29,5,1,2,23,go76xxm0xyfgqt1h6tcrtimm,1,-0.6,91.2,2023-05-06T13:33:11.436Z,2023-05-07T06:35:12Z,4254349911,56,Back,4254349955,233,23,4254349913,346,,,,,,,,,,,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544360007,30,1,1,2,25,go76xxm0xyfgqt1h6tcrtimm,1,4.3,56.7,2023-05-06T13:33:13.270Z,2023-05-07T06:35:16Z,4254350507,213,5.4,4254350509,1,,4254350513,237,,4254350497,124,,4254350499,56,Back,4254350503,141,15.1,4256942031,189,,4254350505,212,36.5,3z6ekzop4y7cjuatzz9ua74k5,J. Omlin,,4254350501,140,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544360021,31,1,1,2,28,go76xxm0xyfgqt1h6tcrtimm,1,26.2,14.2,2023-05-06T13:33:16.320Z,2023-05-07T06:35:20Z,4254350595,212,10.3,4254350593,141,28.1,4254350589,140,30.0,4257431659,178,,4254350597,213,1.2,4254350585,56,Back,,,,,,,ao00a4lfe5vs9enjgkuu7vglx,S. Lainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
