id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/17/value
2445237175,1,34,16,0,0,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2022-08-13T12:45:51.935Z,2022-08-13T14:21:16Z,3701722009,130,12,3701722011,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3701722017,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3701722005,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3701722013,194,cm8po8ez5w9ms01gid6w3kwk5,3701722007,59,"1, 29, 11, 34, 22, 5, 6, 14, 27, 7, 8, 3, 10, 16, 18, 25, 33, 35, 37, 39",3701722015,197,16294,3701722003,30,"cm8po8ez5w9ms01gid6w3kwk5, arwidogdfccsjv8fxa1veezf9, 9uthj64y9f77y63tq7did539x, 980t379w5cp7umv1eltwlfca1, elh8kttxq9xfpoqfmpxv9jr2t, 6ki6rv564ybctrajr2xtgyeax, 57c808184l80uuuv7z3flcu6t, 5pousbiuqbus68yekd0mhc5pl, ew18qvvupaejxubhqmxmbd39x, 9dnrpl2c7n769i8nbfnboq2tx, f3v95yyj6j7h7qpprxm4zlre1, shbxc528h0udd6rdf3ax2itx, e9c0v3ik308t91njildxzc6vp, 3rj7x05qx17n925xfpcrl0jpx, c1nt67z429kirthuhkdxouor9, 6yhylu5q0y924amgv7vlodkgl, e8ekkg0yayhhmmhinl0v9une, 65v1s740zfmpwkc0z1v3aisd0, 6k3daudjhieulsgywbt9uoep6, 6sj31v61vtwwxe5hhwkj80g7o",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445238627,1,34,16,0,0,eq1oq6y61xnzq88zu0cnw131z,1,0,0,2022-08-13T12:47:48.893Z,2022-08-13T13:38:11Z,3701729365,30,"clmq1s26z0i3lqr1jqnd5wzit, 4oic5vu1qv89061hflasl3r3d, 719bo3u7wz5doaadx7k45trdh, ns0d3voludn8of98yc2e6ehh, 8gnpf9kwx2n2rqwf1gixc4bth, 2earc7j2kp3tveehpnxtv1exh, f2o5hj0e2k3kw0fj1xzom0cet, 82r0liyptyapc8rfuo32qcqtx, 2bzdn7cqqonejqmlq85w8z6qd, d2pco79bmi3f9x3zahtf9q2mt, 9xftmtdsxbuu2itzhi3v1xbdh, 8ksi5s9he1uxai3lfcq46grf9, 98e7uohj6lcvf59sfssff2y8l, f577akgydk4t6ui45iyab2a22, de3mpa534obonqn4h2v10f6xh, b7fqivvacy7mmarlp180k276d, 841ov85ua9qtxpygld607ujo4, ep1bhk6t6sudlhjjz20j199ed",3701729373,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3701729369,59,"1, 18, 23, 30, 20, 2, 7, 8, 11, 33, 9, 4, 10, 14, 21, 24, 25, 35",3701729371,130,18,3701729367,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3701729375,194,82r0liyptyapc8rfuo32qcqtx,3701729381,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3701729379,197,16235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445257459,2,32,1,0,0,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2022-08-13T13:30:10.630Z,2022-08-14T04:09:42Z,3701827169,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445257465,2,32,1,0,0,eq1oq6y61xnzq88zu0cnw131z,1,0,0,2022-08-13T13:30:10.630Z,2022-08-13T13:30:15Z,3701827193,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445257487,3,1,1,0,0,4l9mrqzmajz5crzlz50mtbt6x,1,50,50,2022-08-13T13:30:10.707Z,2022-08-14T06:10:06Z,3701827309,140,36.4,3701827311,141,47.0,3701827317,279,S,3701827313,212,14.4,3701827307,56,Back,3701827315,213,3.3,3705550619,178,,,,,ew18qvvupaejxubhqmxmbd39x,A. Kramarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445257489,4,1,1,0,2,4l9mrqzmajz5crzlz50mtbt6x,1,35.7,43.9,2022-08-13T13:30:12.966Z,2022-08-14T06:10:13Z,3701827331,212,15.8,3701827321,56,Back,3701827333,213,4.4,3701827323,140,30.5,3701827325,141,22.1,3705551423,178,,,,,,,,f3v95yyj6j7h7qpprxm4zlre1,D. Geiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445257507,5,1,1,0,4,4l9mrqzmajz5crzlz50mtbt6x,1,28.3,25,2022-08-13T13:30:15.371Z,2022-08-14T06:10:16Z,3705551497,178,,3701827417,141,45.1,3701827413,56,Back,3701827419,212,13.7,3701827421,213,1.7,3701827415,140,26.9,,,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445257523,6,1,1,0,9,4l9mrqzmajz5crzlz50mtbt6x,1,36.2,59.2,2022-08-13T13:30:20.081Z,2022-08-14T06:10:18Z,3701827513,56,Back,3701827515,140,46.7,3701827521,213,0.6,3701827517,141,71.5,3705551543,178,,3701827519,212,13.8,,,,,,,elh8kttxq9xfpoqfmpxv9jr2t,K. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445257559,7,1,1,0,11,4l9mrqzmajz5crzlz50mtbt6x,1,42.9,71.7,2022-08-13T13:30:21.886Z,2022-08-14T06:10:25Z,3701827721,140,21.9,3701827727,213,3.1,3705551817,178,,3701827725,212,22.1,3701827723,141,74.2,3701827719,56,Back,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445257591,8,1,1,0,16,4l9mrqzmajz5crzlz50mtbt6x,1,21.5,68.4,2022-08-13T13:30:27.161Z,2022-08-14T06:10:31Z,3701827899,141,27.0,3701827903,213,4.9,3701827901,212,28.9,3705551985,178,,3701827895,56,Back,3701827897,140,27.7,,,,,,,elh8kttxq9xfpoqfmpxv9jr2t,K. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
