id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist,qualifier/15/value,keyPass,qualifier/18/value
2485378097,1,34,16,0,0,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2022-11-13T15:36:31.877Z,2022-11-13T16:39:39Z,3914754215,194,b7ve7k983eaewnupejiow3jdh,3914521263,130,13,3914521257,30,"920yurg08gqayxwc80q9f8ixh, 2jk8zu0m0tf7if0pyrkbo82xh, b7ve7k983eaewnupejiow3jdh, 6o2v57d92t1mejod24gmufcut, 84mp3eqt1ckw107hwxpby9cd1, d36na8jr6xcc8eronhy8mcz1m, 7at6knpizbafid4br861pi6zt, ejnh215cji6xou661kiwcc91x, 7c6034wb3zsuq9nhxxiahiuol, 7o11dzx2cccrslutrjl16ik89, 2az0f39bhz2kvxhopalzi0h5h, 3r2j2j3v6kgmauw5yv9j3x1hx, f5ln82l8q7gvouj3zhsp5t4gl, bsyv3fmihshve4jcr11qmtmfp, 3w8uk04gxlm4tj4hmsc3msmvp, 1h3mduwlaf89ebwtqxuegsodm, dglkt5h4m18p1qcj2uhqymvv9, arjwwth6yazptr851wu2u6e0a, 6qujoqysad60h70f3ac5n9ch6, 2es4ydlcwwasm6mu7rmey5r3e",3914521259,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3914521267,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3914521265,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3914521261,59,"26, 17, 30, 3, 28, 25, 14, 27, 38, 42, 32, 1, 8, 9, 18, 20, 22, 29, 31, 33",3914754217,197,8113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485380401,1,34,16,0,0,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2022-11-13T15:38:53.395Z,2022-11-13T16:27:31Z,3914533713,30,"7446u69ki15qcyq2jtszacm3t, 52t6t7cdsr0fjs9ukmwo9y7rp, cl6720rdjeubt0bc3su0qg3qh, 3g9riero16s160evc28u3q3u1, cab22ojcuhdzdwmbtl20n8i51, 1ywfkwrcysdlvkt859q00kt7t, 254i1zsifi2er9rvuxgi9katx, 24vavcwn4hco5je9kdu9ciwgl, 7424gvk9hiq5up61dj181y66t, cywgibmici8hwp1ad1nhk3ufp, 602fyni27c129xjs9ziyn5as5, 9qzxygb9hyzag1szans0k2jth, 87jamhsc8ps9kh5432u36kjc9, 5pnfmmq8b8jxmp1qnf82d8out, c7gwbtdqptxjtu3tn3xctvit, emtrl7rrhp3ybsibf1f89kyj9, dadiwuzf33969g3808sdd9brp, 64vve6gzn5mwodos6ynufwa5m, bt35y17wl42b5t5tw6z68uwyy, 5xhjvappzv6swoof5qpi0yj9",3914751695,194,52t6t7cdsr0fjs9ukmwo9y7rp,3914533717,59,"37, 28, 6, 4, 31, 5, 24, 19, 17, 27, 14, 2, 3, 11, 12, 23, 32, 36, 40, 45",3914533719,130,12,3914533721,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3914533725,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3914533715,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3914751697,197,16258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485423271,2,32,1,0,0,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2022-11-13T16:30:09.989Z,2022-11-13T16:30:10Z,3914762257,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485423287,2,32,1,0,0,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2022-11-13T16:30:09.989Z,2022-11-14T05:17:23Z,3914762299,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485423339,3,1,1,0,0,a8d2gb2nag8fy0itbuxmcibh2,1,50.1,50,2022-11-13T16:30:10.052Z,2022-11-14T07:03:08Z,3914762591,213,3.2,3916312359,178,,3914762589,212,25.9,3914762587,141,48.4,3914762575,56,Back,3914762593,279,S,3914762585,140,25.5,,,,254i1zsifi2er9rvuxgi9katx,G. Haraguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485423395,4,1,1,0,3,a8d2gb2nag8fy0itbuxmcibh2,0,25.6,43.6,2022-11-13T16:30:13.384Z,2022-11-14T07:03:12Z,3914762905,140,69.8,3914762901,155,,3914762913,1,,3914762903,56,Center,3916312507,178,,3914762909,212,47.5,3914762911,213,0.2,3914762907,141,58.7,1ywfkwrcysdlvkt859q00kt7t,D. Doekhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485423439,3,4,1,0,6,6k5zscdm9ufw0tguvzyjlp5hq,1,34.8,44.1,2022-11-13T16:30:16.201Z,2022-11-14T07:03:23Z,3914763161,152,,3914763165,233,5,3914763155,13,,3914763163,286,,3914763159,56,Back,3914763157,294,,,,,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485423433,5,4,1,0,6,a8d2gb2nag8fy0itbuxmcibh2,0,65.2,55.9,2022-11-13T16:30:16.202Z,2022-11-14T07:03:22Z,3916312773,388,,3914763135,56,Center,3914763131,13,,3914763199,233,3,3914763139,285,,3914763137,152,,3914763133,294,,,,,cywgibmici8hwp1ad1nhk3ufp,S. Becker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485423593,4,1,1,0,18,6k5zscdm9ufw0tguvzyjlp5hq,1,31,40.6,2022-11-13T16:30:28.662Z,2022-11-14T07:03:25Z,3914763941,140,35.4,3914763945,212,14.9,3916312821,178,,3914763937,152,,3914763939,56,Back,3914763935,5,,3914763943,141,19.7,3914763947,213,5.0,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485423627,5,1,1,0,21,6k5zscdm9ufw0tguvzyjlp5hq,1,37.7,23.3,2022-11-13T16:30:31.831Z,2022-11-14T07:03:30Z,3914764115,141,43.0,3914764111,56,Back,3914764113,140,32.0,3914764121,213,2.0,3914764117,212,14.7,3916312991,178,,,,,,,,d36na8jr6xcc8eronhy8mcz1m,K. Sildillia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485423687,6,1,1,0,24,6k5zscdm9ufw0tguvzyjlp5hq,1,31.7,46.4,2022-11-13T16:30:34.753Z,2022-11-14T07:03:35Z,3914764429,213,1.4,3914764427,212,24.8,3914764423,140,35.2,3916313121,178,,3914764425,141,82.4,3914764417,56,Back,,,,,,,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485423753,7,1,1,0,27,6k5zscdm9ufw0tguvzyjlp5hq,1,36.9,90.6,2022-11-13T16:30:37.813Z,2022-11-14T07:03:39Z,3914764767,213,6.1,3914764769,1,,3914764757,155,,3914764759,56,Center,3914764763,141,76.6,3916313247,178,,3914764761,140,95.3,3914764765,212,62.1,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485423823,8,1,1,0,31,6k5zscdm9ufw0tguvzyjlp5hq,0,92.3,74.4,2022-11-13T16:30:41.594Z,2022-11-14T07:04:04Z,3914765255,141,71.7,3914765251,56,Center,3916314015,178,,3914775397,343,2,3914765257,212,1.8,3914765259,213,4.7,3914765253,140,92.2,,,,b7ve7k983eaewnupejiow3jdh,C. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485425459,17,43,1,0,32,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2022-11-13T16:30:42.537Z,2022-11-13T16:33:29Z,3914778965,144,61,3914774067,56,Back,,,,,,,,,,,,,,,,,,,52t6t7cdsr0fjs9ukmwo9y7rp,C. Trimmel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485426425,16,4,1,0,33,6k5zscdm9ufw0tguvzyjlp5hq,1,91.4,72.5,2022-11-13T16:30:43.240Z,2022-11-14T07:04:13Z,3914779497,286,,3914779903,348,2az0f39bhz2kvxhopalzi0h5h,3914779517,233,18,3914779493,56,Center,3914783909,343,3,3914779489,9,,3914779495,152,,3914779491,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485425951,18,4,1,0,33,a8d2gb2nag8fy0itbuxmcibh2,0,8.6,27.5,2022-11-13T16:30:43.241Z,2022-11-14T07:04:12Z,3914776991,285,,3915897173,343,3,3914779533,233,16,3914776983,9,,3916314205,178,,3914776987,56,Back,3914776989,152,,3914776985,10,,52t6t7cdsr0fjs9ukmwo9y7rp,C. Trimmel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485423835,9,43,1,0,35,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2022-11-13T16:30:45.264Z,2022-11-13T16:33:18Z,3914765503,15,0,3914766417,133,0,3914765507,328,0,3914766413,29,0,3914766411,78,0,3914766415,154,0,3914766429,147,49.8,3914777863,144,15,7o11dzx2cccrslutrjl16ik89,R. Dōan,3914766425,103,8.9,3914765313,17,0,3914766419,55,8,3914765311,22,0,3914766423,102,50.6,3914765315,56,Center,3914766427,146,98.6,,,,,,,,,,,,,,,,,,,,
2485423859,7,43,1,0,35,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2022-11-13T16:30:45.364Z,2022-11-13T16:33:13Z,3914765423,56,Back,3914765533,233,9,3914765417,177,0,3914765419,178,0,3914765421,182,0,3914777393,144,10,,,,,,,7446u69ki15qcyq2jtszacm3t,L. Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485423853,6,43,1,0,36,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2022-11-13T16:30:46.462Z,2022-11-13T16:33:14Z,3914777479,144,52,,,,,,,,,,,,,,,,,,,,,,7446u69ki15qcyq2jtszacm3t,L. Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485424135,8,43,1,0,49,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2022-11-13T16:30:59.139Z,2022-11-13T16:31:16Z,3914766887,141,63.9,3914766889,212,7.2,3914766891,213,1.2,3914766883,56,Back,3914766881,123,0,3914766885,140,14.4,3914767987,144,1,,,,7446u69ki15qcyq2jtszacm3t,L. Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485424193,9,43,1,0,55,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2022-11-13T16:31:05.042Z,2022-11-13T16:33:16Z,3914767163,199,0,3914767173,213,6.2,3914767167,140,54.4,3914767169,141,22.7,3914777675,144,1,3914767175,1,0,3914767171,212,42.8,3914767165,56,Center,7446u69ki15qcyq2jtszacm3t,L. Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485424215,10,43,1,0,57,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2022-11-13T16:31:07.779Z,2022-11-13T16:33:18Z,3914767281,212,13.1,3914767275,56,Right,3914767273,155,0,3914767283,213,5.7,3914777857,144,1,3914767279,141,12.1,3914767277,140,64.8,,,,602fyni27c129xjs9ziyn5as5,P. Seguin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485424223,11,43,1,0,59,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2022-11-13T16:31:09.139Z,2022-11-13T16:33:20Z,3914778033,144,1,3914767321,140,59.6,3914767325,212,6.5,3914767317,3,0,3914767319,56,Right,3914767327,213,3.7,3914767323,141,7.0,,,,7424gvk9hiq5up61dj181y66t,K. Behrens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485424301,12,43,1,1,0,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2022-11-13T16:31:10.371Z,2022-11-13T16:33:21Z,3914778115,144,1,3914767713,213,0.3,3914776177,155,0,3914767705,141,12.8,3914767701,140,73.9,3914767709,212,15.5,3914767697,56,Right,,,,52t6t7cdsr0fjs9ukmwo9y7rp,C. Trimmel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485424315,13,43,1,1,1,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2022-11-13T16:31:11.327Z,2022-11-13T16:33:23Z,3914767785,56,Right,3914778305,144,44,3914767787,286,0,,,,,,,,,,,,,,,,7424gvk9hiq5up61dj181y66t,K. Behrens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485424245,10,43,1,1,1,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2022-11-13T16:31:11.328Z,2022-11-13T16:33:11Z,3914777283,144,44,3914767443,56,Back,3914767445,285,0,3914768011,233,13,,,,,,,,,,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485424307,11,43,1,1,1,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2022-11-13T16:31:11.696Z,2022-11-13T16:31:17Z,3914767741,56,Back,3914767745,141,87.8,3914767739,3,0,3914768043,144,1,3914767743,140,19.8,3914767747,212,1.8,3914767749,213,1.2,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
