id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist,qualifier/15/value,keyPass,qualifier/18/value
2485424323,14,43,1,1,4,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2022-11-13T16:31:14.179Z,2022-11-13T16:33:25Z,3914767815,140,73.4,3914767811,3,0,3914767823,213,4.6,3914767813,56,Right,3914778417,144,1,3914767819,212,9.1,3914767817,141,0.0,,,,7424gvk9hiq5up61dj181y66t,K. Behrens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485424329,15,43,1,1,4,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2022-11-13T16:31:14.613Z,2022-11-13T16:33:26Z,3914767859,56,Right,3914767861,347,0,3914778565,144,5,,,,,,,,,,,,,,,,7424gvk9hiq5up61dj181y66t,K. Behrens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485424337,12,43,1,1,4,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2022-11-13T16:31:14.633Z,2022-11-13T16:33:09Z,3914767999,233,15,3914777141,144,5,3914767897,56,Back,3914767899,347,0,,,,,,,,,,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485424419,16,43,1,1,10,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2022-11-13T16:31:20.931Z,2022-11-13T16:31:23Z,3914768327,56,Right,3914768329,347,0,3914768531,144,5,,,,,,,,,,,,,,,,7424gvk9hiq5up61dj181y66t,K. Behrens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485425425,13,27,1,2,8,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2022-11-13T16:32:18.740Z,2022-11-14T07:04:18Z,3914773889,207,,3914773887,201,,3914773891,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485425701,14,65,1,2,21,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2022-11-13T16:32:30.990Z,2022-11-14T07:04:20Z,3914775435,365,8,3914776711,336,,3914775433,331,,,,,,,,,,,,,,,,,b7ve7k983eaewnupejiow3jdh,C. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485425895,15,28,1,2,49,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2022-11-13T16:32:59.743Z,2022-11-14T07:04:23Z,3914776671,55,13,3914776669,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485426629,17,16,1,3,35,6k5zscdm9ufw0tguvzyjlp5hq,1,88.5,50,2022-11-13T16:33:44.991Z,2022-11-14T07:04:32Z,3914780441,214,,3914783249,281,b7ve7k983eaewnupejiow3jdh,3914783251,282,160,3914783235,102,47.1,3915897193,396,47.8,3914781061,375,03:34.476,3914783239,390,62422,3914780433,17,,2az0f39bhz2kvxhopalzi0h5h,V. Grifo,3914783245,231,50.4,3914780431,9,,3915897191,395,0.5,3914783237,103,20.9,3914783233,81,,3914780439,56,Center,3914781051,20,,3914783241,458,3914783247,280,HANDBALL_WON,3914781211,353,19,3916314757,178,3914783243,230,99.8,3914781057,374,2022-11-13 16:33:44.465,,,,
2485426637,19,58,1,3,35,a8d2gb2nag8fy0itbuxmcibh2,0,0,0,2022-11-13T16:33:44.991Z,2022-11-14T07:04:33Z,3914780473,75,,3914781249,233,17,3914780467,9,,3914780469,186,,3914780471,179,,3914780475,56,Back,,,,,,,7446u69ki15qcyq2jtszacm3t,L. Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485427379,20,1,1,4,16,a8d2gb2nag8fy0itbuxmcibh2,1,49.9,50.1,2022-11-13T16:34:26.265Z,2022-11-14T07:04:45Z,3914784355,213,3.1,3916315129,178,,3914784351,141,50.7,3914784349,140,30.2,3914784347,56,Back,3914784353,212,20.7,3914784357,279,G,,,,254i1zsifi2er9rvuxgi9katx,G. Haraguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485427413,21,1,1,4,19,a8d2gb2nag8fy0itbuxmcibh2,1,30.4,50.7,2022-11-13T16:34:29.124Z,2022-11-14T07:05:07Z,3914784553,213,1.5,3916315803,178,,3914784541,56,Back,3914784545,141,71.0,3914784549,212,13.8,3914784543,140,31.3,,,,,,,1ywfkwrcysdlvkt859q00kt7t,D. Doekhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485427543,22,1,1,4,21,a8d2gb2nag8fy0itbuxmcibh2,1,31.3,71,2022-11-13T16:34:31.506Z,2022-11-14T07:05:52Z,3914785289,56,Back,3914785295,212,16.4,3914785291,140,39.8,3914785297,213,1.0,3916316807,178,,3914785293,141,91.2,,,,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485427549,23,61,1,4,27,a8d2gb2nag8fy0itbuxmcibh2,0,64.1,91.4,2022-11-13T16:34:37.424Z,2022-11-14T07:06:05Z,3916317031,178,,3914785347,56,Left,,,,,,,,,,,,,,,,,,,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485427555,18,49,1,4,28,6k5zscdm9ufw0tguvzyjlp5hq,1,31.9,9.5,2022-11-13T16:34:38.245Z,2022-11-14T07:06:10Z,,,,,,,,,,,,,,,,,,,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485427571,19,3,1,4,28,6k5zscdm9ufw0tguvzyjlp5hq,0,35.1,7.6,2022-11-13T16:34:38.798Z,2022-11-14T07:06:32Z,3915897285,465,,3916317693,178,,3914785649,233,24,3914785445,286,,3914785443,56,Back,,,,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485427583,24,7,1,4,28,a8d2gb2nag8fy0itbuxmcibh2,1,64.9,92.4,2022-11-13T16:34:38.886Z,2022-11-14T07:06:41Z,3914785629,233,19,3915897377,383,,3914785509,56,Left,3916318021,178,,3914785511,285,,3914785507,167,,,,,,,,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485427687,20,5,1,4,29,6k5zscdm9ufw0tguvzyjlp5hq,1,36.8,-1.6,2022-11-13T16:34:39.743Z,2022-11-14T07:06:44Z,3914786083,347,,3914786081,56,Back,3914786127,233,25,,,,,,,,,,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485427591,25,5,1,4,29,a8d2gb2nag8fy0itbuxmcibh2,0,63.2,101.6,2022-11-13T16:34:39.743Z,2022-11-14T07:06:44Z,3914786145,233,20,3914785557,56,Left,3914785559,347,,,,,,,,,,,,,,,,,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485427827,21,1,1,4,37,6k5zscdm9ufw0tguvzyjlp5hq,1,36.6,0,2022-11-13T16:34:47.203Z,2022-11-14T07:06:49Z,3914786833,107,,3914786841,212,23.1,3914786845,1,,3914786839,141,13.8,3914786837,140,17.1,3914786843,213,2.7,3914786835,56,Back,,,,2jk8zu0m0tf7if0pyrkbo82xh,L. Kübler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485427849,22,1,1,4,40,6k5zscdm9ufw0tguvzyjlp5hq,1,15.9,15,2022-11-13T16:34:50.452Z,2022-11-14T07:06:53Z,3914786945,141,46.7,3914786941,56,Back,3916318337,178,,3914786943,140,3.9,3914786947,212,25.0,3914786949,213,2.1,,,,,,,d36na8jr6xcc8eronhy8mcz1m,K. Sildillia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485427885,23,1,1,4,43,6k5zscdm9ufw0tguvzyjlp5hq,1,4.2,48.4,2022-11-13T16:34:53.463Z,2022-11-14T07:07:00Z,3916318509,178,,3914787133,213,1.4,3914787129,141,87.4,3914787127,140,7.4,3914787131,212,26.7,3914787125,56,Back,,,,,,,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485427925,24,1,1,4,45,6k5zscdm9ufw0tguvzyjlp5hq,1,12.1,88.4,2022-11-13T16:34:55.873Z,2022-11-14T07:07:16Z,3914787349,213,0.4,3914787347,212,12.8,3916319021,178,,3914787343,140,23.3,3914787345,141,96.0,3914787341,56,Back,,,,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485427963,25,1,1,4,48,6k5zscdm9ufw0tguvzyjlp5hq,1,22.4,96,2022-11-13T16:34:58.333Z,2022-11-14T07:07:19Z,3914787579,155,,3914787589,213,5.6,3914787587,212,34.5,3914787591,1,,3914787583,140,46.9,3916319133,178,,3914787585,141,62.1,3914787581,56,Back,b7ve7k983eaewnupejiow3jdh,C. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485428089,27,44,1,4,50,6k5zscdm9ufw0tguvzyjlp5hq,1,42.8,58.9,2022-11-13T16:35:00.545Z,2022-11-14T09:55:55Z,3914788335,233,26,3914788273,56,Back,3914788275,285,,,,,,,,,,,,,,,,,7c6034wb3zsuq9nhxxiahiuol,M. Gregoritsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485428013,26,44,1,4,50,a8d2gb2nag8fy0itbuxmcibh2,0,57.2,41.1,2022-11-13T16:35:00.546Z,2022-11-14T07:07:37Z,3914788355,233,27,3914787855,56,Center,3914787857,286,,,,,,,,,,,,,,,,,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485427979,26,1,1,4,50,6k5zscdm9ufw0tguvzyjlp5hq,0,47.3,63.3,2022-11-13T16:35:00.583Z,2022-11-14T09:55:56Z,3914787679,212,15.7,3916319775,388,,3914787681,213,6.1,3914787673,56,Center,3914787669,3,,3914787677,141,58.8,3914787675,140,62.0,3914787671,168,,7c6034wb3zsuq9nhxxiahiuol,M. Gregoritsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485428039,27,49,1,4,53,a8d2gb2nag8fy0itbuxmcibh2,1,26.4,28.7,2022-11-13T16:35:03.163Z,2022-11-14T07:07:53Z,,,,,,,,,,,,,,,,,,,,,,,,,cl6720rdjeubt0bc3su0qg3qh,J. Ryerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
