id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/10/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2509095735,8,13,1,0,7,eq1oq6y61xnzq88zu0cnw131z,1,85.6,40.2,2023-02-18T14:31:37.695Z,2023-02-19T07:31:00Z,4039482203,17,,4042183805,108,,4039482207,56,Center,4039499055,29,,4039499065,103,80.6,4042183803,215,,4039499059,55,7,4039499069,231,49.1,ejww8hjcn4y4hlik863vaw3qh,C. Antwi-Adjei,,4039499067,230,4039482201,22,97.8,4039499057,154,4039498203,72,4039499063,102,59.2,4042788851,178,4039499053,77,,,,,,,,,,,,,,,,,,,,,
2509095727,4,5,1,0,10,6k5zscdm9ufw0tguvzyjlp5hq,1,-1.2,46.2,2023-02-18T14:31:40.435Z,2023-02-19T07:31:02Z,4039482151,56,Back,4039482565,233,9,4039482153,346,,,,,,,,,,,,,,,,,f5ln82l8q7gvouj3zhsp5t4gl,M. Eggestein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509095809,9,5,1,0,10,eq1oq6y61xnzq88zu0cnw131z,0,101.2,53.8,2023-02-18T14:31:40.435Z,2023-02-19T07:31:02Z,4039482531,346,,4039482581,233,4,4039482529,56,Center,,,,,,,,,,,,,,,,ejww8hjcn4y4hlik863vaw3qh,C. Antwi-Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096279,5,1,1,0,35,6k5zscdm9ufw0tguvzyjlp5hq,0,3.4,44.9,2023-02-18T14:32:05.854Z,2023-02-19T07:31:09Z,4039484809,124,,4039484815,141,41.9,4039484813,140,63.8,4039484821,1,,4039484817,212,63.5,4039484825,74,,4039484819,213,6.3,4039484811,56,Center,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096275,10,44,1,0,38,eq1oq6y61xnzq88zu0cnw131z,1,35.6,56.1,2023-02-18T14:32:09.155Z,2023-02-19T09:03:04Z,4039484793,285,,4039484791,56,Back,4039484873,233,6,,,,,,,,,,,,,,,,6qujoqysad60h70f3ac5n9ch6,K. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096283,6,44,1,0,38,6k5zscdm9ufw0tguvzyjlp5hq,0,64.4,43.9,2023-02-18T14:32:09.156Z,2023-02-19T07:31:19Z,4039484829,56,Center,4039484831,286,,4039484881,233,10,,,,,,,,,,,,,,,,bsyv3fmihshve4jcr11qmtmfp,L. Höler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096301,11,1,1,0,38,eq1oq6y61xnzq88zu0cnw131z,0,34.9,54.1,2023-02-18T14:32:09.235Z,2023-02-19T09:03:04Z,4039484905,141,41.8,4039484899,3,,4039484903,140,47.6,4039484907,212,15.7,4042789143,388,,4039484909,213,5.7,4039484901,56,Back,,,,6qujoqysad60h70f3ac5n9ch6,K. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096317,7,1,1,0,40,6k5zscdm9ufw0tguvzyjlp5hq,0,52.3,56.1,2023-02-18T14:32:11.274Z,2023-02-19T07:31:28Z,4039485003,141,74.4,4039485005,212,13.2,4039485007,213,1.2,4039484997,3,,4039484999,56,Center,4039485001,140,56.6,4042789203,178,,,,,b7ve7k983eaewnupejiow3jdh,C. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096349,12,1,1,0,43,eq1oq6y61xnzq88zu0cnw131z,1,43.9,19.9,2023-02-18T14:32:13.635Z,2023-02-19T07:31:37Z,4039485165,213,1.1,4039485163,212,3.4,4039485157,56,Back,4042789335,178,,4039485159,140,45.4,4039485161,141,24.3,,,,,,,2bzdn7cqqonejqmlq85w8z6qd,T. Asano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096357,13,49,1,0,43,eq1oq6y61xnzq88zu0cnw131z,1,46.1,23.6,2023-02-18T14:32:13.984Z,2023-02-19T07:31:41Z,,,,,,,,,,,,,,,,,,,,,,,,,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096367,14,1,1,0,44,eq1oq6y61xnzq88zu0cnw131z,0,46.1,23.6,2023-02-18T14:32:15.213Z,2023-02-19T07:31:47Z,4039485377,233,8,4042789425,178,,4039485259,213,0.4,4039485257,212,3.9,4039485253,140,49.5,4039485381,286,,4039485251,56,Back,4039485375,236,,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,4039485255,141,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096385,8,74,1,0,44,6k5zscdm9ufw0tguvzyjlp5hq,1,54.7,75.1,2023-02-18T14:32:15.314Z,2023-02-19T07:31:55Z,4039485325,285,,4039485323,56,Center,4039485405,233,14,4042789569,178,,,,,,,,,,,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096413,15,1,1,0,46,eq1oq6y61xnzq88zu0cnw131z,0,41.8,23.1,2023-02-18T14:32:17.285Z,2023-02-19T07:32:00Z,4039485439,141,33.7,4039485441,212,14.1,4042789621,178,,4039485435,56,Center,4039485433,3,,4039485443,213,0.5,4039485437,140,53.3,,,,719bo3u7wz5doaadx7k45trdh,S. Janko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096485,9,1,1,0,48,6k5zscdm9ufw0tguvzyjlp5hq,0,46.6,66.6,2023-02-18T14:32:19.316Z,2023-02-19T07:32:03Z,4039485779,213,0.6,4039485771,56,Left,4039485769,3,,4042789689,388,,4039485775,141,79.0,4039485773,140,58.1,4039485777,212,14.7,,,,f5ln82l8q7gvouj3zhsp5t4gl,M. Eggestein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096505,16,44,1,0,50,eq1oq6y61xnzq88zu0cnw131z,1,42.3,23.6,2023-02-18T14:32:20.814Z,2023-02-19T09:03:05Z,4039485921,233,10,4039485883,56,Back,4039485885,285,,,,,,,,,,,,,,,,,8gnpf9kwx2n2rqwf1gixc4bth,I. Ordets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096493,10,44,1,0,50,6k5zscdm9ufw0tguvzyjlp5hq,0,57.7,76.4,2023-02-18T14:32:20.815Z,2023-02-19T07:32:11Z,4039485945,233,16,4039485811,56,Center,4039485813,286,,,,,,,,,,,,,,,,,7c6034wb3zsuq9nhxxiahiuol,M. Gregoritsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096559,17,1,1,0,50,eq1oq6y61xnzq88zu0cnw131z,1,42.7,26.1,2023-02-18T14:32:20.892Z,2023-02-19T09:03:05Z,4039486137,141,14.0,4039486133,56,Right,4039486135,140,52.1,4042789775,388,,4039486131,3,,4039486141,213,5.6,4039486139,212,12.8,,,,8gnpf9kwx2n2rqwf1gixc4bth,I. Ordets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096569,18,50,1,0,51,eq1oq6y61xnzq88zu0cnw131z,1,50.4,12.6,2023-02-18T14:32:22.066Z,2023-02-19T07:32:20Z,4039486263,233,11,4039486195,56,Right,4039486197,286,,,,,,,,,,,,,,,,,2bzdn7cqqonejqmlq85w8z6qd,T. Asano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096525,11,7,1,0,52,6k5zscdm9ufw0tguvzyjlp5hq,1,49.6,87.4,2023-02-18T14:32:22.694Z,2023-02-19T07:32:25Z,4042789951,178,,4039486011,285,,4042192769,385,,4039486007,167,,4039486009,56,Back,4039486241,233,18,,,,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096535,12,5,1,0,53,6k5zscdm9ufw0tguvzyjlp5hq,0,52.3,101.8,2023-02-18T14:32:24.186Z,2023-02-19T07:32:28Z,4039487039,233,19,4039486045,56,Left,4039486047,347,,,,,,,,,,,,,,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096719,19,5,1,0,53,eq1oq6y61xnzq88zu0cnw131z,1,47.7,-1.8,2023-02-18T14:32:24.186Z,2023-02-19T07:32:27Z,4039487007,233,12,4039486975,347,,4039486973,56,Back,,,,,,,,,,,,,,,,d2pco79bmi3f9x3zahtf9q2mt,P. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096761,20,1,1,1,7,eq1oq6y61xnzq88zu0cnw131z,0,49.5,0,2023-02-18T14:32:37.854Z,2023-02-19T07:32:32Z,4039487137,212,19.9,4039487133,140,66.0,4039487135,141,12.3,4039487131,56,Right,4039487139,213,0.5,4039487129,107,,,,,,,,719bo3u7wz5doaadx7k45trdh,S. Janko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096811,13,1,1,1,9,6k5zscdm9ufw0tguvzyjlp5hq,1,27.5,82.4,2023-02-18T14:32:39.705Z,2023-02-19T07:32:35Z,4039487357,213,6.1,4039487353,141,78.4,4039487355,212,12.3,4039487349,56,Back,4042790079,388,,4039487347,3,,4039487351,140,38.9,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096815,14,61,1,1,11,6k5zscdm9ufw0tguvzyjlp5hq,0,38.4,77.9,2023-02-18T14:32:41.455Z,2023-02-19T07:32:43Z,4039487367,56,Back,4042790225,15,,4042790227,388,,,,,,,,,,,,,,,,,bsyv3fmihshve4jcr11qmtmfp,L. Höler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096891,21,1,1,1,13,eq1oq6y61xnzq88zu0cnw131z,1,56.3,22.7,2023-02-18T14:32:43.575Z,2023-02-19T07:32:48Z,4039487729,213,0.3,4039487721,56,Center,4039487727,212,14.6,4042790311,178,,4039487725,141,28.7,4039487723,140,69.7,,,,,,,f2o5hj0e2k3kw0fj1xzom0cet,K. Stöger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096897,22,1,1,1,13,eq1oq6y61xnzq88zu0cnw131z,0,69.4,30.1,2023-02-18T14:32:44.314Z,2023-02-19T07:32:52Z,4039487757,56,Center,4042790355,178,,4039487765,213,5.0,4039487763,212,6.1,4039487761,141,21.5,4039487759,140,71.1,,,,,,,ejww8hjcn4y4hlik863vaw3qh,C. Antwi-Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096915,16,49,1,1,14,6k5zscdm9ufw0tguvzyjlp5hq,1,28.3,78.7,2023-02-18T14:32:45.064Z,2023-02-19T07:32:56Z,,,,,,,,,,,,,,,,,,,,,,,,,b7ve7k983eaewnupejiow3jdh,C. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096873,15,1,1,1,14,6k5zscdm9ufw0tguvzyjlp5hq,1,26.5,78.1,2023-02-18T14:32:45.144Z,2023-02-19T07:33:01Z,4042790535,178,,4039584263,212,4.2,4039584261,141,75.4,4039584259,140,30.1,4039487659,56,Back,4039584265,213,5.8,,,,,,,b7ve7k983eaewnupejiow3jdh,C. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509605827,889,3,1,1,17,6k5zscdm9ufw0tguvzyjlp5hq,0,31.1,73.8,2023-02-18T14:32:47.825Z,2023-02-19T07:33:11Z,4042195611,285,,4042790679,178,,4042195615,467,719bo3u7wz5doaadx7k45trdh,4042195609,56,Back,4042195613,465,,,,,,,,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096947,17,4,1,1,18,6k5zscdm9ufw0tguvzyjlp5hq,1,38.2,86.4,2023-02-18T14:32:48.404Z,2023-02-19T07:33:16Z,4039488067,286,,4039488105,233,23,4039488053,13,,4039488063,265,,4039488055,56,Back,4039488059,152,,,,,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509096943,23,4,1,1,18,eq1oq6y61xnzq88zu0cnw131z,0,61.8,13.6,2023-02-18T14:32:48.405Z,2023-02-19T07:33:16Z,4039488039,285,,4039488143,233,17,4039488031,13,,4042790773,178,,4039488037,265,,4039488035,152,,4039488033,56,Right,,,,719bo3u7wz5doaadx7k45trdh,S. Janko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509097413,18,1,1,1,40,6k5zscdm9ufw0tguvzyjlp5hq,1,38.5,78.8,2023-02-18T14:33:10.507Z,2023-02-19T07:33:23Z,4042790873,178,,4039490217,141,51.2,4039490215,140,48.3,4039490209,5,,4039490221,213,5.2,4039490213,56,Back,4039490219,212,21.4,4039490211,152,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509097481,19,1,1,1,43,6k5zscdm9ufw0tguvzyjlp5hq,1,53.7,47,2023-02-18T14:33:13.815Z,2023-02-19T07:33:26Z,4039490477,140,67.8,4039490481,212,29.1,4042790951,178,,4039490475,56,Right,4039490483,213,5.2,4039490479,141,10.1,,,,,,,f5ln82l8q7gvouj3zhsp5t4gl,M. Eggestein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509097551,20,1,1,1,47,6k5zscdm9ufw0tguvzyjlp5hq,1,70.5,7.9,2023-02-18T14:33:17.527Z,2023-02-19T07:33:30Z,4039490801,56,Right,4039490809,213,5.3,4039490803,140,72.9,4042791003,178,,4039490805,141,1.7,4039490807,212,4.9,,,,,,,2jk8zu0m0tf7if0pyrkbo82xh,L. Kübler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509721365,874,83,1,1,49,eq1oq6y61xnzq88zu0cnw131z,1,27.7,91.8,2023-02-18T14:33:20.056Z,2023-02-19T07:59:07Z,4042816367,399,205252,,,,,,,,,,,,,,,,,,,,,,6sc9zsev9an853nop6pn6mxg5,Danilo Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509097581,21,1,1,1,49,6k5zscdm9ufw0tguvzyjlp5hq,1,75.1,5.3,2023-02-18T14:33:20.066Z,2023-02-19T07:33:34Z,4039490945,141,2.3,4039490943,140,76.4,4039490947,212,2.5,4039490949,213,5.3,4039490941,56,Right,4042791081,178,,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509097601,22,1,1,1,50,6k5zscdm9ufw0tguvzyjlp5hq,1,76.2,3.8,2023-02-18T14:33:21.256Z,2023-02-19T07:33:41Z,4039491057,213,2.0,4039491049,56,Right,4039491055,212,6.4,4039491053,141,12.2,4042791225,178,,4039491051,140,73.4,,,,,,,2jk8zu0m0tf7if0pyrkbo82xh,L. Kübler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509097643,23,1,1,1,52,6k5zscdm9ufw0tguvzyjlp5hq,1,73.4,12.3,2023-02-18T14:33:22.966Z,2023-02-19T07:33:45Z,4039491225,212,10.5,4039491219,56,Center,4039491223,141,25.8,4039491227,213,1.1,4039491221,140,78.3,4042791271,178,,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509097663,24,1,1,1,53,6k5zscdm9ufw0tguvzyjlp5hq,0,78.3,25.8,2023-02-18T14:33:23.775Z,2023-02-19T07:33:49Z,4039491295,212,6.4,4039491293,141,27.9,4042791331,178,,4039491289,56,Center,4039491297,213,2.9,4039491291,140,72.4,,,,,,,bsyv3fmihshve4jcr11qmtmfp,L. Höler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509097671,24,49,1,1,54,eq1oq6y61xnzq88zu0cnw131z,1,28.7,75.5,2023-02-18T14:33:24.367Z,2023-02-19T07:33:54Z,,,,,,,,,,,,,,,,,,,,,,,,,f2o5hj0e2k3kw0fj1xzom0cet,K. Stöger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509721451,957,83,1,1,57,6k5zscdm9ufw0tguvzyjlp5hq,1,68.9,11.8,2023-02-18T14:33:28.288Z,2023-02-19T09:09:28Z,4042817177,399,93293,,,,,,,,,,,,,,,,,,,,,,bsyv3fmihshve4jcr11qmtmfp,L. Höler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509097807,25,1,1,1,59,eq1oq6y61xnzq88zu0cnw131z,1,36,95.6,2023-02-18T14:33:29.566Z,2023-02-19T07:33:59Z,4039492069,56,Back,4039492071,140,44.0,4042791445,178,,4039492077,213,6.2,4039492073,141,94.2,4039492075,212,8.5,,,,,,,f2o5hj0e2k3kw0fj1xzom0cet,K. Stöger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509097817,26,61,1,2,1,eq1oq6y61xnzq88zu0cnw131z,0,42.5,95.6,2023-02-18T14:33:31.537Z,2023-02-19T07:34:05Z,4039492121,56,Back,4042791529,178,,,,,,,,,,,,,,,,,,,,ejww8hjcn4y4hlik863vaw3qh,C. Antwi-Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509097889,25,1,1,2,1,6k5zscdm9ufw0tguvzyjlp5hq,1,57.3,4,2023-02-18T14:33:32.336Z,2023-02-19T07:34:11Z,4039518951,140,60.3,4039492529,56,Right,4039518953,141,7.1,4039518955,212,3.8,4039518957,213,0.6,4042791579,178,,,,,,,,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2509097901,26,49,1,2,2,6k5zscdm9ufw0tguvzyjlp5hq,1,63.4,6.4,2023-02-18T14:33:32.647Z,2023-02-19T07:34:18Z,,,,,,,,,,,,,,,,,,,,,,,,,2jk8zu0m0tf7if0pyrkbo82xh,L. Kübler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
