id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/11/value,assist
2534509739,1,34,16,0,0,cu0eztmjcsbydyp53aleznorw,1,0,0,2023-04-16T12:35:47.484Z,2023-04-16T13:27:00Z,4194963393,59,"1, 8, 3, 32, 13, 4, 10, 6, 7, 17, 36, 5, 20, 21, 22, 26, 28, 30, 34, 39",4194963401,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4194963391,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4194963397,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4195278315,197,16262,4194963389,30,"expxslws50h0iw0logr02gs7p, 7k7whr0pdbw5wtk7g0cwozw0l, 8nug6t1cmn9pwhnwdf6nyhrrp, aaoycxwi9jny6flm4apz8a2uh, 6kge6vcoa9ocnh6tb8qznfzkl, 2p48525x4ap9m81g6ode51cyd, 26nfmfc8p2doisd9p8vtd33dh, 14fw7p4fzaxprndgxnx0gxgbt, 5ndmhtdu5jfgvzuddd7fu2fh1, 9i46dpapurzdzvd7nz3be7kl, ec5ng4j3rcjwsjz1v05e1z3dh, 1psr9ra8k9j4r94p1xixagzbp, b4q9q0qgmtz959rygieg9ln1l, 630sqbiu7utmkg8yw0h4ky8a2, d95i3fwjrk3ti4co645mde76x, eayipmdtzbmjgjouq10nqhcrt, dr0kn3srxtg7nuw99gjoim7e1, 7llxni56g8q0yt33vhp1pt3o5, bitixkzgt5p65rlo2bnllcf6x, 3h6q9lkwovcu4pynltgnzhy50",4194963395,130,12,4194963399,194,aaoycxwi9jny6flm4apz8a2uh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534511471,1,34,16,0,0,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2023-04-16T12:37:31.486Z,2023-04-16T13:25:28Z,4194971977,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4194971983,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4194971975,30,"920yurg08gqayxwc80q9f8ixh, 2jk8zu0m0tf7if0pyrkbo82xh, b7ve7k983eaewnupejiow3jdh, f5ln82l8q7gvouj3zhsp5t4gl, 84mp3eqt1ckw107hwxpby9cd1, 6o2v57d92t1mejod24gmufcut, 7o11dzx2cccrslutrjl16ik89, ejnh215cji6xou661kiwcc91x, bsyv3fmihshve4jcr11qmtmfp, dglkt5h4m18p1qcj2uhqymvv9, 2az0f39bhz2kvxhopalzi0h5h, 3r2j2j3v6kgmauw5yv9j3x1hx, r4grdzsip637zvi2uu3nl979, 7at6knpizbafid4br861pi6zt, 3w8uk04gxlm4tj4hmsc3msmvp, d36na8jr6xcc8eronhy8mcz1m, arjwwth6yazptr851wu2u6e0a, 2es4ydlcwwasm6mu7rmey5r3e, 5n7vp6g13q7sxkzbygfbz27oq, e8hf96xbntslqrlottv5yp016",4194971979,59,"26, 17, 30, 8, 28, 3, 42, 27, 9, 22, 32, 1, 7, 14, 18, 25, 29, 33, 34, 35",4194971981,130,15,4194971985,194,b7ve7k983eaewnupejiow3jdh,4194971987,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4195268383,197,16250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534575571,2,32,1,0,0,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2023-04-16T13:30:12.684Z,2023-04-16T13:30:12Z,4195296465,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534575587,2,32,1,0,0,cu0eztmjcsbydyp53aleznorw,1,0,0,2023-04-16T13:30:12.684Z,2023-04-16T13:30:19Z,4195296531,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534575645,3,1,1,0,1,cu0eztmjcsbydyp53aleznorw,1,50.2,50,2023-04-16T13:30:13.784Z,2023-04-16T13:30:41Z,4195296857,212,19.5,4195296855,141,41.0,4195296859,213,3.5,4195296851,56,Back,4195296861,279,S,4195296853,140,32.6,,,,,,,ec5ng4j3rcjwsjz1v05e1z3dh,C. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534575771,4,1,1,0,6,cu0eztmjcsbydyp53aleznorw,1,39.6,40.6,2023-04-16T13:30:19.268Z,2023-04-16T13:30:36Z,4195297401,212,48.4,4195297393,56,Left,4195297407,1,,4195297403,213,0.7,4195297395,140,73.8,4195297397,141,88.3,4195297391,155,,,,,6kge6vcoa9ocnh6tb8qznfzkl,M. Veljković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534575779,5,44,1,0,8,cu0eztmjcsbydyp53aleznorw,1,70.5,90.6,2023-04-16T13:30:21.527Z,2023-04-16T13:30:24Z,4195297469,233,3,4195297433,286,,4195297429,56,Left,,,,,,,,,,,,,,,,14fw7p4fzaxprndgxnx0gxgbt,J. Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534575751,3,44,1,0,8,6k5zscdm9ufw0tguvzyjlp5hq,0,29.5,9.4,2023-04-16T13:30:21.528Z,2023-04-16T13:30:24Z,4195297319,56,Back,4195297475,233,5,4195297321,285,,,,,,,,,,,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534575791,6,1,1,0,9,cu0eztmjcsbydyp53aleznorw,0,73.8,88.3,2023-04-16T13:30:21.695Z,2023-04-16T13:35:46Z,4195318557,233,6,4195297503,168,,4195297513,212,4.4,4195297505,56,Left,4195297509,141,88.9,4195297515,213,0.1,4195297507,140,78.0,4195297501,3,,14fw7p4fzaxprndgxnx0gxgbt,J. Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534575769,4,61,1,0,9,6k5zscdm9ufw0tguvzyjlp5hq,1,30.6,8.6,2023-04-16T13:30:22.440Z,2023-04-16T13:35:43Z,4195297383,56,Back,,,,,,,,,,,,,,,,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534575813,5,61,1,0,10,6k5zscdm9ufw0tguvzyjlp5hq,0,26,8.9,2023-04-16T13:30:23.328Z,2023-04-16T14:22:04Z,4195297599,56,Back,,,,,,,,,,,,,,,,,,,,,,f5ln82l8q7gvouj3zhsp5t4gl,M. Eggestein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534575809,7,1,1,0,11,cu0eztmjcsbydyp53aleznorw,0,76.9,89.9,2023-04-16T13:30:23.811Z,2023-04-16T13:30:28Z,4195297935,286,,4195297593,213,6.2,4195297931,233,6,4195297591,212,2.6,4195297929,236,,4195297587,140,79.4,4195297585,56,Left,4195297589,141,89.4,14fw7p4fzaxprndgxnx0gxgbt,J. Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534575887,6,74,1,0,11,6k5zscdm9ufw0tguvzyjlp5hq,1,28,9.7,2023-04-16T13:30:23.812Z,2023-04-16T13:33:43Z,4195297889,56,Back,4195297977,233,7,4195297891,285,,,,,,,,,,,,,,,,,f5ln82l8q7gvouj3zhsp5t4gl,M. Eggestein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534575919,7,4,1,0,13,6k5zscdm9ufw0tguvzyjlp5hq,1,25.8,10,2023-04-16T13:30:26.643Z,2023-04-16T13:30:33Z,4195298047,56,Back,4195298045,295,,4195298051,285,,4195298049,152,,4195298043,13,,4195298331,233,8,,,,,,,f5ln82l8q7gvouj3zhsp5t4gl,M. Eggestein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534575973,8,4,1,0,13,cu0eztmjcsbydyp53aleznorw,0,74.2,90,2023-04-16T13:30:26.644Z,2023-04-16T13:30:34Z,4195298321,286,,4195298313,13,,4195298317,56,Left,4195298319,152,,4195298315,295,,4195298355,233,7,,,,,,,14fw7p4fzaxprndgxnx0gxgbt,J. Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534576083,8,1,1,0,22,6k5zscdm9ufw0tguvzyjlp5hq,1,26,5.5,2023-04-16T13:30:34.695Z,2023-04-16T13:34:15Z,4195298849,56,Back,4195322363,152,,4195298857,141,31.6,4195298853,140,3.5,4195298865,213,2.5,4195322361,5,,4195298861,212,29.5,,,,2jk8zu0m0tf7if0pyrkbo82xh,L. Kübler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534576173,9,1,1,0,25,6k5zscdm9ufw0tguvzyjlp5hq,1,3.7,32.1,2023-04-16T13:30:37.735Z,2023-04-16T13:30:43Z,4195299405,212,39.9,4195299409,1,,4195299407,213,1.0,4195299401,140,22.7,4195299399,56,Back,4195299403,141,82.9,,,,,,,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534576243,10,1,1,0,30,6k5zscdm9ufw0tguvzyjlp5hq,1,25.5,83,2023-04-16T13:30:42.887Z,2023-04-16T13:30:46Z,4195299757,140,7.7,4195299763,213,4.0,4195299759,141,50.7,4195299755,56,Back,4195299761,212,28.8,,,,,,,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534576279,11,1,1,0,33,6k5zscdm9ufw0tguvzyjlp5hq,1,7.7,50.6,2023-04-16T13:30:46.119Z,2023-04-16T13:30:48Z,4195299955,56,Back,4195299963,212,26.1,4195299959,141,13.1,4195299957,140,13.2,4195299965,213,4.9,,,,,,,,,,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534576361,12,1,1,0,35,6k5zscdm9ufw0tguvzyjlp5hq,1,13.6,12.6,2023-04-16T13:30:48.231Z,2023-04-16T13:30:51Z,4195300407,141,39.7,4195300409,212,21.3,4195300405,140,3.4,4195300411,213,2.1,4195300403,56,Back,,,,,,,,,,2jk8zu0m0tf7if0pyrkbo82xh,L. Kübler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534576435,13,1,1,0,39,6k5zscdm9ufw0tguvzyjlp5hq,1,3.7,46.4,2023-04-16T13:30:51.783Z,2023-04-16T13:30:54Z,4195300783,140,7.7,4195300781,56,Back,4195300787,212,23.6,4195300785,141,80.6,4195300789,213,1.4,,,,,,,,,,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534576505,14,1,1,0,42,6k5zscdm9ufw0tguvzyjlp5hq,1,11.4,83.5,2023-04-16T13:30:54.743Z,2023-04-16T13:30:58Z,4195301145,140,36.0,4195301153,141,73.5,4195301135,56,Back,4195301163,212,26.7,4195301171,213,6.0,,,,,,,,,,6o2v57d92t1mejod24gmufcut,P. Lienhart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534576531,15,61,1,0,45,6k5zscdm9ufw0tguvzyjlp5hq,0,37.2,72.6,2023-04-16T13:30:57.991Z,2023-04-16T13:30:58Z,4195301281,56,Back,,,,,,,,,,,,,,,,,,,,,,2az0f39bhz2kvxhopalzi0h5h,V. Grifo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534576577,9,49,1,0,47,cu0eztmjcsbydyp53aleznorw,1,52.6,42.8,2023-04-16T13:31:00.338Z,2023-04-16T13:31:00Z,,,,,,,,,,,,,,,,,,,,,,,,,ec5ng4j3rcjwsjz1v05e1z3dh,C. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534576713,10,1,1,0,48,cu0eztmjcsbydyp53aleznorw,1,52.6,42.8,2023-04-16T13:31:01.331Z,2023-04-16T13:31:06Z,4195302185,213,4.7,4195302181,141,31.0,4195302177,56,Center,4195302183,212,8.0,4195302179,140,52.5,,,,,,,,,,ec5ng4j3rcjwsjz1v05e1z3dh,C. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
