id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/18/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2484322151,7,1,1,0,9,dt4pinj0vw0t0cvz7za6mhmzy,1,63.3,41.8,2022-11-11T19:31:54.378Z,2022-11-12T09:02:19Z,3909022023,212,12.1,3909022021,141,40.3,3909022019,140,51.8,3909022017,56,Center,3909022025,213,3.2,3909535269,178,,,,,,,,f4qcgzveslklfi8601tep77x1,J. Brandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484322187,8,1,1,0,10,dt4pinj0vw0t0cvz7za6mhmzy,1,51.8,40.3,2022-11-11T19:31:55.715Z,2022-11-12T09:02:24Z,3909022169,141,65.6,3909022167,140,46.0,3909535335,178,,3909022165,56,Back,3909022171,212,18.3,3909022173,213,1.9,,,,,,,7lai6ovwsl01gonutejt4mms5,E. Can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484322211,9,1,1,0,14,dt4pinj0vw0t0cvz7za6mhmzy,1,56.5,72.6,2022-11-11T19:31:59.894Z,2022-11-12T09:02:27Z,3909022265,141,95.6,3909022267,212,23.3,3909022269,213,0.7,3909022263,140,73.0,3909022261,56,Left,3909535387,178,,,,,,,,d5mck7rf48chzersephpx29d5,N. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484322257,10,1,1,0,17,dt4pinj0vw0t0cvz7za6mhmzy,1,73,95.6,2022-11-11T19:32:02.395Z,2022-11-12T09:02:31Z,3909022465,213,5.0,3909022457,56,Center,3909022459,140,76.3,3909535445,178,,3909022461,141,74.7,3909022463,212,14.6,,,,,,,6ie5meimavc8kwohr6lrdyket,Raphaël Guerreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484322259,11,50,1,0,20,dt4pinj0vw0t0cvz7za6mhmzy,1,80.6,67.4,2022-11-11T19:32:05.389Z,2022-11-12T09:04:26Z,3909022473,56,Center,3909022475,286,,3909022633,233,5,,,,,,,,,,,,,,,,f4qcgzveslklfi8601tep77x1,J. Brandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484322277,5,7,1,0,20,go76xxm0xyfgqt1h6tcrtimm,0,19.4,32.6,2022-11-11T19:32:05.781Z,2022-11-12T09:04:35Z,3909022563,285,,3909022623,233,11,3909022561,56,Back,3909389845,385,,3909537769,178,,,,,,,,,,,au5tbnn48ve4kqnuu3dhmk296,K. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484322273,12,1,1,0,21,dt4pinj0vw0t0cvz7za6mhmzy,0,84.1,68.7,2022-11-11T19:32:06.381Z,2022-11-12T09:04:46Z,3909022547,56,Center,3909022659,233,6,3909022551,141,67.1,3909537897,178,,3909022663,286,,3909022657,236,,3909022549,140,82.7,3909022553,212,1.8,f4qcgzveslklfi8601tep77x1,J. Brandt,3909022555,213,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484322293,6,74,1,0,21,go76xxm0xyfgqt1h6tcrtimm,1,20.8,35,2022-11-11T19:32:06.510Z,2022-11-12T09:04:54Z,3909022669,233,12,3909022635,56,Back,3909022637,285,,3909538031,178,,,,,,,,,,,,,,au5tbnn48ve4kqnuu3dhmk296,K. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484322301,7,49,1,0,22,go76xxm0xyfgqt1h6tcrtimm,1,10.8,24,2022-11-11T19:32:07.744Z,2022-11-12T09:05:08Z,,,,,,,,,,,,,,,,,,,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484322317,8,1,1,0,22,go76xxm0xyfgqt1h6tcrtimm,0,10.8,24,2022-11-11T19:32:07.790Z,2022-11-12T09:05:18Z,3909538493,178,,3909022743,213,0.4,3909022741,212,20.4,3909022733,157,,3909022745,1,,3909022739,141,35.0,3909022737,140,28.9,3909022735,56,Back,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484322329,13,1,1,0,24,dt4pinj0vw0t0cvz7za6mhmzy,0,64,65.1,2022-11-11T19:32:09.855Z,2022-11-12T09:05:26Z,3909022817,140,77.2,3909022815,56,Center,3909022819,141,44.3,3909022821,212,19.8,3909022823,213,5.5,3909022813,3,,3909538671,388,,,,,d5mck7rf48chzersephpx29d5,N. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484322353,9,1,1,0,26,go76xxm0xyfgqt1h6tcrtimm,0,21.7,59.8,2022-11-11T19:32:11.711Z,2022-11-12T09:05:38Z,3909022973,213,6.1,3909022971,212,30.2,3909022967,140,50.2,3909022965,56,Center,3909022969,141,53.7,3909538935,178,,3909022975,1,,3909022963,157,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484322405,14,1,1,0,28,dt4pinj0vw0t0cvz7za6mhmzy,0,53.3,45.7,2022-11-11T19:32:14.013Z,2022-11-12T09:06:03Z,3909023289,212,39.9,3909023287,141,74.1,3909023285,140,86.6,3909539545,178,,3909023283,56,Center,3909023281,157,,3909023291,213,0.5,3909023293,1,,cd6i7khi5wgsfsg19c9tcjydx,M. Hummels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484322425,10,12,1,0,33,go76xxm0xyfgqt1h6tcrtimm,1,12.6,26.4,2022-11-11T19:32:18.656Z,2022-11-12T09:06:27Z,3909023365,140,19.9,3909023367,141,0.0,3909023369,212,20.8,3909023363,56,Back,3909023435,167,,3909540099,388,,3909023377,15,,3909023371,213,5.1,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484322433,11,5,1,0,37,go76xxm0xyfgqt1h6tcrtimm,0,20.5,-1.4,2022-11-11T19:32:22.336Z,2022-11-12T09:06:36Z,3909023411,56,Back,3909023413,347,,3909023505,233,15,,,,,,,,,,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484322445,15,5,1,0,37,dt4pinj0vw0t0cvz7za6mhmzy,1,79.5,101.4,2022-11-11T19:32:22.336Z,2022-11-12T09:06:36Z,3909023457,56,Left,3909023477,233,11,3909023459,347,,,,,,,,,,,,,,,,,cd6i7khi5wgsfsg19c9tcjydx,M. Hummels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484322527,16,1,1,0,41,dt4pinj0vw0t0cvz7za6mhmzy,1,79,100,2022-11-11T19:32:26.632Z,2022-11-12T09:06:52Z,3909023835,56,Left,3909023837,140,80.2,3909023839,141,89.7,3909024085,189,,3909023833,107,,3909023841,212,8.0,3909023843,213,4.9,,,,6ie5meimavc8kwohr6lrdyket,Raphaël Guerreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484322543,17,1,1,0,42,dt4pinj0vw0t0cvz7za6mhmzy,1,80.2,89.7,2022-11-11T19:32:27.626Z,2022-11-12T09:07:01Z,3909540713,178,,3909023935,213,2.3,3909023929,140,77.0,3909023927,56,Left,3909023933,212,5.0,3909023931,141,95.1,,,,,,,7q96z3aaee5jyccb8pjthi8kp,D. Malen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484322567,18,1,1,0,44,dt4pinj0vw0t0cvz7za6mhmzy,1,77,95.1,2022-11-11T19:32:29.612Z,2022-11-12T09:07:08Z,3909024065,213,3.2,3909024063,212,18.2,3909024061,141,94.8,3909024057,56,Left,3909024059,140,59.7,3909540913,178,,,,,,,,6ie5meimavc8kwohr6lrdyket,Raphaël Guerreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484322609,19,1,1,0,47,dt4pinj0vw0t0cvz7za6mhmzy,1,52.2,90.8,2022-11-11T19:32:32.512Z,2022-11-12T09:07:17Z,3909024305,213,4.5,3909024297,56,Back,3909024299,140,46.6,3909024301,141,51.8,3909024303,212,27.2,3909541137,178,,,,,,,,d5mck7rf48chzersephpx29d5,N. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484322661,20,1,1,0,51,dt4pinj0vw0t0cvz7za6mhmzy,1,47.5,47.6,2022-11-11T19:32:36.721Z,2022-11-12T09:07:23Z,3909024557,212,30.5,3909024555,141,5.3,3909024553,140,57.2,3909024559,213,5.1,3909024551,56,Right,3909541291,178,,,,,,,,cd6i7khi5wgsfsg19c9tcjydx,M. Hummels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484322681,21,1,1,0,54,dt4pinj0vw0t0cvz7za6mhmzy,1,51.5,6.2,2022-11-11T19:32:39.977Z,2022-11-12T09:07:27Z,3909024659,56,Back,3909024663,140,38.5,3909541335,178,,3909024673,213,2.2,3909024667,141,31.4,3909024669,212,21.9,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484322717,22,1,1,0,57,dt4pinj0vw0t0cvz7za6mhmzy,1,36.6,32,2022-11-11T19:32:42.558Z,2022-11-12T09:07:41Z,3909541607,178,,3909024875,213,2.5,3909024867,56,Back,3909024869,140,20.1,3909024873,212,22.2,3909024871,141,52.4,,,,,,,cd6i7khi5wgsfsg19c9tcjydx,M. Hummels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484322751,23,1,1,0,59,dt4pinj0vw0t0cvz7za6mhmzy,1,20.1,52.4,2022-11-11T19:32:44.836Z,2022-11-12T09:07:49Z,3909025073,140,25.6,3909025071,56,Back,3909541767,178,,3909025079,213,1.3,3909025075,141,80.3,3909025077,212,19.8,,,,,,,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484322815,24,1,1,1,4,dt4pinj0vw0t0cvz7za6mhmzy,1,27.9,77.3,2022-11-11T19:32:49.992Z,2022-11-12T09:07:53Z,3909025433,141,44.8,3909025431,140,27.5,3909541863,178,,3909025429,56,Back,3909025437,213,4.7,3909025435,212,22.1,,,,,,,d5mck7rf48chzersephpx29d5,N. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484322845,25,1,1,1,9,dt4pinj0vw0t0cvz7za6mhmzy,1,32.5,40.9,2022-11-11T19:32:54.984Z,2022-11-12T09:08:01Z,3909025597,140,44.0,3909025601,141,46.0,3909025603,212,12.6,3909542067,178,,3909025593,56,Back,3909025605,213,0.3,,,,,,,cd6i7khi5wgsfsg19c9tcjydx,M. Hummels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484322851,26,4,1,1,11,dt4pinj0vw0t0cvz7za6mhmzy,1,44.6,47.2,2022-11-11T19:32:56.780Z,2022-11-12T09:08:11Z,3909025611,56,Back,3909025613,152,,3909025785,233,12,3909025617,286,,3909025615,265,,3909025609,13,,,,,,,,7lai6ovwsl01gonutejt4mms5,E. Can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484322865,12,4,1,1,11,go76xxm0xyfgqt1h6tcrtimm,0,55.4,52.8,2022-11-11T19:32:56.781Z,2022-11-12T09:08:10Z,3909025805,233,26,3909025725,56,Center,3909542339,178,,3909025727,152,,3909025729,265,,3909025731,285,,3909025723,13,,,,,1mkbxdrj3myvt6jm4tx8sywgl,C. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484323073,27,1,1,1,29,dt4pinj0vw0t0cvz7za6mhmzy,1,45.5,46,2022-11-11T19:33:15.049Z,2022-11-12T09:08:29Z,3909026869,5,,3909035461,189,,3909026871,152,,3909026881,213,1.7,3909026879,212,22.8,3909542725,178,,3909026873,56,Back,3909026877,141,79.2,7lai6ovwsl01gonutejt4mms5,E. Can,3909026875,140,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484323085,28,1,1,1,31,dt4pinj0vw0t0cvz7za6mhmzy,1,42.8,80,2022-11-11T19:33:16.833Z,2022-11-12T09:08:40Z,3909026923,213,0.0,3909026921,212,48.6,3909026917,140,89.1,3909026915,56,Left,3909026919,141,80.4,3909542993,178,,3909026925,1,,3909026913,155,,d5mck7rf48chzersephpx29d5,N. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484323107,29,1,1,1,35,dt4pinj0vw0t0cvz7za6mhmzy,1,89,80.4,2022-11-11T19:33:20.718Z,2022-11-12T09:08:50Z,3909543229,178,,3909027039,141,66.5,3909027037,140,84.6,3909027035,56,Center,3909027043,213,4.3,3909027041,212,10.5,,,,,,,f4qcgzveslklfi8601tep77x1,J. Brandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484323111,30,3,1,1,36,dt4pinj0vw0t0cvz7za6mhmzy,0,86,64.5,2022-11-11T19:33:22.002Z,2022-11-12T09:09:22Z,3909027061,56,Center,3909027063,286,,3909543945,178,,3909027211,233,13,3909405331,465,,,,,,,,,,,eguzzwxdm0fwocax6srpck48a,Y. Moukoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484323135,13,7,1,1,37,go76xxm0xyfgqt1h6tcrtimm,0,14,35.5,2022-11-11T19:33:22.249Z,2022-11-12T09:09:30Z,3909027157,56,Back,3909027159,285,,3909544047,178,,3909544049,21,,3909027201,233,30,3909405319,385,,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484323129,31,61,1,1,37,dt4pinj0vw0t0cvz7za6mhmzy,1,85.4,65.6,2022-11-11T19:33:22.449Z,2022-11-12T09:09:42Z,3909027139,56,Center,3909544289,178,,,,,,,,,,,,,,,,,,,,eguzzwxdm0fwocax6srpck48a,Y. Moukoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484325175,42,61,1,1,37,go76xxm0xyfgqt1h6tcrtimm,1,12.8,45.3,2022-11-11T19:33:22.488Z,2022-11-12T09:10:00Z,3909037979,56,Back,3909544677,178,,,,,,,,,,,,,,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484324385,52,61,1,1,37,dt4pinj0vw0t0cvz7za6mhmzy,1,85.5,56.6,2022-11-11T19:33:22.771Z,2022-11-12T09:10:11Z,3909544965,178,,3909033843,56,Center,,,,,,,,,,,,,,,,,,,eguzzwxdm0fwocax6srpck48a,Y. Moukoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484323133,32,3,1,1,38,dt4pinj0vw0t0cvz7za6mhmzy,0,84.8,65.5,2022-11-11T19:33:23.735Z,2022-11-12T09:10:25Z,3909027147,286,,3909027145,56,Center,3909027343,233,14,3909545243,178,,3909405401,465,,,,,,,,,,,7q96z3aaee5jyccb8pjthi8kp,D. Malen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484323157,14,7,1,1,39,go76xxm0xyfgqt1h6tcrtimm,1,15.2,34.5,2022-11-11T19:33:24.264Z,2022-11-12T09:10:29Z,3909027313,233,32,3909405423,383,,3909027283,56,Back,3909545301,178,,3909027285,285,,,,,,,,,,,5i8dbjuewybsfgyym63clfw0l,J. Weigl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484323159,15,49,1,1,39,go76xxm0xyfgqt1h6tcrtimm,1,19.3,32.9,2022-11-11T19:33:24.851Z,2022-11-12T09:10:39Z,,,,,,,,,,,,,,,,,,,,,,,,,5i8dbjuewybsfgyym63clfw0l,J. Weigl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484323177,16,1,1,1,40,go76xxm0xyfgqt1h6tcrtimm,1,19.3,32.9,2022-11-11T19:33:25.727Z,2022-11-12T09:10:50Z,3909027389,213,0.2,3909027385,212,15.6,3909027383,141,38.2,3909027381,140,33.8,3909545689,178,,3909027379,56,Back,,,,,,,5i8dbjuewybsfgyym63clfw0l,J. Weigl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484323185,17,1,1,1,41,go76xxm0xyfgqt1h6tcrtimm,1,33.8,38.2,2022-11-11T19:33:26.504Z,2022-11-12T09:11:00Z,3909030415,156,,3909545905,178,,3909027429,141,36.7,3909027425,56,Back,3909027427,140,27.0,3909027433,213,3.3,3909027431,212,7.2,,,,66nvc8a4kd3cyeyj3i474cudx,M. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484323193,18,61,1,1,42,go76xxm0xyfgqt1h6tcrtimm,0,27,36.7,2022-11-11T19:33:27.246Z,2022-11-12T09:11:12Z,3909027457,56,Back,3909546209,178,,,,,,,,,,,,,,,,,,,,au5tbnn48ve4kqnuu3dhmk296,K. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484323189,33,49,1,1,43,dt4pinj0vw0t0cvz7za6mhmzy,1,78.4,73.4,2022-11-11T19:33:28.533Z,2022-11-12T09:11:23Z,,,,,,,,,,,,,,,,,,,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484323213,34,1,1,1,44,dt4pinj0vw0t0cvz7za6mhmzy,1,78.4,73.4,2022-11-11T19:33:29.147Z,2022-11-12T09:11:28Z,3909027609,213,0.8,3909027603,140,86.2,3909027601,56,Left,3909027605,141,86.1,3909027607,212,11.9,3909546557,178,,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
