id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/15/value
2455876827,3,12,1,0,18,go76xxm0xyfgqt1h6tcrtimm,1,2.4,9.5,2022-09-04T15:33:06.151Z,2022-09-04T23:51:34Z,3758275611,56,Back,3759772949,178,,3758275607,185,,3758275673,233,8,,,,,,,,,,,,,1mkbxdrj3myvt6jm4tx8sywgl,C. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455876859,4,49,1,0,19,go76xxm0xyfgqt1h6tcrtimm,1,6.3,5.6,2022-09-04T15:33:07.621Z,2022-09-05T05:27:11Z,,,,,,,,,,,,,,,,,,,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455876877,5,1,1,0,20,go76xxm0xyfgqt1h6tcrtimm,0,6.7,2.9,2022-09-04T15:33:08.580Z,2022-09-04T23:51:55Z,3758275887,1,,3758275877,56,Back,3758275879,140,26.2,3758275881,141,14.3,3758275875,157,,3758275885,213,0.4,3758275883,212,21.9,3759774011,178,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455876927,9,49,1,0,21,1c7qokc1j5z50cjj4tcu32haa,1,76.8,92.3,2022-09-04T15:33:09.512Z,2022-09-04T23:52:05Z,,,,,,,,,,,,,,,,,,,,,,,,,d608s0948uh3owqee7t0en7px,D. Kohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455876935,10,1,1,0,22,1c7qokc1j5z50cjj4tcu32haa,0,74.2,91.3,2022-09-04T15:33:10.647Z,2022-09-04T23:52:15Z,3758276099,140,90.3,3758276097,56,Left,3759774657,178,,3758276105,213,0.4,3758276101,141,100.0,3758276103,212,18.2,,,,,,,d608s0948uh3owqee7t0en7px,D. Kohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877015,6,5,1,0,24,go76xxm0xyfgqt1h6tcrtimm,1,14.1,-1.5,2022-09-04T15:33:12.484Z,2022-09-04T23:52:24Z,3758276609,233,11,3758276525,56,Back,3758276527,347,,,,,,,,,,,,,,,,,1mkbxdrj3myvt6jm4tx8sywgl,C. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455876941,11,5,1,0,24,1c7qokc1j5z50cjj4tcu32haa,0,85.9,101.5,2022-09-04T15:33:12.484Z,2022-09-04T23:52:24Z,3758276127,56,Left,3758276623,233,6,3758276129,347,,,,,,,,,,,,,,,,,d608s0948uh3owqee7t0en7px,D. Kohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877089,7,1,1,0,32,go76xxm0xyfgqt1h6tcrtimm,1,17.5,0,2022-09-04T15:33:20.685Z,2022-09-04T23:52:36Z,3758276865,107,,3758276871,141,3.4,3758276875,213,0.2,3758276873,212,19.6,3758276867,56,Back,3758276869,140,35.9,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877101,8,1,1,0,35,go76xxm0xyfgqt1h6tcrtimm,0,33.4,1.9,2022-09-04T15:33:23.078Z,2022-09-04T23:52:50Z,3758276913,140,54.1,3758276915,141,18.0,3758276911,56,Right,3758276917,212,24.3,3758276919,213,0.5,3759775619,178,,,,,,,,7kjhx78gpi6m3r4j1b4jdyh91,J. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877105,12,49,1,0,36,1c7qokc1j5z50cjj4tcu32haa,1,44,73.3,2022-09-04T15:33:24.592Z,2022-09-05T05:28:10Z,,,,,,,,,,,,,,,,,,,,,,,,,ernbjicg113inzsubzrfm8fyt,A. Hack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877163,13,1,1,0,38,1c7qokc1j5z50cjj4tcu32haa,1,45,73.2,2022-09-04T15:33:26.117Z,2022-09-04T23:53:18Z,3758277239,56,Back,3758277247,213,4.3,3758277243,141,42.3,3758277241,140,36.8,3758277245,212,22.7,3759776393,178,,,,,,,,ernbjicg113inzsubzrfm8fyt,A. Hack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877215,14,1,1,0,41,1c7qokc1j5z50cjj4tcu32haa,1,41.1,31.6,2022-09-04T15:33:29.547Z,2022-09-04T23:53:29Z,3759776787,178,,3758277513,56,Right,3758277515,140,51.3,3758277521,213,5.3,3758277519,212,19.0,3758277517,141,8.5,,,,,,,bvifdvoxv9e8nq8qe37c0gvrp,S. Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877267,15,1,1,0,44,1c7qokc1j5z50cjj4tcu32haa,1,46.2,7.7,2022-09-04T15:33:32.318Z,2022-09-04T23:53:45Z,3759777383,178,,3758277773,140,37.0,3758277775,141,7.3,3758277771,56,Back,3758277777,212,9.7,3758277779,213,3.2,,,,,,,4baqlwfu312pctopy1cx6s2c5,S. Widmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877295,16,1,1,0,47,1c7qokc1j5z50cjj4tcu32haa,1,40.7,4.8,2022-09-04T15:33:35.539Z,2022-09-04T23:53:55Z,3759777837,178,,3758277909,155,,3758277915,141,28.3,3758277911,56,Center,3758277913,140,72.7,3758277919,213,0.4,3758277917,212,37.2,3758277921,1,,bvifdvoxv9e8nq8qe37c0gvrp,S. Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877311,17,1,1,0,49,1c7qokc1j5z50cjj4tcu32haa,1,71.4,26.4,2022-09-04T15:33:37.556Z,2022-09-04T23:54:07Z,3758278001,140,77.4,3758278005,212,10.9,3758278003,141,39.4,3758278007,213,1.0,3759778199,388,,3758277995,3,,3758277997,168,,3758277999,56,Center,dzolxp2oixtakcrqfyibpu76d,K. Onisiwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877339,18,1,1,0,50,1c7qokc1j5z50cjj4tcu32haa,0,77.6,41.9,2022-09-04T15:33:38.555Z,2022-09-04T23:54:19Z,3758278163,56,Center,3758278161,3,,3758278165,140,81.2,3758278171,213,1.1,3758278167,141,52.6,3758278169,212,8.2,3759778733,388,,,,,bwqqecmqm76v5b83v1cz891p1,Lee Jae-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877381,9,49,1,0,53,go76xxm0xyfgqt1h6tcrtimm,1,20.6,47.8,2022-09-04T15:33:40.923Z,2022-09-04T23:54:46Z,,,,,,,,,,,,,,,,,,,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877417,10,1,1,0,53,go76xxm0xyfgqt1h6tcrtimm,0,18.8,47.8,2022-09-04T15:33:40.956Z,2022-09-04T23:54:51Z,3758278539,140,56.7,3759780303,178,,3758278547,1,,3758278537,56,Center,3758278545,213,0.1,3758278535,157,,3758278543,212,39.9,3758278541,141,52.6,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877415,19,8,1,0,57,1c7qokc1j5z50cjj4tcu32haa,1,45,44.1,2022-09-04T15:33:45.554Z,2022-09-04T23:55:04Z,3759223355,385,,3759780787,178,,3758278533,56,Back,,,,,,,,,,,,,,,,ernbjicg113inzsubzrfm8fyt,A. Hack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877459,11,44,1,0,59,go76xxm0xyfgqt1h6tcrtimm,1,46,54.1,2022-09-04T15:33:47.378Z,2022-09-05T09:01:07Z,3758278695,56,Back,3758278697,285,,3758278721,233,20,,,,,,,,,,,,,,,,au5tbnn48ve4kqnuu3dhmk296,K. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877445,20,44,1,0,59,1c7qokc1j5z50cjj4tcu32haa,0,54,45.9,2022-09-04T15:33:47.379Z,2022-09-04T23:55:12Z,3758278671,56,Center,3758278673,286,,3758278733,233,11,,,,,,,,,,,,,,,,d608s0948uh3owqee7t0en7px,D. Kohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877491,12,1,1,0,59,go76xxm0xyfgqt1h6tcrtimm,0,46.6,55.2,2022-09-04T15:33:47.394Z,2022-09-05T09:01:07Z,3759781685,388,,3758278845,141,45.4,3758278841,56,Center,3758278843,140,56.3,3758278847,212,12.2,3758278849,213,5.7,3758278839,3,,,,,au5tbnn48ve4kqnuu3dhmk296,K. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456214021,816,43,1,1,1,1c7qokc1j5z50cjj4tcu32haa,1,0,0,2022-09-04T15:33:49.562Z,2022-09-05T07:55:53Z,3760147651,178,0,3760259805,144,82,,,,,,,,,,,,,,,,,,,ernbjicg113inzsubzrfm8fyt,A. Hack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877559,21,1,1,1,2,1c7qokc1j5z50cjj4tcu32haa,1,44,56.5,2022-09-04T15:33:49.969Z,2022-09-04T23:55:53Z,3758279265,212,24.4,3758279261,140,45.9,3758279263,141,92.3,3758279267,213,1.5,3758279259,56,Back,3759782723,178,,,,,,,,ernbjicg113inzsubzrfm8fyt,A. Hack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456214051,817,43,1,1,7,1c7qokc1j5z50cjj4tcu32haa,1,0,0,2022-09-04T15:33:54.755Z,2022-09-05T07:56:06Z,3760259909,144,82,3760147799,178,0,,,,,,,,,,,,,,,,,,,eh9sh9aa10zrp80l6e4l0c7h1,Aarón Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877567,22,49,1,1,7,1c7qokc1j5z50cjj4tcu32haa,1,47.8,91.4,2022-09-04T15:33:54.771Z,2022-09-04T23:56:01Z,,,,,,,,,,,,,,,,,,,,,,,,,eh9sh9aa10zrp80l6e4l0c7h1,Aarón Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877613,23,1,1,1,7,1c7qokc1j5z50cjj4tcu32haa,1,46.3,93.8,2022-09-04T15:33:55.582Z,2022-09-04T23:56:09Z,3758279565,140,34.2,3758279563,56,Back,3758279571,213,3.5,3758279569,212,13.6,3758279567,141,86.8,3759783605,178,,,,,,,,eh9sh9aa10zrp80l6e4l0c7h1,Aarón Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877637,24,1,1,1,10,1c7qokc1j5z50cjj4tcu32haa,1,33.5,86.6,2022-09-04T15:33:57.921Z,2022-09-04T23:56:16Z,3759784037,178,,3758279687,141,73.0,3758279689,212,9.3,3758279691,213,4.7,3758279683,56,Back,3758279685,140,33.2,,,,,,,cjok1odm3twxo7sqye3hua6eh,M. Leitsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877655,25,1,1,1,12,1c7qokc1j5z50cjj4tcu32haa,1,33.7,73.6,2022-09-04T15:34:00.127Z,2022-09-04T23:56:23Z,3759784311,178,,3758279765,56,Back,3758279773,213,0.6,3758279771,212,9.9,3758279769,141,81.4,3758279767,140,41.7,,,,,,,ernbjicg113inzsubzrfm8fyt,A. Hack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877683,26,1,1,1,13,1c7qokc1j5z50cjj4tcu32haa,1,41.7,81.8,2022-09-04T15:34:01.194Z,2022-09-04T23:56:32Z,3758279927,140,32.4,3758279929,141,83.9,3758279931,212,9.9,3758279933,213,3.0,3758279925,56,Back,3759784715,178,,,,,,,,d608s0948uh3owqee7t0en7px,D. Kohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877703,27,1,1,1,15,1c7qokc1j5z50cjj4tcu32haa,1,32.1,84.1,2022-09-04T15:34:03.626Z,2022-09-04T23:56:45Z,3758280047,212,12.1,3758280049,213,4.0,3758280045,141,70.3,3758280043,140,24.9,3758280041,56,Back,3759784977,178,,,,,,,,cjok1odm3twxo7sqye3hua6eh,M. Leitsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877869,28,1,1,1,17,1c7qokc1j5z50cjj4tcu32haa,1,24.3,70.3,2022-09-04T15:34:05.448Z,2022-09-04T23:56:52Z,3758280945,141,56.7,3758280941,56,Back,3758280943,140,12.2,3759785295,178,,3758280949,213,3.8,3758280947,212,15.7,,,,,,,ernbjicg113inzsubzrfm8fyt,A. Hack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877919,29,1,1,1,32,1c7qokc1j5z50cjj4tcu32haa,1,23.9,44.5,2022-09-04T15:34:20.348Z,2022-09-04T23:57:03Z,3758281251,1,,3758281245,141,10.0,3758281243,140,64.9,3758281241,56,Right,3759785549,178,,3758281249,213,5.8,3758281239,155,,3758281247,212,49.0,ci1nu5z8aiiikco8af0zk1lud,R. Zentner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877933,30,44,1,1,35,1c7qokc1j5z50cjj4tcu32haa,1,68.6,10.8,2022-09-04T15:34:23.501Z,2022-09-05T09:01:07Z,3758281421,233,13,3758281307,286,,3758281305,56,Right,,,,,,,,,,,,,,,,4baqlwfu312pctopy1cx6s2c5,S. Widmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877955,13,44,1,1,35,go76xxm0xyfgqt1h6tcrtimm,0,31.4,89.2,2022-09-04T15:34:23.502Z,2022-09-04T23:57:38Z,3758281443,233,30,3758281359,56,Back,3758281361,285,,,,,,,,,,,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455877983,31,1,1,1,35,1c7qokc1j5z50cjj4tcu32haa,1,62.5,6,2022-09-04T15:34:23.585Z,2022-09-05T09:01:08Z,3758281473,141,25.2,3758281481,213,0.9,3759786571,388,,3758281477,212,16.6,3758281463,3,,3758281471,140,72.2,3758281467,56,Center,,,,4baqlwfu312pctopy1cx6s2c5,S. Widmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455878031,32,1,1,1,38,1c7qokc1j5z50cjj4tcu32haa,1,72.5,24.8,2022-09-04T15:34:26.026Z,2022-09-04T23:58:00Z,3758281683,56,Right,3758281681,3,,3758281685,140,91.7,3758281691,213,5.9,3759787599,178,,3758281689,212,21.4,3758281687,141,14.1,,,,dzolxp2oixtakcrqfyibpu76d,K. Onisiwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455878037,33,50,1,1,41,1c7qokc1j5z50cjj4tcu32haa,1,95.7,4.4,2022-09-04T15:34:29.073Z,2022-09-04T23:58:27Z,3758281715,286,,3758281713,56,Right,3758281809,233,14,,,,,,,,,,,,,,,,d3tfdqfnab7bqxfdh3399y06i,J. Burkardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455878025,14,7,1,1,42,go76xxm0xyfgqt1h6tcrtimm,0,4.3,95.6,2022-09-04T15:34:29.851Z,2022-09-04T23:58:43Z,3758281661,56,Back,3758281759,233,33,3758281663,285,,3759230117,385,,3759788917,178,,,,,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455878047,34,61,1,1,42,1c7qokc1j5z50cjj4tcu32haa,1,94.8,7.6,2022-09-04T15:34:29.890Z,2022-09-04T23:58:57Z,3758281775,56,Right,3759789909,178,,,,,,,,,,,,,,,,,,,,d3tfdqfnab7bqxfdh3399y06i,J. Burkardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455878059,15,5,1,1,42,go76xxm0xyfgqt1h6tcrtimm,1,-0.9,93.7,2022-09-04T15:34:30.520Z,2022-09-04T23:59:08Z,3758281835,346,,3758281851,233,35,3758281833,56,Back,,,,,,,,,,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455878061,35,5,1,1,42,1c7qokc1j5z50cjj4tcu32haa,0,100.9,6.3,2022-09-04T15:34:30.520Z,2022-09-04T23:59:08Z,3758281839,346,,3758281837,56,Right,3758281925,233,15,,,,,,,,,,,,,,,,d3tfdqfnab7bqxfdh3399y06i,J. Burkardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455878251,16,1,1,1,55,go76xxm0xyfgqt1h6tcrtimm,1,3.9,57.6,2022-09-04T15:34:42.798Z,2022-09-04T23:59:18Z,3758282895,237,,3758282891,213,1.0,3758282881,124,,3758282883,56,Back,3758282885,140,10.1,3758282887,141,73.9,3758282889,212,12.9,,,,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455878295,17,43,1,1,59,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2022-09-04T15:34:47.083Z,2022-09-04T15:34:54Z,3758283105,56,Back,3758283531,144,1,3758283109,141,65.8,3758283107,140,34.8,3758283111,212,28.7,3758283113,213,5.7,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455878329,18,4,1,1,59,go76xxm0xyfgqt1h6tcrtimm,1,12.1,91.6,2022-09-04T15:34:47.270Z,2022-09-04T23:59:38Z,3758283311,285,,3758284251,233,37,3758283305,56,Back,3758283303,13,,3758283309,265,,3758283307,152,,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455878449,37,4,1,1,59,1c7qokc1j5z50cjj4tcu32haa,0,87.9,8.4,2022-09-04T15:34:47.271Z,2022-09-04T23:59:38Z,3758283965,152,,3758284289,233,18,3758283953,13,,3758283971,286,,3758283967,265,,3759791571,178,,3758283959,56,Right,,,,dzolxp2oixtakcrqfyibpu76d,K. Onisiwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
