id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist,qualifier/13/value,qualifier/10/value,qualifier/11/value
2452499109,5,1,1,0,11,c5hderjlkcoaze51e5wgvptk,0,22,8.5,2022-08-28T15:31:46.553Z,2022-08-29T03:53:17Z,3740286895,157,,3740286905,213,0.0,3740286899,140,77.1,3740286903,212,57.9,3742475989,178,,3740286907,1,,3740286901,141,8.9,3740286897,56,Right,a3ib09ji7qsz6cgj3vmz5qort,K. Jakić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499149,7,1,1,0,14,cu0eztmjcsbydyp53aleznorw,1,30.8,87.9,2022-08-28T15:31:49.993Z,2022-08-29T03:53:25Z,3742476055,388,,3740287069,212,6.7,3740287071,213,0.0,3740287065,140,37.2,3740287061,3,,3740287067,141,88.1,3740287063,56,Back,,,,aaoycxwi9jny6flm4apz8a2uh,M. Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499155,8,49,1,0,15,cu0eztmjcsbydyp53aleznorw,1,37.1,87.9,2022-08-28T15:31:51.290Z,2022-08-29T03:53:35Z,,,,,,,,,,,,,,,,,,,,,,,,,8nug6t1cmn9pwhnwdf6nyhrrp,A. Jung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499181,9,1,1,0,15,cu0eztmjcsbydyp53aleznorw,1,37.1,87.9,2022-08-28T15:31:51.330Z,2022-08-29T03:53:43Z,3742476297,178,,3740287217,141,61.5,3740287221,213,4.2,3740287213,56,Back,3740287219,212,20.2,3740287215,140,28.2,,,,,,,8nug6t1cmn9pwhnwdf6nyhrrp,A. Jung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499205,10,1,1,0,18,cu0eztmjcsbydyp53aleznorw,1,28.2,61.5,2022-08-28T15:31:53.380Z,2022-08-29T03:53:46Z,3740287397,56,Back,3740287407,213,5.3,3740287401,141,29.2,3740287403,212,26.7,3740287399,140,42.7,3742476337,178,,3740287395,155,,,,,6kge6vcoa9ocnh6tb8qznfzkl,M. Veljković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499301,11,1,1,0,20,cu0eztmjcsbydyp53aleznorw,1,42.7,29.2,2022-08-28T15:31:55.920Z,2022-08-29T03:53:53Z,3740287927,140,55.2,3740287923,3,,3742476391,388,,3740287933,213,0.0,3740287929,141,30.1,3740287925,56,Center,3740287931,212,13.1,,,,7k7whr0pdbw5wtk7g0cwozw0l,M. Weiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499311,12,1,1,0,21,cu0eztmjcsbydyp53aleznorw,1,55.2,30.1,2022-08-28T15:31:57.333Z,2022-08-29T03:53:58Z,3740287975,141,13.4,3740287979,213,3.8,3740287973,140,42.3,3740288007,156,,3740287977,212,17.7,3740287969,3,,3740287971,56,Back,3742476461,178,,26nfmfc8p2doisd9p8vtd33dh,L. Bittencourt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499377,13,1,1,0,25,cu0eztmjcsbydyp53aleznorw,1,42.3,13.3,2022-08-28T15:32:00.660Z,2022-08-29T03:54:05Z,3740288277,212,13.8,3740288271,56,Back,3740288273,140,30.1,3740288279,213,3.5,3742476533,178,,3740288275,141,5.9,,,,,,,7k7whr0pdbw5wtk7g0cwozw0l,M. Weiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499403,14,1,1,0,28,cu0eztmjcsbydyp53aleznorw,1,30.1,5.9,2022-08-28T15:32:03.828Z,2022-08-29T03:54:09Z,3740288369,56,Back,3740288371,140,25.1,3740288377,213,1.9,3740288373,141,27.1,3742476615,178,,3740288375,212,15.3,,,,,,,1psr9ra8k9j4r94p1xixagzbp,A. Pieper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499463,15,1,1,0,33,cu0eztmjcsbydyp53aleznorw,1,25.1,27.1,2022-08-28T15:32:08.514Z,2022-08-29T03:54:13Z,3740288677,1,,3740288671,141,93.5,3740288669,140,33.6,3740288673,212,46.0,3740288665,196,,3742476681,178,,3740288667,56,Back,3740288663,155,,6kge6vcoa9ocnh6tb8qznfzkl,M. Veljković,3740288675,213,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499471,16,61,1,0,35,cu0eztmjcsbydyp53aleznorw,0,33.6,93.5,2022-08-28T15:32:11.281Z,2022-08-29T03:54:31Z,3740288701,56,Back,3742476875,15,,3742476877,388,,,,,,,,,,,,,,,,,8nug6t1cmn9pwhnwdf6nyhrrp,A. Jung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499465,6,49,1,0,36,c5hderjlkcoaze51e5wgvptk,1,72.8,7.6,2022-08-28T15:32:12.056Z,2022-08-29T03:54:40Z,,,,,,,,,,,,,,,,,,,,,,,,,5ph2ln91ycq1qlq03cnqqs9re,J. Lindstrøm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499543,7,1,1,0,40,c5hderjlkcoaze51e5wgvptk,1,86.2,7.1,2022-08-28T15:32:16.287Z,2022-08-29T03:54:43Z,3740289095,141,35.4,3740289099,213,1.1,3742476955,178,,3740289093,140,96.4,3740289091,56,Center,3740289097,212,22.0,,,,,,,5ph2ln91ycq1qlq03cnqqs9re,J. Lindstrøm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499555,8,1,1,0,42,c5hderjlkcoaze51e5wgvptk,0,96.8,35.4,2022-08-28T15:32:18Z,2022-08-29T03:55:05Z,3740289497,233,17,3740289153,141,37.0,3740289149,56,Center,3740289157,213,1.8,3740289151,140,96.6,3740289155,212,1.1,3742477241,178,,3740289495,236,,eqtsanns36za56h4pfqhbnh05,M. Götze,3740289501,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499619,17,74,1,0,42,cu0eztmjcsbydyp53aleznorw,1,2,64.7,2022-08-28T15:32:18.106Z,2022-08-29T03:55:09Z,3740289525,233,8,3742477279,178,,3740289439,285,,3740289437,56,Back,,,,,,,,,,,,,ec5ng4j3rcjwsjz1v05e1z3dh,C. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499705,9,6,1,0,43,c5hderjlkcoaze51e5wgvptk,1,97.3,36.2,2022-08-28T15:32:18.545Z,2022-08-29T03:55:16Z,3740290001,75,,3740289999,56,Center,3740290131,233,18,,,,,,,,,,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452499713,18,6,1,0,43,cu0eztmjcsbydyp53aleznorw,0,2.7,63.8,2022-08-28T15:32:18.545Z,2022-08-29T03:55:16Z,3740290057,73,,3740290055,56,Back,3740290151,233,9,,,,,,,,,,,,,,,,ec5ng4j3rcjwsjz1v05e1z3dh,C. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500215,10,1,1,1,27,c5hderjlkcoaze51e5wgvptk,1,99.5,0.5,2022-08-28T15:33:02.557Z,2022-08-29T03:56:28Z,3740292761,141,42.8,3740292755,223,,3742477371,178,,3740292765,213,1.7,3740292751,6,,3742231241,72,,3740302709,210,15,3740302711,154,,d7xdtkzw3h749ngi4sobn6kmh,L. Pellegrini,3740292759,140,95.1,1,3740292763,212,29.1,3740292753,155,3740292749,2,3740292757,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500219,11,15,1,1,28,c5hderjlkcoaze51e5wgvptk,1,97.6,42.5,2022-08-28T15:33:03.625Z,2022-08-29T03:56:28Z,3740302397,328,,3740302763,147,52.0,3740302747,29,,3740292793,60,,3740302749,154,,3742477451,388,,3740302391,25,,3740364033,82,,az15xx7m923srf9gdbwmiyga1,D. Kamada,3741748717,76,,,3740364035,101,,3740302759,214,3740302393,15,3740302757,103,19,3740364031,100,3740292795,56,Center,3740302755,102,52.3,3740364039,231,46.2,3740302761,146,99.9,3740302751,55,10,3740364037,230,99.5,3740379835,233,20,,,,
2452500285,20,10,1,1,29,cu0eztmjcsbydyp53aleznorw,1,3,42.4,2022-08-28T15:33:04.527Z,2022-08-29T03:57:04Z,3742477755,21,,3740379727,94,,3742477709,178,,3740379919,14,,3740293059,56,Back,3740379987,233,11,,,,,,,8nug6t1cmn9pwhnwdf6nyhrrp,A. Jung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500239,19,43,1,1,30,cu0eztmjcsbydyp53aleznorw,1,0,0,2022-08-28T15:33:05.789Z,2022-08-28T15:52:34Z,3740308605,178,0,3740308675,233,11,3740308603,174,0,3740292859,56,Back,3740379573,144,10,3740308607,182,0,,,,,,,expxslws50h0iw0logr02gs7p,J. Pavlenka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500251,12,61,1,1,32,c5hderjlkcoaze51e5wgvptk,0,86.6,67.3,2022-08-28T15:33:07.452Z,2022-08-29T03:57:09Z,3740292915,56,Center,3742478697,178,,,,,,,,,,,,,,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500289,21,49,1,1,34,cu0eztmjcsbydyp53aleznorw,1,30.7,28.4,2022-08-28T15:33:09.758Z,2022-08-29T03:57:14Z,,,,,,,,,,,,,,,,,,,,,,,,,7k7whr0pdbw5wtk7g0cwozw0l,M. Weiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500317,22,3,1,1,37,cu0eztmjcsbydyp53aleznorw,0,48.2,12,2022-08-28T15:33:12.589Z,2022-08-29T03:57:22Z,3740293235,56,Back,3742232731,233,13,3740293239,286,,3742478855,178,,,,,,,,,,,,,,7k7whr0pdbw5wtk7g0cwozw0l,M. Weiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500331,13,7,1,1,37,c5hderjlkcoaze51e5wgvptk,1,51.8,88,2022-08-28T15:33:12.702Z,2022-08-29T03:57:25Z,3740293303,285,,3742478945,178,,3740293409,233,22,3740293301,56,Left,,,,,,,,,,,,,78e1qvft3ser2tyayjlmemdp1,S. Rode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500345,14,49,1,1,39,c5hderjlkcoaze51e5wgvptk,1,60.6,89,2022-08-28T15:33:14.356Z,2022-08-29T03:57:33Z,,,,,,,,,,,,,,,,,,,,,,,,,78e1qvft3ser2tyayjlmemdp1,S. Rode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500425,15,1,1,1,41,c5hderjlkcoaze51e5wgvptk,1,61.5,83.7,2022-08-28T15:33:16.703Z,2022-08-29T03:57:36Z,3740293775,56,Left,3740293781,212,25.0,3740293777,140,85.3,3740293783,213,0.0,3740293779,141,85.3,3742479097,178,,,,,,,,78e1qvft3ser2tyayjlmemdp1,S. Rode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500433,16,3,1,1,44,c5hderjlkcoaze51e5wgvptk,1,95.8,86.2,2022-08-28T15:33:20.172Z,2022-08-29T03:57:44Z,3740293979,233,23,3742479169,178,,3740293833,286,,3740293831,56,Left,,,,,,,,,,,,,g3fgd752o63acmmuahdvppm1,R. Kolo Muani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500459,23,45,1,1,44,cu0eztmjcsbydyp53aleznorw,0,4.2,13.8,2022-08-28T15:33:20.172Z,2022-08-29T03:57:44Z,3740293999,233,16,3740293931,285,,3740293929,56,Back,,,,,,,,,,,,,,,,6kge6vcoa9ocnh6tb8qznfzkl,M. Veljković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500439,17,43,1,1,45,c5hderjlkcoaze51e5wgvptk,1,0,0,2022-08-28T15:33:20.434Z,2022-08-28T15:33:30Z,3740293843,56,Left,3740293845,286,0,3740294569,144,50,,,,,,,,,,,,,,,,g3fgd752o63acmmuahdvppm1,R. Kolo Muani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500449,18,43,1,1,45,c5hderjlkcoaze51e5wgvptk,1,0,0,2022-08-28T15:33:20.585Z,2022-08-28T15:33:31Z,3740293879,56,Left,3740294601,144,50,3740293881,286,0,,,,,,,,,,,,,,,,g3fgd752o63acmmuahdvppm1,R. Kolo Muani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452500553,19,1,1,1,49,c5hderjlkcoaze51e5wgvptk,1,91.2,73.6,2022-08-28T15:33:24.388Z,2022-08-29T03:58:03Z,3740294493,140,78.4,3740296773,22,,3740294491,56,Center,3740296771,210,16,3740294497,212,21.3,3740294495,141,49.3,3742479271,178,,3740294499,213,4.0,g3fgd752o63acmmuahdvppm1,R. Kolo Muani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
2452500557,20,16,1,1,51,c5hderjlkcoaze51e5wgvptk,1,80.6,49.6,2022-08-28T15:33:27.147Z,2022-08-29T03:58:04Z,3740296841,78,,3740296845,55,19,3740390307,133,,3740296849,102,51.4,3740296853,215,,3740296855,230,98.6,3740296055,374,2022-08-28 16:33:26.361,3742479383,178,,eqtsanns36za56h4pfqhbnh05,M. Götze,3740296851,103,3.2,,3740296051,20,,3740296843,29,3740294509,18,3740296059,375,01:51.010,3740294511,56,3740294507,22,,3740296857,231,49.6,,,,,,,,,,,,,,,,,Center,,
2452501249,24,1,1,2,41,cu0eztmjcsbydyp53aleznorw,1,49.8,50,2022-08-28T15:34:16.934Z,2022-08-29T03:58:07Z,3740552653,189,,3742479415,178,,3740298155,213,3.8,3740298147,56,Back,3740298157,279,G,3740298151,141,33.2,3740298153,212,19.9,3740298149,140,34.3,5ndmhtdu5jfgvzuddd7fu2fh1,M. Ducksch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452501321,25,1,1,2,43,cu0eztmjcsbydyp53aleznorw,1,34.3,33.2,2022-08-28T15:34:18.751Z,2022-08-29T03:58:12Z,3740298547,140,39.5,3740298549,141,8.0,3742479493,178,,3740298553,213,5.0,3740298551,212,18.0,3740298545,56,Back,,,,,,,6kge6vcoa9ocnh6tb8qznfzkl,M. Veljković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452501351,26,1,1,2,45,cu0eztmjcsbydyp53aleznorw,1,39.5,8,2022-08-28T15:34:20.771Z,2022-08-29T03:58:14Z,3742479507,178,,3740298673,140,35.4,3740298671,56,Back,3740298677,212,16.4,3740298675,141,31.3,3740298679,213,1.8,,,,,,,1psr9ra8k9j4r94p1xixagzbp,A. Pieper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452501369,27,1,1,2,49,cu0eztmjcsbydyp53aleznorw,0,37.7,25.6,2022-08-28T15:34:25.009Z,2022-08-29T03:58:16Z,3740298753,155,,3740298765,1,,3740298757,140,71.9,3740298761,212,38.6,3740298755,56,Center,3742479533,178,,3740298763,213,0.4,3740298759,141,46.3,6kge6vcoa9ocnh6tb8qznfzkl,M. Veljković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452501393,21,1,1,2,52,c5hderjlkcoaze51e5wgvptk,0,27.6,47.4,2022-08-28T15:34:28.097Z,2022-08-29T03:58:23Z,3740298869,212,20.9,3740298871,213,5.6,3742479577,388,,3740298865,140,43.0,3740298867,141,27.9,3740298861,3,,3740298863,56,Back,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452501509,28,1,1,2,56,cu0eztmjcsbydyp53aleznorw,1,58.5,80.1,2022-08-28T15:34:32.145Z,2022-08-29T03:58:26Z,3740299347,56,Left,3740299355,213,1.1,3740299353,212,12.4,3742479663,178,,3740299349,140,64.3,3740299351,141,96.0,,,,,,,8nug6t1cmn9pwhnwdf6nyhrrp,A. Jung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452501519,29,1,1,2,59,cu0eztmjcsbydyp53aleznorw,0,64.3,96,2022-08-28T15:34:34.552Z,2022-08-29T03:58:31Z,3740299393,212,3.2,3742479719,178,,3740299389,140,67.0,3740299489,236,,3740299387,56,Left,3740299491,233,22,3740299391,141,93.8,3740299495,286,,14fw7p4fzaxprndgxnx0gxgbt,J. Stage,3740299395,213,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452501523,22,74,1,2,59,c5hderjlkcoaze51e5wgvptk,1,35.2,5.6,2022-08-28T15:34:34.776Z,2022-08-29T03:58:36Z,3740299415,285,,3740299411,56,Back,3742479785,178,,3740299513,233,29,,,,,,,,,,,,,a3ib09ji7qsz6cgj3vmz5qort,K. Jakić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452501535,23,49,1,3,0,c5hderjlkcoaze51e5wgvptk,1,34.2,6.1,2022-08-28T15:34:35.701Z,2022-08-29T03:58:43Z,,,,,,,,,,,,,,,,,,,,,,,,,a3ib09ji7qsz6cgj3vmz5qort,K. Jakić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452501567,24,1,1,3,1,c5hderjlkcoaze51e5wgvptk,1,29.8,4.4,2022-08-28T15:34:36.605Z,2022-08-29T03:58:47Z,3742479949,178,,3740299627,56,Back,3740299635,213,1.5,3740299631,141,16.1,3740299629,140,30.2,3740299633,212,8.0,,,,,,,a3ib09ji7qsz6cgj3vmz5qort,K. Jakić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452501589,25,1,1,3,2,c5hderjlkcoaze51e5wgvptk,1,30.2,16.1,2022-08-28T15:34:37.538Z,2022-08-29T03:58:52Z,3740299745,56,Back,3740299751,212,10.2,3742479997,178,,3740299753,213,5.4,3740299749,141,4.6,3740299747,140,36.4,,,,,,,78e1qvft3ser2tyayjlmemdp1,S. Rode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
