id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2531193653,1,34,16,0,0,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2023-04-09T16:37:33.867Z,2023-04-09T17:28:31Z,4177248843,59,"1, 3, 11, 25, 23, 22, 27, 20, 9, 14, 8, 4, 5, 13, 16, 19, 34, 37, 39, 40",4177402677,197,3794,4177248845,130,12,4177248841,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4177248849,194,cm8po8ez5w9ms01gid6w3kwk5,4177248847,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4177248839,30,"cm8po8ez5w9ms01gid6w3kwk5, shbxc528h0udd6rdf3ax2itx, 9uthj64y9f77y63tq7did539x, 6yhylu5q0y924amgv7vlodkgl, a5kkysp7c5f577ji17q5v2k0l, elh8kttxq9xfpoqfmpxv9jr2t, ew18qvvupaejxubhqmxmbd39x, 8um4xh0ekvr4q6uti3ksld8q2, bkbmygo5f1glcs6xssawl26z9, 5pousbiuqbus68yekd0mhc5pl, f3v95yyj6j7h7qpprxm4zlre1, 4rrnad6qnutl60z8e1quup6tx, 6ki6rv564ybctrajr2xtgyeax, 7hnmtyfmurizitwz1whecjnmy, 3rj7x05qx17n925xfpcrl0jpx, bpprd2haoafk6y0rjans4iytx, 980t379w5cp7umv1eltwlfca1, 6k3daudjhieulsgywbt9uoep6, 6sj31v61vtwwxe5hhwkj80g7o, 6teffw7m19t1b3auxy22y4m0a",4177248851,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531195395,1,34,16,0,0,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2023-04-09T16:39:55.620Z,2023-04-09T17:29:01Z,4177403549,194,4fvtwbl1hrxgs9lg957rxladx,4177257927,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4177257921,59,"1, 27, 2, 30, 4, 41, 20, 6, 26, 10, 11, 8, 9, 13, 23, 24, 29, 33, 35, 42",4177257925,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4177403551,197,8110,4177257917,30,"8td0ccul6gf7r5benk1pxqrx1, f3xm12deg7xf3g2n3yk11npat, 8kydif03gk6apce8xwl9w3ht5, 9taxidttdt94nmvc3mqhqq0ut, 4fvtwbl1hrxgs9lg957rxladx, w2jovd0ta6to004lvlri5gtm, 8prrhz0d1i4vxkhgro8p42bxl, dgysidzshgxqm3jegaihwi5wq, ex7y8oe78ewwmibz41qbmwhxx, bax0ggbhejk7kpcezkyg3hai2, 6b7p3ncup75mpop91n0u1mw2d, 8n0dskalmx94ofiq6jewa22tx, 9xl238e13utd2ondzqi51ka1h, dvo2f7d0yosn404wsrsgeprdh, 2rsdnuf5kuu8kxybsjq7ogbje, 7lohomjw8xbl5eymcqhrtytw5, 5qc0owkwmgk74qy13ft3kpg5, 3qbl0ps3ms998s0apmpkre3md, bjjll8tgbxink1ly3gmw5w4ph, cmbd33qb8zs7wi7ryhy28yycq",4177257919,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4177257923,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531222613,2,32,1,0,0,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2023-04-09T17:30:09.812Z,2023-04-09T17:30:15Z,4177405913,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531222605,2,32,1,0,0,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2023-04-09T17:30:09.812Z,2023-04-10T01:35:18Z,4177405845,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531222641,3,1,1,0,0,cz4a6wmzx2obyisadhgaccx7b,1,50.1,50,2023-04-09T17:30:09.920Z,2023-04-10T06:27:09Z,4177406077,213,3.2,4177406079,279,S,4177406071,140,30.9,4177406075,212,20.2,4177406073,141,48.2,4178953501,178,,4177406069,56,Back,,,,9taxidttdt94nmvc3mqhqq0ut,A. Král,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531222643,4,1,1,0,3,cz4a6wmzx2obyisadhgaccx7b,0,31.3,48.2,2023-04-09T17:30:13.071Z,2023-04-10T06:27:16Z,4177406093,213,0.3,4177406083,155,,4178953705,178,,4177406089,141,50.6,4177406087,140,36.6,4177406091,212,5.8,4177406085,56,Back,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531223177,18,61,1,0,3,4l9mrqzmajz5crzlz50mtbt6x,1,66.4,48.7,2023-04-09T17:30:13.215Z,2023-04-10T06:27:21Z,4178953857,388,,4177408955,56,Center,,,,,,,,,,,,,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531222653,5,49,1,0,5,4l9mrqzmajz5crzlz50mtbt6x,1,36.2,26.8,2023-04-09T17:30:15.577Z,2023-04-10T06:27:25Z,,,,,,,,,,,,,,,,,,,,,,,,,ew18qvvupaejxubhqmxmbd39x,A. Kramarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531222645,3,43,1,0,6,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2023-04-09T17:30:16.080Z,2023-04-09T17:32:07Z,4177407477,56,Center,4177409347,144,61,,,,,,,,,,,,,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531222661,6,1,1,0,6,4l9mrqzmajz5crzlz50mtbt6x,0,41.2,31.2,2023-04-09T17:30:16.514Z,2023-04-10T06:27:30Z,4177406167,212,7.0,4177406169,213,1.1,4177406161,56,Back,4177406165,141,40.3,4178954009,178,,4177406163,140,44.3,,,,,,,ew18qvvupaejxubhqmxmbd39x,A. Kramarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
