id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/11/value,qualifier/13/value,assist,qualifier/14/value
2537031557,4,5,1,0,10,4l9mrqzmajz5crzlz50mtbt6x,1,24.8,101.4,2023-04-22T13:30:26.540Z,2023-04-23T03:12:20Z,4208331427,56,Back,4208331429,347,,4208331449,233,8,,,,,,,,,,,,,,,,9uthj64y9f77y63tq7did539x,Angeliño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537031529,8,5,1,0,10,8q1ul09cygzswb7tb456bmifv,0,75.2,-1.4,2023-04-22T13:30:26.540Z,2023-04-23T03:12:21Z,4208331495,233,4,4208331299,347,,4208331297,56,Right,,,,,,,,,,,,,,,,6yc09eth94qsachf595dyx6fp,D. Selke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537031825,5,1,1,0,27,4l9mrqzmajz5crzlz50mtbt6x,0,21.9,100,2023-04-22T13:30:43.927Z,2023-04-23T03:12:25Z,4209654815,1,,4208332737,140,41.9,4208332741,212,21.4,4208332735,56,Back,4208332743,213,6.1,4208332733,107,,4208332739,141,94.4,,,,9uthj64y9f77y63tq7did539x,Angeliño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537031855,9,44,1,0,29,8q1ul09cygzswb7tb456bmifv,1,60.4,3.4,2023-04-22T13:30:45.988Z,2023-04-23T03:12:29Z,4208332903,56,Right,4208332961,233,6,4208332905,286,,,,,,,,,,,,,,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537031847,6,44,1,0,29,4l9mrqzmajz5crzlz50mtbt6x,0,39.6,96.6,2023-04-22T13:30:45.989Z,2023-04-23T03:12:30Z,4208332875,56,Back,4208332877,285,,4208332991,233,9,,,,,,,,,,,,,,,,bkbmygo5f1glcs6xssawl26z9,I. Bebou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537031879,10,1,1,0,29,8q1ul09cygzswb7tb456bmifv,1,58.8,7.3,2023-04-22T13:30:46.044Z,2023-04-23T03:12:35Z,4208333025,213,6.2,4208333015,3,,4208333023,212,9.7,4208333017,56,Right,4208333021,141,6.2,4211981509,388,,4208333019,140,68.0,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537031883,11,49,1,0,30,8q1ul09cygzswb7tb456bmifv,1,64.2,6.4,2023-04-22T13:30:47.140Z,2023-04-23T03:12:43Z,,,,,,,,,,,,,,,,,,,,,,,,,cnf7quyillyf560nh14taliw9,L. Maina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537031897,12,1,1,0,30,8q1ul09cygzswb7tb456bmifv,1,62.5,5.8,2023-04-22T13:30:47.145Z,2023-04-23T03:12:48Z,4208333103,56,Right,4209658291,168,,4208333109,212,7.1,4208333105,140,65.4,4208333107,141,15.3,4211981941,388,,4208333111,213,1.1,,,,cnf7quyillyf560nh14taliw9,L. Maina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537031903,13,1,1,0,32,8q1ul09cygzswb7tb456bmifv,0,70,15,2023-04-22T13:30:48.681Z,2023-04-23T03:12:55Z,4208333147,212,0.8,4208719267,233,418,4208719273,286,,4208719263,236,,4208333149,213,5.8,4208333143,140,70.7,4208333145,141,14.4,4208333141,56,Right,55z0yap5tml66nes2cchg7ahh,F. Kainz,4211982243,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537107577,418,74,1,0,32,4l9mrqzmajz5crzlz50mtbt6x,1,32.5,82.6,2023-04-22T13:30:48.706Z,2023-04-23T03:13:20Z,4208719655,233,13,4211983023,388,,4208719153,56,Back,4208719155,285,,,,,,,,,,,,,,f3v95yyj6j7h7qpprxm4zlre1,D. Geiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537031939,7,5,1,0,34,4l9mrqzmajz5crzlz50mtbt6x,0,22.8,101.9,2023-04-22T13:30:50.686Z,2023-04-23T03:13:24Z,4208333299,56,Back,4208333301,347,,4208333653,233,14,,,,,,,,,,,,,,,,bkbmygo5f1glcs6xssawl26z9,I. Bebou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537031935,14,5,1,0,34,8q1ul09cygzswb7tb456bmifv,1,77.2,-1.9,2023-04-22T13:30:50.686Z,2023-04-23T03:13:24Z,4208333599,233,7,4208333281,56,Right,4208333283,347,,,,,,,,,,,,,,,,,55z0yap5tml66nes2cchg7ahh,F. Kainz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032069,15,1,1,0,42,8q1ul09cygzswb7tb456bmifv,0,76.6,0,2023-04-22T13:30:58.704Z,2023-04-23T03:13:29Z,4208333931,213,0.8,4208333927,141,25.2,4208333933,1,,4208333929,212,24.3,4208333923,56,Center,4208333925,140,92.5,4208333921,107,,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032101,8,1,1,0,44,4l9mrqzmajz5crzlz50mtbt6x,1,8.7,75.2,2023-04-22T13:31:00.550Z,2023-04-23T03:13:34Z,4208334083,140,16.1,4208334089,213,0.8,4208334085,141,86.6,4208334081,56,Back,4208334087,212,11.0,4208334079,3,,4211983627,178,,,,,6yhylu5q0y924amgv7vlodkgl,K. Akpoguma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032103,9,49,1,0,45,4l9mrqzmajz5crzlz50mtbt6x,1,18.2,88.4,2023-04-22T13:31:01.508Z,2023-04-23T03:54:57Z,,,,,,,,,,,,,,,,,,,,,,,,,8um4xh0ekvr4q6uti3ksld8q2,F. Becker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032139,10,1,1,0,45,4l9mrqzmajz5crzlz50mtbt6x,1,18.2,88.4,2023-04-22T13:31:01.934Z,2023-04-23T03:13:44Z,4208334273,212,13.3,4211983907,178,,4208334267,56,Back,4208334271,141,91.5,4208334275,213,3.0,4208334269,140,5.7,,,,,,,8um4xh0ekvr4q6uti3ksld8q2,F. Becker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032151,11,1,1,0,47,4l9mrqzmajz5crzlz50mtbt6x,1,6.3,91.8,2023-04-22T13:31:04.040Z,2023-04-23T03:13:50Z,4208334305,155,,4211984051,178,,4208334317,212,34.8,4208334311,140,39.4,4208334315,141,91.1,4208334325,1,,4208334321,213,6.3,4208334307,56,Back,9uthj64y9f77y63tq7did539x,Angeliño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032189,12,1,1,0,49,4l9mrqzmajz5crzlz50mtbt6x,1,39.9,91.5,2023-04-22T13:31:05.939Z,2023-04-23T03:13:57Z,4208334517,140,35.1,4208334515,56,Back,4208334525,213,3.1,4208334521,141,91.7,4211984323,178,,4208334523,212,5.0,,,,,,,bkbmygo5f1glcs6xssawl26z9,I. Bebou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032247,14,4,1,0,51,4l9mrqzmajz5crzlz50mtbt6x,1,37.8,90,2023-04-22T13:31:07.346Z,2023-04-23T03:14:06Z,4208334765,13,,4208334769,152,,4208334771,265,,4208334767,56,Back,4208334853,233,16,4208334773,286,,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032253,16,4,1,0,51,8q1ul09cygzswb7tb456bmifv,0,62.2,10,2023-04-22T13:31:07.347Z,2023-04-23T03:14:05Z,4211984701,178,,4208334799,13,,4208334807,285,,4208334805,265,,4208334801,56,Right,4208334803,152,,4208334883,233,14,,,,3saz8njlttx2i4ospcwmmaqga,E. Martel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032243,13,43,1,0,52,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2023-04-22T13:31:09.095Z,2023-04-22T13:31:14Z,4208334943,144,1,4208334757,212,3.4,4208334751,56,Back,4208334755,141,91.8,4208334753,140,39.8,4208334759,213,0.0,,,,,,,9uthj64y9f77y63tq7did539x,Angeliño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032611,15,1,1,1,13,4l9mrqzmajz5crzlz50mtbt6x,0,39.1,78.7,2023-04-22T13:31:29.266Z,2023-04-23T03:14:07Z,4208336477,196,,4208336485,141,8.5,4208336483,140,69.4,4208336479,152,,4211984769,178,,4208724721,189,,4208336481,56,Right,4208336489,213,5.3,9uthj64y9f77y63tq7did539x,Angeliño,4208336473,5,4208336475,155,4208336487,212,57.4,4208336491,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032641,17,1,1,1,16,8q1ul09cygzswb7tb456bmifv,1,30.3,90.7,2023-04-22T13:31:32.519Z,2023-04-23T03:14:14Z,4208336651,213,6.1,4208336647,141,85.1,4211984993,388,,4208336641,3,,4208336645,140,45.9,4208336649,212,16.8,4208336643,56,Back,,,,mgwgcv336wb93xvv0pfr6dih,J. Chabot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537119607,438,1,1,1,18,8q1ul09cygzswb7tb456bmifv,1,44.1,80,2023-04-22T13:31:34.626Z,2023-04-23T03:14:19Z,4208784841,212,3.9,4208784835,56,Back,4208784831,3,,4208784843,213,4.9,4208784839,141,74.4,4211985185,388,,4208784837,140,44.9,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537119817,439,1,1,1,19,8q1ul09cygzswb7tb456bmifv,1,45.3,73.3,2023-04-22T13:31:35.994Z,2023-04-23T03:14:24Z,4208785869,56,Center,4208785877,213,6.2,4211985411,388,,4208785871,140,56.6,4208785875,212,11.9,4208785867,3,,4208785873,141,72.7,,,,55z0yap5tml66nes2cchg7ahh,F. Kainz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032675,18,49,1,1,22,8q1ul09cygzswb7tb456bmifv,1,58.8,70.2,2023-04-22T13:31:38.466Z,2023-04-23T03:14:29Z,,,,,,,,,,,,,,,,,,,,,,,,,6yc09eth94qsachf595dyx6fp,D. Selke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032711,19,1,1,1,22,8q1ul09cygzswb7tb456bmifv,0,58.8,70.2,2023-04-22T13:31:38.489Z,2023-04-23T03:14:33Z,4208336965,56,Center,4211985741,178,,4208336963,155,,4208336969,141,56.7,4208336971,212,9.5,4208336967,140,61.1,4208336973,213,5.0,,,,6yc09eth94qsachf595dyx6fp,D. Selke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032727,16,44,1,1,23,4l9mrqzmajz5crzlz50mtbt6x,1,37,45.5,2023-04-22T13:31:40.138Z,2023-04-23T03:14:39Z,4208337047,285,,4208337045,56,Back,4208337077,233,20,,,,,,,,,,,,,,,,6yhylu5q0y924amgv7vlodkgl,K. Akpoguma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032715,20,44,1,1,23,8q1ul09cygzswb7tb456bmifv,0,63,54.5,2023-04-22T13:31:40.139Z,2023-04-23T03:14:38Z,4208336985,56,Center,4209405459,233,16,4208336987,286,,,,,,,,,,,,,,,,,cnf7quyillyf560nh14taliw9,L. Maina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032751,17,1,1,1,24,4l9mrqzmajz5crzlz50mtbt6x,1,37.9,40.8,2023-04-22T13:31:40.198Z,2023-04-23T03:14:43Z,4208337181,213,0.6,4211986057,388,,4208337177,141,48.9,4208337173,56,Back,4208337179,212,9.4,4208337175,140,45.2,4208337171,3,,,,,6yhylu5q0y924amgv7vlodkgl,K. Akpoguma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032775,18,1,1,1,25,4l9mrqzmajz5crzlz50mtbt6x,1,46.4,50.1,2023-04-22T13:31:41.743Z,2023-04-23T03:14:48Z,4211986199,388,,4208337289,168,,4208337297,212,9.5,4208337295,141,52.2,4208337291,56,Center,4208337287,3,,4208337299,213,0.2,4208337293,140,55.3,8um4xh0ekvr4q6uti3ksld8q2,F. Becker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032783,19,49,1,1,26,4l9mrqzmajz5crzlz50mtbt6x,1,54.3,52.8,2023-04-22T13:31:43.041Z,2023-04-23T03:56:19Z,,,,,,,,,,,,,,,,,,,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032813,20,1,1,1,28,4l9mrqzmajz5crzlz50mtbt6x,1,53.8,57.7,2023-04-22T13:31:44.175Z,2023-04-23T03:14:59Z,4211986591,178,,4208337447,213,2.3,4208337441,140,40.3,4208337445,212,22.3,4208337443,141,83.1,4208337439,56,Back,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032861,21,1,1,1,31,4l9mrqzmajz5crzlz50mtbt6x,1,43.1,88.1,2023-04-22T13:31:47.377Z,2023-04-23T03:15:04Z,4208337675,56,Center,4208337679,141,52.5,4208337673,155,,4211986795,178,,4208337683,213,5.6,4208337677,140,68.9,4208337681,212,36.3,4208337685,1,,9uthj64y9f77y63tq7did539x,Angeliño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032869,22,44,1,1,33,4l9mrqzmajz5crzlz50mtbt6x,1,72.3,52.9,2023-04-22T13:31:49.619Z,2023-04-23T03:15:11Z,4208337725,56,Center,4208337949,233,21,4208337727,286,,,,,,,,,,,,,,,,,bkbmygo5f1glcs6xssawl26z9,I. Bebou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032889,21,44,1,1,33,8q1ul09cygzswb7tb456bmifv,0,27.7,47.1,2023-04-22T13:31:49.620Z,2023-04-23T03:15:12Z,4208337793,56,Back,4208337795,285,,4208337985,233,22,,,,,,,,,,,,,,,,mgwgcv336wb93xvv0pfr6dih,J. Chabot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032875,23,1,1,1,33,4l9mrqzmajz5crzlz50mtbt6x,0,70.1,50.7,2023-04-22T13:31:49.720Z,2023-04-23T03:15:19Z,4208337759,213,0.8,4211987449,388,,4208337751,56,Center,4208337757,212,8.9,4208337753,140,75.9,4208337747,3,,4208337755,141,60.2,4208337749,168,,bkbmygo5f1glcs6xssawl26z9,I. Bebou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032923,22,49,1,1,34,8q1ul09cygzswb7tb456bmifv,1,24.9,43.1,2023-04-22T13:31:50.742Z,2023-04-23T03:15:27Z,,,,,,,,,,,,,,,,,,,,,,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032949,23,1,1,1,34,8q1ul09cygzswb7tb456bmifv,1,23.9,42.7,2023-04-22T13:31:50.770Z,2023-04-23T03:56:59Z,4208338089,140,35.8,4208338101,1,,4208338097,213,0.2,4208338085,157,,4208338091,141,47.0,4208338087,56,Back,4212060599,388,,4208338093,212,12.8,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537032959,24,1,1,1,36,8q1ul09cygzswb7tb456bmifv,0,36.6,47,2023-04-22T13:31:52.358Z,2023-04-23T03:15:37Z,4211988021,178,,4208338157,213,0.2,4208338149,56,Center,4208338155,212,22.4,4208338151,140,57.3,4208338159,1,,4208338153,141,55.0,4208338147,157,,55z0yap5tml66nes2cchg7ahh,F. Kainz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033019,24,1,1,1,38,4l9mrqzmajz5crzlz50mtbt6x,1,42.6,46,2023-04-22T13:31:54.700Z,2023-04-23T03:15:47Z,4208338475,141,37.3,4208338471,56,Back,4208338473,140,47.9,4208338479,213,5.5,4208338477,212,8.1,4211988377,388,,4208338469,3,,,,,a5kkysp7c5f577ji17q5v2k0l,J. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033023,25,49,1,1,39,4l9mrqzmajz5crzlz50mtbt6x,1,47.7,37.3,2023-04-22T13:31:55.790Z,2023-04-23T03:15:53Z,,,,,,,,,,,,,,,,,,,,,,,,,elh8kttxq9xfpoqfmpxv9jr2t,K. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033035,26,1,1,1,39,4l9mrqzmajz5crzlz50mtbt6x,0,47.7,37.3,2023-04-22T13:31:55.806Z,2023-04-23T03:16:04Z,4211988851,388,,4208338577,56,Center,4208338581,140,61.9,4208338585,141,42.8,4208338575,155,,4208338591,212,15.4,4208338595,213,0.2,,,,elh8kttxq9xfpoqfmpxv9jr2t,K. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033071,25,1,1,1,41,8q1ul09cygzswb7tb456bmifv,0,39.3,62.3,2023-04-22T13:31:58.068Z,2023-04-23T03:16:15Z,4208338779,140,55.9,4208338771,3,,4208338775,56,Center,4208338791,213,0.1,4208338787,212,17.5,4211989429,388,,4208338783,141,64.8,,,,3saz8njlttx2i4ospcwmmaqga,E. Martel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537033065,27,44,1,1,43,4l9mrqzmajz5crzlz50mtbt6x,1,43.4,35.9,2023-04-22T13:32:00.080Z,2023-04-23T03:16:20Z,4208338757,285,,4208338829,233,26,4208338755,56,Back,,,,,,,,,,,,,,,,a5kkysp7c5f577ji17q5v2k0l,J. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
