id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/value,assist,qualifier/18/value
2501504929,1,34,16,0,0,apoawtpvac4zqlancmvw4nk4o,1,0,0,2023-01-28T16:32:28.177Z,2023-01-28T17:27:24Z,3999557123,30,"bagn0ce4xunsiz3mezrtqx1p1, 4skrm2y64va3y5jk70gz4ylpm, 582uvj0i3dvm0zwbou9q68pgp, 97nv3y9z2ajz6b4ynoo0jn3kl, x4qyxhfr2vi007sazoqe5vit, 10zt8rbgbmyqxr1m13wm5gfs9, 4603xrdk721lqhd1ejn62x5n9, 4fq74wp7xzwm214veuxqpdz9x, e5mjphb52suw89189nyca72z9, bhsdzppop8jwjsxwftizot1t6, 1u1u438ql6xrordkb65wsxo7p, yq0cm7vwr0tkv7nvt9vo77bp, 4ysxvym6ww4f9d3hflkqsbf11, 2yc1t7u26zctwjizi283g6q6s, 8cho2d1nz18i5o0zt6aysd68l, 3kx4mltrob4yta5g6kr2u8ic5, br2uswvdgoj7ndkx7mnbwgyd, 5ga7g20wsa7oqjbh4ijoeknl6, cv1d56d42wujfuc4kt6bn53x0, 5bnq6c53ofgo9msqn3vlobpm2",3999557135,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3999557129,130,7,3999557131,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3999557125,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3999557133,194,4fq74wp7xzwm214veuxqpdz9x,3999845481,197,2699,3999557127,59,"27, 44, 19, 6, 2, 4, 10, 25, 13, 42, 11, 5, 7, 14, 18, 23, 26, 38, 39, 46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501506677,1,34,16,0,0,c5hderjlkcoaze51e5wgvptk,1,0,0,2023-01-28T16:33:27.181Z,2023-01-28T17:25:51Z,3999841625,197,16259,3999566633,130,17,3999566639,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3999566621,30,"7obuhegyo1qcoikt23egcsr85, e91s5lp3fvfaav8w8xi7wdx3p, byn8dfwg5zdefrca7wgn32qne, efzokrggje7s9wc6hg75yc6ax, 8kqmsuo668wpuzoyyxf4o2vo5, bd4p670s36cp1dh4fadv84qcq, 78e1qvft3ser2tyayjlmemdp1, 7cdiijsvnfc7tafy0zkf4uz9, g3fgd752o63acmmuahdvppm1, 5ph2ln91ycq1qlq03cnqqs9re, eqtsanns36za56h4pfqhbnh05, 7iqt50eaixxatz08dh54p81gq, a3ib09ji7qsz6cgj3vmz5qort, 9ed74dfr9aeuedaf63l0i7aei, az15xx7m923srf9gdbwmiyga1, 2x5f35hk2urqlgoito1vgb3yt, bgtnbojs8g884mbksh6o4wu6t, 7gni45coa4swn1i66wzpzug9h, 3qy1qlzezgfkxeom5n1r9h13p, f2ibn3ej2doay3b4u8ezeix62",3999566629,59,"1, 24, 36, 2, 20, 35, 17, 8, 9, 29, 27, 5, 6, 11, 15, 19, 21, 22, 25, 40",3999566637,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3999576855,194,78e1qvft3ser2tyayjlmemdp1,3999566627,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501560499,2,32,1,0,0,apoawtpvac4zqlancmvw4nk4o,1,0,0,2023-01-28T17:30:36.815Z,2023-01-29T09:55:50Z,3999853315,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501560475,2,32,1,0,0,c5hderjlkcoaze51e5wgvptk,1,0,0,2023-01-28T17:30:36.815Z,2023-01-28T17:30:37Z,3999853253,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501560543,3,1,1,0,0,c5hderjlkcoaze51e5wgvptk,1,50,50.3,2023-01-28T17:30:36.980Z,2023-01-29T11:34:32Z,3999853451,141,52.1,4001701443,178,,3999853453,212,3.4,3999853449,140,47.0,3999853455,213,2.8,3999853457,279,S,3999853447,56,Back,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501560547,4,1,1,0,3,c5hderjlkcoaze51e5wgvptk,0,61.8,50.6,2023-01-28T17:30:40.374Z,2023-01-29T11:34:43Z,3999853465,56,Center,3999853475,212,9.2,4001701849,178,,3999853473,141,54.1,3999853479,213,0.3,3999853469,140,70.3,,,,,,,78e1qvft3ser2tyayjlmemdp1,S. Rode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501560565,3,49,1,0,3,apoawtpvac4zqlancmvw4nk4o,1,30.5,62.9,2023-01-28T17:30:40.736Z,2023-01-29T11:34:54Z,,,,,,,,,,,,,,,,,,,,,,,,,bhsdzppop8jwjsxwftizot1t6,J. Musiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501560619,4,1,1,0,7,apoawtpvac4zqlancmvw4nk4o,1,30.9,59.6,2023-01-28T17:30:43.899Z,2023-01-29T11:35:03Z,3999853713,140,33.5,3999853711,56,Back,3999853719,213,4.9,3999853715,141,42.4,4001702731,178,,3999853717,212,12.0,,,,,,,bhsdzppop8jwjsxwftizot1t6,J. Musiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501560621,5,1,1,0,9,apoawtpvac4zqlancmvw4nk4o,0,36.5,44,2023-01-28T17:30:46.074Z,2023-01-29T11:35:07Z,3999853727,141,57.9,4001702945,178,,3999853725,140,39.0,3999853731,213,1.3,3999853729,212,9.8,3999853723,56,Back,,,,,,,4603xrdk721lqhd1ejn62x5n9,L. Sané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501560627,5,49,1,0,9,c5hderjlkcoaze51e5wgvptk,1,56.3,50.9,2023-01-28T17:30:46.484Z,2023-01-29T11:35:12Z,,,,,,,,,,,,,,,,,,,,,,,,,78e1qvft3ser2tyayjlmemdp1,S. Rode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501560641,6,1,1,0,10,c5hderjlkcoaze51e5wgvptk,1,56.3,50.9,2023-01-28T17:30:47.530Z,2023-01-29T11:35:16Z,3999853807,212,14.0,4001703333,178,,3999853803,140,67.5,3999853809,213,0.6,3999853801,56,Center,3999853805,141,62.2,,,,,,,78e1qvft3ser2tyayjlmemdp1,S. Rode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501560661,7,1,1,0,11,c5hderjlkcoaze51e5wgvptk,1,68,61.4,2023-01-28T17:30:48.303Z,2023-01-29T11:35:20Z,4001703523,178,,3999853887,213,4.4,3999853883,141,42.9,3999853881,140,64.7,3999853885,212,13.0,3999853879,56,Center,,,,,,,g3fgd752o63acmmuahdvppm1,R. Kolo Muani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501560691,9,1,1,0,13,c5hderjlkcoaze51e5wgvptk,0,67.4,44.3,2023-01-28T17:30:50.217Z,2023-01-29T11:35:25Z,3999854019,140,82.8,4001703727,178,,3999854025,213,0.7,3999854023,212,20.6,3999854017,56,Center,3999854021,141,63.1,,,,,,,5ph2ln91ycq1qlq03cnqqs9re,J. Lindstrøm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501560671,8,43,1,0,13,c5hderjlkcoaze51e5wgvptk,1,0,0,2023-01-28T17:30:50.318Z,2023-01-28T18:23:17Z,3999853921,56,Center,4000061299,144,61,,,,,,,,,,,,,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501560689,6,49,1,0,14,apoawtpvac4zqlancmvw4nk4o,1,19.8,31,2023-01-28T17:30:51.630Z,2023-01-29T11:35:30Z,,,,,,,,,,,,,,,,,,,,,,,,,4skrm2y64va3y5jk70gz4ylpm,J. Stanišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501560717,7,1,1,0,16,apoawtpvac4zqlancmvw4nk4o,1,7.3,30.7,2023-01-28T17:30:53.100Z,2023-01-29T11:35:38Z,4001704205,178,,3999854177,140,3.2,3999854175,56,Back,3999854183,213,2.3,3999854181,212,6.7,3999854179,141,38.2,,,,,,,4skrm2y64va3y5jk70gz4ylpm,J. Stanišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501560779,8,1,1,0,18,apoawtpvac4zqlancmvw4nk4o,1,3.2,38.2,2023-01-28T17:30:54.926Z,2023-01-29T11:35:43Z,3999854407,56,Back,3999854417,212,42.1,3999854421,213,6.0,3999854425,1,,4001704409,178,,3999854411,140,42.1,3999854413,141,23.0,3999854405,157,,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501560787,9,44,1,0,21,apoawtpvac4zqlancmvw4nk4o,1,42.2,21.2,2023-01-28T17:30:58.383Z,2023-01-29T14:17:00Z,3999854453,233,10,3999854449,285,,3999854447,56,Back,,,,,,,,,,,,,,,,4fq74wp7xzwm214veuxqpdz9x,T. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501560785,10,44,1,0,21,c5hderjlkcoaze51e5wgvptk,0,57.8,78.8,2023-01-28T17:30:58.384Z,2023-01-29T11:35:50Z,3999854443,56,Center,3999854445,286,,3999854457,233,9,,,,,,,,,,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501560793,10,1,1,0,21,apoawtpvac4zqlancmvw4nk4o,1,42.1,23,2023-01-28T17:30:58.419Z,2023-01-29T14:17:01Z,3999854475,213,0.4,3999854467,56,Back,3999854473,212,6.8,4001705263,178,,3999854465,168,,3999854463,3,,3999854471,141,27.0,3999854469,140,48.0,4fq74wp7xzwm214veuxqpdz9x,T. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501560797,11,44,1,0,23,apoawtpvac4zqlancmvw4nk4o,1,49,25.2,2023-01-28T17:31:00.042Z,2023-01-29T14:17:01Z,3999854483,285,,3999854481,56,Back,3999857853,233,23,,,,,,,,,,,,,,,,e5mjphb52suw89189nyca72z9,E. Choupo-Moting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561449,23,44,1,0,23,c5hderjlkcoaze51e5wgvptk,0,51,74.8,2023-01-28T17:31:00.043Z,2023-01-29T11:36:24Z,3999857887,233,11,3999857769,56,Center,3999857771,286,,,,,,,,,,,,,,,,,8kqmsuo668wpuzoyyxf4o2vo5,M. Hasebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501560805,12,1,1,0,23,apoawtpvac4zqlancmvw4nk4o,0,48,27,2023-01-28T17:31:00.093Z,2023-01-29T14:17:01Z,3999854521,56,Center,3999854529,213,6.1,3999854517,3,,3999854525,141,23.0,3999854523,140,62.6,3999854527,212,15.6,3999854519,168,,4001706471,388,,e5mjphb52suw89189nyca72z9,E. Choupo-Moting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501560829,11,49,1,0,24,c5hderjlkcoaze51e5wgvptk,1,36,73.2,2023-01-28T17:31:01.367Z,2023-01-29T11:36:36Z,,,,,,,,,,,,,,,,,,,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501560851,12,1,1,0,24,c5hderjlkcoaze51e5wgvptk,1,35.9,74.2,2023-01-28T17:31:01.397Z,2023-01-29T11:36:41Z,4001707483,178,,3999854725,140,32.6,3999854731,212,6.1,3999854721,56,Back,3999854735,213,4.1,3999854727,141,66.8,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501560877,13,1,1,0,25,c5hderjlkcoaze51e5wgvptk,0,32.9,66.2,2023-01-28T17:31:02.636Z,2023-01-29T11:36:47Z,3999854837,212,19.8,4001707803,178,,3999854831,56,Back,3999854839,213,5.4,3999854833,140,45.2,3999854843,1,,3999854835,141,44.1,3999854829,157,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501560871,13,61,1,0,29,apoawtpvac4zqlancmvw4nk4o,0,55.3,62,2023-01-28T17:31:05.978Z,2023-01-29T11:36:56Z,4001708299,21,,4001708301,178,,3999854805,56,Center,,,,,,,,,,,,,,,,1u1u438ql6xrordkb65wsxo7p,K. Coman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501560903,14,1,1,0,29,c5hderjlkcoaze51e5wgvptk,1,45.7,43,2023-01-28T17:31:06.753Z,2023-01-29T11:37:02Z,4001708529,178,,3999854979,213,3.9,3999854969,141,32.0,3999854959,56,Back,3999854973,212,11.0,3999854963,140,38.0,,,,,,,5ph2ln91ycq1qlq03cnqqs9re,J. Lindstrøm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501560941,15,1,1,0,31,c5hderjlkcoaze51e5wgvptk,1,38,32,2023-01-28T17:31:08.480Z,2023-01-29T11:37:05Z,4001708729,178,,3999855167,140,26.4,3999855171,212,12.2,3999855173,213,3.2,3999855165,56,Back,3999855169,141,31.7,,,,,,,e91s5lp3fvfaav8w8xi7wdx3p,Aurélio Buta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501560989,16,1,1,0,34,c5hderjlkcoaze51e5wgvptk,1,23.7,36.9,2023-01-28T17:31:11.230Z,2023-01-29T11:37:08Z,3999855439,56,Back,3999855445,212,20.6,3999855441,140,4.8,3999855443,141,45.0,4001708869,178,,3999855447,213,2.9,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561005,17,1,1,0,39,c5hderjlkcoaze51e5wgvptk,0,10.8,34.1,2023-01-28T17:31:16.345Z,2023-01-29T11:37:12Z,3999855563,140,67.7,3999855559,155,,3999855561,56,Center,4001709001,178,,3999855573,213,6.2,3999855567,141,28.7,3999855571,212,59.9,3999855575,1,,7obuhegyo1qcoikt23egcsr85,K. Trapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561015,14,44,1,0,42,apoawtpvac4zqlancmvw4nk4o,1,33.2,75.9,2023-01-28T17:31:19.362Z,2023-01-29T14:17:01Z,3999855619,285,,3999855617,56,Back,3999855621,233,18,,,,,,,,,,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561011,18,44,1,0,42,c5hderjlkcoaze51e5wgvptk,0,66.8,24.1,2023-01-28T17:31:19.363Z,2023-01-29T11:37:17Z,3999855663,233,14,3999855613,286,,3999855611,56,Center,,,,,,,,,,,,,,,,g3fgd752o63acmmuahdvppm1,R. Kolo Muani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561019,15,1,1,0,42,apoawtpvac4zqlancmvw4nk4o,0,34,80.5,2023-01-28T17:31:19.407Z,2023-01-29T14:17:02Z,3999855633,212,14.9,3999855625,3,,3999855631,141,76.9,3999855629,140,48.0,3999855635,213,6.1,4001709375,388,,3999855627,56,Back,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561045,19,1,1,0,43,c5hderjlkcoaze51e5wgvptk,1,59,23.9,2023-01-28T17:31:20.313Z,2023-01-29T11:37:25Z,3999855787,141,28.2,4001709785,388,,3999855789,212,12.6,3999855783,140,70.7,3999855793,213,0.2,3999855775,3,,3999855779,56,Center,,,,5ph2ln91ycq1qlq03cnqqs9re,J. Lindstrøm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561049,20,3,1,0,46,c5hderjlkcoaze51e5wgvptk,0,71.8,13,2023-01-28T17:31:23.598Z,2023-01-29T11:37:31Z,3999855895,233,16,4001710077,178,,3999855805,286,,3999855803,56,Right,4000947755,465,,,,,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561055,16,7,1,0,46,apoawtpvac4zqlancmvw4nk4o,1,28.2,87,2023-01-28T17:31:23.689Z,2023-01-29T11:37:41Z,3999855873,233,20,4000947693,383,,3999855839,56,Back,3999855841,285,,4001710629,178,,,,,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561073,17,49,1,0,49,apoawtpvac4zqlancmvw4nk4o,1,12.6,95.6,2023-01-28T17:31:26.025Z,2023-01-29T11:37:53Z,,,,,,,,,,,,,,,,,,,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561107,18,1,1,0,51,apoawtpvac4zqlancmvw4nk4o,0,3.4,89.6,2023-01-28T17:31:28.300Z,2023-01-29T11:37:56Z,3999856103,212,1.4,3999856105,213,6.0,4001711459,178,,3999856099,140,4.7,3999856201,286,,3999856101,141,89.1,3999856097,56,Back,3999856195,236,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,3999856197,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561115,21,74,1,0,51,c5hderjlkcoaze51e5wgvptk,1,92.9,8.7,2023-01-28T17:31:28.399Z,2023-01-29T11:38:07Z,3999856141,56,Right,3999856143,285,,3999856235,233,18,4001712015,178,,,,,,,,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561137,19,5,1,0,52,apoawtpvac4zqlancmvw4nk4o,1,-1.1,88.4,2023-01-28T17:31:29.451Z,2023-01-29T11:38:11Z,3999856243,56,Back,3999856247,346,,3999856271,233,22,,,,,,,,,,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561129,22,5,1,0,52,c5hderjlkcoaze51e5wgvptk,0,101.1,11.6,2023-01-28T17:31:29.451Z,2023-01-29T11:38:11Z,3999856207,346,,3999856359,233,19,3999856205,56,Right,,,,,,,,,,,,,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561231,20,1,1,0,59,apoawtpvac4zqlancmvw4nk4o,1,3.8,51.6,2023-01-28T17:31:35.841Z,2023-01-29T11:38:27Z,3999856755,213,6.2,3999856749,140,25.0,3999856753,212,22.4,3999856745,124,,3999856759,237,,3999856751,141,48.5,3999856799,189,,3999856747,56,Back,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561271,21,1,1,1,4,apoawtpvac4zqlancmvw4nk4o,1,23.2,33,2023-01-28T17:31:40.890Z,2023-01-29T11:38:31Z,3999856987,141,6.8,3999856985,140,29.3,3999856983,56,Back,4001713339,178,,3999856989,212,18.9,3999856991,213,5.1,,,,,,,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561347,22,1,1,1,7,apoawtpvac4zqlancmvw4nk4o,1,29.3,6.8,2023-01-28T17:31:43.817Z,2023-01-29T11:38:33Z,3999857357,140,24.3,3999857369,213,1.9,3999857361,141,26.8,4001713421,178,,3999857355,56,Back,3999857365,212,14.6,,,,,,,4skrm2y64va3y5jk70gz4ylpm,J. Stanišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561437,23,1,1,1,9,apoawtpvac4zqlancmvw4nk4o,1,26.2,31.8,2023-01-28T17:31:46.513Z,2023-01-29T11:38:39Z,3999857717,213,1.3,3999857707,140,32.4,3999857705,56,Back,4001713657,178,,3999857713,212,21.2,3999857709,141,61.5,,,,,,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561479,24,1,1,1,16,apoawtpvac4zqlancmvw4nk4o,1,39,51.3,2023-01-28T17:31:53.555Z,2023-01-29T11:38:50Z,3999857905,140,51.8,3999857909,212,33.5,3999857911,213,5.1,3999857903,56,Right,3999857913,1,,4001714465,178,,3999857907,141,6.2,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561493,25,1,1,1,20,apoawtpvac4zqlancmvw4nk4o,1,52.3,6.2,2023-01-28T17:31:57.220Z,2023-01-29T11:38:52Z,3999857995,212,15.7,3999857989,56,Back,3999857991,140,44.5,3999857993,141,25.9,4001714563,178,,3999857997,213,2.1,,,,,,,4skrm2y64va3y5jk70gz4ylpm,J. Stanišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561529,26,1,1,1,22,apoawtpvac4zqlancmvw4nk4o,1,44.4,25.9,2023-01-28T17:31:59.508Z,2023-01-29T11:38:55Z,3999858249,140,45.5,3999858255,213,1.5,3999858251,141,63.3,3999858253,212,25.5,3999858245,56,Back,4001714717,178,,,,,,,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501561589,27,1,1,1,27,apoawtpvac4zqlancmvw4nk4o,0,56.3,68.8,2023-01-28T17:32:04.140Z,2023-01-29T11:38:59Z,3999858593,213,0.2,3999858583,155,,3999858591,212,47.5,4001714895,178,,3999858589,141,79.6,3999858585,56,Left,3999858595,1,,3999858587,140,100.0,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
