id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2526456051,6,5,1,0,8,3dwlvz6cl4lcavvrg0y2dycrt,1,75.9,-1.7,2023-04-01T13:30:23.122Z,2023-04-02T09:24:25Z,4152133341,233,5,4152133291,347,,4152133289,56,Right,,,,,,,,,,,,,,,,bibz1qxakmbflq73marmo4nop,J. Vagnoman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456095,7,1,1,0,12,3dwlvz6cl4lcavvrg0y2dycrt,1,79.5,0,2023-04-01T13:30:27.080Z,2023-04-02T09:24:30Z,4152133537,212,11.0,4152133533,140,69.6,4152133535,141,3.5,4152133531,56,Right,4152133539,213,2.8,4152133529,107,,,,,,,,bibz1qxakmbflq73marmo4nop,J. Vagnoman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527291139,783,43,1,0,16,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2023-04-01T13:30:30.626Z,2023-04-02T14:59:48Z,4156611289,399,212509,4158290767,144,83,,,,,,,,,,,,,,,,,,,7424gvk9hiq5up61dj181y66t,K. Behrens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456133,8,1,1,0,16,3dwlvz6cl4lcavvrg0y2dycrt,1,70.1,5.2,2023-04-01T13:30:30.676Z,2023-04-02T09:24:37Z,4156504145,178,,4152133681,140,70.0,4152133685,212,5.4,4152133683,141,13.1,4152133679,56,Right,4152133687,213,1.6,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456161,9,1,1,0,16,3dwlvz6cl4lcavvrg0y2dycrt,1,70,13.1,2023-04-01T13:30:31.108Z,2023-04-02T09:24:47Z,4156504505,178,,4152133831,56,Right,4152133835,141,9.1,4152133841,213,3.3,4152133833,140,57.7,4152133837,212,13.2,,,,,,,d1gc59ozyrrnl82rog6fbm0dm,E. Millot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456233,10,1,1,0,19,3dwlvz6cl4lcavvrg0y2dycrt,1,56.8,10,2023-04-01T13:30:33.469Z,2023-04-02T09:24:52Z,4156504781,178,,4152134141,56,Back,4152134151,212,30.8,4152134147,141,51.0,4152134143,140,44.4,4152134153,213,2.0,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456257,11,1,1,0,21,3dwlvz6cl4lcavvrg0y2dycrt,1,44.4,51,2023-04-01T13:30:35.788Z,2023-04-02T09:24:57Z,4156505047,178,,4152134297,212,22.2,4152134293,141,83.4,4152134289,140,47.2,4152134285,56,Back,4152134301,213,1.4,,,,,,,4xhnmoqgxoheel005ek6ckfs9,D. Zagadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456343,12,1,1,0,23,3dwlvz6cl4lcavvrg0y2dycrt,1,47,84.3,2023-04-01T13:30:38.169Z,2023-04-02T09:25:01Z,4152134713,212,15.3,4152134711,141,61.8,4152134715,213,4.7,4152134707,56,Back,4156505233,178,,4152134709,140,46.8,,,,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456345,13,1,1,0,24,3dwlvz6cl4lcavvrg0y2dycrt,0,47.1,62.3,2023-04-01T13:30:39.088Z,2023-04-02T09:25:05Z,4152134725,212,10.5,4152134721,140,56.8,4152134727,213,0.3,4152134723,141,66.3,4156505397,178,,4152134719,56,Center,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456337,6,49,1,0,25,a8d2gb2nag8fy0itbuxmcibh2,1,40.2,30.7,2023-04-01T13:30:39.825Z,2023-04-02T09:25:13Z,,,,,,,,,,,,,,,,,,,,,,,,,a2l72iohmbq6rjr3rzrsvnwt1,A. Laïdouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456393,7,1,1,0,27,a8d2gb2nag8fy0itbuxmcibh2,1,40.9,31.1,2023-04-01T13:30:41.553Z,2023-04-02T09:25:17Z,4152134941,140,53.4,4152134949,213,0.9,4152134939,56,Center,4152134945,212,21.6,4152134943,141,56.3,4156505971,178,,,,,,,,a2l72iohmbq6rjr3rzrsvnwt1,A. Laïdouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456403,8,1,1,0,29,a8d2gb2nag8fy0itbuxmcibh2,0,57.1,53.7,2023-04-01T13:30:43.883Z,2023-04-02T09:25:21Z,4152134993,140,55.0,4152134995,141,57.9,4152135025,233,14,4152135023,236,,4152134997,212,3.6,4152134991,56,Center,4152134999,213,2.2,4152135029,286,,24vavcwn4hco5je9kdu9ciwgl,J. Haberer,4156506287,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456399,14,74,1,0,29,3dwlvz6cl4lcavvrg0y2dycrt,1,44.5,41.5,2023-04-01T13:30:43.958Z,2023-04-02T09:25:27Z,4152134977,56,Back,4152134979,285,,4152135067,233,8,4156506625,178,,,,,,,,,,,,,,bibz1qxakmbflq73marmo4nop,J. Vagnoman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456449,15,49,1,0,30,3dwlvz6cl4lcavvrg0y2dycrt,1,39.8,26.9,2023-04-01T13:30:44.746Z,2023-04-02T09:25:32Z,,,,,,,,,,,,,,,,,,,,,,,,,254i1zsifi2er9rvuxgi9katx,G. Haraguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456461,16,1,1,0,32,3dwlvz6cl4lcavvrg0y2dycrt,0,39.8,26.9,2023-04-01T13:30:46.302Z,2023-04-02T09:25:37Z,4152135345,141,7.3,4152135339,155,,4152135341,56,Right,4152135351,1,,4152135349,213,5.9,4152135347,212,35.5,4152135343,140,71.1,4156507245,178,,254i1zsifi2er9rvuxgi9katx,G. Haraguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456523,9,1,1,0,34,a8d2gb2nag8fy0itbuxmcibh2,1,30.7,67.2,2023-04-01T13:30:48.943Z,2023-04-02T09:25:58Z,4152135637,3,,4152135643,141,70.1,4152135647,213,0.2,4156508505,388,,4152135641,140,38.6,4152135645,212,8.5,4152135639,56,Back,,,,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456527,10,49,1,0,35,a8d2gb2nag8fy0itbuxmcibh2,1,35.3,68,2023-04-01T13:30:50.226Z,2023-04-02T09:26:03Z,,,,,,,,,,,,,,,,,,,,,,,,,40rzvcdss138e6futx3bht3o5,J. Roussillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456561,11,1,1,0,36,a8d2gb2nag8fy0itbuxmcibh2,0,32.8,72.8,2023-04-01T13:30:50.338Z,2023-04-02T09:26:09Z,4156509003,178,,4152135815,56,Back,4152135819,141,63.1,4152135823,213,5.7,4152135821,212,11.6,4152135825,1,,4152135817,140,41.9,4152135813,157,,40rzvcdss138e6futx3bht3o5,J. Roussillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456575,17,49,1,0,38,3dwlvz6cl4lcavvrg0y2dycrt,1,57.9,28.3,2023-04-01T13:30:52.770Z,2023-04-02T09:26:15Z,,,,,,,,,,,,,,,,,,,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456613,18,1,1,0,39,3dwlvz6cl4lcavvrg0y2dycrt,0,57.9,28.3,2023-04-01T13:30:53.947Z,2023-04-02T09:26:18Z,4152136047,56,Right,4152136053,212,19.9,4156509321,178,,4152136055,213,5.6,4152136045,155,,4152136049,140,72.7,4152136051,141,10.1,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456639,12,1,1,0,41,a8d2gb2nag8fy0itbuxmcibh2,0,34.1,84.2,2023-04-01T13:30:55.511Z,2023-04-02T09:27:06Z,4156511583,388,,4152136195,213,6.3,4152136189,140,44.2,4152136191,141,84.0,4152136185,3,,4152136187,56,Back,4152136193,212,10.6,,,,40rzvcdss138e6futx3bht3o5,J. Roussillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456661,19,1,1,0,42,3dwlvz6cl4lcavvrg0y2dycrt,0,62.6,10.3,2023-04-01T13:30:56.745Z,2023-04-02T09:27:13Z,4156511933,178,,4152136269,140,75.0,4152136265,56,Center,4152136263,3,,4152136279,212,16.2,4152136283,213,0.6,4152136275,141,24.5,,,,254i1zsifi2er9rvuxgi9katx,G. Haraguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456701,13,49,1,0,46,a8d2gb2nag8fy0itbuxmcibh2,1,28.3,71.3,2023-04-01T13:31:00.433Z,2023-04-02T09:27:19Z,,,,,,,,,,,,,,,,,,,,,,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456865,14,1,1,0,46,a8d2gb2nag8fy0itbuxmcibh2,1,25.9,59,2023-04-01T13:31:00.537Z,2023-04-02T09:27:24Z,4152137201,213,3.4,4156512471,178,,4152137193,56,Back,4152137197,141,50.7,4152137199,212,23.0,4152137195,140,4.7,,,,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456911,15,1,1,0,53,a8d2gb2nag8fy0itbuxmcibh2,1,7.8,50.3,2023-04-01T13:31:07.409Z,2023-04-02T09:27:31Z,4152137415,140,14.2,4152137419,212,14.6,4152137421,213,1.1,4156512701,178,,4152137417,141,69.3,4152137413,56,Back,,,,,,,7446u69ki15qcyq2jtszacm3t,L. Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456951,16,1,1,0,55,a8d2gb2nag8fy0itbuxmcibh2,1,13.7,72.5,2023-04-01T13:31:09.717Z,2023-04-02T09:27:34Z,4152137619,56,Back,4152137627,213,4.1,4156512863,178,,4152137623,141,46.0,4152137625,212,21.3,4152137621,140,2.8,,,,,,,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526457025,17,1,1,0,57,a8d2gb2nag8fy0itbuxmcibh2,0,2.8,44.9,2023-04-01T13:31:12.248Z,2023-04-02T09:27:38Z,4156513033,178,,4152137943,155,,4152137953,213,0.2,4152137947,140,67.7,4152137951,212,69.3,4152137949,141,63.2,4152137945,56,Center,4152137955,1,,7446u69ki15qcyq2jtszacm3t,L. Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526457015,20,49,1,1,0,3dwlvz6cl4lcavvrg0y2dycrt,1,43.3,38.2,2023-04-01T13:31:15.111Z,2023-04-02T09:27:53Z,,,,,,,,,,,,,,,,,,,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526457039,21,1,1,1,0,3dwlvz6cl4lcavvrg0y2dycrt,1,40.6,34.3,2023-04-01T13:31:15.151Z,2023-04-02T09:27:51Z,4152138021,140,48.0,4152138025,212,11.1,4152138023,141,46.0,4156513585,178,,4152138027,213,0.8,4152138019,56,Back,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526457093,22,1,1,1,2,3dwlvz6cl4lcavvrg0y2dycrt,1,48,46,2023-04-01T13:31:16.301Z,2023-04-02T09:28:03Z,4152138329,213,2.7,4152138321,56,Back,4152138325,141,62.4,4152138323,140,24.8,4152138327,212,26.8,4156514095,178,,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526457215,23,1,1,1,5,3dwlvz6cl4lcavvrg0y2dycrt,1,24.4,63.5,2023-04-01T13:31:19.779Z,2023-04-02T09:28:07Z,4156514243,178,,4152138925,141,92.3,4152138921,56,Back,4152138929,213,1.3,4152138927,212,20.2,4152138923,140,29.3,,,,,,,4xhnmoqgxoheel005ek6ckfs9,D. Zagadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526457257,24,1,1,1,11,3dwlvz6cl4lcavvrg0y2dycrt,1,37.9,87.8,2023-04-01T13:31:25.926Z,2023-04-02T09:28:20Z,4152139119,56,Back,4152139123,141,73.4,4152139127,213,3.8,4152139121,140,26.7,4152139125,212,15.3,4156514565,178,,,,,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526457335,25,1,1,1,13,3dwlvz6cl4lcavvrg0y2dycrt,1,26.7,73.4,2023-04-01T13:31:28.099Z,2023-04-02T09:28:25Z,4156515019,178,,4152139481,140,29.0,4152139485,212,22.6,4152139483,141,40.3,4152139487,213,4.8,4152139479,56,Back,,,,,,,4xhnmoqgxoheel005ek6ckfs9,D. Zagadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526457393,26,1,1,1,17,3dwlvz6cl4lcavvrg0y2dycrt,1,29.1,38,2023-04-01T13:31:31.363Z,2023-04-02T09:28:29Z,4152139795,140,35.8,4152139799,212,16.3,4152139797,141,16.4,4152139793,56,Back,4152139801,213,5.2,4156515239,178,,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526457473,27,1,1,1,18,3dwlvz6cl4lcavvrg0y2dycrt,1,36,16.6,2023-04-01T13:31:32.984Z,2023-04-02T09:28:32Z,4156515451,178,,4152140177,212,15.8,4152140173,140,32.3,4152140175,141,39.1,4152140179,213,1.8,4152140171,56,Back,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526457495,28,1,1,1,21,3dwlvz6cl4lcavvrg0y2dycrt,1,32.3,39.1,2023-04-01T13:31:35.539Z,2023-04-02T09:28:35Z,4152140281,212,29.1,4152140277,140,35.9,4152140275,56,Back,4152140283,213,1.4,4152140279,141,81.5,4156515573,178,,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526457545,29,1,1,1,24,3dwlvz6cl4lcavvrg0y2dycrt,1,35.9,81.5,2023-04-01T13:31:39.027Z,2023-04-02T09:28:38Z,4152140497,213,6.2,4152140493,141,79.5,4152140487,140,57.7,4152140495,212,22.9,4156515759,178,,4152140485,56,Left,,,,,,,4xhnmoqgxoheel005ek6ckfs9,D. Zagadou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526457557,30,1,1,1,25,3dwlvz6cl4lcavvrg0y2dycrt,0,57.5,79.4,2023-04-01T13:31:39.975Z,2023-04-02T09:28:41Z,4156515937,178,,4152140561,212,10.0,4152140563,213,4.5,4152140557,140,55.4,4152140555,56,Center,4152140559,141,65.0,,,,,,,9ic8hvnkzj9p0ikh6bwaeoqju,Tiago Tomás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526457599,18,49,1,1,28,a8d2gb2nag8fy0itbuxmcibh2,1,45.4,36.5,2023-04-01T13:31:43.158Z,2023-04-02T09:28:48Z,,,,,,,,,,,,,,,,,,,,,,,,,24vavcwn4hco5je9kdu9ciwgl,J. Haberer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526457631,19,1,1,1,30,a8d2gb2nag8fy0itbuxmcibh2,1,54,35.7,2023-04-01T13:31:45.214Z,2023-04-02T09:28:54Z,4152140945,140,50.6,4152140949,212,4.0,4156516503,178,,4152140951,213,3.6,4152140941,56,Center,4152140947,141,33.0,,,,,,,24vavcwn4hco5je9kdu9ciwgl,J. Haberer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526457717,20,1,1,1,32,a8d2gb2nag8fy0itbuxmcibh2,1,52,34.9,2023-04-01T13:31:46.653Z,2023-04-02T09:28:57Z,4156516621,178,,4152141321,212,18.2,4152141317,140,44.4,4152141315,56,Back,4152141319,141,59.0,4152141323,213,2.0,,,,,,,a2l72iohmbq6rjr3rzrsvnwt1,A. Laïdouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526457819,21,1,1,1,36,a8d2gb2nag8fy0itbuxmcibh2,1,53.5,62.4,2023-04-01T13:31:50.810Z,2023-04-02T09:29:01Z,4152141769,141,5.9,4152141773,213,5.0,4152141765,56,Right,4156516771,178,,4152141771,212,39.6,4152141763,155,,4152141775,1,,4152141767,140,62.6,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526457845,22,1,1,1,40,a8d2gb2nag8fy0itbuxmcibh2,1,60.2,5.6,2023-04-01T13:31:54.943Z,2023-04-02T09:29:03Z,4152141919,56,Back,4152141927,213,2.7,4156516877,178,,4152141923,141,14.9,4152141925,212,15.2,4152141921,140,47.0,,,,,,,52t6t7cdsr0fjs9ukmwo9y7rp,C. Trimmel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
