id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,keyPass,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId
2499735683,1,34,16,0,0,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2023-01-22T15:42:39.285Z,2023-01-22T16:29:53Z,3990380285,59,"1, 18, 25, 17, 3, 30, 23, 8, 19, 6, 14, 5, 7, 11, 13, 20, 24, 29, 32, 41",3990380287,130,8,3990380283,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3990380291,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3990530615,197,11723,3990530613,194,1mkbxdrj3myvt6jm4tx8sywgl,3990380281,30,"3z6ekzop4y7cjuatzz9ua74k5, ao00a4lfe5vs9enjgkuu7vglx, dqrzogrwznyks6whhfhq748ut, au5tbnn48ve4kqnuu3dhmk296, 70tsvrcmklvp4ecdhxlugf8ix, 8k5c8po5gx3vnxx36viq08xqt, 7kjhx78gpi6m3r4j1b4jdyh91, 5i8dbjuewybsfgyym63clfw0l, d0qyia80j5079xq5olbttqfl6, 1mkbxdrj3myvt6jm4tx8sywgl, 7tj7eobo7kmk8egcbfrabe8d1, ckjid5lfgbx8tdyoi32vbwn9x, l8bphgwl3llcckvf9zr6ptqt, cgzcn8oo03wda4e5o0jxgy4tl, 9bdxi3mvkftmqts59jptqq76d, 22zaq3o78o5feeogqdsvig02y, dwx1vmtmeiiokfqv18g7cb1lh, 43eq31reskwn9veb3vickralm, 514es9hzl2skv9dl5cofgkogl, 8dq80nkl6nbdejj2ti0mb2w6i",3990380289,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499736293,1,34,16,0,0,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2023-01-22T15:43:18.523Z,2023-01-22T16:28:50Z,3990383463,59,"1, 30, 5, 3, 12, 6, 25, 8, 23, 19, 21, 4, 9, 10, 11, 17, 22, 27, 38, 40",3990383449,30,"cg6h7oq0b5zpx1g4brhzyk1xx, 9qo448ueot8pfc5oqo378wag9, a41r2ob5fhirgdwxwox6nr4yx, 4foax2b7unlkev1eq6py86lii, djha3ac2mfhyb7oia64hq2nd, cis0z72hgahfnfjduk7hdnz3e, 6rg37ej1x7pwi7r4aq1107pih, 4tev0kk0om8cr1xbwpt8bozit, e4vr28e9cbq3q5nux1jlpuuei, 9ydkbbygq6uocors9kcdnzbop, 8mcf8c8ht32as6xxrf1gb51m2, 5ec2ede9uwbft3wby33mwowyd, 59pu8nnghyxvvt8r3zyndpfpx, 2cq6ocr7j487do4nrm3sreg9h, 7w63iqek6hmnizlirurla1cr9, 7y6f63pj7horkzhdzbge02rqh, aze5i6ssy55jrc8k9vhrs8o9h, 2k5g68ywtr79lc45wozvifqlm, 6m9kyt5astmqvzdq2ee81qcwl, 9z1hb45wjhq63ebn88b079k2d",3990383467,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3990383465,130,13,3990527381,197,16378,3990383469,194,cg6h7oq0b5zpx1g4brhzyk1xx,3990383471,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3990383453,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499765647,2,32,1,0,0,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2023-01-22T16:32:52.536Z,2023-01-22T16:32:52Z,3990539557,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499765661,2,32,1,0,0,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2023-01-22T16:32:52.536Z,2023-01-23T03:58:55Z,3990539641,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499765701,3,1,1,0,0,7ad69ngbpjuyzv96drf8d9sn2,1,49.9,50,2023-01-22T16:32:52.583Z,2023-01-23T05:21:59Z,3990539845,279,S,3990539837,140,33.6,3990539835,56,Back,3991580755,178,,3990539843,213,2.6,3990539841,212,20.1,3990539839,141,65.4,,,,8mcf8c8ht32as6xxrf1gb51m2,A. Adli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499765713,4,1,1,0,2,7ad69ngbpjuyzv96drf8d9sn2,0,33.5,65.4,2023-01-22T16:32:55.442Z,2023-01-23T05:22:05Z,3990539909,141,45.2,3990539915,1,,3990539913,213,5.9,3990539903,155,,3990539905,56,Center,3991580819,178,,3990539911,212,40.4,3990539907,140,69.7,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499765721,3,1,1,0,4,go76xxm0xyfgqt1h6tcrtimm,1,28.7,46.9,2023-01-22T16:32:57.301Z,2023-01-23T05:22:37Z,3990539961,213,6.1,3990539957,141,44.6,3990539955,140,39.5,3990539953,56,Back,3991581151,178,,3990539959,212,11.4,3990539951,3,,,,,5i8dbjuewybsfgyym63clfw0l,J. Weigl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499765731,4,1,1,0,5,go76xxm0xyfgqt1h6tcrtimm,1,39.5,44.8,2023-01-22T16:32:58.428Z,2023-01-23T05:22:41Z,3990540025,212,19.0,3990540027,213,4.1,3990540023,141,22.1,3990540017,3,,3990540019,56,Back,3991581191,178,,3990540021,140,28.9,,,,1mkbxdrj3myvt6jm4tx8sywgl,C. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499765733,5,49,1,0,7,go76xxm0xyfgqt1h6tcrtimm,1,28.9,22.1,2023-01-22T16:33:00.066Z,2023-01-23T05:22:45Z,,,,,,,,,,,,,,,,,,,,,,,,,ao00a4lfe5vs9enjgkuu7vglx,S. Lainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499765753,6,1,1,0,7,go76xxm0xyfgqt1h6tcrtimm,0,28.9,22.1,2023-01-22T16:33:00.079Z,2023-01-23T05:22:49Z,3990540133,141,34.4,3990540129,56,Center,3990540135,212,31.6,3990540137,213,0.3,3990540131,140,57.9,3990540127,155,,3991581251,178,,,,,ao00a4lfe5vs9enjgkuu7vglx,S. Lainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
