id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2545325205,9,1,1,0,17,dt4pinj0vw0t0cvz7za6mhmzy,0,38,86.4,2023-05-07T15:30:42.978Z,2023-05-07T15:30:44Z,4259498599,141,78.0,4259498591,56,Back,4259498607,213,4.0,4259498587,155,,4259498603,212,7.8,4259498595,140,32.9,,,,,,,f4qcgzveslklfi8601tep77x1,J. Brandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325213,3,8,1,0,19,a8l3w3n0j99qjlsxj3jnmgkz1,1,65.9,25.3,2023-05-07T15:30:45.015Z,2023-05-07T15:30:44Z,4259498631,56,Center,,,,,,,,,,,,,,,,,,,,,,aplc9mad75h1k90o3qla9c7l6,P. Wimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325301,10,1,1,0,22,dt4pinj0vw0t0cvz7za6mhmzy,1,22,35.9,2023-05-07T15:30:48.450Z,2023-05-07T15:30:50Z,4259499105,56,Back,4259499113,213,1.3,4259499107,140,25.8,4259499111,212,13.5,4259499109,141,54.8,,,,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325357,11,1,1,0,24,dt4pinj0vw0t0cvz7za6mhmzy,1,26.5,54.8,2023-05-07T15:30:50.434Z,2023-05-07T15:30:53Z,4259499385,213,1.0,4259499379,140,40.9,4259499381,141,91.4,4259499377,56,Back,4259499383,212,29.1,,,,,,,,,,cd6i7khi5wgsfsg19c9tcjydx,M. Hummels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325379,12,1,1,0,27,dt4pinj0vw0t0cvz7za6mhmzy,0,40,84.3,2023-05-07T15:30:53.602Z,2023-05-07T15:30:55Z,4259499495,141,87.2,4259499491,56,Left,4259499497,212,23.7,4259499493,140,62.5,4259499499,213,0.1,,,,,,,,,,cl6720rdjeubt0bc3su0qg3qh,J. Ryerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325387,4,49,1,0,31,a8l3w3n0j99qjlsxj3jnmgkz1,1,28.8,9.7,2023-05-07T15:30:56.726Z,2023-05-07T15:30:56Z,,,,,,,,,,,,,,,,,,,,,,,,,fr9ac60188vlmtbrcddhxii1,S. Bornauw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325413,5,1,1,0,31,a8l3w3n0j99qjlsxj3jnmgkz1,1,28.8,9.7,2023-05-07T15:30:57.015Z,2023-05-07T15:30:57Z,4259499675,56,Back,4259499683,141,5.9,4259499687,212,11.2,4259499679,140,39.2,4259499691,213,6.1,,,,,,,,,,fr9ac60188vlmtbrcddhxii1,S. Bornauw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325421,6,61,1,0,32,a8l3w3n0j99qjlsxj3jnmgkz1,0,39.3,5.9,2023-05-07T15:30:58.103Z,2023-05-07T15:30:57Z,4259499711,56,Back,,,,,,,,,,,,,,,,,,,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325471,13,49,1,0,35,dt4pinj0vw0t0cvz7za6mhmzy,1,39.4,92.7,2023-05-07T15:31:00.802Z,2023-05-07T15:31:00Z,,,,,,,,,,,,,,,,,,,,,,,,,cl6720rdjeubt0bc3su0qg3qh,J. Ryerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325507,14,1,1,0,35,dt4pinj0vw0t0cvz7za6mhmzy,1,39.4,92.7,2023-05-07T15:31:00.897Z,2023-05-07T15:31:02Z,4259500155,56,Back,4259500163,213,5.2,4259500161,212,8.5,4259500157,140,42.9,4259500159,141,81.5,,,,,,,,,,cl6720rdjeubt0bc3su0qg3qh,J. Ryerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325529,15,1,1,0,36,dt4pinj0vw0t0cvz7za6mhmzy,1,44.8,79.5,2023-05-07T15:31:02.273Z,2023-05-07T15:31:03Z,4259500287,56,Back,4259500295,141,72.6,4259500307,213,3.4,4259500301,212,16.6,4259500291,140,29.6,,,,,,,,,,7lai6ovwsl01gonutejt4mms5,E. Can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325595,16,1,1,0,37,dt4pinj0vw0t0cvz7za6mhmzy,1,29.4,72.5,2023-05-07T15:31:03.057Z,2023-05-07T15:31:06Z,4259500595,212,19.0,4259500591,140,29.9,4259500597,213,4.7,4259500589,56,Back,4259500593,141,44.5,,,,,,,,,,cd6i7khi5wgsfsg19c9tcjydx,M. Hummels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325627,17,1,1,0,40,dt4pinj0vw0t0cvz7za6mhmzy,1,34.9,35.6,2023-05-07T15:31:06.434Z,2023-05-07T15:31:08Z,4259500761,212,23.2,4259500763,213,5.1,4259500755,56,Back,4259500757,140,42.8,4259500759,141,3.7,,,,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325663,18,1,1,0,42,dt4pinj0vw0t0cvz7za6mhmzy,1,42.8,3.7,2023-05-07T15:31:08.561Z,2023-05-07T15:31:10Z,4259500961,140,34.5,4259500959,56,Back,4259500965,212,10.2,4259500963,141,11.5,4259500967,213,2.6,,,,,,,,,,5irixhhyayq9yl7sb2kohjrv9,M. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325735,19,1,1,0,44,dt4pinj0vw0t0cvz7za6mhmzy,1,34.5,11.5,2023-05-07T15:31:10.050Z,2023-05-07T15:31:13Z,4259501267,56,Back,4259501269,140,31.2,4259501275,213,1.9,4259501273,212,11.2,4259501271,141,27.1,,,,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325805,20,1,1,0,47,dt4pinj0vw0t0cvz7za6mhmzy,1,32.3,25.9,2023-05-07T15:31:13.617Z,2023-05-07T15:31:18Z,4259501633,213,2.3,4259501625,56,Back,4259501629,141,55.7,4259501631,212,28.1,4259501627,140,13.8,,,,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325831,21,1,1,0,52,dt4pinj0vw0t0cvz7za6mhmzy,1,13.8,55.7,2023-05-07T15:31:18.017Z,2023-05-07T15:31:19Z,4259501799,56,Back,4259501805,212,17.2,4259501807,213,5.8,4259501803,141,44.0,4259501801,140,28.3,,,,,,,,,,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325889,22,1,1,0,53,dt4pinj0vw0t0cvz7za6mhmzy,1,28.3,44,2023-05-07T15:31:19.345Z,2023-05-07T15:31:23Z,4259502093,213,2.6,4259502085,141,60.0,4259502089,212,20.3,4259502077,56,Back,4259502081,140,12.0,,,,,,,,,,7lai6ovwsl01gonutejt4mms5,E. Can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325959,23,1,1,0,58,dt4pinj0vw0t0cvz7za6mhmzy,0,13.9,51.9,2023-05-07T15:31:23.794Z,2023-05-07T15:31:28Z,4259502409,56,Center,4259502427,213,0.1,4259502423,212,53.2,4259502407,157,,4259502431,1,,4259502413,140,64.1,4259502417,141,62.7,,,,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325981,7,44,1,1,2,a8l3w3n0j99qjlsxj3jnmgkz1,1,34.4,33.3,2023-05-07T15:31:28.241Z,2023-05-07T15:31:29Z,4259502529,233,24,4259502515,285,,4259502513,56,Back,,,,,,,,,,,,,,,,bjhgmcai5irlexe7oa1g0e5sl,J. Guilavogui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325971,24,44,1,1,2,dt4pinj0vw0t0cvz7za6mhmzy,0,65.6,66.7,2023-05-07T15:31:28.242Z,2023-05-07T15:31:29Z,4259502467,286,,4259502533,233,7,4259502465,56,Center,,,,,,,,,,,,,,,,cy0lv5u16obr2ne4xiins43x1,S. Haller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545325993,8,1,1,1,4,a8l3w3n0j99qjlsxj3jnmgkz1,1,33,29.3,2023-05-07T15:31:30.039Z,2023-05-07T15:31:30Z,4259502571,56,Back,4259502577,212,14.8,4259502579,213,4.7,4259502573,140,32.7,4259502575,141,7.6,4259502569,3,,,,,,,,bjhgmcai5irlexe7oa1g0e5sl,J. Guilavogui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545326003,9,49,1,1,5,a8l3w3n0j99qjlsxj3jnmgkz1,1,32.7,7.7,2023-05-07T15:31:31.542Z,2023-05-07T15:31:31Z,,,,,,,,,,,,,,,,,,,,,,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545326035,10,1,1,1,6,a8l3w3n0j99qjlsxj3jnmgkz1,1,32.7,7.7,2023-05-07T15:31:31.847Z,2023-05-07T15:31:33Z,4259502787,212,22.9,4259502789,213,3.1,4259502783,140,10.9,4259502785,141,9.1,4259502781,56,Back,,,,,,,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545326053,11,12,1,1,8,a8l3w3n0j99qjlsxj3jnmgkz1,1,10.9,9.1,2023-05-07T15:31:34.055Z,2023-05-07T15:31:34Z,4259502849,56,Back,4259502851,140,12.6,4259502855,212,6.6,4259502853,141,0.0,4259502939,167,,4259502857,213,5.0,,,,,,,fr9ac60188vlmtbrcddhxii1,S. Bornauw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545326065,12,5,1,1,9,a8l3w3n0j99qjlsxj3jnmgkz1,0,18,-0.6,2023-05-07T15:31:34.823Z,2023-05-07T15:31:42Z,4259502895,347,,4259503731,233,25,4259502891,56,Back,,,,,,,,,,,,,,,,fr9ac60188vlmtbrcddhxii1,S. Bornauw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545326201,25,5,1,1,9,dt4pinj0vw0t0cvz7za6mhmzy,1,82,100.6,2023-05-07T15:31:34.823Z,2023-05-07T15:32:50Z,4259503709,233,12,4259503681,56,Left,4259503683,347,,,,,,,,,,,,,,,,,cy0lv5u16obr2ne4xiins43x1,S. Haller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545326225,26,1,1,1,16,dt4pinj0vw0t0cvz7za6mhmzy,1,76.6,100,2023-05-07T15:31:41.985Z,2023-05-07T15:31:43Z,4259503835,56,Left,4259503845,213,3.5,4259503843,212,25.3,4259503837,140,54.0,4259503833,107,,4259503847,1,,4259503841,141,88.2,,,,cl6720rdjeubt0bc3su0qg3qh,J. Ryerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545326285,27,1,1,1,19,dt4pinj0vw0t0cvz7za6mhmzy,1,46.9,85.1,2023-05-07T15:31:44.832Z,2023-05-07T15:31:48Z,4259504195,140,46.0,4259504197,141,41.2,4259504199,212,29.9,4259504201,213,4.7,4259504193,56,Back,,,,,,,,,,cd6i7khi5wgsfsg19c9tcjydx,M. Hummels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545326389,28,1,1,1,22,dt4pinj0vw0t0cvz7za6mhmzy,1,46.4,43.3,2023-05-07T15:31:47.906Z,2023-05-07T15:31:53Z,4259504727,212,18.0,4259504729,213,5.6,4259504723,140,60.1,4259504721,56,Center,4259504725,141,27.5,,,,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545326425,29,1,1,1,27,dt4pinj0vw0t0cvz7za6mhmzy,1,60.1,27.5,2023-05-07T15:31:53.376Z,2023-05-07T15:31:55Z,4259504957,141,26.8,4259504953,56,Center,4259504959,212,7.4,4259504955,140,67.1,4259504961,213,6.2,,,,,,,,,,7q96z3aaee5jyccb8pjthi8kp,D. Malen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545326541,30,1,1,1,32,dt4pinj0vw0t0cvz7za6mhmzy,1,67.5,29,2023-05-07T15:31:57.904Z,2023-05-07T15:32:00Z,4259505495,212,12.4,4259505491,140,65.4,4259505497,213,4.5,4259505489,56,Right,4259505493,141,11.0,,,,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545326567,31,1,1,1,34,dt4pinj0vw0t0cvz7za6mhmzy,1,65.4,11,2023-05-07T15:32:00.529Z,2023-05-07T15:32:01Z,4259505611,56,Right,4259505617,212,23.6,4259505619,213,6.2,4259505613,140,87.8,4259505615,141,9.1,,,,,,,,,,5irixhhyayq9yl7sb2kohjrv9,M. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545326677,32,1,1,1,36,dt4pinj0vw0t0cvz7za6mhmzy,1,89,6.8,2023-05-07T15:32:01.856Z,2023-05-07T15:32:05Z,4259506201,56,Right,4259506205,141,5.9,4259506203,140,79.6,4259506209,213,3.2,4259506207,212,9.9,,,,,,,,,,7q96z3aaee5jyccb8pjthi8kp,D. Malen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545326693,33,1,1,1,40,dt4pinj0vw0t0cvz7za6mhmzy,1,79.6,5.9,2023-05-07T15:32:05.776Z,2023-05-07T15:32:06Z,4259506305,56,Right,4259506313,213,2.2,4259506307,140,75.9,4259506309,141,14.5,4259506311,212,7.0,,,,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545326765,34,1,1,1,40,dt4pinj0vw0t0cvz7za6mhmzy,1,75.9,14.5,2023-05-07T15:32:06.497Z,2023-05-07T15:32:09Z,4259506655,212,6.8,4259506649,56,Right,4259506651,140,69.5,4259506657,213,3.0,4259506653,141,16.4,,,,,,,,,,7q96z3aaee5jyccb8pjthi8kp,D. Malen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545326809,35,1,1,1,43,dt4pinj0vw0t0cvz7za6mhmzy,1,69.5,16.4,2023-05-07T15:32:09.632Z,2023-05-07T15:32:12Z,4259506877,213,1.9,4259506869,56,Center,4259506873,141,40.0,4259506875,212,17.2,4259506871,140,63.5,,,,,,,,,,5irixhhyayq9yl7sb2kohjrv9,M. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545326889,36,1,1,1,47,dt4pinj0vw0t0cvz7za6mhmzy,1,63.5,40,2023-05-07T15:32:12.833Z,2023-05-07T15:32:16Z,4259507181,56,Left,4259507183,140,68.9,4259507193,212,29.0,4259507187,141,81.8,4259507199,213,1.4,,,,,,,,,,7lai6ovwsl01gonutejt4mms5,E. Can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545326931,37,1,1,1,50,dt4pinj0vw0t0cvz7za6mhmzy,1,63.4,74.6,2023-05-07T15:32:16.385Z,2023-05-07T15:32:18Z,4259507425,141,73.2,4259507427,212,26.6,4259507429,213,3.2,4259507417,56,Back,4259507421,140,38.1,,,,,,,,,,cl6720rdjeubt0bc3su0qg3qh,J. Ryerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545326991,38,1,1,1,52,dt4pinj0vw0t0cvz7za6mhmzy,1,38,73.1,2023-05-07T15:32:18.032Z,2023-05-07T15:32:21Z,4259507715,56,Back,4259507725,213,4.8,4259507719,141,30.8,4259507717,140,39.1,4259507721,212,28.8,,,,,,,,,,cd6i7khi5wgsfsg19c9tcjydx,M. Hummels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545327075,39,1,1,1,56,dt4pinj0vw0t0cvz7za6mhmzy,1,38.7,25.9,2023-05-07T15:32:21.792Z,2023-05-07T15:32:25Z,4259508191,141,4.4,4259508193,212,18.6,4259508195,213,5.4,4259508189,140,49.6,4259508187,56,Back,,,,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545327081,40,50,1,1,59,dt4pinj0vw0t0cvz7za6mhmzy,1,59.2,8.4,2023-05-07T15:32:25.313Z,2023-05-07T15:32:27Z,4259508225,286,,4259508399,233,13,4259508223,56,Right,,,,,,,,,,,,,,,,5irixhhyayq9yl7sb2kohjrv9,M. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545327095,13,7,1,1,59,a8l3w3n0j99qjlsxj3jnmgkz1,1,40.8,91.6,2023-05-07T15:32:25.314Z,2023-05-07T15:32:38Z,4259508299,56,Back,4259508373,233,40,4259508301,285,,,,,,,,,,,,,,,,,b7cso5zljdvzfila9zd4fz4ve,J. Kamiński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545327107,14,49,1,2,1,a8l3w3n0j99qjlsxj3jnmgkz1,1,57.5,76.1,2023-05-07T15:32:27.174Z,2023-05-07T15:32:26Z,,,,,,,,,,,,,,,,,,,,,,,,,aplc9mad75h1k90o3qla9c7l6,P. Wimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545327121,15,1,1,2,1,a8l3w3n0j99qjlsxj3jnmgkz1,0,57.5,76.1,2023-05-07T15:32:27.399Z,2023-05-07T15:32:29Z,4259508569,236,,4259508575,286,,4259508415,56,Center,4259508419,140,55.8,4259508427,212,2.6,4259508431,213,3.9,4259508571,233,41,4259508423,141,73.4,aplc9mad75h1k90o3qla9c7l6,P. Wimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545327139,41,74,1,2,1,dt4pinj0vw0t0cvz7za6mhmzy,1,36.7,26.5,2023-05-07T15:32:27.400Z,2023-05-07T15:32:52Z,4259508583,233,15,4259508515,56,Back,4259508517,285,,,,,,,,,,,,,,,,,7lai6ovwsl01gonutejt4mms5,E. Can,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545327197,16,3,1,2,4,a8l3w3n0j99qjlsxj3jnmgkz1,1,73,49.5,2023-05-07T15:32:30.503Z,2023-05-07T15:32:32Z,4259508809,233,42,4259508761,56,Center,4259508763,286,,,,,,,,,,,,,,,,,aplc9mad75h1k90o3qla9c7l6,P. Wimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
