id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/10/value,qualifier/12/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2451430729,1,34,16,0,0,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2022-08-27T12:41:57.905Z,2022-08-27T13:34:39Z,3734578713,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3734578717,194,9xl238e13utd2ondzqi51ka1h,3734703215,197,6345,3734578705,59,"13, 27, 2, 30, 4, 33, 11, 6, 9, 10, 24, 1, 7, 8, 17, 20, 29, 35, 40, 41",3734578721,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3734578697,30,"dvo2f7d0yosn404wsrsgeprdh, f3xm12deg7xf3g2n3yk11npat, 8kydif03gk6apce8xwl9w3ht5, 9taxidttdt94nmvc3mqhqq0ut, 4fvtwbl1hrxgs9lg957rxladx, cfpaejad8i9p2r1fj0wx0g222, 6b7p3ncup75mpop91n0u1mw2d, dgysidzshgxqm3jegaihwi5wq, 9xl238e13utd2ondzqi51ka1h, bax0ggbhejk7kpcezkyg3hai2, 7lohomjw8xbl5eymcqhrtytw5, 8td0ccul6gf7r5benk1pxqrx1, aahyom322jdc6f21960ycuzth, 8n0dskalmx94ofiq6jewa22tx, 58jjd14yvf4d6tvqcz4xo3a7e, 1n0y675l767w55pipq5lgj1zp, 5qc0owkwmgk74qy13ft3kpg5, bjjll8tgbxink1ly3gmw5w4ph, 8czesxhh2bedy0ukqb95rk82d, w2jovd0ta6to004lvlri5gtm",3734578709,130,8,3734578701,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451431727,1,34,16,0,0,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2022-08-27T12:43:33.646Z,2022-08-27T13:38:05Z,3734583951,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3734583929,30,"8l1mv5qd9vwade754v3l8epjp, cl6720rdjeubt0bc3su0qg3qh, emtrl7rrhp3ybsibf1f89kyj9, 3g9riero16s160evc28u3q3u1, cab22ojcuhdzdwmbtl20n8i51, 1ywfkwrcysdlvkt859q00kt7t, 9qzxygb9hyzag1szans0k2jth, 24vavcwn4hco5je9kdu9ciwgl, 5xhjvappzv6swoof5qpi0yj9, cywgibmici8hwp1ad1nhk3ufp, 1vv29mash2uijx542ssjk666t, 87jamhsc8ps9kh5432u36kjc9, e482cluaxyc6o2auawo9d7npx, 5pnfmmq8b8jxmp1qnf82d8out, f0x3pa532agezdjdzcsp94l49, 7424gvk9hiq5up61dj181y66t, 254i1zsifi2er9rvuxgi9katx, 52t6t7cdsr0fjs9ukmwo9y7rp, dadiwuzf33969g3808sdd9brp, 7446u69ki15qcyq2jtszacm3t",3734583939,130,12,3734583933,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3734583935,59,"1, 6, 23, 4, 31, 5, 2, 19, 45, 27, 8, 3, 7, 11, 13, 17, 24, 28, 32, 37",3734728799,197,16256,3734583943,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3734583947,194,1vv29mash2uijx542ssjk666t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454249,2,32,1,0,0,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2022-08-27T13:30:34.962Z,2022-08-27T20:57:36Z,3734705591,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454259,2,32,1,0,0,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2022-08-27T13:30:34.962Z,2022-08-27T13:30:36Z,3734705625,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454269,3,1,1,0,0,cz4a6wmzx2obyisadhgaccx7b,1,50.1,50,2022-08-27T13:30:35.004Z,2022-08-27T21:16:16Z,3734705665,212,20.8,3734705663,141,33.1,3734705667,213,3.7,3737493601,178,,3734705669,279,S,3734705661,140,33.6,3734705659,56,Back,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454293,4,1,1,0,3,cz4a6wmzx2obyisadhgaccx7b,0,33.6,33.1,2022-08-27T13:30:38.855Z,2022-08-27T21:16:22Z,3734705749,141,75.6,3734705751,212,45.3,3737493871,178,,3734705743,155,,3734705745,56,Center,3734705753,213,0.7,3734705755,1,,3734705747,140,66.8,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454309,3,1,1,0,6,a8d2gb2nag8fy0itbuxmcibh2,0,32.7,25.9,2022-08-27T13:30:41.666Z,2022-08-27T21:17:10Z,3734705819,141,39.2,3734705821,212,15.6,3734705823,213,0.6,3734705815,56,Back,3734705813,3,,3734705817,140,44.8,3737496233,388,,,,,9qzxygb9hyzag1szans0k2jth,M. Thorsby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454359,5,1,1,0,9,cz4a6wmzx2obyisadhgaccx7b,0,56.3,62.7,2022-08-27T13:30:44.277Z,2022-08-27T21:17:18Z,3734706023,213,4.8,3734706013,3,,3734706015,56,Center,3734706017,140,57.5,3734706021,212,19.4,3734706019,141,34.3,3737496509,388,,,,,9taxidttdt94nmvc3mqhqq0ut,A. Král,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454419,4,4,1,0,11,a8d2gb2nag8fy0itbuxmcibh2,1,44,67.8,2022-08-27T13:30:46.933Z,2022-08-27T21:17:24Z,3734706257,152,,3734706273,233,6,3734706253,294,,3734706255,56,Back,3734706259,286,,3734706251,13,,,,,,,,24vavcwn4hco5je9kdu9ciwgl,J. Haberer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451454395,6,4,1,0,11,cz4a6wmzx2obyisadhgaccx7b,0,56,32.2,2022-08-27T13:30:46.934Z,2022-08-27T21:17:24Z,3734706147,56,Center,3734706153,285,,3734706309,233,4,3734706145,13,,3737496715,178,,3734706149,152,,3735142645,294,,,,,6b7p3ncup75mpop91n0u1mw2d,M. Bülter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
