id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId
2503377639,7,1,1,0,12,ex3psl8e3ajeypwjy4xfltpx6,1,35.6,51.2,2023-02-03T19:30:37.575Z,2023-02-04T06:55:27Z,4009424723,141,48.1,4009424725,212,18.3,4010331967,178,,4009424719,56,Back,4009424727,213,3.3,4009424721,140,18.3,,,,,,,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503377657,8,1,1,0,17,ex3psl8e3ajeypwjy4xfltpx6,1,18.9,48.2,2023-02-03T19:30:42.626Z,2023-02-04T06:55:30Z,4009424831,140,19.7,4009424829,56,Back,4009424837,213,4.8,4010331979,178,,4009424835,212,15.0,4009424833,141,26.2,,,,,,,61xxo4zsk6hby0swa756l3wlx,R. Gikiewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503377713,9,1,1,0,19,ex3psl8e3ajeypwjy4xfltpx6,1,20.1,20.3,2023-02-03T19:30:45.271Z,2023-02-04T06:55:33Z,4009425091,56,Back,4009425101,212,11.2,4009425099,141,6.5,4010332003,178,,4009425095,140,25.9,4009425103,213,5.3,,,,,,,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503377753,10,1,1,0,22,ex3psl8e3ajeypwjy4xfltpx6,1,26.4,7.6,2023-02-03T19:30:47.615Z,2023-02-04T06:55:37Z,4009425339,212,13.1,4009425335,141,23.7,4009425331,140,19.5,4009425329,56,Back,4010332015,178,,4009425341,213,2.2,,,,,,,5arng6g4ietx2jwgcd2kpqdpl,R. Gumny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503377771,11,1,1,0,24,ex3psl8e3ajeypwjy4xfltpx6,1,19.2,24.4,2023-02-03T19:30:50.080Z,2023-02-04T06:55:41Z,4009425437,141,23.0,4009425441,213,6.2,4009425439,212,13.0,4009425435,140,31.5,4010332031,178,,4009425433,56,Back,,,,,,,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503377809,12,1,1,0,25,ex3psl8e3ajeypwjy4xfltpx6,1,31.5,23,2023-02-03T19:30:50.926Z,2023-02-04T06:55:45Z,4010332053,178,,4009425591,140,31.3,4009425597,213,4.7,4009425593,141,5.5,4009425595,212,11.9,4009425589,56,Back,,,,,,,b6woton2db3w4rm67vu69buy2,A. Engels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503377835,13,1,1,0,26,ex3psl8e3ajeypwjy4xfltpx6,1,31.3,5.5,2023-02-03T19:30:52.270Z,2023-02-04T06:55:49Z,4009425737,141,9.1,4010332095,178,,4009425741,213,0.1,4009425739,212,17.6,4009425733,56,Back,4009425735,140,47.9,,,,,,,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503377855,14,1,1,0,29,ex3psl8e3ajeypwjy4xfltpx6,1,43.7,14.3,2023-02-03T19:30:55.368Z,2023-02-04T06:55:52Z,4009425867,212,14.7,4009425861,56,Back,4009425863,140,37.8,4009425865,141,33.9,4010332111,178,,4009425869,213,2.0,,,,,,,3er9krmf0k6dhv6f9ltztfend,A. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503377879,15,1,1,0,33,ex3psl8e3ajeypwjy4xfltpx6,1,36.2,41,2023-02-03T19:30:58.506Z,2023-02-04T06:55:57Z,4009426025,212,28.6,4009426023,141,81.4,4010332141,178,,4009426021,140,43.8,4009426027,213,1.3,4009426019,56,Back,,,,,,,4kolmisdpprx0wrahisadl5n9,E. Rexhbeçaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503377919,16,1,1,0,36,ex3psl8e3ajeypwjy4xfltpx6,1,48.4,89,2023-02-03T19:31:01.758Z,2023-02-04T06:56:00Z,4009426221,140,58.9,4009426227,213,0.5,4009426219,56,Left,4010332159,178,,4009426225,212,12.3,4009426223,141,96.9,,,,,,,3j2pv0methgc8k8rtqbi079p1,F. Uduokhai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503548329,1046,83,1,0,39,7ad69ngbpjuyzv96drf8d9sn2,1,43.2,20.9,2023-02-03T19:31:04.705Z,2023-02-04T07:23:16Z,4010349215,399,207280,,,,,,,,,,,,,,,,,,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503377925,17,1,1,0,39,ex3psl8e3ajeypwjy4xfltpx6,0,57.6,79.7,2023-02-03T19:31:04.706Z,2023-02-04T06:56:05Z,4009426267,213,6.0,4009426261,140,68.3,4009426259,56,Center,4009426717,233,8,4010332181,178,,4009426263,141,75.1,4009426265,212,11.7,,,,egmcpa7j5clzga5m0zvg2f105,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503377947,6,49,1,0,40,7ad69ngbpjuyzv96drf8d9sn2,1,22.7,20.5,2023-02-03T19:31:06.311Z,2023-02-04T06:56:13Z,,,,,,,,,,,,,,,,,,,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503377961,7,1,1,0,40,7ad69ngbpjuyzv96drf8d9sn2,0,22.7,20.5,2023-02-03T19:31:06.352Z,2023-02-04T06:56:19Z,4009426423,141,23.6,4009426425,212,13.0,4010332265,178,,4009426419,56,Back,4009426421,140,34.9,4009426427,213,0.2,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503377941,5,43,1,0,41,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2023-02-03T19:31:06.614Z,2023-02-04T00:25:38Z,4009426347,141,20.2,4010078039,144,1,4009426343,56,Back,4009426345,140,22.7,4009426349,212,12.5,4009426351,213,2.7,,,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503377951,18,49,1,0,41,ex3psl8e3ajeypwjy4xfltpx6,1,62.7,66.1,2023-02-03T19:31:07.344Z,2023-02-04T06:56:22Z,,,,,,,,,,,,,,,,,,,,,,,,,4kolmisdpprx0wrahisadl5n9,E. Rexhbeçaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503377973,19,1,1,0,43,ex3psl8e3ajeypwjy4xfltpx6,0,60.1,65.4,2023-02-03T19:31:09.295Z,2023-02-04T06:56:28Z,4009426633,233,8,4009426481,140,65.8,4009426487,213,0.4,4010332315,178,,4009426637,286,,4009426485,212,6.5,4009426631,236,,4009426479,56,Center,4kolmisdpprx0wrahisadl5n9,E. Rexhbeçaj,4009426483,141,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503377987,8,74,1,0,43,7ad69ngbpjuyzv96drf8d9sn2,1,32.7,25.9,2023-02-03T19:31:09.448Z,2023-02-04T06:56:32Z,4009426667,233,19,4010332345,178,,4009426537,285,,4009426535,56,Back,,,,,,,,,,,,,6rg37ej1x7pwi7r4aq1107pih,E. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503378027,9,49,1,0,45,7ad69ngbpjuyzv96drf8d9sn2,1,35.1,46,2023-02-03T19:31:11.027Z,2023-02-04T06:56:38Z,,,,,,,,,,,,,,,,,,,,,,,,,8mcf8c8ht32as6xxrf1gb51m2,A. Adli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503378051,10,1,1,0,45,7ad69ngbpjuyzv96drf8d9sn2,1,35.1,46,2023-02-03T19:31:11.443Z,2023-02-04T06:56:42Z,4009426911,141,68.3,4009426909,140,34.2,4009426913,212,15.2,4009426915,213,1.6,4010332407,178,,4009426907,56,Back,,,,,,,8mcf8c8ht32as6xxrf1gb51m2,A. Adli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503378089,11,1,1,0,49,7ad69ngbpjuyzv96drf8d9sn2,1,38.7,83.3,2023-02-03T19:31:15.282Z,2023-02-04T06:56:45Z,4009427087,140,26.4,4009427089,141,72.8,4010332429,178,,4009427093,212,14.8,4009427083,56,Back,4009427095,213,3.6,,,,,,,a41r2ob5fhirgdwxwox6nr4yx,M. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503378141,12,1,1,0,52,7ad69ngbpjuyzv96drf8d9sn2,1,26.1,64.2,2023-02-03T19:31:18.249Z,2023-02-04T06:56:48Z,4009427345,141,23.8,4009427343,140,27.2,4009427349,213,4.8,4010332449,178,,4009427347,212,27.5,4009427341,56,Back,,,,,,,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503378207,13,1,1,0,57,7ad69ngbpjuyzv96drf8d9sn2,1,30.8,21.7,2023-02-03T19:31:23.009Z,2023-02-04T06:56:52Z,4010332457,178,,4009427679,56,Back,4009427683,141,37.9,4009427685,212,11.8,4009427681,140,26.7,4009427687,213,1.9,,,,,,,cis0z72hgahfnfjduk7hdnz3e,O. Kossounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503378221,14,1,1,1,2,7ad69ngbpjuyzv96drf8d9sn2,1,37.5,51.5,2023-02-03T19:31:27.853Z,2023-02-04T06:56:56Z,4009427749,141,72.0,4009427751,212,15.1,4009427745,56,Back,4010332483,178,,4009427747,140,32.0,4009427753,213,2.0,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503378237,15,1,1,1,5,7ad69ngbpjuyzv96drf8d9sn2,1,31.4,72.3,2023-02-03T19:31:30.726Z,2023-02-04T06:56:59Z,4010332503,178,,4009427843,213,0.1,4009427833,140,53.7,4009427837,141,74.9,4009427829,56,Center,4009427841,212,23.5,,,,,,,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503378243,16,61,1,1,6,7ad69ngbpjuyzv96drf8d9sn2,1,53.7,74.9,2023-02-03T19:31:31.993Z,2023-02-04T06:57:03Z,4010332539,178,,4009427869,56,Center,,,,,,,,,,,,,,,,,,,8mcf8c8ht32as6xxrf1gb51m2,A. Adli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503378257,17,1,1,1,7,7ad69ngbpjuyzv96drf8d9sn2,1,38.1,77.7,2023-02-03T19:31:32.830Z,2023-02-04T06:57:07Z,4009427933,213,5.9,4009427921,56,Center,4009427927,141,67.1,4010332561,178,,4009427923,140,54.3,4009427931,212,18.5,,,,,,,a41r2ob5fhirgdwxwox6nr4yx,M. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503378265,18,1,1,1,8,7ad69ngbpjuyzv96drf8d9sn2,0,54.3,67.1,2023-02-03T19:31:34.194Z,2023-02-04T06:57:14Z,4009427963,213,4.3,4009428067,233,20,4010332615,178,,4009427957,140,54.0,4009428071,286,,4009427955,56,Center,4009427961,212,0.9,4009428065,236,,e4vr28e9cbq3q5nux1jlpuuei,A. Hložek,4009427959,141,65.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503378283,20,74,1,1,8,ex3psl8e3ajeypwjy4xfltpx6,1,40.9,27.1,2023-02-03T19:31:34.306Z,2023-02-04T06:57:17Z,4009428031,56,Back,4010332657,178,,4009428033,285,,4009428095,233,18,,,,,,,,,,,,,4kolmisdpprx0wrahisadl5n9,E. Rexhbeçaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503378293,21,49,1,1,9,ex3psl8e3ajeypwjy4xfltpx6,1,45.6,17.7,2023-02-03T19:31:35.449Z,2023-02-04T06:57:22Z,,,,,,,,,,,,,,,,,,,,,,,,,3er9krmf0k6dhv6f9ltztfend,A. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503378353,22,1,1,1,10,ex3psl8e3ajeypwjy4xfltpx6,1,45.6,17.7,2023-02-03T19:31:35.505Z,2023-02-04T06:57:28Z,4010332717,388,,4009428371,56,Back,4009428377,212,15.4,4009428373,140,37.0,4009428375,141,36.1,4009428379,213,2.2,,,,,,,3er9krmf0k6dhv6f9ltztfend,A. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503378411,23,1,1,1,15,ex3psl8e3ajeypwjy4xfltpx6,1,40.2,59.1,2023-02-03T19:31:40.920Z,2023-02-04T06:57:31Z,4010332725,178,,4009428619,212,15.2,4009428607,56,Back,4009428615,141,81.5,4009428611,140,40.0,4009428623,213,1.6,,,,,,,4kolmisdpprx0wrahisadl5n9,E. Rexhbeçaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503378449,24,1,1,1,20,ex3psl8e3ajeypwjy4xfltpx6,1,40.8,70.9,2023-02-03T19:31:46.441Z,2023-02-04T06:57:35Z,4009428819,141,33.1,4009428811,56,Back,4009428823,213,4.6,4009428815,140,38.4,4010332733,178,,4009428821,212,25.8,,,,,,,3j2pv0methgc8k8rtqbi079p1,F. Uduokhai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503378467,25,1,1,1,24,ex3psl8e3ajeypwjy4xfltpx6,1,41.5,26.8,2023-02-03T19:31:49.850Z,2023-02-04T06:57:39Z,4009428921,56,Right,4009428927,212,18.3,4009428929,213,5.3,4009428923,140,50.9,4009428925,141,4.1,4010332753,178,,,,,,,,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503378501,26,1,1,1,27,ex3psl8e3ajeypwjy4xfltpx6,1,54,7.3,2023-02-03T19:31:52.873Z,2023-02-04T06:57:42Z,4009429105,213,2.4,4009429103,212,18.3,4010332761,178,,4009429099,140,40.7,4009429097,56,Back,4009429101,141,24.7,,,,,,,5arng6g4ietx2jwgcd2kpqdpl,R. Gumny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503378529,27,1,1,1,31,ex3psl8e3ajeypwjy4xfltpx6,1,42.2,20.6,2023-02-03T19:31:57.201Z,2023-02-04T06:57:45Z,4009429273,140,53.5,4009429283,213,5.5,4009429281,212,16.2,4010332773,178,,4009429277,141,4.3,4009429271,56,Right,,,,,,,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503378573,28,1,1,1,33,ex3psl8e3ajeypwjy4xfltpx6,1,55,4.6,2023-02-03T19:31:59.145Z,2023-02-04T06:57:48Z,4009429513,213,0.0,4010332785,178,,4009429507,140,74.9,4009429505,56,Right,4009429509,141,4.9,4009429511,212,20.9,,,,,,,5arng6g4ietx2jwgcd2kpqdpl,R. Gumny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503378603,29,1,1,1,36,ex3psl8e3ajeypwjy4xfltpx6,1,72.6,4.6,2023-02-03T19:32:02.289Z,2023-02-04T06:57:52Z,4009429653,141,14.4,4009429655,212,7.1,4009429651,140,74.9,4009429649,56,Right,4009429657,213,1.2,4010332799,178,,,,,,,,3er9krmf0k6dhv6f9ltztfend,A. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503378625,30,1,1,1,38,ex3psl8e3ajeypwjy4xfltpx6,0,85.5,12.3,2023-02-03T19:32:04.441Z,2023-02-04T06:57:55Z,4009429785,2,,4009429789,56,Center,4010332817,178,,4009429787,155,,4009429917,345,,4009429793,141,51.3,4009429795,212,30.8,4010080195,224,,5arng6g4ietx2jwgcd2kpqdpl,R. Gumny,4010080263,20,,4009429791,140,100.0,4009429797,213,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2503378641,19,5,1,1,41,7ad69ngbpjuyzv96drf8d9sn2,1,-0.6,45,2023-02-03T19:32:06.625Z,2023-02-04T06:58:00Z,4009429849,56,Back,4009429851,346,,4009429873,233,31,,,,,,,,,,,,,,,,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503378633,31,5,1,1,41,ex3psl8e3ajeypwjy4xfltpx6,0,100.6,55,2023-02-03T19:32:06.625Z,2023-02-04T06:58:00Z,4009429901,233,19,4009429825,56,Center,4009429827,346,,,,,,,,,,,,,,,,,5arng6g4ietx2jwgcd2kpqdpl,R. Gumny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503378859,20,1,1,1,57,7ad69ngbpjuyzv96drf8d9sn2,1,5.1,40.6,2023-02-03T19:32:22.572Z,2023-02-04T06:58:19Z,4009431075,56,Back,4009431073,124,,4009431079,141,61.2,4009431083,213,1.1,4009431081,212,15.4,4009431087,237,,4009631059,189,,4009431077,140,11.1,cg6h7oq0b5zpx1g4brhzyk1xx,L. Hrádecký,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503378885,21,1,1,1,58,7ad69ngbpjuyzv96drf8d9sn2,1,11.1,61.2,2023-02-03T19:32:23.891Z,2023-02-04T06:58:15Z,4009431219,212,8.6,4009431213,56,Back,4009439491,189,,4009431221,213,4.2,4009431215,140,6.8,4010332943,178,,4009431217,141,50.4,,,,4foax2b7unlkev1eq6py86lii,P. Hincapié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503378913,22,1,1,2,2,7ad69ngbpjuyzv96drf8d9sn2,1,6.3,48.8,2023-02-03T19:32:27.635Z,2023-02-04T06:58:09Z,4009431377,140,44.4,4010332899,178,,4009431381,212,40.1,4009431383,213,0.1,4009431379,141,53.3,4009431385,1,,4009431375,56,Back,4009431373,155,,cg6h7oq0b5zpx1g4brhzyk1xx,L. Hrádecký,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503378917,23,4,1,2,5,7ad69ngbpjuyzv96drf8d9sn2,1,43.8,54.4,2023-02-03T19:32:30.999Z,2023-02-04T06:58:25Z,4009431479,233,32,4009431409,56,Back,4009431411,152,,4009431407,13,,4009431415,286,,4009431413,265,,,,,,,,e4vr28e9cbq3q5nux1jlpuuei,A. Hložek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
