id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/16/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2442456009,1,34,16,0,0,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2022-08-06T12:40:20.717Z,2022-08-06T13:28:08Z,3686893663,59,"26, 25, 30, 27, 28, 3, 42, 8, 38, 22, 32, 1, 2, 5, 11, 14, 18, 29, 31, 33",3686893661,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3686893667,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3686893665,130,8,3686996243,194,b7ve7k983eaewnupejiow3jdh,3686893659,30,"920yurg08gqayxwc80q9f8ixh, d36na8jr6xcc8eronhy8mcz1m, b7ve7k983eaewnupejiow3jdh, ejnh215cji6xou661kiwcc91x, 84mp3eqt1ckw107hwxpby9cd1, 6o2v57d92t1mejod24gmufcut, 7o11dzx2cccrslutrjl16ik89, f5ln82l8q7gvouj3zhsp5t4gl, 7c6034wb3zsuq9nhxxiahiuol, dglkt5h4m18p1qcj2uhqymvv9, 2az0f39bhz2kvxhopalzi0h5h, 3r2j2j3v6kgmauw5yv9j3x1hx, 84l7r4ud9ipuf9vc3ib5b4l0q, e8dpcth2x1y0zbaovljbgk5hx, mugwhiw6mwgjf5797wlnjzdh, 7at6knpizbafid4br861pi6zt, 3w8uk04gxlm4tj4hmsc3msmvp, arjwwth6yazptr851wu2u6e0a, 6qujoqysad60h70f3ac5n9ch6, 2es4ydlcwwasm6mu7rmey5r3e",3686992145,197,16251,3686893669,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442456317,1,34,16,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2022-08-06T12:40:52.984Z,2022-08-06T13:41:03Z,3686895069,59,"1, 20, 22, 6, 23, 19, 10, 8, 28, 9, 13, 2, 3, 7, 18, 24, 25, 26, 32, 37",3686953229,194,tedxo29s8xx0a71z6sidw7v9,3686895065,30,"61xxo4zsk6hby0swa756l3wlx, d8h5ge9ust20o7us968acnsnp, 4gmknefwu0tt33z88tu75xmg9, tedxo29s8xx0a71z6sidw7v9, bs6f5ag1f47ropxefrybtaktl, 3j2pv0methgc8k8rtqbi079p1, 3er9krmf0k6dhv6f9ltztfend, 8ls8npa774mbrxje10ff46sb9, yxuavigqlnnigve5ki4tfemt, avk9yje6h4nndg3cufnbu2imt, 4kolmisdpprx0wrahisadl5n9, 5arng6g4ietx2jwgcd2kpqdpl, egmcpa7j5clzga5m0zvg2f105, 48xfkorlx0hu677np4669wbth, emglxnqrlqskt8krglv7sziwa, 9bzlvn0twr2b5z30k30gugw5x, 19i0qsgzkuzg3b19zogzh7o16, 3uj9aygyfvo2sm844e72oeesq, 89hc9e27swp796vy7yvylg3x1, bkcsemz8a4gie4v9z1u4h6221",3686895073,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3686895067,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3686895075,197,16364,3686895077,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3686895071,130,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442475967,2,32,1,0,0,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2022-08-06T13:30:10.516Z,2022-08-06T13:30:14Z,3687000905,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442475965,2,32,1,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2022-08-06T13:30:10.516Z,2022-08-07T04:15:00Z,3687000879,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442475999,3,1,1,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,50.1,50,2022-08-06T13:30:10.542Z,2022-08-07T11:24:34Z,3687001019,140,31.3,3687001025,213,3.0,3687001027,279,S,3687001021,141,53.6,3687001023,212,19.9,3687001017,56,Back,3690442153,178,,,,,avk9yje6h4nndg3cufnbu2imt,E. Demirović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476011,4,1,1,0,2,ex3psl8e3ajeypwjy4xfltpx6,0,30.2,53,2022-08-06T13:30:13.281Z,2022-08-07T04:23:22Z,3690442663,178,,3687001095,155,,3687001097,56,Left,3687001105,213,0.4,3687001101,141,86.3,3687001107,1,,3687001099,140,78.3,3687001103,212,55.3,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476017,3,44,1,0,5,6k5zscdm9ufw0tguvzyjlp5hq,1,22.4,13,2022-08-06T13:30:16.362Z,2022-08-07T06:08:04Z,3687001133,285,,3687001135,233,5,3687001131,56,Back,,,,,,,,,,,,,,,,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476015,5,44,1,0,5,ex3psl8e3ajeypwjy4xfltpx6,0,77.6,87,2022-08-06T13:30:16.363Z,2022-08-07T04:23:42Z,3687001275,233,3,3687001127,56,Left,3687001129,286,,,,,,,,,,,,,,,,,yxuavigqlnnigve5ki4tfemt,A. Hahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476021,4,1,1,0,5,6k5zscdm9ufw0tguvzyjlp5hq,0,27.9,7.7,2022-08-06T13:30:16.377Z,2022-08-07T06:08:04Z,3687001161,141,0.0,3687001165,213,5.6,3687001155,3,,3687001163,212,9.6,3687001157,56,Back,3690443755,388,,3687001159,140,34.9,,,,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476025,5,5,1,0,8,6k5zscdm9ufw0tguvzyjlp5hq,0,34.4,-1.4,2022-08-06T13:30:18.675Z,2022-08-07T04:24:02Z,3687001181,347,,3687001665,233,6,3687001179,56,Back,,,,,,,,,,,,,,,,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
