id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/12/value,qualifier/13/value,qualifier/10/value,qualifier/15/value,keyPass,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2521804825,9,8,1,0,30,dt4pinj0vw0t0cvz7za6mhmzy,1,23.8,74.7,2023-03-18T17:30:40.303Z,2023-03-19T01:45:03Z,4108356203,178,,4107502091,384,,4106678717,56,Back,,,,,,,,,,,,,,,,2nqhczrkd45rdu5fcmq1wjo45,M. Dahoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521804829,10,49,1,0,33,dt4pinj0vw0t0cvz7za6mhmzy,1,14.6,65,2023-03-18T17:30:43.295Z,2023-03-19T01:45:15Z,,,,,,,,,,,,,,,,,,,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521804865,11,1,1,0,33,dt4pinj0vw0t0cvz7za6mhmzy,1,14.6,65,2023-03-18T17:30:43.307Z,2023-03-19T01:45:20Z,4106678903,212,14.0,4106678901,141,48.1,4106678899,140,7.0,4106678905,213,4.1,4106678897,56,Back,4108357167,178,,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521804899,12,1,1,0,34,dt4pinj0vw0t0cvz7za6mhmzy,1,7.2,47.9,2023-03-18T17:30:45.069Z,2023-03-19T01:45:28Z,4106679091,212,33.8,4106679089,141,4.7,4108357449,178,,4106679093,213,5.2,4106679085,56,Back,4106679087,140,23.1,4106679095,1,,,,,2jrntrq2x714pviioh3jnkted,A. Meyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521804921,13,1,1,0,38,dt4pinj0vw0t0cvz7za6mhmzy,1,23.2,4.9,2023-03-18T17:30:48.815Z,2023-03-19T01:45:34Z,4106679203,140,33.1,4106679207,212,13.0,4106679201,56,Back,4106679205,141,16.5,4108357753,178,,4106679209,213,0.6,,,,,,,5irixhhyayq9yl7sb2kohjrv9,M. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521804933,14,1,1,0,40,dt4pinj0vw0t0cvz7za6mhmzy,1,33.1,16.5,2023-03-18T17:30:50.973Z,2023-03-19T01:45:49Z,4106679263,56,Back,4108358631,178,,4106679267,141,13.7,4106679265,140,39.6,4106679271,213,6.0,4106679269,212,7.1,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521804993,15,1,1,0,42,dt4pinj0vw0t0cvz7za6mhmzy,1,41.2,13.7,2023-03-18T17:30:53.104Z,2023-03-19T01:45:58Z,4106679547,140,54.2,4108359183,178,,4106679549,141,7.7,4106679553,213,6.0,4106679545,56,Right,4106679551,212,14.2,,,,,,,7q96z3aaee5jyccb8pjthi8kp,D. Malen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805017,16,1,1,0,48,dt4pinj0vw0t0cvz7za6mhmzy,1,75,22,2023-03-18T17:30:58.733Z,2023-03-19T01:46:09Z,4108359955,178,,4106679693,56,Center,4106679701,213,0.2,4106679697,141,26.3,4106679695,140,92.0,4106679699,212,18.1,,,,,,,5irixhhyayq9yl7sb2kohjrv9,M. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805049,17,1,1,0,50,dt4pinj0vw0t0cvz7za6mhmzy,0,92,26.3,2023-03-18T17:31:00.189Z,2023-03-19T01:46:13Z,4106679877,141,37.7,4106679873,56,Center,4106679879,212,7.8,4106679875,140,91.1,4106679881,213,1.7,4108360205,178,,,,,,,,7q96z3aaee5jyccb8pjthi8kp,D. Malen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805065,9,61,1,0,50,8q1ul09cygzswb7tb456bmifv,1,12.5,67.5,2023-03-18T17:31:00.790Z,2023-03-19T01:46:19Z,4108360603,178,,4106679929,56,Back,,,,,,,,,,,,,,,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805079,10,49,1,0,52,8q1ul09cygzswb7tb456bmifv,1,10.1,71.8,2023-03-18T17:31:02.256Z,2023-03-19T01:46:25Z,,,,,,,,,,,,,,,,,,,,,,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805135,11,1,1,0,52,8q1ul09cygzswb7tb456bmifv,1,10.1,71.8,2023-03-18T17:31:02.277Z,2023-03-19T01:46:34Z,4106680249,141,91.5,4106680253,213,0.7,4108361329,178,,4106680251,212,19.7,4106680245,56,Back,4106680247,140,23.9,,,,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805181,12,3,1,0,57,8q1ul09cygzswb7tb456bmifv,1,31.2,95.5,2023-03-18T17:31:07.294Z,2023-03-19T01:46:40Z,4106680493,285,,4107503335,465,,4106680491,56,Back,4106680503,233,18,4108361953,178,,,,,,,,,,,55z0yap5tml66nes2cchg7ahh,F. Kainz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805153,18,45,1,0,57,dt4pinj0vw0t0cvz7za6mhmzy,0,68.8,4.5,2023-03-18T17:31:07.294Z,2023-03-19T01:46:40Z,4106680327,286,,4106680535,233,12,4106680325,56,Right,,,,,,,,,,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805215,13,1,1,0,59,8q1ul09cygzswb7tb456bmifv,1,40.6,96,2023-03-18T17:31:09.497Z,2023-03-19T01:46:44Z,4106680655,213,5.1,4106680653,212,9.3,4106680647,56,Back,4106680649,140,43.8,4108362191,178,,4106680651,141,83.3,,,,,,,55z0yap5tml66nes2cchg7ahh,F. Kainz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805265,14,1,1,1,1,8q1ul09cygzswb7tb456bmifv,1,52.3,82.6,2023-03-18T17:31:11.287Z,2023-03-19T01:46:50Z,4106680851,141,93.6,4106680847,56,Left,4106680855,213,0.5,4106680853,212,14.7,4106680849,140,64.4,4108362457,178,,,,,,,,2hb1dyg1auzdfbi3lg9ysap9m,M. Olesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805271,15,3,1,1,6,8q1ul09cygzswb7tb456bmifv,0,78.4,77.2,2023-03-18T17:31:16.351Z,2023-03-19T01:46:58Z,4106681135,233,19,4107504405,464,,4106680879,56,Center,4108362959,178,,4106680881,286,,,,,,,,,,,8mmecefcbz8wu4jcqqywps5p1,S. Adamyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805297,19,7,1,1,6,dt4pinj0vw0t0cvz7za6mhmzy,1,21.6,22.8,2023-03-18T17:31:16.608Z,2023-03-19T01:47:01Z,4107505553,384,,4108363149,178,,4106681007,285,,4106681033,233,15,4106681005,56,Back,,,,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805305,20,49,1,1,8,dt4pinj0vw0t0cvz7za6mhmzy,1,5.5,26.9,2023-03-18T17:31:18.621Z,2023-03-19T01:47:06Z,,,,,,,,,,,,,,,,,,,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805345,21,1,1,1,8,dt4pinj0vw0t0cvz7za6mhmzy,1,4.9,26.9,2023-03-18T17:31:18.623Z,2023-03-19T01:47:11Z,4106681239,213,1.9,4106681235,141,41.9,4106681237,212,10.6,4106681231,56,Back,4108363669,178,,4106681233,140,2.1,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805369,22,1,1,1,9,dt4pinj0vw0t0cvz7za6mhmzy,0,2.1,41.9,2023-03-18T17:31:19.660Z,2023-03-19T01:47:17Z,4106681319,140,37.7,4106681325,213,5.8,4108364027,178,,4106681315,157,,4106681317,56,Back,4106681323,212,41.9,4106681321,141,14.1,4106681327,1,,2jrntrq2x714pviioh3jnkted,A. Meyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805419,16,1,1,1,13,8q1ul09cygzswb7tb456bmifv,0,57.4,81.8,2023-03-18T17:31:23.489Z,2023-03-19T01:47:29Z,4106681495,140,60.5,4106681499,212,23.9,4108364369,388,,4106681493,56,Center,4106681501,213,4.8,4106681497,141,47.0,4106681491,3,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805481,23,1,1,1,17,dt4pinj0vw0t0cvz7za6mhmzy,1,43.7,66.1,2023-03-18T17:31:27.359Z,2023-03-19T01:47:32Z,4106681875,212,12.0,4106681869,56,Back,4106681871,140,37.0,4106681877,213,2.2,4106681873,141,80.4,4108364807,178,,,,,,,,btzfq6521zl3q5uqus8ltov6d,M. Reus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805501,24,1,1,1,20,dt4pinj0vw0t0cvz7za6mhmzy,1,36.8,80.4,2023-03-18T17:31:31.085Z,2023-03-19T01:47:35Z,4106681955,141,68.7,4106681959,213,4.7,4108364957,178,,4106681953,140,36.6,4106681957,212,8.0,4106681951,56,Back,,,,,,,cl6720rdjeubt0bc3su0qg3qh,J. Ryerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805513,25,1,1,1,21,dt4pinj0vw0t0cvz7za6mhmzy,1,36.6,68.7,2023-03-18T17:31:31.735Z,2023-03-19T01:47:38Z,4106682031,141,71.1,4108365069,178,,4106682029,140,29.9,4106682033,212,7.2,4106682027,56,Back,4106682035,213,2.9,,,,,,,2nqhczrkd45rdu5fcmq1wjo45,M. Dahoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805537,26,1,1,1,23,dt4pinj0vw0t0cvz7za6mhmzy,1,30.3,70.6,2023-03-18T17:31:33.654Z,2023-03-19T01:47:40Z,4106682173,56,Back,4108365257,178,,4106682175,140,31.7,4106682187,213,4.8,4106682183,212,20.7,4106682179,141,40.2,,,,,,,d5mck7rf48chzersephpx29d5,N. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805595,27,1,1,1,26,dt4pinj0vw0t0cvz7za6mhmzy,1,31.9,37,2023-03-18T17:31:36.357Z,2023-03-19T01:47:42Z,4106682465,212,24.8,4106682459,56,Back,4108365405,178,,4106682463,141,4.9,4106682461,140,43.1,4106682467,213,5.2,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805639,28,1,1,1,29,dt4pinj0vw0t0cvz7za6mhmzy,1,45.1,4.7,2023-03-18T17:31:39.781Z,2023-03-19T01:47:45Z,4106682745,141,10.3,4106682749,213,0.3,4106682743,140,57.2,4108365539,178,,4106682741,56,Right,4106682747,212,13.3,,,,,,,5irixhhyayq9yl7sb2kohjrv9,M. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805643,29,4,1,1,31,dt4pinj0vw0t0cvz7za6mhmzy,1,56.6,8.4,2023-03-18T17:31:41.406Z,2023-03-19T01:47:51Z,4106682773,286,,4106682765,13,,4106682769,152,,4106682771,265,,4106682827,233,17,4106682767,56,Right,,,,,,,7q96z3aaee5jyccb8pjthi8kp,D. Malen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805647,17,4,1,1,31,8q1ul09cygzswb7tb456bmifv,0,43.4,91.6,2023-03-18T17:31:41.407Z,2023-03-19T01:47:51Z,4106682791,13,,4106682843,233,29,4106682797,265,,4106682793,56,Back,4108365979,178,,4106682799,285,,4106682795,152,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805755,30,1,1,1,39,dt4pinj0vw0t0cvz7za6mhmzy,1,59,6.5,2023-03-18T17:31:49.975Z,2023-03-19T01:47:56Z,4106683439,141,27.2,4108366173,178,,4106683435,56,Back,4106683431,5,,4106683437,140,40.7,4106683443,213,2.5,4106683433,152,,4106683441,212,23.8,5irixhhyayq9yl7sb2kohjrv9,M. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805783,31,1,1,1,43,dt4pinj0vw0t0cvz7za6mhmzy,1,40.7,27.2,2023-03-18T17:31:53.485Z,2023-03-19T01:47:59Z,4106683559,141,76.1,4106683565,1,,4106683555,56,Back,4108366451,178,,4106683557,140,37.3,4106683563,213,1.7,4106683561,212,33.4,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805823,32,1,1,1,46,dt4pinj0vw0t0cvz7za6mhmzy,1,37.3,76.1,2023-03-18T17:31:56.965Z,2023-03-19T01:48:24Z,4106683711,140,44.7,4106683717,213,1.0,4106683713,141,95.3,4108367891,178,,4106683715,212,15.2,4106683709,56,Back,,,,,,,d5mck7rf48chzersephpx29d5,N. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805879,33,1,1,1,49,dt4pinj0vw0t0cvz7za6mhmzy,1,44.9,94.7,2023-03-18T17:32:00.036Z,2023-03-19T01:48:28Z,4106684059,140,34.3,4106684057,56,Back,4106684063,212,11.3,4106684065,213,3.3,4108368123,178,,4106684061,141,91.5,,,,,,,cl6720rdjeubt0bc3su0qg3qh,J. Ryerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805939,34,1,1,1,53,dt4pinj0vw0t0cvz7za6mhmzy,1,36.2,84.9,2023-03-18T17:32:03.983Z,2023-03-19T01:48:30Z,4106684251,141,50.9,4106684255,213,4.5,4106684253,212,23.7,4106684249,140,31.1,4106684247,56,Back,4108368237,178,,,,,,,,d5mck7rf48chzersephpx29d5,N. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521805979,35,1,1,1,56,dt4pinj0vw0t0cvz7za6mhmzy,1,31.1,50.7,2023-03-18T17:32:07.040Z,2023-03-19T01:48:32Z,4106684493,213,5.0,4106684489,141,6.8,4108368365,178,,4106684491,212,31.3,4106684483,56,Back,4106684487,140,40.0,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806017,36,1,1,2,1,dt4pinj0vw0t0cvz7za6mhmzy,1,41.2,7,2023-03-18T17:32:11.373Z,2023-03-19T01:48:35Z,4106684633,212,20.1,4108368479,178,,4106684629,140,32.4,4106684631,141,33.2,4106684635,213,2.0,4106684627,56,Back,,,,,,,5irixhhyayq9yl7sb2kohjrv9,M. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521806065,37,1,1,2,2,dt4pinj0vw0t0cvz7za6mhmzy,1,32.4,33.2,2023-03-18T17:32:12.916Z,2023-03-19T01:48:40Z,4106684897,212,29.6,4108368833,178,,4106684891,56,Back,4106684893,140,36.6,4106684899,213,1.4,4106684895,141,76.3,,,,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
