id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2481729891,5,44,1,0,14,apoawtpvac4zqlancmvw4nk4o,1,51.8,19.5,2022-11-05T14:32:12.837Z,2022-11-06T09:55:32Z,3895493761,233,7,3895493691,286,,3895493689,56,Right,,,,,,,,,,,,,,,,bhsdzppop8jwjsxwftizot1t6,J. Musiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481729893,7,44,1,0,14,f0w62l8zql3tukxsy8fqwp72x,0,48.2,80.5,2022-11-05T14:32:12.838Z,2022-11-06T04:13:47Z,3895493705,285,,3895493703,56,Back,3895493755,233,5,,,,,,,,,,,,,,,,2ebiw2w6d76sttjh8n8871kgl,M. Plattenhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481729895,6,61,1,0,14,apoawtpvac4zqlancmvw4nk4o,1,51.4,19.2,2022-11-05T14:32:12.940Z,2022-11-06T09:55:33Z,3898041099,15,,3895493711,56,Right,3898041101,178,,,,,,,,,,,,,,,,,bhsdzppop8jwjsxwftizot1t6,J. Musiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481729901,8,61,1,0,14,f0w62l8zql3tukxsy8fqwp72x,1,47.2,82.8,2022-11-05T14:32:13.185Z,2022-11-06T04:14:11Z,3895493737,56,Back,3898041273,388,,3898041271,15,,,,,,,,,,,,,,,,,2ebiw2w6d76sttjh8n8871kgl,M. Plattenhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481729923,9,61,1,0,15,f0w62l8zql3tukxsy8fqwp72x,0,44.7,85.1,2022-11-05T14:32:14.392Z,2022-11-06T04:14:15Z,3898041347,178,,3895493827,56,Back,,,,,,,,,,,,,,,,,,,9j1fd0mz39tl1h5che3f357md,S. Serdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481729947,8,1,1,0,17,apoawtpvac4zqlancmvw4nk4o,0,41.5,12.4,2022-11-05T14:32:15.582Z,2022-11-06T04:14:22Z,3898041473,178,,3895493943,141,11.0,3895493947,213,6.0,3895493939,56,Back,3895493945,212,3.4,3895493941,140,44.6,,,,,,,7vhnftizqlyu31st2vsmgh6tx,N. Mazraoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481794963,321,61,1,0,17,f0w62l8zql3tukxsy8fqwp72x,1,55.6,91.1,2022-11-05T14:32:15.758Z,2022-11-06T04:14:27Z,3898041539,178,,3898041537,21,,3895821655,56,Left,,,,,,,,,,,,,,,,9j1fd0mz39tl1h5che3f357md,S. Serdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481729933,7,43,1,0,17,apoawtpvac4zqlancmvw4nk4o,1,0,0,2022-11-05T14:32:16.304Z,2022-11-05T14:32:19Z,3895494053,144,49,,,,,,,,,,,,,,,,,,,,,,7vhnftizqlyu31st2vsmgh6tx,N. Mazraoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482265823,841,43,1,0,18,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2022-11-05T14:32:17.550Z,2022-11-06T09:28:10Z,3898402951,144,82,3898350259,178,0,,,,,,,,,,,,,,,,,,,9j1fd0mz39tl1h5che3f357md,S. Serdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481729965,10,49,1,0,19,f0w62l8zql3tukxsy8fqwp72x,1,63.5,94.2,2022-11-05T14:32:17.598Z,2022-11-06T04:14:37Z,,,,,,,,,,,,,,,,,,,,,,,,,9j1fd0mz39tl1h5che3f357md,S. Serdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730629,20,45,1,0,20,apoawtpvac4zqlancmvw4nk4o,0,28.2,6.6,2022-11-05T14:32:19.043Z,2022-11-06T04:14:52Z,3895497375,285,,3895499201,233,22,3895497373,56,Back,,,,,,,,,,,,,,,,7vhnftizqlyu31st2vsmgh6tx,N. Mazraoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481731025,22,3,1,0,20,f0w62l8zql3tukxsy8fqwp72x,1,71.8,93.4,2022-11-05T14:32:19.043Z,2022-11-06T04:14:51Z,3895499159,56,Left,3895499181,233,20,3898042021,178,,3897680019,464,,3895499161,286,,,,,,,,,,,9j1fd0mz39tl1h5che3f357md,S. Serdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481729993,11,1,1,0,21,f0w62l8zql3tukxsy8fqwp72x,0,67.5,92.9,2022-11-05T14:32:20.248Z,2022-11-06T04:14:54Z,3895494147,213,5.7,3895494139,56,Left,3895494143,141,84.4,3898042083,178,,3895494141,140,75.3,3895494145,212,10.0,,,,,,,9j1fd0mz39tl1h5che3f357md,S. Serdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730001,9,49,1,0,22,apoawtpvac4zqlancmvw4nk4o,1,21.5,18,2022-11-05T14:32:21.303Z,2022-11-06T04:15:00Z,,,,,,,,,,,,,,,,,,,,,,,,,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730051,10,1,1,0,22,apoawtpvac4zqlancmvw4nk4o,1,20.8,17.6,2022-11-05T14:32:21.345Z,2022-11-06T04:15:04Z,3895494481,140,25.1,3895494485,212,7.8,3895494479,56,Back,3895494483,141,8.3,3898042317,178,,3895494487,213,5.3,,,,,,,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730089,11,1,1,0,25,apoawtpvac4zqlancmvw4nk4o,1,24.7,6.4,2022-11-05T14:32:24.056Z,2022-11-06T04:15:07Z,3895494691,140,36.1,3895494695,212,12.1,3898042381,178,,3895494693,141,3.5,3895494689,56,Back,3895494697,213,6.1,,,,,,,7vhnftizqlyu31st2vsmgh6tx,N. Mazraoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730121,12,1,1,0,28,apoawtpvac4zqlancmvw4nk4o,1,32.5,4,2022-11-05T14:32:27.007Z,2022-11-06T04:15:12Z,3895494839,56,Back,3895494847,213,2.1,3898042471,178,,3895494841,140,29.2,3895494845,212,7.0,3895494843,141,12.9,,,,,,,bhsdzppop8jwjsxwftizot1t6,J. Musiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730149,13,1,1,0,28,apoawtpvac4zqlancmvw4nk4o,1,29.2,12.9,2022-11-05T14:32:27.489Z,2022-11-06T04:15:13Z,3895495017,213,4.1,3895495013,141,4.1,3895495015,212,7.4,3895495011,140,25.1,3895495009,56,Back,3898042507,178,,,,,,,,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482266255,1670,67,1,0,29,apoawtpvac4zqlancmvw4nk4o,1,25.1,6.3,2022-11-05T14:32:28.245Z,2022-11-06T09:55:33Z,3898352463,233,843,,,,,,,,,,,,,,,,,,,,,,7vhnftizqlyu31st2vsmgh6tx,N. Mazraoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482266251,843,67,1,0,29,f0w62l8zql3tukxsy8fqwp72x,0,74.9,93.7,2022-11-05T14:32:28.246Z,2022-11-06T08:56:24Z,3898352479,233,1670,,,,,,,,,,,,,,,,,,,,,,6yc09eth94qsachf595dyx6fp,D. Selke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730155,14,1,1,0,29,apoawtpvac4zqlancmvw4nk4o,0,25.2,4,2022-11-05T14:32:28.248Z,2022-11-06T09:55:34Z,3895495211,286,,3895495053,212,1.6,3895495207,233,12,3895495051,141,5.2,3895495055,213,2.6,3895495205,236,,3898042573,178,,3895495047,56,Back,7vhnftizqlyu31st2vsmgh6tx,N. Mazraoui,3895495049,140,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730175,12,74,1,0,29,f0w62l8zql3tukxsy8fqwp72x,1,69,95.7,2022-11-05T14:32:28.249Z,2022-11-06T04:15:21Z,3898042675,178,,3895495151,56,Left,3895495275,233,14,3895495153,285,,,,,,,,,,,,,,6yc09eth94qsachf595dyx6fp,D. Selke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730191,13,5,1,0,30,f0w62l8zql3tukxsy8fqwp72x,0,71.8,100.8,2022-11-05T14:32:29.432Z,2022-11-06T04:15:26Z,3895495361,233,15,3895495229,56,Left,3895495231,347,,,,,,,,,,,,,,,,,6yc09eth94qsachf595dyx6fp,D. Selke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730209,15,5,1,0,30,apoawtpvac4zqlancmvw4nk4o,1,28.2,-0.8,2022-11-05T14:32:29.432Z,2022-11-06T04:15:26Z,3895495335,347,,3895495355,233,13,3895495333,56,Back,,,,,,,,,,,,,,,,7vhnftizqlyu31st2vsmgh6tx,N. Mazraoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730405,16,1,1,0,41,apoawtpvac4zqlancmvw4nk4o,1,22.9,0,2022-11-05T14:32:39.816Z,2022-11-06T04:15:28Z,3895496263,212,10.3,3895496257,56,Back,3895496261,141,3.6,3895496265,213,0.3,3895496259,140,32.3,3895496255,107,,,,,,,,7vhnftizqlyu31st2vsmgh6tx,N. Mazraoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730433,17,1,1,0,42,apoawtpvac4zqlancmvw4nk4o,1,30.2,4.4,2022-11-05T14:32:40.663Z,2022-11-06T04:15:33Z,3895496383,155,,3898043045,178,,3895496389,140,39.0,3895496387,56,Back,3895496391,141,28.3,3895496395,213,1.1,3895496393,212,18.7,,,,4ysxvym6ww4f9d3hflkqsbf11,S. Gnabry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730447,18,1,1,0,44,apoawtpvac4zqlancmvw4nk4o,1,38.8,28.2,2022-11-05T14:32:42.738Z,2022-11-06T04:15:39Z,3895496471,213,5.8,3895496467,141,24.1,3898043225,178,,3895496465,140,43.9,3895496469,212,6.0,3895496463,56,Back,,,,,,,4w4ldzomkj7fhrc51iimz8no5,L. Goretzka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730453,19,61,1,0,44,apoawtpvac4zqlancmvw4nk4o,0,43.7,24,2022-11-05T14:32:43.136Z,2022-11-06T04:15:45Z,3898043417,178,,3895496483,56,Back,,,,,,,,,,,,,,,,,,,e5mjphb52suw89189nyca72z9,E. Choupo-Moting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730519,14,49,1,0,49,f0w62l8zql3tukxsy8fqwp72x,1,25.4,85.1,2022-11-05T14:32:48.266Z,2022-11-06T08:53:52Z,,,,,,,,,,,,,,,,,,,,,,,,,c2bhdypnqifsl8eiovtfdmyg9,A. Rogel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730637,15,1,1,0,49,f0w62l8zql3tukxsy8fqwp72x,1,19.4,83.8,2022-11-05T14:32:48.306Z,2022-11-06T04:15:56Z,3895497403,212,20.8,3898043797,178,,3895497405,213,4.1,3895497401,141,59.4,3895497399,140,7.5,3895497397,56,Back,,,,,,,c2bhdypnqifsl8eiovtfdmyg9,A. Rogel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730689,16,1,1,0,54,f0w62l8zql3tukxsy8fqwp72x,1,10.7,45.6,2022-11-05T14:32:52.969Z,2022-11-06T04:16:08Z,3895497639,140,56.4,3895497635,155,,3895497647,1,,3895497645,213,0.2,3895497641,141,62.7,3895497643,212,49.4,3895497637,56,Center,3898044105,178,,1sjt0nj0232gu88x50c3d16nd,O. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730705,17,1,1,0,57,f0w62l8zql3tukxsy8fqwp72x,1,57.6,59.9,2022-11-05T14:32:55.824Z,2022-11-06T04:16:20Z,3895497711,56,Back,3895497715,140,44.3,3895497725,213,3.0,3895497719,141,61.8,3895497723,212,14.0,3895497707,3,,3898044267,388,,,,,6yc09eth94qsachf595dyx6fp,D. Selke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730747,18,1,1,0,58,f0w62l8zql3tukxsy8fqwp72x,1,43.3,61.5,2022-11-05T14:32:57.111Z,2022-11-06T04:16:24Z,3895497907,140,45.3,3898044383,388,,3895497905,56,Back,3895497909,141,49.1,3895497911,212,8.7,3895497903,3,,3895497913,213,5.0,,,,9j1fd0mz39tl1h5che3f357md,S. Serdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730815,19,1,1,0,59,f0w62l8zql3tukxsy8fqwp72x,1,45.6,51.2,2022-11-05T14:32:58.177Z,2022-11-06T04:16:29Z,3895498205,141,93.9,3895498209,213,1.3,3895498203,140,54.0,3898044491,178,,3895498207,212,30.3,3895498199,56,Left,,,,,,,eg9xhi6wfp1duf01pcsn8vfmd,L. Tousart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482266745,846,67,1,1,2,f0w62l8zql3tukxsy8fqwp72x,1,55.7,93.6,2022-11-05T14:33:01.264Z,2022-11-06T09:55:34Z,3898354789,233,1672,,,,,,,,,,,,,,,,,,,,,,2ebiw2w6d76sttjh8n8871kgl,M. Plattenhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482266741,1672,67,1,1,2,apoawtpvac4zqlancmvw4nk4o,0,44.3,6.4,2022-11-05T14:33:01.265Z,2022-11-06T08:57:49Z,3898354805,233,846,,,,,,,,,,,,,,,,,,,,,,7vhnftizqlyu31st2vsmgh6tx,N. Mazraoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730825,20,61,1,1,2,f0w62l8zql3tukxsy8fqwp72x,0,55.6,94.4,2022-11-05T14:33:01.279Z,2022-11-06T09:55:35Z,3898044611,178,,3895498227,56,Left,,,,,,,,,,,,,,,,,,,2ebiw2w6d76sttjh8n8871kgl,M. Plattenhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730859,21,5,1,1,3,apoawtpvac4zqlancmvw4nk4o,1,35.6,-1,2022-11-05T14:33:02Z,2022-11-06T04:16:39Z,3895498395,56,Back,3895498425,233,21,3895498397,347,,,,,,,,,,,,,,,,,7vhnftizqlyu31st2vsmgh6tx,N. Mazraoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481730839,21,5,1,1,3,f0w62l8zql3tukxsy8fqwp72x,0,64.4,101,2022-11-05T14:33:02Z,2022-11-06T04:16:39Z,3895498305,56,Left,3895498307,347,,3895498463,233,21,,,,,,,,,,,,,,,,2ebiw2w6d76sttjh8n8871kgl,M. Plattenhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481731195,22,1,1,1,21,apoawtpvac4zqlancmvw4nk4o,1,34.8,0,2022-11-05T14:33:19.655Z,2022-11-06T04:16:42Z,3895500033,140,45.3,3895500035,141,10.4,3895500031,56,Back,3895500029,107,,3895500039,213,0.6,3895500037,212,13.6,,,,,,,7vhnftizqlyu31st2vsmgh6tx,N. Mazraoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481731219,23,1,1,1,22,apoawtpvac4zqlancmvw4nk4o,1,40.9,9.8,2022-11-05T14:33:21.095Z,2022-11-06T04:16:51Z,3895500169,213,5.0,3895500157,56,Back,3895500161,141,4.1,3895500163,212,4.0,3898044881,178,,3895500159,140,41.9,,,,,,,e5mjphb52suw89189nyca72z9,E. Choupo-Moting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481731257,24,1,1,1,25,apoawtpvac4zqlancmvw4nk4o,1,40.1,4.4,2022-11-05T14:33:23.917Z,2022-11-06T04:17:03Z,3895500319,141,4.0,3895500321,212,8.8,3895500315,56,Back,3895500323,213,3.2,3895500317,140,31.7,3898045091,178,,,,,,,,bhsdzppop8jwjsxwftizot1t6,J. Musiala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481731267,25,1,1,1,25,apoawtpvac4zqlancmvw4nk4o,1,31.7,4,2022-11-05T14:33:24.497Z,2022-11-06T04:17:05Z,3895500383,212,9.7,3898045135,178,,3895500379,140,36.8,3895500377,56,Back,3895500381,141,15.9,3895500385,213,1.0,,,,,,,7vhnftizqlyu31st2vsmgh6tx,N. Mazraoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481731319,26,1,1,1,26,apoawtpvac4zqlancmvw4nk4o,1,36.8,15.9,2022-11-05T14:33:25.136Z,2022-11-06T04:17:08Z,3895500639,213,6.1,3895500635,141,13.4,3895500631,56,Back,3895500633,140,44.1,3898045189,178,,3895500637,212,7.9,,,,,,,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481731353,27,1,1,1,29,apoawtpvac4zqlancmvw4nk4o,0,44.3,25.6,2022-11-05T14:33:27.646Z,2022-11-06T04:17:12Z,3895500807,56,Center,3895500817,1,,3895500813,212,37.1,3898045261,178,,3895500809,140,65.7,3895500811,141,69.1,3895500815,213,0.9,3895500805,155,,e5mjphb52suw89189nyca72z9,E. Choupo-Moting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481731393,23,12,1,1,30,f0w62l8zql3tukxsy8fqwp72x,1,37.6,26.1,2022-11-05T14:33:29.137Z,2022-11-06T04:17:16Z,3895501017,141,6.5,3898045329,178,,3895501177,15,,3895501013,56,Back,3895501019,212,16.8,3895501015,140,47.4,3895501021,213,5.4,,,,drv9wksjusdgp1np315rokzit,J. Kenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
