id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2521525295,8,1,1,0,17,eq1oq6y61xnzq88zu0cnw131z,1,68,25,2023-03-18T14:32:20.766Z,2023-03-19T10:07:49Z,4105211353,168,,4105211351,3,,4105211359,141,25.2,4108840005,388,,4105211357,140,76.9,4105211355,56,Center,4105211361,212,9.3,4105211363,213,0.0,d2pco79bmi3f9x3zahtf9q2mt,P. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522205043,722,67,1,0,19,eq1oq6y61xnzq88zu0cnw131z,1,75.6,24.5,2023-03-18T14:32:23.049Z,2023-03-19T10:07:50Z,4108867427,233,994,,,,,,,,,,,,,,,,,,,,,,2bzdn7cqqonejqmlq85w8z6qd,T. Asano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522205041,994,67,1,0,19,9gefq4dz9b2hl8rqrxwrlrzmp,0,24.4,75.5,2023-03-18T14:32:23.050Z,2023-03-19T07:14:54Z,4108867433,233,722,,,,,,,,,,,,,,,,,,,,,,4qkv71pjmzw66crfaktr6tihh,M. Halstenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521608775,326,61,1,0,19,eq1oq6y61xnzq88zu0cnw131z,0,71,25,2023-03-18T14:32:23.078Z,2023-03-19T10:07:50Z,4108840255,178,,4105637929,56,Center,,,,,,,,,,,,,,,,,,,2bzdn7cqqonejqmlq85w8z6qd,T. Asano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521525339,4,61,1,0,19,9gefq4dz9b2hl8rqrxwrlrzmp,1,23.7,84.8,2023-03-18T14:32:23.140Z,2023-03-19T06:48:46Z,4105211555,56,Back,4108840441,178,,,,,,,,,,,,,,,,,,,,4qkv71pjmzw66crfaktr6tihh,M. Halstenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521525397,5,49,1,0,21,9gefq4dz9b2hl8rqrxwrlrzmp,1,24.5,86.2,2023-03-18T14:32:24.346Z,2023-03-19T06:48:50Z,,,,,,,,,,,,,,,,,,,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521525429,6,1,1,0,21,9gefq4dz9b2hl8rqrxwrlrzmp,1,20.7,84.3,2023-03-18T14:32:25.219Z,2023-03-19T06:48:53Z,4105212017,141,91.9,4108840777,178,,4105212015,140,33.2,4105212013,56,Back,4105212021,213,0.4,4105212019,212,14.1,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521601459,495,1,1,0,22,9gefq4dz9b2hl8rqrxwrlrzmp,0,30,89.1,2023-03-18T14:32:25.956Z,2023-03-19T06:48:58Z,4105597353,213,5.7,4105597347,140,42.1,4105597351,212,15.4,4105597349,141,76.3,4105597345,56,Back,4108840889,178,,,,,,,,2pjr6yz65f4uqvwniy4vphn85,T. Werner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521525461,9,49,1,0,24,eq1oq6y61xnzq88zu0cnw131z,1,61.2,23.6,2023-03-18T14:32:27.291Z,2023-03-19T06:49:01Z,,,,,,,,,,,,,,,,,,,,,,,,,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521525491,10,1,1,0,24,eq1oq6y61xnzq88zu0cnw131z,0,61.2,23.6,2023-03-18T14:32:27.293Z,2023-03-19T06:49:07Z,4105212317,140,78.7,4108841081,178,,4105212315,56,Center,4105212323,213,0.1,4105212313,155,,4105212321,212,18.4,4105212319,141,25.4,,,,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521525471,7,8,1,0,25,9gefq4dz9b2hl8rqrxwrlrzmp,1,28.8,65.2,2023-03-18T14:32:28.938Z,2023-03-19T06:49:12Z,4106932001,385,,4105212227,56,Back,4108841287,389,,,,,,,,,,,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521525623,11,1,1,0,26,eq1oq6y61xnzq88zu0cnw131z,1,73.5,31,2023-03-18T14:32:29.815Z,2023-03-19T06:49:47Z,4105213053,212,22.3,4105213047,56,Center,4105213051,141,30.1,4108842017,178,,4105213045,155,,4105215111,210,13,4105213055,213,6.3,4105213049,140,94.7,d2pco79bmi3f9x3zahtf9q2mt,P. Hofmann,1,4105215113,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521525633,12,13,1,0,28,eq1oq6y61xnzq88zu0cnw131z,1,94.7,30.1,2023-03-18T14:32:31.936Z,2023-03-19T06:49:47Z,4105215125,81,,4105215143,102,37.8,4105215147,103,75,4105215151,230,98.8,4105214675,20,,4105215153,231,45.8,4105213107,22,,4105213111,56,Center,2bzdn7cqqonejqmlq85w8z6qd,T. Asano,,4105213109,62,4108842137,178,4105215149,328,4105215133,154,4105215129,29,4105215137,55,11,,,,,,,,,,,,,,,,,,,,,,,
2521525531,8,5,1,0,29,9gefq4dz9b2hl8rqrxwrlrzmp,1,-0.8,61.5,2023-03-18T14:32:32.481Z,2023-03-19T06:49:51Z,4105212551,346,,4105212547,56,Back,4105213369,233,14,,,,,,,,,,,,,,,,axj39lx25teh62rih6uv9qor9,K. Kampl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521525655,14,5,1,0,29,eq1oq6y61xnzq88zu0cnw131z,0,100.8,38.5,2023-03-18T14:32:32.481Z,2023-03-19T06:49:51Z,4105213233,56,Center,4105213235,346,,4105213461,233,8,,,,,,,,,,,,,,,,2bzdn7cqqonejqmlq85w8z6qd,T. Asano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521525645,13,43,1,0,34,eq1oq6y61xnzq88zu0cnw131z,1,0,0,2023-03-18T14:32:37.386Z,2023-03-18T14:32:38Z,4105213195,212,0,4105213189,56,Center,4105213197,213,0,4105213441,144,1,4105213185,3,0,4105213193,141,39.4,4105213187,168,0,4105213191,140,100.0,2bzdn7cqqonejqmlq85w8z6qd,T. Asano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521526125,9,1,1,0,46,9gefq4dz9b2hl8rqrxwrlrzmp,1,3.8,49.9,2023-03-18T14:32:49.637Z,2023-03-19T06:50:00Z,4105215571,213,1.4,4105215565,140,5.8,4105215567,141,67.9,4106939587,189,,4105215569,212,12.4,4105215561,124,,4105215563,56,Back,4105215575,237,,axcrcuv22693vn0a887samsph,J. Blaswich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521526171,10,1,1,0,49,9gefq4dz9b2hl8rqrxwrlrzmp,1,5.8,67.9,2023-03-18T14:32:52.387Z,2023-03-19T06:49:56Z,4105215839,213,1.1,4105215831,56,Back,4105215833,140,14.6,4108842375,178,,4105215835,141,93.0,4105215837,212,19.4,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521526323,11,1,1,0,52,9gefq4dz9b2hl8rqrxwrlrzmp,0,14.8,92.1,2023-03-18T14:32:55.585Z,2023-03-19T06:50:05Z,4105216657,212,86.1,4105216641,155,,4105216643,196,,4105216649,56,Right,4105216661,1,,4105216655,141,8.5,4105216653,140,76.4,4108842705,178,,4qkv71pjmzw66crfaktr6tihh,M. Halstenberg,,4105216659,213,,,,,,,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,
2521526281,15,49,1,0,58,eq1oq6y61xnzq88zu0cnw131z,1,26.6,87.6,2023-03-18T14:33:02.247Z,2023-03-19T06:50:10Z,,,,,,,,,,,,,,,,,,,,,,,,,8ksi5s9he1uxai3lfcq46grf9,E. Mašović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521526387,16,1,1,0,59,eq1oq6y61xnzq88zu0cnw131z,1,21.3,90.2,2023-03-18T14:33:02.275Z,2023-03-19T06:50:13Z,4108842945,178,,4105216909,141,75.8,4105216905,56,Back,4105216913,213,3.7,4105216907,140,5.3,4105216911,212,19.4,,,,,,,8ksi5s9he1uxai3lfcq46grf9,E. Mašović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521526391,17,1,1,1,2,eq1oq6y61xnzq88zu0cnw131z,0,6.6,82.2,2023-03-18T14:33:06.178Z,2023-03-19T06:50:15Z,4105216929,140,43.0,4105216935,213,0.0,4108842969,178,,4105217045,1,,4105216925,155,,4105216927,56,Back,4105216931,141,84.0,4105216933,212,38.2,clmq1s26z0i3lqr1jqnd5wzit,M. Riemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521526469,12,1,1,1,4,9gefq4dz9b2hl8rqrxwrlrzmp,1,64.7,19.5,2023-03-18T14:33:07.755Z,2023-03-19T06:50:20Z,4105217383,141,28.2,4105217373,3,,4108843027,178,,4105217381,140,63.1,4105217379,56,Center,4105217387,213,1.8,4105217385,212,6.1,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521526473,13,49,1,1,5,9gefq4dz9b2hl8rqrxwrlrzmp,1,63.1,27.9,2023-03-18T14:33:08.553Z,2023-03-19T06:50:26Z,,,,,,,,,,,,,,,,,,,,,,,,,axj39lx25teh62rih6uv9qor9,K. Kampl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521526551,14,1,1,1,7,9gefq4dz9b2hl8rqrxwrlrzmp,1,63.1,27.1,2023-03-18T14:33:10.772Z,2023-03-19T06:50:29Z,4105217781,213,3.8,4105217773,56,Center,4105217779,212,5.8,4105217777,141,22.1,4105217775,140,58.6,4108843175,178,,,,,,,,axj39lx25teh62rih6uv9qor9,K. Kampl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521526593,15,1,1,1,11,9gefq4dz9b2hl8rqrxwrlrzmp,1,58.6,20.6,2023-03-18T14:33:14.690Z,2023-03-19T06:50:34Z,4105218039,213,4.6,4105218035,141,7.4,4108843239,178,,4105218037,212,9.0,4105218031,56,Right,4105218033,140,57.7,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521526647,16,1,1,1,12,9gefq4dz9b2hl8rqrxwrlrzmp,1,54.3,7.9,2023-03-18T14:33:15.492Z,2023-03-19T06:50:39Z,4105218373,140,36.9,4105218371,56,Back,4105218377,212,19.6,4108843307,178,,4105218379,213,2.8,4105218375,141,18.5,,,,,,,axj39lx25teh62rih6uv9qor9,K. Kampl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521526691,17,1,1,1,15,9gefq4dz9b2hl8rqrxwrlrzmp,1,36.9,18.5,2023-03-18T14:33:18.604Z,2023-03-19T06:50:42Z,4105218599,212,26.7,4105218593,56,Back,4105218595,140,29.1,4105218601,213,1.9,4105218597,141,55.8,4108843365,178,,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521526735,18,1,1,1,18,9gefq4dz9b2hl8rqrxwrlrzmp,1,29.1,55.8,2023-03-18T14:33:21.451Z,2023-03-19T06:50:45Z,4105218859,140,36.1,4105218867,213,1.3,4105218853,56,Back,4105218865,212,23.5,4108843417,178,,4105218863,141,88.7,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521526811,19,1,1,1,20,9gefq4dz9b2hl8rqrxwrlrzmp,1,35.8,88.7,2023-03-18T14:33:23.748Z,2023-03-19T06:50:47Z,4105219207,212,28.5,4105219205,141,91.8,4105219201,56,Left,4105219203,140,62.9,4108843453,178,,4105219209,213,0.1,,,,,,,4qkv71pjmzw66crfaktr6tihh,M. Halstenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521526839,20,1,1,1,22,9gefq4dz9b2hl8rqrxwrlrzmp,0,61.4,96.4,2023-03-18T14:33:25.730Z,2023-03-19T06:50:52Z,4105219325,56,Left,4105219329,141,94.0,4105219333,213,4.7,4105219331,212,1.6,4105219327,140,61.4,4108843525,178,,,,,,,,8l0am8k4pg2s9g9qbkhwte6dx,Y. Poulsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521856383,710,61,1,1,22,eq1oq6y61xnzq88zu0cnw131z,1,29.3,2.6,2023-03-18T14:33:25.827Z,2023-03-19T06:50:56Z,4106951481,56,Back,4108843651,178,,,,,,,,,,,,,,,,,,,,8gnpf9kwx2n2rqwf1gixc4bth,I. Ordets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521526887,18,61,1,1,23,eq1oq6y61xnzq88zu0cnw131z,1,39.4,10.1,2023-03-18T14:33:26.349Z,2023-03-19T06:51:05Z,4108843807,178,,4105219531,56,Back,4105220417,189,,,,,,,,,,,,,,,,,4y167h8sn9cnyrvb097lf8lbd,P. Osterhage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521526903,19,49,1,1,25,eq1oq6y61xnzq88zu0cnw131z,1,39.3,15.5,2023-03-18T14:33:28.899Z,2023-03-19T06:51:10Z,,,,,,,,,,,,,,,,,,,,,,,,,11dqnpwlb2clu2v7rnghsrlcl,K. Stafylidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521526927,20,1,1,1,25,eq1oq6y61xnzq88zu0cnw131z,1,39.3,15.5,2023-03-18T14:33:28.962Z,2023-03-19T06:51:14Z,4105219719,213,3.0,4108843985,178,,4105219713,140,24.3,4105219711,56,Back,4105219715,141,18.8,4105219717,212,15.9,,,,,,,11dqnpwlb2clu2v7rnghsrlcl,K. Stafylidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521527049,21,1,1,1,28,eq1oq6y61xnzq88zu0cnw131z,1,24.8,19.3,2023-03-18T14:33:31.269Z,2023-03-19T06:51:17Z,4105220375,56,Back,4105220377,140,8.3,4105220379,141,44.6,4105220381,212,24.4,4108844021,178,,4105220383,213,2.4,,,,,,,8gnpf9kwx2n2rqwf1gixc4bth,I. Ordets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521527227,22,1,1,1,39,eq1oq6y61xnzq88zu0cnw131z,0,10.3,38.9,2023-03-18T14:33:42.698Z,2023-03-19T06:51:20Z,4105221475,141,32.3,4105221469,157,,4105221477,212,51.1,4105221479,213,6.2,4108844095,178,,4105221481,1,,4105221473,140,58.8,4105221471,56,Center,clmq1s26z0i3lqr1jqnd5wzit,M. Riemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521527293,21,1,1,1,43,9gefq4dz9b2hl8rqrxwrlrzmp,0,36.7,73.3,2023-03-18T14:33:46.308Z,2023-03-19T06:51:25Z,4105221905,141,100.0,4108844167,388,,4105221907,212,19.0,4105221909,213,1.8,4105221899,3,,4105221903,140,33.3,4105221901,56,Back,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521527299,22,5,1,1,46,9gefq4dz9b2hl8rqrxwrlrzmp,0,33.9,101,2023-03-18T14:33:49.259Z,2023-03-19T06:51:31Z,4105221925,56,Back,4105224163,233,23,4105221927,347,,,,,,,,,,,,,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521527693,23,5,1,1,46,eq1oq6y61xnzq88zu0cnw131z,1,66.1,-1,2023-03-18T14:33:49.259Z,2023-03-19T06:51:30Z,4105224109,56,Right,4105224147,233,22,4105224113,347,,,,,,,,,,,,,,,,,d2pco79bmi3f9x3zahtf9q2mt,P. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521527837,24,1,1,2,8,eq1oq6y61xnzq88zu0cnw131z,1,74.4,0,2023-03-18T14:34:12.197Z,2023-03-19T06:51:34Z,4105224857,140,74.1,4105224863,213,1.6,4105224849,107,,4105224861,212,16.3,4105224853,56,Center,4105224859,141,22.4,,,,,,,ejww8hjcn4y4hlik863vaw3qh,C. Antwi-Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521527907,23,45,1,2,12,9gefq4dz9b2hl8rqrxwrlrzmp,0,29.8,78.5,2023-03-18T14:34:15.282Z,2023-03-19T06:51:42Z,4105225271,285,,4105225403,233,25,4105225263,56,Back,,,,,,,,,,,,,,,,dhhmffih4gl51nlu92hfctqs5,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521527881,25,3,1,2,12,eq1oq6y61xnzq88zu0cnw131z,1,70.2,21.5,2023-03-18T14:34:15.282Z,2023-03-19T06:51:41Z,4106957923,464,,4105225347,233,23,4105225091,56,Center,4105225093,286,,4108844491,178,,,,,,,,,,,f2o5hj0e2k3kw0fj1xzom0cet,K. Stöger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521527999,26,1,1,2,12,eq1oq6y61xnzq88zu0cnw131z,1,65.9,26.3,2023-03-18T14:34:16.096Z,2023-03-19T06:51:44Z,4105225835,141,44.3,4108844555,178,,4105225837,212,18.0,4105225839,213,2.4,4105225831,56,Center,4105225833,140,53.3,,,,,,,f2o5hj0e2k3kw0fj1xzom0cet,K. Stöger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521528049,27,1,1,2,15,eq1oq6y61xnzq88zu0cnw131z,1,53.3,44.3,2023-03-18T14:34:18.577Z,2023-03-19T06:51:49Z,4105226099,141,6.7,4105226093,155,,4105226105,1,,4108844601,178,,4105226101,212,33.9,4105226095,56,Right,4105226103,213,5.4,4105226097,140,74.5,6sc9zsev9an853nop6pn6mxg5,Danilo Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
