id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,keyPass,qualifier/10/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/17/value,qualifier/18/value,qualifier/15/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,assist,qualifier/19/value,qualifier/20/value
2481697155,1,34,16,0,0,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2022-11-05T13:51:49.394Z,2022-11-05T14:28:48Z,3895316379,194,cm8po8ez5w9ms01gid6w3kwk5,3895477133,197,3794,3895316375,130,12,3895316381,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3895316369,30,"cm8po8ez5w9ms01gid6w3kwk5, arwidogdfccsjv8fxa1veezf9, 9uthj64y9f77y63tq7did539x, 980t379w5cp7umv1eltwlfca1, elh8kttxq9xfpoqfmpxv9jr2t, 6yhylu5q0y924amgv7vlodkgl, 57c808184l80uuuv7z3flcu6t, 5pousbiuqbus68yekd0mhc5pl, 9dnrpl2c7n769i8nbfnboq2tx, e8ekkg0yayhhmmhinl0v9une, f3v95yyj6j7h7qpprxm4zlre1, shbxc528h0udd6rdf3ax2itx, dh15r2p7e0c5cwezilhq3fi6t, 7hnmtyfmurizitwz1whecjnmy, 3rj7x05qx17n925xfpcrl0jpx, 8um4xh0ekvr4q6uti3ksld8q2, 5neiwdz7rtkhzj0cneic4xcoa, ew18qvvupaejxubhqmxmbd39x, 1yjv2fht4kuph088zlgwfwup6, 8eo408aiejtu89vvkjgwb52c4",3895316377,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3895316373,59,"1, 29, 11, 34, 22, 25, 6, 14, 7, 33, 8, 3, 12, 13, 16, 20, 26, 27, 44, 48",3895316371,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481698447,1,34,16,0,0,9gefq4dz9b2hl8rqrxwrlrzmp,1,0,0,2022-11-05T13:53:44.381Z,2022-11-05T14:33:51Z,3895323417,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3895323413,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3895323405,30,"axcrcuv22693vn0a887samsph, 4qkv71pjmzw66crfaktr6tihh, 2uz1cmslnjjzsgfcgji26kqg9, 1s1v1tweyx8wxc9hj2jrnaggl, eapihgte8ydc4g6hzygsx2e39, 9prtaifv6stlujgywgq4wd08a, avh60ensgiwz1qalvn1bbqkfd, dyigvzjpa74cw4urhh7fwzs2d, 1j0a3ml1zglc9s31yentfckb9, dhhmffih4gl51nlu92hfctqs5, 4gq1u1mqg0qzekh1u5djleeax, 7o3fumeufgigw092b7i5n4f6x, 8l0am8k4pg2s9g9qbkhwte6dx, ckox9w95duwhmt72xxk7lt2vp, cfc7fqq748bz3nklfam2a2fp, c0rzlb9gffcwfrcpzd40ob7fu, 8zmj7mo9zxsoo5trhmmgmgb56, axj39lx25teh62rih6uv9qor9",3895468785,197,7074,3895323409,59,"21, 23, 22, 24, 4, 32, 17, 37, 18, 19, 7, 8, 9, 10, 13, 25, 38, 44",3895323411,130,15,3895323415,194,eapihgte8ydc4g6hzygsx2e39,3895323407,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481728071,2,32,1,0,0,9gefq4dz9b2hl8rqrxwrlrzmp,1,0,0,2022-11-05T14:30:39.984Z,2022-11-05T14:30:43Z,3895484703,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481728051,2,32,1,0,0,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2022-11-05T14:30:39.984Z,2022-11-06T03:33:08Z,3895484599,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481728159,3,1,1,0,0,4l9mrqzmajz5crzlz50mtbt6x,1,50.1,50.3,2022-11-05T14:30:40.085Z,2022-11-06T02:25:17Z,3895504209,189,,3895485061,56,Center,3895485067,212,1.8,3895485063,140,51.6,3895485065,141,48.9,3897944745,178,,3895485071,213,5.7,3895485073,279,S,f3v95yyj6j7h7qpprxm4zlre1,D. Geiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481728185,4,1,1,0,2,4l9mrqzmajz5crzlz50mtbt6x,0,62.8,44.5,2022-11-05T14:30:42.778Z,2022-11-06T02:25:27Z,3897944977,178,,3895485197,213,4.8,3895485189,56,Center,3895485193,141,31.6,3895485195,212,8.8,3895506269,155,,3895485191,140,63.7,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481728155,3,8,1,0,3,9gefq4dz9b2hl8rqrxwrlrzmp,1,35.6,65.1,2022-11-05T14:30:43.023Z,2022-11-06T02:25:38Z,3897945157,388,,3897682443,15,,3895485041,56,Back,3897682323,385,,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481728247,5,1,1,0,5,4l9mrqzmajz5crzlz50mtbt6x,0,58.2,33.7,2022-11-05T14:30:45.404Z,2022-11-06T02:25:42Z,3895485481,140,72.7,3895485483,141,29.7,3895485479,56,Center,3895485487,213,6.1,3895485485,212,15.5,3897945215,388,,3895485477,3,,,,,57c808184l80uuuv7z3flcu6t,G. Prömel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481728257,4,49,1,0,9,9gefq4dz9b2hl8rqrxwrlrzmp,1,21.2,73.7,2022-11-05T14:30:49.081Z,2022-11-06T02:25:49Z,,,,,,,,,,,,,,,,,,,,,,,,,2uz1cmslnjjzsgfcgji26kqg9,D. Raum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481728397,5,1,1,0,9,9gefq4dz9b2hl8rqrxwrlrzmp,1,21.2,73.7,2022-11-05T14:30:49.092Z,2022-11-06T02:25:52Z,3895486141,212,22.0,3895486137,140,3.8,3895486143,213,3.7,3897945431,178,,3895486135,56,Back,3895486139,141,55.6,,,,,,,2uz1cmslnjjzsgfcgji26kqg9,D. Raum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
