id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,assist,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/16/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2526422611,1,34,16,0,0,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2023-04-01T12:44:03.286Z,2023-04-01T13:29:58Z,4151953909,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4151953915,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4151953913,130,12,4151953917,194,2ebiw2w6d76sttjh8n8871kgl,4152131707,197,11913,4151953919,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4151953911,59,"1, 16, 21, 31, 20, 5, 29, 27, 18, 14, 6, 2, 3, 7, 8, 12, 17, 24, 30, 39",4151953907,30,"1sjt0nj0232gu88x50c3d16nd, drv9wksjusdgp1np315rokzit, 2ebiw2w6d76sttjh8n8871kgl, 6mijfayg3juwbk0u95h9gd8x6, djpsc1fvcnrh61c071t00gmad, 1zo6iikznwkd2vuhqykt7jw7p, eg9xhi6wfp1duf01pcsn8vfmd, 6hgj78mr8wy2i5izf8x10ij11, cfdgq8thcoghlh5d0s0pzb1sl, 5cw4n6kdaa7imeyaiuo2pnq39, b8i5atg67th49tfd1xeh6z9hx, 7wm8whndx19gcpqxtw9safljp, c2bhdypnqifsl8eiovtfdmyg9, 48xfkorlx0hu677np4669wbth, 9j1fd0mz39tl1h5che3f357md, 88unrmh29io1zmqzxwjzuqtm2, 6q2mf0qrkt51z28b46wltxal1, du9vq193cqx7gmve30eijws15, 9x0s8mzjc9ey0q812sn3poums, bytrobr8rfp9zwbxzopr4vgno",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526422697,1,34,16,0,0,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2023-04-01T12:44:08.116Z,2023-04-01T13:53:55Z,4151954357,194,b7ve7k983eaewnupejiow3jdh,4151954349,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4151954355,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4151954353,130,17,4151954347,30,"920yurg08gqayxwc80q9f8ixh, d36na8jr6xcc8eronhy8mcz1m, b7ve7k983eaewnupejiow3jdh, e8hf96xbntslqrlottv5yp016, 84mp3eqt1ckw107hwxpby9cd1, e8dpcth2x1y0zbaovljbgk5hx, f5ln82l8q7gvouj3zhsp5t4gl, ejnh215cji6xou661kiwcc91x, bsyv3fmihshve4jcr11qmtmfp, 7o11dzx2cccrslutrjl16ik89, 2az0f39bhz2kvxhopalzi0h5h, 3r2j2j3v6kgmauw5yv9j3x1hx, r4grdzsip637zvi2uu3nl979, 7at6knpizbafid4br861pi6zt, 3w8uk04gxlm4tj4hmsc3msmvp, dglkt5h4m18p1qcj2uhqymvv9, 61fzonbf9oh5aear9bdav1jze, arjwwth6yazptr851wu2u6e0a, 2es4ydlcwwasm6mu7rmey5r3e, 5n7vp6g13q7sxkzbygfbz27oq",4152252671,197,8113,4151954359,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4151954351,59,"26, 25, 30, 35, 28, 5, 8, 27, 9, 42, 32, 1, 7, 14, 18, 22, 24, 29, 33, 34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526455879,2,32,1,0,0,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2023-04-01T13:30:11.926Z,2023-04-02T04:06:55Z,4152132509,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526455853,2,32,1,0,0,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2023-04-01T13:30:11.926Z,2023-04-01T13:30:12Z,4152132353,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526455903,3,1,1,0,0,f0w62l8zql3tukxsy8fqwp72x,1,50,50,2023-04-01T13:30:11.949Z,2023-04-02T08:00:59Z,4156344037,178,,4152132641,212,16.6,4152132639,141,55.8,4152132637,140,34.6,4152132643,213,2.9,4152132635,56,Back,4152132645,279,S,,,,6hgj78mr8wy2i5izf8x10ij11,K. Boateng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526455929,4,1,1,0,3,f0w62l8zql3tukxsy8fqwp72x,1,35.3,55.8,2023-04-01T13:30:15.095Z,2023-04-02T08:01:04Z,4152132785,1,,4152132783,213,5.7,4152132771,155,,4152132779,212,39.1,4152132777,141,25.0,4152132773,56,Center,4152132775,140,66.7,4156344205,178,,6mijfayg3juwbk0u95h9gd8x6,M. Dárdai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526455941,5,44,1,0,6,f0w62l8zql3tukxsy8fqwp72x,1,65.5,27.4,2023-04-01T13:30:18.745Z,2023-04-02T09:25:14Z,4152132811,56,Center,4152132813,286,,4152132895,233,3,,,,,,,,,,,,,,,,cfdgq8thcoghlh5d0s0pzb1sl,W. Kanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526455951,3,44,1,0,6,6k5zscdm9ufw0tguvzyjlp5hq,0,34.5,72.6,2023-04-01T13:30:18.746Z,2023-04-02T08:01:09Z,4152132869,285,,4152132903,233,5,4152132867,56,Back,,,,,,,,,,,,,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526455971,6,1,1,0,6,f0w62l8zql3tukxsy8fqwp72x,1,66.7,25,2023-04-01T13:30:18.777Z,2023-04-02T09:25:15Z,4152132971,168,,4152132969,3,,4152132975,140,75.2,4156344563,388,,4152132981,213,5.3,4152132979,212,16.4,4152132973,56,Right,4152132977,141,4.7,cfdgq8thcoghlh5d0s0pzb1sl,W. Kanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527252989,861,67,1,0,9,f0w62l8zql3tukxsy8fqwp72x,1,75.4,5.3,2023-04-01T13:30:20.985Z,2023-04-02T09:25:15Z,4156427125,233,984,,,,,,,,,,,,,,,,,,,,,,5cw4n6kdaa7imeyaiuo2pnq39,D. Lukébakio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527252985,984,67,1,0,9,6k5zscdm9ufw0tguvzyjlp5hq,0,24.6,94.7,2023-04-01T13:30:20.986Z,2023-04-02T08:51:34Z,4156427135,233,861,,,,,,,,,,,,,,,,,,,,,,b7ve7k983eaewnupejiow3jdh,C. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456013,7,1,1,0,9,f0w62l8zql3tukxsy8fqwp72x,1,74.5,4,2023-04-01T13:30:21.789Z,2023-04-02T08:01:15Z,4152133161,213,3.0,4152133145,56,Right,4152133153,141,5.5,4152133149,140,68.9,4152133157,212,6.0,4156344745,178,,,,,,,,5cw4n6kdaa7imeyaiuo2pnq39,D. Lukébakio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456053,8,1,1,0,11,f0w62l8zql3tukxsy8fqwp72x,1,72.3,13.7,2023-04-01T13:30:23.780Z,2023-04-02T08:01:19Z,4152133297,56,Center,4152133305,213,1.1,4152133303,212,17.0,4152133299,140,79.9,4156344873,178,,4152133301,141,35.8,,,,,,,drv9wksjusdgp1np315rokzit,J. Kenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456061,9,50,1,0,12,f0w62l8zql3tukxsy8fqwp72x,1,79.6,37.5,2023-04-01T13:30:24.775Z,2023-04-02T08:01:34Z,4152133769,233,4,4152133345,56,Center,4152133347,286,,,,,,,,,,,,,,,,,cfdgq8thcoghlh5d0s0pzb1sl,W. Kanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456131,4,7,1,0,13,6k5zscdm9ufw0tguvzyjlp5hq,0,20.4,62.5,2023-04-01T13:30:25.167Z,2023-04-02T08:01:37Z,4152133737,233,9,4154485933,384,,4156345601,178,,4152133675,56,Back,4152133677,285,,,,,,,,,,,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526533127,404,61,1,0,13,f0w62l8zql3tukxsy8fqwp72x,1,81,36.3,2023-04-01T13:30:25.478Z,2023-04-02T08:01:40Z,4152524731,56,Center,4156345661,178,,,,,,,,,,,,,,,,,,,,cfdgq8thcoghlh5d0s0pzb1sl,W. Kanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456139,5,49,1,0,14,6k5zscdm9ufw0tguvzyjlp5hq,1,22.7,59.3,2023-04-01T13:30:26.757Z,2023-04-02T08:01:47Z,,,,,,,,,,,,,,,,,,,,,,,,,f5ln82l8q7gvouj3zhsp5t4gl,M. Eggestein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456157,6,1,1,0,14,6k5zscdm9ufw0tguvzyjlp5hq,1,22.7,59.3,2023-04-01T13:30:26.834Z,2023-04-02T08:01:52Z,4152133811,140,24.9,4152133819,213,1.3,4152133809,56,Back,4156346157,178,,4152133815,141,74.4,4152133817,212,10.5,,,,,,,f5ln82l8q7gvouj3zhsp5t4gl,M. Eggestein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456195,7,1,1,0,16,6k5zscdm9ufw0tguvzyjlp5hq,1,24.9,74.4,2023-04-01T13:30:28.759Z,2023-04-02T08:02:02Z,4152133979,212,10.5,4156346577,178,,4152133973,56,Back,4152133975,140,18.2,4152133977,141,63.0,4152133981,213,4.0,,,,,,,2az0f39bhz2kvxhopalzi0h5h,V. Grifo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456223,8,1,1,0,17,6k5zscdm9ufw0tguvzyjlp5hq,0,18.2,63,2023-04-01T13:30:29.539Z,2023-04-02T08:02:06Z,4152134085,213,0.2,4152134083,212,29.3,4152134079,140,45.8,4152134077,56,Back,4156346727,178,,4152134081,141,69.7,4152134073,155,,,,,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456187,10,61,1,0,20,f0w62l8zql3tukxsy8fqwp72x,1,51.3,28.9,2023-04-01T13:30:32.298Z,2023-04-02T08:02:30Z,4156347611,178,,4156347607,21,,4152133945,56,Center,,,,,,,,,,,,,,,,1zo6iikznwkd2vuhqykt7jw7p,F. Uremović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456297,9,4,1,0,23,6k5zscdm9ufw0tguvzyjlp5hq,1,63.2,78.9,2023-04-01T13:30:35.534Z,2023-04-02T08:03:02Z,4152134729,233,11,4152134501,286,,4152134499,265,,4152134493,13,,4152134495,56,Left,4152134497,152,,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456335,11,4,1,0,23,f0w62l8zql3tukxsy8fqwp72x,0,36.8,21.1,2023-04-01T13:30:35.535Z,2023-04-02T08:03:02Z,4152134685,152,,4152134683,56,Back,4152134733,233,9,4152134687,265,,4152134689,285,,4152134681,13,,4156348933,178,,,,,b8i5atg67th49tfd1xeh6z9hx,T. Ciğerci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456609,10,1,1,0,39,6k5zscdm9ufw0tguvzyjlp5hq,1,58.7,84.5,2023-04-01T13:30:50.977Z,2023-04-02T08:03:05Z,4152136025,5,,4152136035,212,17.2,4152136033,141,83.9,4152136037,213,3.2,4152136027,152,,4152136029,56,Back,4152136031,140,42.3,4156349061,178,,2az0f39bhz2kvxhopalzi0h5h,V. Grifo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526456711,11,1,1,0,41,6k5zscdm9ufw0tguvzyjlp5hq,1,41.2,60.5,2023-04-01T13:30:53.415Z,2023-04-02T08:03:09Z,4152136537,213,4.6,4152136535,212,21.9,4152136533,141,28.6,4152136523,56,Back,4152136529,140,38.7,4156349175,178,,,,,,,,e8hf96xbntslqrlottv5yp016,K. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
