id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/10/value,qualifier/12/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,assist
2519402697,1,34,16,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2023-03-12T17:36:04.796Z,2023-03-12T18:27:18Z,4093982755,59,"1, 2, 6, 29, 3, 5, 22, 31, 23, 32, 33, 4, 7, 8, 10, 12, 16, 20, 39, 40",4094229909,197,8139,4094229905,194,bfpax581lm91ebz4xgz40a191,4093982759,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4093982751,30,"bfpax581lm91ebz4xgz40a191, 2mwe6l0eu1tisri3eu26fx8x6, 76h7b6dhpyotolq68f84lqifp, bjhgmcai5irlexe7oa1g0e5sl, fr9ac60188vlmtbrcddhxii1, dodddfi0l5i36vlgbaybhzeqy, 6384gzzxuxs6pvmrn8qx4d7u1, d2ykrr75737c8bzlwhjj90vkl, eswxx8pxqyuj7rnpvqawpej1l, 4sd2zs6d5cd4d9n3oo54lglat, b8if5dg0k9prjik99aiutewh5, 7e7w34imugzsufvytjxytupd5, 3es8fg7y59lckypu11i68q6s5, azcv772qzdbz1exafx3od6lt5, embn1jhcly07i6pjcvcdiavo5, 53ozrqkupvt2iyi2xg0swf7px, b7cso5zljdvzfila9zd4fz4ve, 23l48u4w5nj4036whjm3s49gp, aplc9mad75h1k90o3qla9c7l6, 2dxsntw3djezptdjqzu0oxi7e",4093982757,130,4,4093982761,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4093982753,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519405223,1,34,16,0,0,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2023-03-12T17:38:05.607Z,2023-03-12T18:36:57Z,4093996597,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4093996593,59,"1, 18, 23, 4, 31, 5, 2, 8, 11, 27, 20, 14, 17, 19, 25, 26, 28, 37, 40, 45",4094236859,194,1vv29mash2uijx542ssjk666t,4093996589,30,"8l1mv5qd9vwade754v3l8epjp, 9kxuwgequrilkom3ru6sdxall, emtrl7rrhp3ybsibf1f89kyj9, 3g9riero16s160evc28u3q3u1, cab22ojcuhdzdwmbtl20n8i51, 1ywfkwrcysdlvkt859q00kt7t, 9qzxygb9hyzag1szans0k2jth, 1vv29mash2uijx542ssjk666t, 5pnfmmq8b8jxmp1qnf82d8out, cywgibmici8hwp1ad1nhk3ufp, a2l72iohmbq6rjr3rzrsvnwt1, 602fyni27c129xjs9ziyn5as5, 7424gvk9hiq5up61dj181y66t, 24vavcwn4hco5je9kdu9ciwgl, d3xe46be1ajvxzxzboiaoy385, 40rzvcdss138e6futx3bht3o5, 52t6t7cdsr0fjs9ukmwo9y7rp, 7446u69ki15qcyq2jtszacm3t, bt35y17wl42b5t5tw6z68uwyy, 5xhjvappzv6swoof5qpi0yj9",4093996591,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4093996599,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4093996595,130,17,4094236861,197,16257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519449717,2,32,1,0,0,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2023-03-12T18:30:11.144Z,2023-03-12T18:30:13Z,4094240205,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519449697,2,32,1,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2023-03-12T18:30:11.144Z,2023-03-13T08:05:28Z,4094240133,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519449741,3,1,1,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,50,50,2023-03-12T18:30:11.231Z,2023-03-13T09:43:32Z,4094240365,212,20.9,4095607893,178,,4094240369,279,S,4094240361,140,30.5,4094240359,56,Back,4094240363,141,44.2,4094240367,213,3.3,,,,4sd2zs6d5cd4d9n3oo54lglat,M. Svanberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519449763,4,1,1,0,3,a8l3w3n0j99qjlsxj3jnmgkz1,1,30.8,41.6,2023-03-12T18:30:14.655Z,2023-03-13T09:43:38Z,4094240565,1,,4094240553,157,,4094240557,140,75.5,4094240561,212,47.4,4094240555,56,Center,4095608093,178,,4094240563,213,6.1,4094240559,141,32.2,bfpax581lm91ebz4xgz40a191,K. Casteels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519449765,5,50,1,0,6,a8l3w3n0j99qjlsxj3jnmgkz1,1,73.4,25.6,2023-03-12T18:30:18.088Z,2023-03-13T09:43:47Z,4094240571,286,,4094240569,56,Center,4094447673,233,3,,,,,,,,,,,,,,,,b8if5dg0k9prjik99aiutewh5,Omar Marmoush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519449775,3,7,1,0,8,a8d2gb2nag8fy0itbuxmcibh2,0,26.6,74.4,2023-03-12T18:30:19.823Z,2023-03-13T09:43:51Z,4094240631,56,Back,4095244449,383,,4094240649,233,5,4095608489,178,,4094240633,285,,,,,,,,,,,a2l72iohmbq6rjr3rzrsvnwt1,A. Laïdouni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519449797,4,45,1,0,11,a8d2gb2nag8fy0itbuxmcibh2,0,33.3,94.9,2023-03-12T18:30:22.657Z,2023-03-13T09:43:55Z,4094240739,56,Back,4094240907,233,6,4094240741,285,,,,,,,,,,,,,,,,,5pnfmmq8b8jxmp1qnf82d8out,S. Michel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519449811,6,3,1,0,11,a8l3w3n0j99qjlsxj3jnmgkz1,1,68.9,5,2023-03-12T18:30:22.657Z,2023-03-13T09:43:54Z,4094240839,56,Right,4095244491,464,,4094240881,233,4,4095608557,178,,4094240841,286,,,,,,,,,,,2mwe6l0eu1tisri3eu26fx8x6,K. Fischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
