id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/11/value,qualifier/13/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2515019335,1,34,16,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2023-03-04T13:46:23.313Z,2023-03-04T14:26:53Z,4070756503,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070756499,59,"1, 2, 3, 27, 6, 8, 10, 30, 7, 9, 16, 11, 14, 20, 22, 23, 34, 40, 45, 48",4070756505,194,tedxo29s8xx0a71z6sidw7v9,4070756497,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4070756501,130,2,4070756495,30,"61xxo4zsk6hby0swa756l3wlx, 5arng6g4ietx2jwgcd2kpqdpl, egmcpa7j5clzga5m0zvg2f105, b6woton2db3w4rm67vu69buy2, tedxo29s8xx0a71z6sidw7v9, bfdtduknquzhr2br7ahlgvvo4, 3er9krmf0k6dhv6f9ltztfend, 5q3ft0wiy6lsy937j7nw6msq1, 1ic5mnwhm510mptrxz04zmtm2, avk9yje6h4nndg3cufnbu2imt, 4zrut521fzw9fddqt74pnl756, d9jj0525pm3nu9vqewtpo2rpx, aybzlrbkvnobkazjsmox975jp, d8h5ge9ust20o7us968acnsnp, 4gmknefwu0tt33z88tu75xmg9, bs6f5ag1f47ropxefrybtaktl, 3jqxaa2l6gqwxl2mr8w0yiiy2, 840353qq4b6ufh0hhm9o0n45x, 1ie7ml2v6772ek2u8q7wl1awa, 8b40ap862z6ynvmgah0vjces5",4070889015,197,16596,4070756507,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515022047,1,34,16,0,0,cu0eztmjcsbydyp53aleznorw,1,0,0,2023-03-04T13:50:10.977Z,2023-03-04T14:29:46Z,4070769975,59,"1, 10, 3, 32, 36, 5, 22, 6, 7, 11, 28, 8, 17, 20, 21, 30, 31, 33, 39",4070769981,194,aaoycxwi9jny6flm4apz8a2uh,4070769973,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5",4070896759,197,16263,4070769983,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4070769977,130,12,4070769979,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4070769971,30,"expxslws50h0iw0logr02gs7p, 26nfmfc8p2doisd9p8vtd33dh, 8nug6t1cmn9pwhnwdf6nyhrrp, aaoycxwi9jny6flm4apz8a2uh, ec5ng4j3rcjwsjz1v05e1z3dh, 1psr9ra8k9j4r94p1xixagzbp, d95i3fwjrk3ti4co645mde76x, 14fw7p4fzaxprndgxnx0gxgbt, 5ndmhtdu5jfgvzuddd7fu2fh1, cjq9g6zgcxk1ceo2xzpe1qnyt, dr0kn3srxtg7nuw99gjoim7e1, 7k7whr0pdbw5wtk7g0cwozw0l, 9i46dpapurzdzvd7nz3be7kl, b4q9q0qgmtz959rygieg9ln1l, 630sqbiu7utmkg8yw0h4ky8a2, 7llxni56g8q0yt33vhp1pt3o5, 5za1oqcgg6o78mth7jdcqs1uy, e97o3wf8ul0g3lwlmdp80exre, 3h6q9lkwovcu4pynltgnzhy50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515046315,2,32,1,0,0,cu0eztmjcsbydyp53aleznorw,1,0,0,2023-03-04T14:30:47.064Z,2023-03-04T14:30:48Z,4070899529,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515046313,2,32,1,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2023-03-04T14:30:47.064Z,2023-03-05T07:38:06Z,4070899527,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515046351,3,1,1,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,49.9,50.7,2023-03-04T14:30:47.076Z,2023-03-05T03:31:11Z,4070899759,56,Back,4070899765,141,37.4,4070899773,213,3.6,4070899777,279,S,4074237857,178,,4070899769,212,20.1,4070899761,140,32.8,,,,avk9yje6h4nndg3cufnbu2imt,E. Demirović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515046377,4,1,1,0,2,ex3psl8e3ajeypwjy4xfltpx6,1,24.8,35.5,2023-03-04T14:30:49.910Z,2023-03-05T03:31:15Z,4070899925,212,44.2,4070899917,155,,4070899931,1,,4070899919,56,Back,4070899923,141,89.8,4070899927,213,1.0,4070899921,140,47.9,4074237989,178,,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515046425,5,1,1,0,7,ex3psl8e3ajeypwjy4xfltpx6,1,42.1,86.1,2023-03-04T14:30:54.188Z,2023-03-05T03:31:21Z,4070900145,56,Back,4074238101,178,,4070900151,212,9.0,4070900147,140,42.4,4070900153,213,4.7,4070900149,141,72.8,,,,,,,egmcpa7j5clzga5m0zvg2f105,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515046453,6,1,1,0,8,ex3psl8e3ajeypwjy4xfltpx6,1,41.7,71.3,2023-03-04T14:30:55.713Z,2023-03-05T03:31:25Z,4070900315,141,53.1,4070900313,140,10.6,4070900321,1,,4070900317,212,34.9,4070900319,213,3.5,4074238189,178,,4070900311,56,Back,,,,5q3ft0wiy6lsy937j7nw6msq1,N. Dorsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515046503,7,1,1,0,13,ex3psl8e3ajeypwjy4xfltpx6,0,10.6,53.1,2023-03-04T14:31:00.140Z,2023-03-05T03:31:27Z,4070900567,155,,4070900577,213,6.1,4074238245,178,,4070900571,140,67.5,4070900569,56,Center,4070900579,1,,4070900575,212,61.0,4070900573,141,34.7,61xxo4zsk6hby0swa756l3wlx,R. Gikiewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515046507,3,49,1,0,17,cu0eztmjcsbydyp53aleznorw,1,30.8,72.6,2023-03-04T14:31:04.940Z,2023-03-05T03:31:32Z,,,,,,,,,,,,,,,,,,,,,,,,,ec5ng4j3rcjwsjz1v05e1z3dh,C. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
