id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,assist
2457892161,1,34,16,0,0,c5hderjlkcoaze51e5wgvptk,1,0,0,2022-09-10T12:36:56.734Z,2022-09-10T13:38:01Z,3769022955,30,"7obuhegyo1qcoikt23egcsr85, byn8dfwg5zdefrca7wgn32qne, d7xdtkzw3h749ngi4sobn6kmh, 7cdiijsvnfc7tafy0zkf4uz9, bd4p670s36cp1dh4fadv84qcq, efzokrggje7s9wc6hg75yc6ax, g3fgd752o63acmmuahdvppm1, a3ib09ji7qsz6cgj3vmz5qort, 2x5f35hk2urqlgoito1vgb3yt, az15xx7m923srf9gdbwmiyga1, eqtsanns36za56h4pfqhbnh05, 7iqt50eaixxatz08dh54p81gq, 9ed74dfr9aeuedaf63l0i7aei, 8kqmsuo668wpuzoyyxf4o2vo5, bgtnbojs8g884mbksh6o4wu6t, 7gni45coa4swn1i66wzpzug9h, f5lfo1hz7u5bk494w53arcacq, 86n8m70b8059d92vcv98nm0dm, 5ph2ln91ycq1qlq03cnqqs9re, f2ibn3ej2doay3b4u8ezeix62",3769022963,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3769022957,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3769022959,59,"1, 36, 33, 8, 35, 2, 9, 6, 19, 15, 27, 5, 11, 20, 21, 22, 26, 28, 29, 40",3769042625,194,7obuhegyo1qcoikt23egcsr85,3769022969,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3769022965,197,14121,3769022961,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457895089,1,34,16,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-09-10T12:39:57.946Z,2022-09-10T14:05:35Z,3769037839,30,"bfpax581lm91ebz4xgz40a191, 23l48u4w5nj4036whjm3s49gp, 76h7b6dhpyotolq68f84lqifp, acxwc7xxrtyssiy390t859kgl, 7e7w34imugzsufvytjxytupd5, dodddfi0l5i36vlgbaybhzeqy, 4sd2zs6d5cd4d9n3oo54lglat, en0a6a574x1yvnk8kdxwub949, 3es8fg7y59lckypu11i68q6s5, embn1jhcly07i6pjcvcdiavo5, ec04djw7dspowrm7h7wr6e5ed, 2mwe6l0eu1tisri3eu26fx8x6, fr9ac60188vlmtbrcddhxii1, 53ozrqkupvt2iyi2xg0swf7px, b7cso5zljdvzfila9zd4fz4ve, 6384gzzxuxs6pvmrn8qx4d7u1, bjhgmcai5irlexe7oa1g0e5sl, d2ykrr75737c8bzlwhjj90vkl, b8if5dg0k9prjik99aiutewh5, 2dxsntw3djezptdjqzu0oxi7e",3769037843,59,"1, 20, 6, 27, 4, 5, 32, 38, 7, 10, 14, 2, 3, 12, 16, 22, 29, 31, 33, 40",3769037849,194,acxwc7xxrtyssiy390t859kgl,3769225943,197,8139,3769037845,130,4,3769037851,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3769037841,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3769037847,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457932909,2,32,1,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-09-10T13:30:11.860Z,2022-09-10T13:30:12Z,3769237575,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457932923,2,32,1,0,0,c5hderjlkcoaze51e5wgvptk,1,0,0,2022-09-10T13:30:11.860Z,2022-09-10T21:07:18Z,3769237645,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457932979,3,1,1,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,49.8,49.9,2022-09-10T13:30:11.880Z,2022-09-10T21:42:45Z,3769237921,279,S,3769237907,141,45.4,3771252245,178,,3769237913,212,18.7,3769237917,213,3.3,3769237903,140,32.2,3769237899,56,Back,,,,3es8fg7y59lckypu11i68q6s5,L. Waldschmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457933009,4,1,1,0,2,a8l3w3n0j99qjlsxj3jnmgkz1,1,32.1,45.2,2022-09-10T13:30:14.649Z,2022-09-10T21:43:00Z,3769238041,212,9.7,3771252931,178,,3769238035,56,Back,3769238037,140,40.0,3769238039,141,37.9,3769238043,213,5.7,,,,,,,7e7w34imugzsufvytjxytupd5,M. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457933097,5,1,1,0,4,a8l3w3n0j99qjlsxj3jnmgkz1,0,40.2,39.2,2022-09-10T13:30:16.282Z,2022-09-10T21:43:06Z,3769238483,212,37.5,3769238477,56,Left,3769238475,155,,3769238487,1,,3769238481,141,88.1,3771253183,178,,3769238485,213,1.1,3769238479,140,56.8,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457933091,3,44,1,0,6,c5hderjlkcoaze51e5wgvptk,1,42.4,14.5,2022-09-10T13:30:18.816Z,2022-09-11T03:26:09Z,3769238417,285,,3769238415,56,Back,3769238527,233,6,,,,,,,,,,,,,,,,a3ib09ji7qsz6cgj3vmz5qort,K. Jakić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457933105,6,44,1,0,6,a8l3w3n0j99qjlsxj3jnmgkz1,0,57.6,85.5,2022-09-10T13:30:18.817Z,2022-09-10T21:44:50Z,3769238519,56,Left,3769238587,233,3,3769238521,286,,,,,,,,,,,,,,,,,en0a6a574x1yvnk8kdxwub949,B. Franjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457933111,4,1,1,0,7,c5hderjlkcoaze51e5wgvptk,0,41,19.6,2022-09-10T13:30:18.881Z,2022-09-11T03:26:09Z,3769238551,212,0.7,3769238543,3,,3769238545,56,Back,3771258117,388,,3769238547,140,41.7,3769238549,141,19.6,3769238553,213,0.0,,,,a3ib09ji7qsz6cgj3vmz5qort,K. Jakić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
