id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,assist
2512772439,1,34,16,0,0,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2023-02-26T13:40:32.242Z,2023-02-26T14:48:39Z,4058896663,130,2,4058896665,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4058896661,59,"26, 25, 17, 8, 28, 3, 42, 27, 9, 38, 32, 1, 5, 7, 14, 18, 22, 29, 33, 34",4059169061,197,8113,4058896667,194,920yurg08gqayxwc80q9f8ixh,4058896659,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4058896657,30,"920yurg08gqayxwc80q9f8ixh, d36na8jr6xcc8eronhy8mcz1m, 2jk8zu0m0tf7if0pyrkbo82xh, f5ln82l8q7gvouj3zhsp5t4gl, 84mp3eqt1ckw107hwxpby9cd1, 6o2v57d92t1mejod24gmufcut, 7o11dzx2cccrslutrjl16ik89, ejnh215cji6xou661kiwcc91x, bsyv3fmihshve4jcr11qmtmfp, 7c6034wb3zsuq9nhxxiahiuol, 2az0f39bhz2kvxhopalzi0h5h, 3r2j2j3v6kgmauw5yv9j3x1hx, e8dpcth2x1y0zbaovljbgk5hx, r4grdzsip637zvi2uu3nl979, 7at6knpizbafid4br861pi6zt, 3w8uk04gxlm4tj4hmsc3msmvp, dglkt5h4m18p1qcj2uhqymvv9, arjwwth6yazptr851wu2u6e0a, 2es4ydlcwwasm6mu7rmey5r3e, 5n7vp6g13q7sxkzbygfbz27oq",4058896669,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512775461,1,34,16,0,0,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2023-02-26T13:43:20.757Z,2023-02-26T14:30:11Z,4058912067,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4058912065,130,4,4058912063,59,"1, 30, 5, 8, 6, 12, 10, 25, 9, 19, 23, 11, 14, 17, 18, 22, 24, 27, 28, 38",4058912061,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4059165971,197,16233,4058912059,30,"cg6h7oq0b5zpx1g4brhzyk1xx, 9qo448ueot8pfc5oqo378wag9, a41r2ob5fhirgdwxwox6nr4yx, 4tev0kk0om8cr1xbwpt8bozit, cis0z72hgahfnfjduk7hdnz3e, djha3ac2mfhyb7oia64hq2nd, 2cq6ocr7j487do4nrm3sreg9h, 6rg37ej1x7pwi7r4aq1107pih, 59pu8nnghyxvvt8r3zyndpfpx, 9ydkbbygq6uocors9kcdnzbop, e4vr28e9cbq3q5nux1jlpuuei, 7w63iqek6hmnizlirurla1cr9, c0ewvrtk657uw4t5rlv87mq51, 7y6f63pj7horkzhdzbge02rqh, jw8lb54ua2iufebwnu8k68t0, aze5i6ssy55jrc8k9vhrs8o9h, 3ojzrb5okc6i1jf1o7okovnjd, 2k5g68ywtr79lc45wozvifqlm, 4ilnnpfgjfz35lni9ppzd93v9, 6m9kyt5astmqvzdq2ee81qcwl",4058912073,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4058912069,194,cg6h7oq0b5zpx1g4brhzyk1xx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512828141,2,32,1,0,0,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2023-02-26T14:30:26.295Z,2023-02-27T07:26:57Z,4059167165,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512828149,2,32,1,0,0,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2023-02-26T14:30:26.295Z,2023-02-26T14:30:31Z,4059167181,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512828231,3,1,1,0,0,6k5zscdm9ufw0tguvzyjlp5hq,1,50,50,2023-02-26T14:30:26.313Z,2023-02-27T07:33:24Z,4059167543,279,S,4059167537,141,50.9,4061379517,178,,4059167539,212,4.1,4059167541,213,0.1,4059167533,56,Center,4059167535,140,53.9,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512828235,4,1,1,0,1,6k5zscdm9ufw0tguvzyjlp5hq,1,54.3,48.8,2023-02-26T14:30:27.358Z,2023-02-27T07:33:30Z,4059167563,213,4.9,4059167555,56,Right,4059167561,212,23.5,4059167559,141,14.9,4061379723,178,,4059167557,140,58.4,,,,,,,2az0f39bhz2kvxhopalzi0h5h,V. Grifo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512828283,5,1,1,0,3,6k5zscdm9ufw0tguvzyjlp5hq,1,58.3,14.1,2023-02-26T14:30:30.111Z,2023-02-27T07:33:35Z,4059167773,140,43.4,4059167775,141,17.6,4061379931,178,,4059167771,56,Back,4059167777,212,15.8,4059167779,213,3.0,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512828349,6,1,1,0,7,6k5zscdm9ufw0tguvzyjlp5hq,1,43.3,16.1,2023-02-26T14:30:34.142Z,2023-02-27T07:33:41Z,4059168055,1,,4059168053,213,0.7,4059168049,141,64.9,4059168047,140,79.9,4061380097,178,,4059168051,212,50.8,4059168043,155,,4059168045,56,Center,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512828381,7,1,1,0,11,6k5zscdm9ufw0tguvzyjlp5hq,0,80.5,65.8,2023-02-26T14:30:37.470Z,2023-02-27T07:33:46Z,4059168195,212,17.4,4059168193,141,62.3,4059168187,155,,4061380267,178,,4059168197,213,6.1,4059168189,56,Center,4059168191,140,96.9,,,,bsyv3fmihshve4jcr11qmtmfp,L. Höler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2512828399,3,52,1,0,13,7ad69ngbpjuyzv96drf8d9sn2,1,2.9,36.8,2023-02-26T14:30:40.052Z,2023-02-27T07:33:50Z,4061380361,178,,4060888197,377,,,,,,,,,,,,,,,,,,,,cg6h7oq0b5zpx1g4brhzyk1xx,L. Hrádecký,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
