id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/17/value,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2452390241,1,34,16,0,0,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2022-08-28T12:51:02.729Z,2022-08-28T13:54:27Z,3739715047,130,13,3739715043,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",3739715049,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3739715053,197,16500,3739715051,194,3kti58d195gmtzwrjh5nprx05,3739715045,59,"1, 4, 24, 21, 2, 5, 3, 32, 20, 22, 14, 8, 11, 15, 16, 27, 31, 33, 39",3739715041,30,"5bzowvtg5vhntcx1w3roriehh, bibz1qxakmbflq73marmo4nop, e9u7cmvaem5p7x9px3yq9f179, 8p2yagsx6ujdbmeonkd3u4c89, 3uqn1adw8rarez1gpen9vng7p, 5l8wtw156meo2vrtrgasif6jt, 3kti58d195gmtzwrjh5nprx05, 9dnne0ny6o6d5c6w3ayoo4vvu, 4nn6rxyzy97wl4ppqqnhhxyax, 3havaatbnk8p6gc9srgajc25l, 9fd19beamnr8qmhqdvzr7fcyy, d1gc59ozyrrnl82rog6fbm0dm, 49epln99aa2797cs2zq3al1t6, 7gzdg0j9usc3yq0dd1ad57sgl, a4p1m3cqm6z2p1bw97s6k46ad, 4n3dnzwm51iog44sdao0z7t62, eqg3xn8mplfpc9ys8kb6dch6, 62gct49oglcdzxafhrfucrb2t, b5mpbec03n9qatneviazigfvu",3739715055,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452398863,1,34,16,0,0,8q1ul09cygzswb7tb456bmifv,1,0,0,2022-08-28T13:02:26.972Z,2022-08-28T13:08:38Z,3739756389,197,16228,3739756379,59,"20, 2, 14, 28, 15, 24, 17, 6, 29, 33, 47, 1, 3, 4, 7, 11, 18, 21, 23, 37",3739756377,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3739756383,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3739756381,130,21,3739756375,30,"4zfgh6wq7svx418tzwf0gfavp, 38knnji3m4qg6pqohph35n74l, 21vfv10e7fh6b2xtcu55ihn11, ojqb7kv87o0cidbckgtg1rdh, 4w8nqkhp6v62vs319a7qckfs9, mgwgcv336wb93xvv0pfr6dih, 6dzx3oyd42ql69tqxqvg8mpxx, 3saz8njlttx2i4ospcwmmaqga, 7rltyxkrvvfg7q1hppl631soa, es3b9j6925m7m9x7cr72mn0mh, 2hb1dyg1auzdfbi3lg9ysap9m, 224uan6ugjt7b2c1zsxrs2pcl, f239q43hdwrm7u7mu5jqyk91x, 3tdsezcgdlm4laybvh4u49cr9, bkonv3y0vn24mpn6j8abjtux, 55z0yap5tml66nes2cchg7ahh, g64b8x11ndowv2zj29r9i311, 8n4b6j21nxf1nf628ugg3xsdl, 8mmecefcbz8wu4jcqqywps5p1, cnf7quyillyf560nh14taliw9",3739756391,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3739756385,194,21vfv10e7fh6b2xtcu55ihn11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452424631,2,32,1,0,0,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2022-08-28T13:30:38.415Z,2022-08-28T13:30:38Z,3739888779,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452424641,2,32,1,0,0,8q1ul09cygzswb7tb456bmifv,1,0,0,2022-08-28T13:30:38.415Z,2022-08-28T22:10:34Z,3739888829,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452424683,3,1,1,0,0,3dwlvz6cl4lcavvrg0y2dycrt,1,50.1,50.1,2022-08-28T13:30:39.121Z,2022-08-28T22:36:29Z,3739889037,279,S,3739889027,56,Back,3739889029,140,33.2,3739889033,212,18.7,3739889031,141,58.8,3742010355,178,,3739889035,213,2.8,,,,9fd19beamnr8qmhqdvzr7fcyy,S. Katompa Mvumpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452424719,4,1,1,0,3,3dwlvz6cl4lcavvrg0y2dycrt,1,33.2,58.8,2022-08-28T13:30:41.646Z,2022-08-28T22:36:33Z,3739889241,56,Right,3739889255,213,5.6,3739889239,157,,3742010515,178,,3739889251,212,43.0,3739889243,140,66.1,3739889247,141,21.1,3739889261,1,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452424727,5,44,1,0,6,3dwlvz6cl4lcavvrg0y2dycrt,1,69.4,25.6,2022-08-28T13:30:45.098Z,2022-08-29T08:13:18Z,3739889291,233,3,3739889289,286,,3739889287,56,Center,,,,,,,,,,,,,,,,4nn6rxyzy97wl4ppqqnhhxyax,L. Pfeiffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452424713,3,44,1,0,6,8q1ul09cygzswb7tb456bmifv,0,30.6,74.4,2022-08-28T13:30:45.099Z,2022-08-28T22:36:54Z,3739889227,56,Back,3739889229,285,,3739889297,233,5,,,,,,,,,,,,,,,,mgwgcv336wb93xvv0pfr6dih,J. Chabot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452424731,6,1,1,0,6,3dwlvz6cl4lcavvrg0y2dycrt,1,71.2,27.2,2022-08-28T13:30:45.177Z,2022-08-29T08:13:18Z,3739889321,212,8.3,3739889313,168,,3739889315,56,Center,3739889317,140,78.2,3739889319,141,21.5,3742011669,388,,3739889323,213,5.8,3739889311,3,,4nn6rxyzy97wl4ppqqnhhxyax,L. Pfeiffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452424733,7,1,1,0,8,3dwlvz6cl4lcavvrg0y2dycrt,0,79.6,27.7,2022-08-28T13:30:46.866Z,2022-08-28T22:38:42Z,3739889369,286,,3739889337,212,1.0,3739889363,236,,3739889365,233,4,3739889333,140,80.5,3739889339,213,0.1,3742013193,178,,3739889335,141,27.9,bibz1qxakmbflq73marmo4nop,J. Vagnoman,3739889331,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
