id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,keyPass,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2462116351,1,34,16,0,0,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2022-09-18T16:33:25.584Z,2022-09-18T17:26:08Z,3791454069,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3791711357,194,cm8po8ez5w9ms01gid6w3kwk5,3791454067,130,12,3791454063,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3791454065,59,"1, 3, 11, 25, 22, 5, 6, 14, 27, 33, 8, 7, 10, 13, 16, 26, 34, 35, 37, 44",3791454071,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3791454061,30,"cm8po8ez5w9ms01gid6w3kwk5, shbxc528h0udd6rdf3ax2itx, 9uthj64y9f77y63tq7did539x, 6yhylu5q0y924amgv7vlodkgl, elh8kttxq9xfpoqfmpxv9jr2t, 6ki6rv564ybctrajr2xtgyeax, 57c808184l80uuuv7z3flcu6t, 5pousbiuqbus68yekd0mhc5pl, ew18qvvupaejxubhqmxmbd39x, e8ekkg0yayhhmmhinl0v9une, f3v95yyj6j7h7qpprxm4zlre1, 9dnrpl2c7n769i8nbfnboq2tx, e9c0v3ik308t91njildxzc6vp, 7hnmtyfmurizitwz1whecjnmy, 3rj7x05qx17n925xfpcrl0jpx, 5neiwdz7rtkhzj0cneic4xcoa, 980t379w5cp7umv1eltwlfca1, 65v1s740zfmpwkc0z1v3aisd0, 6k3daudjhieulsgywbt9uoep6, 1yjv2fht4kuph088zlgwfwup6",3791711359,197,3794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462119037,1,34,16,0,0,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2022-09-18T16:35:58.993Z,2022-09-18T17:26:16Z,3791468243,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3791468235,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3791468237,59,"26, 25, 30, 27, 28, 3, 42, 8, 38, 11, 32, 1, 5, 14, 17, 18, 20, 29, 31, 33",3791468233,30,"920yurg08gqayxwc80q9f8ixh, d36na8jr6xcc8eronhy8mcz1m, b7ve7k983eaewnupejiow3jdh, ejnh215cji6xou661kiwcc91x, 84mp3eqt1ckw107hwxpby9cd1, 6o2v57d92t1mejod24gmufcut, 7o11dzx2cccrslutrjl16ik89, f5ln82l8q7gvouj3zhsp5t4gl, 7c6034wb3zsuq9nhxxiahiuol, mugwhiw6mwgjf5797wlnjzdh, 2az0f39bhz2kvxhopalzi0h5h, 3r2j2j3v6kgmauw5yv9j3x1hx, e8dpcth2x1y0zbaovljbgk5hx, 7at6knpizbafid4br861pi6zt, 2jk8zu0m0tf7if0pyrkbo82xh, 3w8uk04gxlm4tj4hmsc3msmvp, 1h3mduwlaf89ebwtqxuegsodm, arjwwth6yazptr851wu2u6e0a, 6qujoqysad60h70f3ac5n9ch6, 2es4ydlcwwasm6mu7rmey5r3e",3791468241,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3791711941,197,8113,3791709237,194,b7ve7k983eaewnupejiow3jdh,3791468239,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462166779,2,32,1,0,0,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2022-09-18T17:30:16.771Z,2022-09-18T17:30:20Z,3791729695,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462166769,2,32,1,0,0,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2022-09-18T17:30:16.771Z,2022-09-19T07:26:34Z,3791729651,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462166823,3,1,1,0,0,4l9mrqzmajz5crzlz50mtbt6x,1,50.1,50,2022-09-18T17:30:16.821Z,2022-09-19T07:38:52Z,3793366615,178,,3791730029,279,S,3791730019,140,53.9,3791730013,56,Center,3791730023,141,52.7,3791730027,213,0.4,3791730025,212,4.4,,,,57c808184l80uuuv7z3flcu6t,G. Prömel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462469531,945,43,1,0,2,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2022-09-18T17:30:19.515Z,2022-09-19T12:24:38Z,3793392571,399,68582,3793710985,144,83,,,,,,,,,,,,,,,,,,,mugwhiw6mwgjf5797wlnjzdh,D. Kyereh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462166835,4,1,1,0,2,4l9mrqzmajz5crzlz50mtbt6x,1,55.7,48.4,2022-09-18T17:30:19.537Z,2022-09-19T07:39:18Z,3791730099,213,3.9,3793367123,178,,3791730097,212,21.4,3791730093,140,40.7,3791730091,56,Back,3791730095,141,27.1,,,,,,,ew18qvvupaejxubhqmxmbd39x,A. Kramarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462166863,5,1,1,0,4,4l9mrqzmajz5crzlz50mtbt6x,1,40.7,27.1,2022-09-18T17:30:21.573Z,2022-09-19T07:39:23Z,3791730207,140,36.3,3791730209,141,45.4,3791730213,212,13.3,3791730217,213,1.9,3791730205,56,Back,3793367275,178,,,,,,,,6ki6rv564ybctrajr2xtgyeax,O. Kabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462166881,6,61,1,0,7,4l9mrqzmajz5crzlz50mtbt6x,0,37.8,53.4,2022-09-18T17:30:24.462Z,2022-09-19T07:39:32Z,3791730313,56,Back,3793367453,178,,,,,,,,,,,,,,,,,,,,elh8kttxq9xfpoqfmpxv9jr2t,K. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462166899,3,3,1,0,9,6k5zscdm9ufw0tguvzyjlp5hq,1,61.9,36.8,2022-09-18T17:30:26.325Z,2022-09-19T07:39:34Z,3791730443,233,7,3793367515,178,,3791730397,286,,3793007825,465,,3791730395,56,Center,,,,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462166897,7,45,1,0,9,4l9mrqzmajz5crzlz50mtbt6x,0,38.1,63.2,2022-09-18T17:30:26.325Z,2022-09-19T07:39:34Z,3791730477,233,3,3791730379,56,Back,3791730385,285,,,,,,,,,,,,,,,,,elh8kttxq9xfpoqfmpxv9jr2t,K. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462166903,4,49,1,0,10,6k5zscdm9ufw0tguvzyjlp5hq,1,71.9,39.8,2022-09-18T17:30:27.460Z,2022-09-19T07:39:38Z,,,,,,,,,,,,,,,,,,,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462166965,5,1,1,0,11,6k5zscdm9ufw0tguvzyjlp5hq,1,73,43.4,2022-09-18T17:30:28.266Z,2022-09-19T07:39:41Z,3791730771,140,96.7,3791730775,212,29.9,3791730777,213,5.7,3791730769,56,Right,3791730773,141,19.1,3793367647,178,,,,,,,,7o11dzx2cccrslutrjl16ik89,R. Dōan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462167007,6,1,1,0,15,6k5zscdm9ufw0tguvzyjlp5hq,0,96.7,19.1,2022-09-18T17:30:32.357Z,2022-09-19T07:39:44Z,3791730989,141,44.0,3793367703,178,,3791730987,140,100.0,3791730985,56,Center,3791730993,213,1.3,3791730991,212,17.4,3791730977,2,,3793008371,20,,7c6034wb3zsuq9nhxxiahiuol,M. Gregoritsch,3793008369,224,3791730983,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462167013,7,5,1,0,16,6k5zscdm9ufw0tguvzyjlp5hq,0,100.4,43,2022-09-18T17:30:33.120Z,2022-09-19T07:39:49Z,3791731021,346,,3791731081,233,8,3791731019,56,Center,,,,,,,,,,,,,,,,7c6034wb3zsuq9nhxxiahiuol,M. Gregoritsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462167019,8,5,1,0,16,4l9mrqzmajz5crzlz50mtbt6x,1,-0.4,57,2022-09-18T17:30:33.120Z,2022-09-19T07:39:49Z,3791731053,233,7,3791731041,346,,3791731039,56,Back,,,,,,,,,,,,,,,,elh8kttxq9xfpoqfmpxv9jr2t,K. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462167413,9,1,1,0,42,4l9mrqzmajz5crzlz50mtbt6x,1,5.1,49.3,2022-09-18T17:30:59.754Z,2022-09-19T07:39:52Z,3791733233,212,14.5,3791733235,213,6.2,3791733231,141,46.6,3791733229,140,18.8,3791733239,237,,3791733225,124,,3791733227,56,Back,,,,cm8po8ez5w9ms01gid6w3kwk5,O. Baumann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462167431,10,1,1,0,46,4l9mrqzmajz5crzlz50mtbt6x,1,18.9,54.6,2022-09-18T17:31:03.746Z,2022-09-19T07:39:55Z,3793367921,178,,3791733327,56,Back,3791733333,212,28.6,3791733335,213,0.3,3791733331,141,66.9,3791733329,140,44.9,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
