id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/16/value
2442452621,1,34,16,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-08-06T12:33:49.793Z,2022-08-06T13:04:03Z,3686877485,59,"1, 20, 5, 27, 3, 4, 39, 32, 10, 14, 33, 6, 7, 8, 9, 12, 16, 23, 29, 38",3686877487,130,8,3686877483,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3686877493,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3686885693,197,8139,3686877489,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3686877481,30,"bfpax581lm91ebz4xgz40a191, 23l48u4w5nj4036whjm3s49gp, dodddfi0l5i36vlgbaybhzeqy, acxwc7xxrtyssiy390t859kgl, fr9ac60188vlmtbrcddhxii1, 7e7w34imugzsufvytjxytupd5, aplc9mad75h1k90o3qla9c7l6, 4sd2zs6d5cd4d9n3oo54lglat, embn1jhcly07i6pjcvcdiavo5, ec04djw7dspowrm7h7wr6e5ed, b8if5dg0k9prjik99aiutewh5, 76h7b6dhpyotolq68f84lqifp, 3es8fg7y59lckypu11i68q6s5, 72vim7cq99zdjjwivwtr773vu, c82gu4dg85nwgkp7quzwqvefp, 53ozrqkupvt2iyi2xg0swf7px, b7cso5zljdvzfila9zd4fz4ve, eswxx8pxqyuj7rnpvqawpej1l, bjhgmcai5irlexe7oa1g0e5sl, en0a6a574x1yvnk8kdxwub949",3686877491,194,acxwc7xxrtyssiy390t859kgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442457727,1,34,16,0,0,cu0eztmjcsbydyp53aleznorw,1,0,0,2022-08-06T12:43:21.746Z,2022-08-06T13:33:23Z,3686996939,194,aaoycxwi9jny6flm4apz8a2uh,3686902161,30,"expxslws50h0iw0logr02gs7p, 7k7whr0pdbw5wtk7g0cwozw0l, 8nug6t1cmn9pwhnwdf6nyhrrp, aaoycxwi9jny6flm4apz8a2uh, 6kge6vcoa9ocnh6tb8qznfzkl, 1psr9ra8k9j4r94p1xixagzbp, 26nfmfc8p2doisd9p8vtd33dh, 14fw7p4fzaxprndgxnx0gxgbt, 5ndmhtdu5jfgvzuddd7fu2fh1, cjq9g6zgcxk1ceo2xzpe1qnyt, ec5ng4j3rcjwsjz1v05e1z3dh, 2p48525x4ap9m81g6ode51cyd, 8kar47kxxc8f20vc9ul2ez3yt, d95i3fwjrk3ti4co645mde76x, 56e76dk2fd95o2n7e98tpjg0l, eayipmdtzbmjgjouq10nqhcrt, f14n6d52p37nkvoo5n3i52x2h, dr0kn3srxtg7nuw99gjoim7e1, 2kd2kqh0ykd5iuziic6590gve, 7llxni56g8q0yt33vhp1pt3o5",3686902169,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3686902171,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3686902163,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3686996941,197,16263,3686902165,59,"1, 8, 3, 32, 13, 5, 10, 6, 7, 11, 36, 4, 9, 22, 23, 26, 27, 28, 29, 30",3686902167,130,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476591,2,32,1,0,0,cu0eztmjcsbydyp53aleznorw,1,0,0,2022-08-06T13:31:19.611Z,2022-08-06T13:31:19Z,3687004073,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476599,2,32,1,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-08-06T13:31:19.611Z,2022-08-07T02:27:11Z,3687004107,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442546119,416,43,1,0,0,cu0eztmjcsbydyp53aleznorw,1,0,0,2022-08-06T13:31:19.611Z,2022-08-06T14:27:34Z,3687357007,213,3.1,3687356997,140,43.2,3687356995,56,Back,3687357003,212,0,3687356999,141,95.9,3687357335,144,1,3687356991,155,0,,,,7k7whr0pdbw5wtk7g0cwozw0l,M. Weiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476627,3,1,1,0,0,cu0eztmjcsbydyp53aleznorw,1,50.4,49.5,2022-08-06T13:31:19.688Z,2022-08-07T03:27:16Z,3687004237,140,30.8,3687004235,56,Back,3687004241,212,20.6,3687004239,141,50.3,3687004245,279,S,3687004243,213,3.1,3690331655,178,,,,,5ndmhtdu5jfgvzuddd7fu2fh1,M. Ducksch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476635,3,45,1,0,2,a8l3w3n0j99qjlsxj3jnmgkz1,0,61.8,43.9,2022-08-06T13:31:22.455Z,2022-08-07T03:27:23Z,3687004293,285,,3687004291,56,Center,3687004377,233,4,,,,,,,,,,,,,,,,aplc9mad75h1k90o3qla9c7l6,P. Wimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476643,4,3,1,0,2,cu0eztmjcsbydyp53aleznorw,1,38.2,56.1,2022-08-06T13:31:22.455Z,2022-08-07T03:27:22Z,3690331869,178,,3687004341,286,,3689475701,464,,3687004367,233,3,3687004339,56,Back,,,,,,,,,,aaoycxwi9jny6flm4apz8a2uh,M. Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476689,5,1,1,0,4,cu0eztmjcsbydyp53aleznorw,1,38.6,60,2022-08-06T13:31:23.846Z,2022-08-07T03:27:34Z,3687004513,140,76.2,3687004521,1,,3687004515,141,33.7,3690332249,178,,3687011643,155,,3687004517,212,43.3,3687004511,56,Center,3687004519,213,5.9,aaoycxwi9jny6flm4apz8a2uh,M. Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442476701,6,44,1,0,7,cu0eztmjcsbydyp53aleznorw,1,75.9,28.9,2022-08-06T13:31:26.630Z,2022-08-07T07:37:30Z,3687004565,233,4,3687004551,56,Center,3687004553,286,,,,,,,,,,,,,,,,,cjq9g6zgcxk1ceo2xzpe1qnyt,N. Füllkrug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
