id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,assist,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,keyPass,qualifier/15/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/21/value,qualifier/22/id,qualifier/22/qualifierId,qualifier/22/value
2465742879,1,34,16,0,0,cu0eztmjcsbydyp53aleznorw,1,0,0,2022-10-01T15:39:43.956Z,2022-10-01T16:30:33Z,3811005179,197,16262,3811006415,194,aaoycxwi9jny6flm4apz8a2uh,3810670219,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3810670215,30,"expxslws50h0iw0logr02gs7p, 7k7whr0pdbw5wtk7g0cwozw0l, 8nug6t1cmn9pwhnwdf6nyhrrp, aaoycxwi9jny6flm4apz8a2uh, 6kge6vcoa9ocnh6tb8qznfzkl, 2p48525x4ap9m81g6ode51cyd, b4q9q0qgmtz959rygieg9ln1l, dr0kn3srxtg7nuw99gjoim7e1, 5ndmhtdu5jfgvzuddd7fu2fh1, cjq9g6zgcxk1ceo2xzpe1qnyt, ec5ng4j3rcjwsjz1v05e1z3dh, 14fw7p4fzaxprndgxnx0gxgbt, 8kar47kxxc8f20vc9ul2ez3yt, 26nfmfc8p2doisd9p8vtd33dh, 630sqbiu7utmkg8yw0h4ky8a2, d95i3fwjrk3ti4co645mde76x, 56e76dk2fd95o2n7e98tpjg0l, eayipmdtzbmjgjouq10nqhcrt, f14n6d52p37nkvoo5n3i52x2h, 7llxni56g8q0yt33vhp1pt3o5",3810670225,130,12,3810670229,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3810670235,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3810670223,59,"1, 8, 3, 32, 13, 4, 20, 28, 7, 11, 36, 6, 9, 10, 21, 22, 23, 26, 27, 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465749497,1,34,16,0,0,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2022-10-01T15:42:46.679Z,2022-10-01T16:31:20Z,3811010003,197,12803,3811010001,194,9bdxi3mvkftmqts59jptqq76d,3810706287,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3810706335,130,8,3810706339,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3810706337,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3810706283,30,"bagn0ce4xunsiz3mezrtqx1p1, 43eq31reskwn9veb3vickralm, dqrzogrwznyks6whhfhq748ut, au5tbnn48ve4kqnuu3dhmk296, ckjid5lfgbx8tdyoi32vbwn9x, 8k5c8po5gx3vnxx36viq08xqt, 7kjhx78gpi6m3r4j1b4jdyh91, 5i8dbjuewybsfgyym63clfw0l, 66nvc8a4kd3cyeyj3i474cudx, 1mkbxdrj3myvt6jm4tx8sywgl, 9bdxi3mvkftmqts59jptqq76d, l8bphgwl3llcckvf9zr6ptqt, 7tj7eobo7kmk8egcbfrabe8d1, ao00a4lfe5vs9enjgkuu7vglx, d0qyia80j5079xq5olbttqfl6, 22zaq3o78o5feeogqdsvig02y, slsd8022q9s3uugsafaqt2ol, dwx1vmtmeiiokfqv18g7cb1lh, bc5vmdnoyshdi5hcgu8dgqxyi, dn3zu7kyql966v0fqi1sikpyi",3810706289,59,"1, 29, 25, 17, 5, 30, 23, 8, 10, 6, 13, 7, 14, 18, 19, 20, 21, 24, 27, 34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465806721,2,32,1,0,0,cu0eztmjcsbydyp53aleznorw,1,0,0,2022-10-01T16:32:21.868Z,2022-10-02T05:40:30Z,3811015093,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465806781,2,32,1,0,0,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2022-10-01T16:32:21.868Z,2022-10-01T16:32:25Z,3811015415,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465806767,3,1,1,0,0,cu0eztmjcsbydyp53aleznorw,1,50.2,50.1,2022-10-01T16:32:22.059Z,2022-10-02T06:08:49Z,3811015353,213,2.9,3811015347,140,34.2,3811015351,212,17.2,3811015355,279,S,3813455633,178,,3811015345,56,Back,3811015349,141,55.5,,,,dr0kn3srxtg7nuw99gjoim7e1,I. Gruev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465806791,4,1,1,0,2,cu0eztmjcsbydyp53aleznorw,0,34.5,54.6,2022-10-01T16:32:24.230Z,2022-10-02T06:08:50Z,3811015499,213,5.8,3811015495,141,28.2,3813455637,178,,3811015493,140,70.3,3811015491,56,Center,3811015501,1,,3811015489,155,,3811015497,212,41.7,aaoycxwi9jny6flm4apz8a2uh,M. Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465806809,3,44,1,0,4,go76xxm0xyfgqt1h6tcrtimm,1,30.7,74.3,2022-10-01T16:32:26.686Z,2022-10-02T09:19:37Z,3811015585,56,Back,3811015587,285,,3811015639,233,5,,,,,,,,,,,,,,,,au5tbnn48ve4kqnuu3dhmk296,K. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465806797,5,44,1,0,4,cu0eztmjcsbydyp53aleznorw,0,69.3,25.7,2022-10-01T16:32:26.687Z,2022-10-02T06:08:50Z,3811015525,56,Center,3811015527,286,,3811015753,233,3,,,,,,,,,,,,,,,,cjq9g6zgcxk1ceo2xzpe1qnyt,N. Füllkrug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465806815,4,1,1,0,4,go76xxm0xyfgqt1h6tcrtimm,1,31.5,77.5,2022-10-01T16:32:26.828Z,2022-10-02T09:19:37Z,3813455667,388,,3811015647,140,35.0,3811015645,56,Back,3811015649,141,83.3,3811015653,213,0.8,3811015643,3,,3811015651,212,5.4,,,,au5tbnn48ve4kqnuu3dhmk296,K. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465806837,5,49,1,0,6,go76xxm0xyfgqt1h6tcrtimm,1,36.5,85.7,2022-10-01T16:32:28.447Z,2022-10-02T06:08:52Z,,,,,,,,,,,,,,,,,,,,,,,,,9bdxi3mvkftmqts59jptqq76d,L. Stindl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465806853,6,1,1,0,6,go76xxm0xyfgqt1h6tcrtimm,1,36.9,85,2022-10-01T16:32:28.501Z,2022-10-02T06:08:59Z,3811015851,141,71.2,3811015853,212,20.7,3811015845,155,,3811015849,140,54.5,3811015847,56,Center,3811015857,213,5.8,3813455839,178,,,,,9bdxi3mvkftmqts59jptqq76d,L. Stindl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465806867,7,1,1,0,9,go76xxm0xyfgqt1h6tcrtimm,0,55.6,69.6,2022-10-01T16:32:30.886Z,2022-10-02T06:09:05Z,3811015933,141,52.4,3811015929,56,Center,3811015931,140,69.0,3811015935,212,18.3,3813456025,178,,3811015937,213,5.6,,,,,,,66nvc8a4kd3cyeyj3i474cudx,M. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465806909,6,49,1,0,11,cu0eztmjcsbydyp53aleznorw,1,30.5,37.1,2022-10-01T16:32:33.125Z,2022-10-02T06:09:15Z,,,,,,,,,,,,,,,,,,,,,,,,,aaoycxwi9jny6flm4apz8a2uh,M. Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465806957,7,1,1,0,12,cu0eztmjcsbydyp53aleznorw,1,30.1,27.9,2022-10-01T16:32:34.632Z,2022-10-02T06:09:19Z,3813456301,178,,3811016345,212,12.4,3811016341,140,33.9,3811016343,141,10.6,3811016339,56,Back,3811016347,213,5.0,,,,,,,aaoycxwi9jny6flm4apz8a2uh,M. Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465807117,8,1,1,0,15,cu0eztmjcsbydyp53aleznorw,1,35.8,7,2022-10-01T16:32:37.287Z,2022-10-02T06:09:23Z,3811017141,56,Right,3811017151,1,,3811017143,140,82.0,3811017149,213,0.0,3811017145,141,7.0,3811017139,155,,3813456379,178,,3811017147,212,48.5,2p48525x4ap9m81g6ode51cyd,N. Stark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466027493,814,3,1,0,20,cu0eztmjcsbydyp53aleznorw,0,91.2,6.1,2022-10-01T16:32:42.133Z,2022-10-02T06:09:41Z,3812239645,464,,3812239643,286,,3812239641,56,Right,3813456837,178,,3812239647,467,8k5c8po5gx3vnxx36viq08xqt,,,,,,,,,,b4q9q0qgmtz959rygieg9ln1l,R. Schmid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
