id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,keyPass,qualifier/8/value,qualifier/10/value,qualifier/12/value,qualifier/11/value,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2499141443,6,1,1,0,20,a8l3w3n0j99qjlsxj3jnmgkz1,0,33,32.3,2023-01-21T14:30:32.651Z,2023-01-22T09:06:31Z,3987246371,212,25.5,3987246363,140,57.0,3987246375,213,6.1,3987246361,56,Center,3987246359,3,,3989516777,178,,3987246367,141,27.0,,,,dodddfi0l5i36vlgbaybhzeqy,M. van de Ven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499141461,6,1,1,0,22,6k5zscdm9ufw0tguvzyjlp5hq,0,44.1,68.9,2023-01-21T14:30:34.183Z,2023-01-22T05:58:13Z,3987246459,141,60.3,3987246461,212,9.6,3987246457,140,51.3,3987246455,56,Center,3987246463,213,5.6,3989418539,388,,3987246453,3,,,,,arjwwth6yazptr851wu2u6e0a,Jeong Woo-Yeong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499141477,7,61,1,0,23,a8l3w3n0j99qjlsxj3jnmgkz1,0,51.4,47,2023-01-21T14:30:35.895Z,2023-01-22T05:58:32Z,3987246531,56,Center,3989418713,178,,3989418711,21,,,,,,,,,,,,,,,,,b7cso5zljdvzfila9zd4fz4ve,J. Kamiński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499141513,7,1,1,0,24,6k5zscdm9ufw0tguvzyjlp5hq,1,46.7,61.2,2023-01-21T14:30:36.918Z,2023-01-22T05:58:41Z,3987246699,213,3.9,3987246691,56,Back,3989418819,178,,3987246697,212,5.6,3987246695,141,55.5,3987246693,140,42.9,,,,,,,mugwhiw6mwgjf5797wlnjzdh,D. Kyereh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499141515,8,49,1,0,26,6k5zscdm9ufw0tguvzyjlp5hq,1,40,56.6,2023-01-21T14:30:38.149Z,2023-01-22T05:58:49Z,,,,,,,,,,,,,,,,,,,,,,,,,d36na8jr6xcc8eronhy8mcz1m,K. Sildillia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499141519,9,1,1,0,26,6k5zscdm9ufw0tguvzyjlp5hq,1,44.4,56.9,2023-01-21T14:30:38.207Z,2023-01-22T05:58:55Z,3989418971,178,,3987246721,212,7.5,3987246713,56,Back,3987246715,140,42.6,3987246717,141,67.6,3987246723,213,1.8,,,,,,,d36na8jr6xcc8eronhy8mcz1m,K. Sildillia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499141533,10,1,1,0,27,6k5zscdm9ufw0tguvzyjlp5hq,1,41,59.6,2023-01-21T14:30:39.106Z,2023-01-22T05:59:01Z,3987246779,56,Back,3987246783,141,45.0,3989419023,178,,3987246787,213,3.9,3987246785,212,13.9,3987246781,140,31.8,,,,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499141559,11,1,1,0,28,6k5zscdm9ufw0tguvzyjlp5hq,1,24.7,42.7,2023-01-21T14:30:40.398Z,2023-01-22T05:59:28Z,3987246931,140,7.2,3989419207,178,,3987246937,213,2.9,3987246935,212,19.1,3987246929,56,Back,3987246933,141,50.6,,,,,,,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499141739,12,1,1,0,46,6k5zscdm9ufw0tguvzyjlp5hq,0,10.2,47.3,2023-01-21T14:30:58.141Z,2023-01-22T05:59:38Z,3987247791,213,6.3,3987247779,155,,3987247793,1,,3987247787,141,46.0,3987247785,140,69.4,3987247781,56,Center,3989419313,178,,3987247789,212,62.2,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499141765,8,1,1,0,50,a8l3w3n0j99qjlsxj3jnmgkz1,1,31.1,50.7,2023-01-21T14:31:02.516Z,2023-01-22T05:59:54Z,3987247905,141,66.4,3987247907,212,11.2,3989419435,388,,3987247901,56,Back,3987247909,213,1.3,3987247903,140,34.2,3987247899,3,,,,,dodddfi0l5i36vlgbaybhzeqy,M. van de Ven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499141767,9,49,1,0,51,a8l3w3n0j99qjlsxj3jnmgkz1,1,34.6,66.4,2023-01-21T14:31:03.880Z,2023-01-22T06:00:03Z,,,,,,,,,,,,,,,,,,,,,,,,,b7cso5zljdvzfila9zd4fz4ve,J. Kamiński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499141823,10,1,1,0,51,a8l3w3n0j99qjlsxj3jnmgkz1,1,36,67.8,2023-01-21T14:31:03.882Z,2023-01-22T06:00:09Z,3987248209,140,55.7,3987248205,157,,3987248207,56,Center,3987248213,212,26.6,3987248217,1,,3989419543,178,,3987248215,213,5.6,3987248211,141,43.1,b7cso5zljdvzfila9zd4fz4ve,J. Kamiński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499575621,1310,83,1,0,54,6k5zscdm9ufw0tguvzyjlp5hq,1,42.2,53.6,2023-01-21T14:31:06.649Z,2023-01-22T09:25:34Z,3989531559,399,226973,,,,,,,,,,,,,,,,,,,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499141825,11,1,1,0,54,a8l3w3n0j99qjlsxj3jnmgkz1,1,57.6,44.7,2023-01-21T14:31:06.653Z,2023-01-22T06:00:32Z,3987248221,56,Center,3987541569,140,60.0,3989419759,178,,3987541575,212,5.8,3987541571,141,52.4,3987541579,213,1.1,,,,,,,eswxx8pxqyuj7rnpvqawpej1l,J. Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499141893,12,1,1,0,55,a8l3w3n0j99qjlsxj3jnmgkz1,1,63.4,55.9,2023-01-21T14:31:07.835Z,2023-01-22T06:00:59Z,3987252305,22,,3987248643,141,48.2,3987248633,56,Center,3987248637,140,71.9,3987248647,212,10.3,3989419831,178,,3987248651,213,5.8,3987252303,210,16,d2ykrr75737c8bzlwhjj90vkl,Y. Gerhardt,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499141847,13,43,1,0,56,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2023-01-21T14:31:08.365Z,2023-01-21T15:21:38Z,3987543589,144,7,3987248347,233,11,3987248329,56,Back,3987248331,285,0,,,,,,,,,,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499141897,13,16,1,0,59,a8l3w3n0j99qjlsxj3jnmgkz1,1,85.4,43.7,2023-01-21T14:31:11.965Z,2023-01-22T06:01:00Z,3987252369,230,96.2,3988393097,395,3.1,3987252357,55,12,3987248673,22,,3987252363,103,3.8,3987252361,102,47.7,3988393099,396,52.3,3987248677,56,Center,aplc9mad75h1k90o3qla9c7l6,P. Wimmer,,3987252353,80,3987252373,231,48.4,3987252355,29,3987251815,72,3989420037,178,3987251827,375,00:58.980,3987251823,374,2023-01-21 14:31:10.963,3987252365,215,3987248675,17,,,,,,,,,,,,,,,,,,
2499142509,14,1,1,1,52,6k5zscdm9ufw0tguvzyjlp5hq,1,50.3,50.3,2023-01-21T14:32:04.430Z,2023-01-22T06:01:09Z,3987251915,213,3.0,3987251911,141,54.4,3989420155,178,,3987544231,279,G,3987251909,140,29.1,3987251913,212,22.4,3987251907,56,Back,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142575,15,1,1,1,57,6k5zscdm9ufw0tguvzyjlp5hq,1,28.3,55.5,2023-01-21T14:32:09.728Z,2023-01-22T06:01:14Z,3987252255,213,5.9,3987252247,56,Center,3987252257,1,,3987252245,155,,3987252249,140,74.6,3987252251,141,30.7,3987252253,212,51.5,3989420219,178,,e8dpcth2x1y0zbaovljbgk5hx,M. Gulde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142579,16,44,1,2,2,6k5zscdm9ufw0tguvzyjlp5hq,1,75.3,32.6,2023-01-21T14:32:14.347Z,2023-01-22T07:08:11Z,3987252267,56,Center,3987252269,286,,3987252417,233,14,,,,,,,,,,,,,,,,7c6034wb3zsuq9nhxxiahiuol,M. Gregoritsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142609,14,44,1,2,2,a8l3w3n0j99qjlsxj3jnmgkz1,0,24.7,67.4,2023-01-21T14:32:14.348Z,2023-01-22T06:01:22Z,3987252383,56,Back,3987252451,233,16,3987252385,285,,,,,,,,,,,,,,,,,acxwc7xxrtyssiy390t859kgl,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142589,17,1,1,2,2,6k5zscdm9ufw0tguvzyjlp5hq,0,74.6,30.7,2023-01-21T14:32:14.407Z,2023-01-22T07:08:11Z,3987252291,141,31.0,3987252295,213,0.1,3987252283,3,,3987252293,212,3.1,3987252287,56,Center,3989420349,388,,3987252285,168,,3987252289,140,77.5,7c6034wb3zsuq9nhxxiahiuol,M. Gregoritsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499202163,410,12,1,2,3,a8l3w3n0j99qjlsxj3jnmgkz1,1,19.3,72.5,2023-01-21T14:32:15.360Z,2023-01-22T06:01:37Z,3987548881,141,70.7,3987548885,213,6.1,3987548883,212,7.6,3987548879,140,26.4,3987548875,56,Back,3989420425,178,,,,,,,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142611,18,1,1,2,4,6k5zscdm9ufw0tguvzyjlp5hq,0,73.9,37.6,2023-01-21T14:32:16.361Z,2023-01-22T06:01:49Z,3989420517,178,,3987252389,140,80.2,3987252387,56,Center,3987252393,212,7.5,3987252395,213,5.8,3987252391,141,32.5,,,,,,,7c6034wb3zsuq9nhxxiahiuol,M. Gregoritsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142665,16,1,1,2,5,a8l3w3n0j99qjlsxj3jnmgkz1,0,23.3,76.1,2023-01-21T14:32:17.305Z,2023-01-22T06:01:59Z,3987252643,213,5.6,3987252633,157,,3989420575,178,,3987252645,1,,3987252637,140,61.7,3987252635,56,Center,3987252639,141,31.5,3987252641,212,50.5,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142653,15,43,1,2,9,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2023-01-21T14:32:21.835Z,2023-01-21T15:21:59Z,3987545993,144,49,,,,,,,,,,,,,,,,,,,,,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142769,20,1,1,2,10,6k5zscdm9ufw0tguvzyjlp5hq,1,42.4,68.6,2023-01-21T14:32:22.140Z,2023-01-22T06:02:27Z,3987253117,140,14.5,3987253113,56,Back,3987253121,141,56.4,3987253127,213,3.4,3989420863,178,,3987253125,212,30.4,,,,,,,e8dpcth2x1y0zbaovljbgk5hx,M. Gulde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142667,19,43,1,2,10,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2023-01-21T14:32:22.776Z,2023-01-21T15:22:03Z,3987546365,144,49,,,,,,,,,,,,,,,,,,,,,,e8dpcth2x1y0zbaovljbgk5hx,M. Gulde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142799,21,1,1,2,16,6k5zscdm9ufw0tguvzyjlp5hq,1,20.7,54.9,2023-01-21T14:32:28.715Z,2023-01-22T06:02:44Z,3987253279,213,1.3,3987253271,56,Back,3987253275,141,81.5,3987253277,212,18.7,3989421033,178,,3987253273,140,25.3,,,,,,,920yurg08gqayxwc80q9f8ixh,M. Flekken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142899,22,1,1,2,21,6k5zscdm9ufw0tguvzyjlp5hq,1,24,76.1,2023-01-21T14:32:33.256Z,2023-01-22T06:02:58Z,3987253773,141,64.7,3987253769,56,Back,3987253775,212,8.2,3989421183,178,,3987253777,213,4.4,3987253771,140,21.5,,,,,,,e8dpcth2x1y0zbaovljbgk5hx,M. Gulde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142925,23,1,1,2,27,6k5zscdm9ufw0tguvzyjlp5hq,1,35.3,63.8,2023-01-21T14:32:39.892Z,2023-01-22T06:03:06Z,3987253909,213,1.3,3987253905,141,80.7,3987253907,212,12.1,3987253903,140,38.9,3989421265,178,,3987253899,56,Back,,,,,,,ejnh215cji6xou661kiwcc91x,N. Höfler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142983,24,1,1,2,30,6k5zscdm9ufw0tguvzyjlp5hq,1,38.9,80.7,2023-01-21T14:32:42.062Z,2023-01-22T06:03:11Z,3987254171,212,22.7,3987254167,140,56.7,3989421297,178,,3987254165,56,Left,3987254169,141,99.6,3987254173,213,0.6,,,,,,,e8dpcth2x1y0zbaovljbgk5hx,M. Gulde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499142989,25,61,1,2,31,6k5zscdm9ufw0tguvzyjlp5hq,0,56.7,99.6,2023-01-21T14:32:43.608Z,2023-01-22T06:03:19Z,3987254183,56,Left,3989421365,178,,,,,,,,,,,,,,,,,,,,b7ve7k983eaewnupejiow3jdh,C. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143013,17,49,1,2,33,a8l3w3n0j99qjlsxj3jnmgkz1,1,34,5.2,2023-01-21T14:32:45.134Z,2023-01-22T06:03:30Z,,,,,,,,,,,,,,,,,,,,,,,,,aplc9mad75h1k90o3qla9c7l6,P. Wimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143049,18,1,1,2,33,a8l3w3n0j99qjlsxj3jnmgkz1,1,40.2,3.6,2023-01-21T14:32:45.276Z,2023-01-22T06:03:40Z,3987254441,212,12.6,3989421483,178,,3987254443,213,3.1,3987254439,141,4.4,3987254435,56,Back,3987254437,140,28.2,,,,,,,aplc9mad75h1k90o3qla9c7l6,P. Wimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143095,19,1,1,2,35,a8l3w3n0j99qjlsxj3jnmgkz1,1,20.7,6.7,2023-01-21T14:32:47.257Z,2023-01-22T06:03:50Z,3987254671,212,30.6,3989421549,178,,3987254669,141,46.8,3987254673,213,2.0,3987254667,140,7.5,3987254665,56,Back,,,,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143237,20,1,1,2,38,a8l3w3n0j99qjlsxj3jnmgkz1,1,7.4,50.1,2023-01-21T14:32:50.392Z,2023-01-22T06:03:57Z,3987255249,1,,3987255241,140,26.8,3987255239,56,Back,3987255247,213,0.9,3987255237,155,,3987255245,212,34.6,3987255243,141,91.3,3989421579,178,,bfpax581lm91ebz4xgz40a191,K. Casteels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143339,21,1,1,2,44,a8l3w3n0j99qjlsxj3jnmgkz1,1,37.5,97.2,2023-01-21T14:32:56.488Z,2023-01-22T06:04:05Z,3987255697,1,,3987255695,213,6.0,3987255691,141,81.0,3987255689,140,70.9,3989421641,178,,3987255693,212,36.8,3987255687,56,Left,,,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143369,22,1,1,2,50,a8l3w3n0j99qjlsxj3jnmgkz1,1,78.5,72.5,2023-01-21T14:33:02.063Z,2023-01-22T06:04:35Z,3987255843,212,7.3,3989421833,178,,3987255839,140,75.7,3987255841,141,62.6,3987255837,56,Center,3987255845,213,4.3,,,,,,,b7cso5zljdvzfila9zd4fz4ve,J. Kamiński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143393,23,1,1,2,52,a8l3w3n0j99qjlsxj3jnmgkz1,0,73.5,59.6,2023-01-21T14:33:04.804Z,2023-01-22T06:04:45Z,3987255931,141,62.2,3987255935,213,0.2,3987255929,140,80.9,3987255933,212,8.0,3987255927,56,Center,3989421921,178,,,,,,,,eswxx8pxqyuj7rnpvqawpej1l,J. Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143405,26,61,1,2,52,6k5zscdm9ufw0tguvzyjlp5hq,1,22.7,40,2023-01-21T14:33:04.896Z,2023-01-22T06:04:52Z,3987255959,56,Back,3989421985,178,,,,,,,,,,,,,,,,,,,,f5ln82l8q7gvouj3zhsp5t4gl,M. Eggestein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499143475,24,1,1,2,57,a8l3w3n0j99qjlsxj3jnmgkz1,1,95.9,75.2,2023-01-21T14:33:09.774Z,2023-01-22T06:05:23Z,3987256369,140,92.1,3987256373,212,11.7,3989422091,178,,3988412113,386,,3987256367,56,Center,3988412331,72,,3987262197,154,,3987256371,141,59.0,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,3987262195,210,3987256363,2,,3987256375,213,3988412111,225,,,,,,,,,,,,,1,15,4.4,,,,,,,,,,,,,,,
2499143525,25,15,1,2,58,a8l3w3n0j99qjlsxj3jnmgkz1,1,91.3,60.8,2023-01-21T14:33:10.557Z,2023-01-22T06:05:23Z,3987262231,78,,3987262251,147,51.3,3987262241,102,50.1,3987262237,55,24,3987262247,146,99.4,3987262229,114,,3987262243,103,4.4,3987262233,29,,d2ykrr75737c8bzlwhjj90vkl,Y. Gerhardt,,3987256613,56,3987262245,328,,3987256609,22,3987262235,154,3987261699,233,3987256611,17,,3987261683,72,,3989422217,178,,,,Center,,28,,,,,,,,,,,,,,
