id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2468460819,3,52,1,0,17,cu0eztmjcsbydyp53aleznorw,1,4.3,74,2022-10-07T18:30:23.889Z,2022-10-08T05:20:20Z,3825883343,378,,3826031147,388,,,,,,,,,,,,,,,,,,,,expxslws50h0iw0logr02gs7p,J. Pavlenka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460891,4,1,1,0,19,cu0eztmjcsbydyp53aleznorw,1,3.5,67.1,2022-10-07T18:30:26.345Z,2022-10-08T05:20:23Z,3826031249,178,,3825226011,213,5.1,3825225993,56,Back,3825226001,141,30.8,3825225991,123,,3825225997,140,13.5,3825226007,212,26.8,,,,expxslws50h0iw0logr02gs7p,J. Pavlenka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460943,5,1,1,0,25,cu0eztmjcsbydyp53aleznorw,1,20.5,28.3,2022-10-07T18:30:31.953Z,2022-10-08T05:20:26Z,3825226311,140,51.7,3825226317,213,0.3,3825226309,56,Center,3825226313,141,41.2,3825226315,212,33.9,3825226319,1,,3826031377,178,,,,,6kge6vcoa9ocnh6tb8qznfzkl,M. Veljković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460947,6,4,1,0,27,cu0eztmjcsbydyp53aleznorw,1,50,41.6,2022-10-07T18:30:33.985Z,2022-10-08T05:20:32Z,3825226327,294,,3825226331,152,,3825226353,233,9,3825226329,56,Center,3825226333,286,,3825226325,13,,,,,,,,cjq9g6zgcxk1ceo2xzpe1qnyt,N. Füllkrug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468460951,9,4,1,0,27,4l9mrqzmajz5crzlz50mtbt6x,0,50,58.4,2022-10-07T18:30:33.986Z,2022-10-08T05:20:31Z,3825226345,152,,3826031523,178,,3825226339,13,,3825226397,233,6,3825226343,56,Center,3825226341,294,,3825226347,285,,,,,980t379w5cp7umv1eltwlfca1,S. Nsoki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461363,7,1,1,1,0,cu0eztmjcsbydyp53aleznorw,1,53.7,39,2022-10-07T18:31:06.844Z,2022-10-08T05:20:37Z,3826031701,178,,3825228609,212,18.8,3825228603,56,Back,3825233257,189,,3825228607,141,24.8,3825228601,152,,3825228599,5,,3825228605,140,38.3,ec5ng4j3rcjwsjz1v05e1z3dh,C. Groß,3825228611,213,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461373,8,1,1,1,1,cu0eztmjcsbydyp53aleznorw,1,42,16.7,2022-10-07T18:31:08.270Z,2022-10-08T05:20:41Z,3825228677,141,4.4,3825228681,213,5.6,3825228673,56,Right,3826031801,178,,3825228675,140,52.1,3825228679,212,13.5,,,,,,,2p48525x4ap9m81g6ode51cyd,N. Stark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461395,9,1,1,1,3,cu0eztmjcsbydyp53aleznorw,1,53.5,4,2022-10-07T18:31:09.850Z,2022-10-08T05:20:46Z,3825228761,213,1.1,3825228755,140,57.3,3825228759,212,9.5,3825228757,141,16.7,3825228753,56,Right,3826031921,178,,,,,,,,7k7whr0pdbw5wtk7g0cwozw0l,M. Weiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461415,10,1,1,1,4,cu0eztmjcsbydyp53aleznorw,1,57.3,16.7,2022-10-07T18:31:10.637Z,2022-10-08T05:20:48Z,3825228843,56,Right,3825228851,213,5.3,3825228847,141,3.4,3825228845,140,63.6,3825228849,212,11.2,3826032013,178,,,,,,,,ec5ng4j3rcjwsjz1v05e1z3dh,C. Groß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461431,11,1,1,1,4,cu0eztmjcsbydyp53aleznorw,0,61.5,7.9,2022-10-07T18:31:11.485Z,2022-10-08T05:20:52Z,3825228941,213,0.5,3825228933,56,Right,3825228937,141,9.1,3825228939,212,1.9,3825228935,140,63.1,3825228963,233,10,3825228961,236,,3826032155,178,,b4q9q0qgmtz959rygieg9ln1l,R. Schmid,3825228967,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461399,10,74,1,1,4,4l9mrqzmajz5crzlz50mtbt6x,1,28.1,95.9,2022-10-07T18:31:11.539Z,2022-10-08T05:20:57Z,3826032223,178,,3825228777,56,Back,3825229011,233,11,3825228779,285,,,,,,,,,,,,,,f3v95yyj6j7h7qpprxm4zlre1,D. Geiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461405,11,5,1,1,7,4l9mrqzmajz5crzlz50mtbt6x,0,28.2,101.4,2022-10-07T18:31:13.632Z,2022-10-08T05:20:59Z,3825228799,56,Back,3825228801,347,,3825229219,233,12,,,,,,,,,,,,,,,,f3v95yyj6j7h7qpprxm4zlre1,D. Geiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461481,12,5,1,1,7,cu0eztmjcsbydyp53aleznorw,1,71.8,-1.4,2022-10-07T18:31:13.632Z,2022-10-08T05:20:59Z,3825229203,56,Right,3825229205,347,,3825229211,233,11,,,,,,,,,,,,,,,,b4q9q0qgmtz959rygieg9ln1l,R. Schmid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461491,13,1,1,1,12,cu0eztmjcsbydyp53aleznorw,1,78.4,0,2022-10-07T18:31:19.223Z,2022-10-08T05:21:04Z,3825229273,56,Center,3825229281,213,1.6,3825229277,141,22.1,3825229271,107,,3825229279,212,15.3,3825229275,140,78.5,,,,,,,7k7whr0pdbw5wtk7g0cwozw0l,M. Weiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461537,14,2,1,1,13,cu0eztmjcsbydyp53aleznorw,1,74.5,22.7,2022-10-07T18:31:20.537Z,2022-10-08T05:21:09Z,3825229571,7,b4q9q0qgmtz959rygieg9ln1l,3826032539,388,,3825229577,141,23.9,3825229575,140,84.9,3825229573,56,Center,,,,,,,,,,cjq9g6zgcxk1ceo2xzpe1qnyt,N. Füllkrug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461551,12,55,1,1,13,4l9mrqzmajz5crzlz50mtbt6x,1,15.5,64.7,2022-10-07T18:31:20.538Z,2022-10-08T05:21:09Z,,,,,,,,,,,,,,,,,,,,,,,,,elh8kttxq9xfpoqfmpxv9jr2t,K. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461743,13,1,1,1,34,4l9mrqzmajz5crzlz50mtbt6x,1,15,55.4,2022-10-07T18:31:41.014Z,2022-10-08T05:21:16Z,3825230737,241,,3825230735,5,,3825884697,189,,3825230747,213,1.0,3825230741,140,28.6,3826032759,178,,3825230743,141,91.1,3825230739,56,Back,elh8kttxq9xfpoqfmpxv9jr2t,K. Vogt,3825230745,212,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461753,14,1,1,1,36,4l9mrqzmajz5crzlz50mtbt6x,1,23.8,89.6,2022-10-07T18:31:42.756Z,2022-10-08T05:21:21Z,3825230819,213,6.1,3825230815,141,83.5,3825230817,212,22.5,3825230811,56,Back,3825230813,140,44.9,3826032919,178,,,,,,,,980t379w5cp7umv1eltwlfca1,S. Nsoki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461785,15,1,1,1,37,4l9mrqzmajz5crzlz50mtbt6x,1,46.9,88.4,2022-10-07T18:31:43.833Z,2022-10-08T05:21:25Z,3825230989,140,46.9,3825230985,56,Back,3825230993,141,68.0,3825230997,212,13.9,3826033055,178,,3825230999,213,4.7,,,,,,,e9c0v3ik308t91njildxzc6vp,M. Dabbur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461867,16,1,1,1,39,4l9mrqzmajz5crzlz50mtbt6x,1,53.5,54.6,2022-10-07T18:31:46.195Z,2022-10-08T05:21:46Z,3825231557,213,5.3,3826033349,178,,3825231541,56,Right,3825231551,141,11.7,3825231559,1,,3825231555,212,34.7,3825231545,140,71.4,3825232403,210,13,ew18qvvupaejxubhqmxmbd39x,A. Kramarić,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461871,17,13,1,1,45,4l9mrqzmajz5crzlz50mtbt6x,1,84.5,32.6,2022-10-07T18:31:51.641Z,2022-10-08T05:21:46Z,3825232441,103,12.5,3825232447,231,46.2,3825232443,215,,3825232439,102,58.0,3825231573,56,Center,3825232445,230,98.9,3825231571,63,,3825232433,29,,arwidogdfccsjv8fxa1veezf9,R. Skov,3825232429,72,,,3826033583,178,3825231569,22,3825232431,83,3825232435,55,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461855,15,5,1,1,46,cu0eztmjcsbydyp53aleznorw,1,-1.3,40.7,2022-10-07T18:31:52.682Z,2022-10-08T05:21:50Z,3825231427,56,Back,3825231429,346,,3825231711,233,18,,,,,,,,,,,,,,,,b4q9q0qgmtz959rygieg9ln1l,R. Schmid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468461893,18,5,1,1,46,4l9mrqzmajz5crzlz50mtbt6x,0,101.3,59.3,2022-10-07T18:31:52.682Z,2022-10-08T05:21:49Z,3825231747,233,15,3825231703,56,Center,3825231705,346,,,,,,,,,,,,,,,,,arwidogdfccsjv8fxa1veezf9,R. Skov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468462223,16,1,1,2,13,cu0eztmjcsbydyp53aleznorw,1,4.6,50.3,2022-10-07T18:32:20.277Z,2022-10-08T05:21:53Z,3825233515,212,14.5,3825233521,237,,3825233507,124,,3825233509,56,Back,3825233513,141,29.6,3825233511,140,8.0,3825233517,213,5.0,,,,expxslws50h0iw0logr02gs7p,J. Pavlenka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468462261,17,1,1,2,15,cu0eztmjcsbydyp53aleznorw,1,7.9,29.2,2022-10-07T18:32:22.390Z,2022-10-08T05:21:56Z,3825233753,140,11.9,3825233757,212,15.7,3825233751,56,Back,3825233759,213,5.0,3825233755,141,7.0,3826033881,178,,,,,,,,6kge6vcoa9ocnh6tb8qznfzkl,M. Veljković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468462301,18,1,1,2,18,cu0eztmjcsbydyp53aleznorw,0,13.9,4.4,2022-10-07T18:32:25.394Z,2022-10-08T05:21:59Z,3825234013,212,37.9,3825234005,155,,3825234009,140,49.8,3825234017,1,,3825234011,141,0.0,3825234015,213,6.2,3825234007,56,Back,3826033925,178,,2p48525x4ap9m81g6ode51cyd,N. Stark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468462415,19,5,1,2,21,4l9mrqzmajz5crzlz50mtbt6x,1,48.6,101.4,2022-10-07T18:32:27.792Z,2022-10-08T05:22:03Z,3825234619,233,19,3825234595,56,Back,3825234597,347,,,,,,,,,,,,,,,,,arwidogdfccsjv8fxa1veezf9,R. Skov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468462307,19,5,1,2,21,cu0eztmjcsbydyp53aleznorw,0,51.4,-1.4,2022-10-07T18:32:27.792Z,2022-10-08T05:22:03Z,3825234045,347,,3825234043,56,Right,3825234639,233,19,,,,,,,,,,,,,,,,2p48525x4ap9m81g6ode51cyd,N. Stark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468462471,20,1,1,2,29,4l9mrqzmajz5crzlz50mtbt6x,1,53,100,2022-10-07T18:32:35.855Z,2022-10-08T05:22:06Z,3825885411,1,,3825234887,212,25.0,3825234881,56,Back,3825234883,140,29.6,3825234879,107,,3825234889,213,3.3,3825234885,141,94.2,,,,9uthj64y9f77y63tq7did539x,Angeliño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468462567,21,1,1,2,34,4l9mrqzmajz5crzlz50mtbt6x,1,31.7,87.7,2022-10-07T18:32:41.570Z,2022-10-08T05:22:13Z,3826034215,178,,3825235339,56,Back,3825235345,212,13.4,3825235347,213,4.6,3825235341,140,30.2,3825235343,141,68.1,,,,,,,980t379w5cp7umv1eltwlfca1,S. Nsoki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468462617,22,1,1,2,39,4l9mrqzmajz5crzlz50mtbt6x,1,31.1,70.1,2022-10-07T18:32:45.889Z,2022-10-08T05:22:17Z,3825235597,141,58.5,3825235601,213,5.3,3825235593,56,Back,3826034317,178,,3825235599,212,9.3,3825235595,140,35.8,,,,,,,elh8kttxq9xfpoqfmpxv9jr2t,K. Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468462633,23,1,1,2,42,4l9mrqzmajz5crzlz50mtbt6x,0,36.3,46.9,2022-10-07T18:32:48.721Z,2022-10-08T05:22:20Z,3825235709,141,31.0,3825235713,213,6.0,3825235705,56,Center,3825235711,212,36.1,3826034401,178,,3825235715,1,,3825235707,140,69.1,,,,f3v95yyj6j7h7qpprxm4zlre1,D. Geiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468462657,20,49,1,2,43,cu0eztmjcsbydyp53aleznorw,1,32.6,68.6,2022-10-07T18:32:50.422Z,2022-10-08T05:22:24Z,,,,,,,,,,,,,,,,,,,,,,,,,8nug6t1cmn9pwhnwdf6nyhrrp,A. Jung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468462683,21,1,1,2,44,cu0eztmjcsbydyp53aleznorw,1,34,69.6,2022-10-07T18:32:51.140Z,2022-10-08T05:22:29Z,3825235933,140,28.6,3826034653,178,,3825235937,212,8.4,3825235931,56,Back,3825235939,213,4.0,3825235935,141,60.5,,,,,,,8nug6t1cmn9pwhnwdf6nyhrrp,A. Jung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468462691,22,1,1,2,46,cu0eztmjcsbydyp53aleznorw,0,28.5,59.1,2022-10-07T18:32:52.611Z,2022-10-08T05:22:32Z,3825236151,286,,3825236147,233,24,3825235965,140,31.8,3825235969,212,3.9,3825235967,141,61.7,3826034719,178,,3825236145,236,,3825235971,213,0.5,aaoycxwi9jny6flm4apz8a2uh,M. Friedl,3825235963,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468462713,24,74,1,2,46,4l9mrqzmajz5crzlz50mtbt6x,1,67.1,38.9,2022-10-07T18:32:52.732Z,2022-10-08T05:22:35Z,3825236167,233,22,3825236085,56,Center,3826034791,178,,3825236087,285,,,,,,,,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468464379,42,61,1,2,46,4l9mrqzmajz5crzlz50mtbt6x,1,69.2,35.1,2022-10-07T18:32:52.892Z,2022-10-08T05:23:03Z,3825245507,56,Center,3826035651,178,,,,,,,,,,,,,,,,,,,,e9c0v3ik308t91njildxzc6vp,M. Dabbur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468462901,24,51,1,2,46,cu0eztmjcsbydyp53aleznorw,1,25.1,58.7,2022-10-07T18:32:53.040Z,2022-10-08T05:22:57Z,3825237045,169,,,,,,,,,,,,,,,,,,,,,,,aaoycxwi9jny6flm4apz8a2uh,M. Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468462729,25,49,1,2,47,4l9mrqzmajz5crzlz50mtbt6x,1,71.4,33.4,2022-10-07T18:32:54.169Z,2022-10-08T05:23:09Z,,,,,,,,,,,,,,,,,,,,,,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468462769,26,1,1,2,47,4l9mrqzmajz5crzlz50mtbt6x,1,69.1,33.8,2022-10-07T18:32:54.241Z,2022-10-08T05:23:17Z,3825236379,140,80.3,3825236385,213,6.0,3825238045,210,13,3825236381,141,29.3,3826035895,178,,3825236377,56,Center,3825236383,212,12.2,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468462781,27,13,1,2,50,4l9mrqzmajz5crzlz50mtbt6x,1,88.8,33,2022-10-07T18:32:57.368Z,2022-10-08T05:23:17Z,3826035997,178,,3825238057,102,63.0,3825236459,22,,3825237753,20,,3825238051,55,26,3825238065,230,97.7,3825238067,231,45.8,3825238061,103,1.4,arwidogdfccsjv8fxa1veezf9,R. Skov,3825238063,215,,,3825236463,56,3825236461,63,3825238049,29,3825243771,73,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2468462809,23,5,1,2,51,cu0eztmjcsbydyp53aleznorw,1,-1.7,39.8,2022-10-07T18:32:58.542Z,2022-10-08T05:23:20Z,3825236635,233,28,3825236601,346,,3825236599,56,Back,,,,,,,,,,,,,,,,aaoycxwi9jny6flm4apz8a2uh,M. Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468462815,28,5,1,2,51,4l9mrqzmajz5crzlz50mtbt6x,0,101.7,60.2,2022-10-07T18:32:58.542Z,2022-10-08T05:23:20Z,3825236627,346,,3825236651,233,23,3825236625,56,Center,,,,,,,,,,,,,,,,arwidogdfccsjv8fxa1veezf9,R. Skov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468463067,25,1,1,3,12,cu0eztmjcsbydyp53aleznorw,1,3.4,50.5,2022-10-07T18:33:19.226Z,2022-10-08T05:23:32Z,3825238117,212,13.4,3825238109,140,11.5,3825241085,189,,3825238105,56,Back,3825238113,141,35.3,3825238101,124,,3825238127,237,,3825238121,213,5.4,expxslws50h0iw0logr02gs7p,J. Pavlenka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
