id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,keyPass,qualifier/13/value,qualifier/12/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/18/value,qualifier/19/value
2500304419,136,1,1,15,53,cz4a6wmzx2obyisadhgaccx7b,1,56.9,96.2,2023-01-24T17:46:54.064Z,2023-01-25T01:46:10Z,3993352709,56,Left,3993352715,212,6.3,3994031465,178,,3993352711,140,61.6,3993352717,213,5.6,3993352713,141,90.5,,,,,,,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500304433,137,1,1,15,58,cz4a6wmzx2obyisadhgaccx7b,1,53.3,91.1,2023-01-24T17:46:58.929Z,2023-01-25T01:46:18Z,3993352789,212,18.6,3993352783,56,Back,3993352787,141,88.4,3994031517,178,,3993352791,213,3.2,3993352785,140,35.7,,,,,,,aahyom322jdc6f21960ycuzth,J. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500304455,138,1,1,16,1,cz4a6wmzx2obyisadhgaccx7b,1,32.7,86.2,2023-01-24T17:47:01.716Z,2023-01-25T01:46:25Z,3993352867,140,29.4,3993352873,213,4.6,3993352869,141,49.3,3993352865,56,Back,3994031557,178,,3993352871,212,25.3,,,,,,,w2jovd0ta6to004lvlri5gtm,H. Matriciani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500304489,139,1,1,16,4,cz4a6wmzx2obyisadhgaccx7b,1,31.8,45.4,2023-01-24T17:47:05.210Z,2023-01-25T01:46:29Z,3993353011,213,4.7,3993353005,140,30.9,3993353009,212,21.3,3994031599,178,,3993353007,141,14.1,3993353003,56,Back,,,,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500304513,140,1,1,16,7,cz4a6wmzx2obyisadhgaccx7b,1,29.8,14,2023-01-24T17:47:07.489Z,2023-01-25T01:46:32Z,3993353147,212,27.3,3994031653,178,,3993353143,140,7.4,3993353149,213,2.6,3993353145,141,34.3,3993353141,56,Back,,,,,,,f3xm12deg7xf3g2n3yk11npat,C. Brunner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500304531,141,1,1,16,10,cz4a6wmzx2obyisadhgaccx7b,1,8,37.4,2023-01-24T17:47:10.850Z,2023-01-25T01:47:07Z,3993353233,56,Back,3993353241,213,0.5,3993353237,141,46.6,3993353239,212,13.4,3994031835,178,,3993353235,140,19.3,,,,,,,dvo2f7d0yosn404wsrsgeprdh,A. Schwolow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500304541,142,1,1,16,11,cz4a6wmzx2obyisadhgaccx7b,1,18.3,46.7,2023-01-24T17:47:11.982Z,2023-01-25T01:47:11Z,3993353321,141,46.6,3993353325,213,3.1,3994031855,178,,3993353323,212,12.6,3993353317,56,Back,3993353319,140,6.3,,,,,,,8n0dskalmx94ofiq6jewa22tx,D. Latza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500304559,143,1,1,16,13,cz4a6wmzx2obyisadhgaccx7b,1,6.3,46.6,2023-01-24T17:47:14.337Z,2023-01-25T01:47:14Z,3993353461,213,0.0,3993353455,140,19.4,3993353459,212,13.8,3993353457,141,47.5,3993353453,56,Back,3994031883,178,,,,,,,,dvo2f7d0yosn404wsrsgeprdh,A. Schwolow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500304579,144,1,1,16,20,cz4a6wmzx2obyisadhgaccx7b,1,28.4,34.8,2023-01-24T17:47:20.973Z,2023-01-25T01:47:19Z,3994031889,178,,3993353599,213,5.0,3993353593,140,34.6,3993353597,212,20.4,3993353595,141,6.4,3993353591,56,Back,,,,,,,8n0dskalmx94ofiq6jewa22tx,D. Latza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500304587,145,1,1,16,24,cz4a6wmzx2obyisadhgaccx7b,0,44.4,6.4,2023-01-24T17:47:24.623Z,2023-01-25T01:47:24Z,3993353639,141,32.8,3993353633,155,,3993353637,140,76.2,3993353643,213,0.5,3993353641,212,37.9,3994031905,178,,3993353645,1,,3993353635,56,Center,f3xm12deg7xf3g2n3yk11npat,C. Brunner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500304595,168,1,1,16,26,9gefq4dz9b2hl8rqrxwrlrzmp,1,23.8,69.1,2023-01-24T17:47:26.595Z,2023-01-25T01:47:31Z,3993353689,213,1.1,3993353681,56,Back,3993353687,212,13.8,3993353683,140,29.8,3993353679,3,,3994031961,178,,3993353685,141,87.1,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500304597,169,49,1,16,27,9gefq4dz9b2hl8rqrxwrlrzmp,1,29.8,87.1,2023-01-24T17:47:27.614Z,2023-01-25T01:47:33Z,,,,,,,,,,,,,,,,,,,,,,,,,4qkv71pjmzw66crfaktr6tihh,M. Halstenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500304633,170,1,1,16,28,9gefq4dz9b2hl8rqrxwrlrzmp,1,31.9,87.4,2023-01-24T17:47:28.706Z,2023-01-25T01:47:37Z,3993353867,56,Center,3994032021,178,,3993353873,212,22.3,3993353869,140,52.3,3993353875,213,6.0,3993353871,141,78.2,,,,,,,4qkv71pjmzw66crfaktr6tihh,M. Halstenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500304643,171,1,1,16,31,9gefq4dz9b2hl8rqrxwrlrzmp,1,46.9,86.6,2023-01-24T17:47:32.280Z,2023-01-25T01:47:41Z,3993353929,213,2.3,3993353927,212,9.2,3994032043,178,,3993353917,56,Back,3993353921,140,40.8,3993353925,141,96.3,,,,,,,dhhmffih4gl51nlu92hfctqs5,André Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500304651,172,3,1,16,33,9gefq4dz9b2hl8rqrxwrlrzmp,0,38.1,90.8,2023-01-24T17:47:33.669Z,2023-01-25T03:45:00Z,3994032067,178,,3993354289,233,146,3993353963,56,Back,3993788599,464,,3993353965,286,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500304697,146,7,1,16,33,cz4a6wmzx2obyisadhgaccx7b,1,61.9,9.2,2023-01-24T17:47:34.023Z,2023-01-25T03:45:08Z,3993354263,233,172,3994032097,178,,3993354219,56,Right,3993788799,384,,3993354221,285,,,,,,,,,,,f3xm12deg7xf3g2n3yk11npat,C. Brunner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500304703,173,4,1,16,34,9gefq4dz9b2hl8rqrxwrlrzmp,1,39.6,94.4,2023-01-24T17:47:34.744Z,2023-01-25T01:47:55Z,3993354245,152,,3993354241,295,,3993354283,233,147,3993354239,13,,3993354243,56,Back,3993354247,286,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500304705,147,4,1,16,34,cz4a6wmzx2obyisadhgaccx7b,0,60.4,5.6,2023-01-24T17:47:34.745Z,2023-01-25T01:47:55Z,3993354259,152,,3993354257,56,Right,3993354261,285,,3994032139,178,,3993354251,13,,3993354255,295,,3993354295,233,173,,,,f3xm12deg7xf3g2n3yk11npat,C. Brunner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500304763,174,1,1,16,45,9gefq4dz9b2hl8rqrxwrlrzmp,0,40.2,93.2,2023-01-24T17:47:45.879Z,2023-01-25T01:47:58Z,3993354551,155,,3993354561,212,56.8,3993354555,56,Center,3993354565,1,,3993354553,152,,3993354557,140,90.9,3993354559,141,64.2,3993354563,213,5.9,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,3993354549,5,3994032155,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500304767,148,52,1,16,49,cz4a6wmzx2obyisadhgaccx7b,1,14.5,39.2,2023-01-24T17:47:49.567Z,2023-01-25T01:48:05Z,3993789821,377,,3994032225,388,,,,,,,,,,,,,,,,,,,,dvo2f7d0yosn404wsrsgeprdh,A. Schwolow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500304829,149,1,1,16,50,cz4a6wmzx2obyisadhgaccx7b,1,16.3,42.4,2023-01-24T17:47:51.135Z,2023-01-25T01:48:09Z,3993354877,123,,3994032265,178,,3993354883,141,50.4,3993354887,213,0.4,3993354879,56,Back,3993354885,212,13.5,3993354881,140,28.1,,,,dvo2f7d0yosn404wsrsgeprdh,A. Schwolow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500304839,150,1,1,16,57,cz4a6wmzx2obyisadhgaccx7b,1,37.3,36.3,2023-01-24T17:47:57.702Z,2023-01-25T01:48:13Z,3993354931,141,6.8,3993354935,213,4.5,3993354927,56,Back,3993354929,140,33.5,3994032317,178,,3993354933,212,20.5,,,,,,,8n0dskalmx94ofiq6jewa22tx,D. Latza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500304869,151,1,1,16,59,cz4a6wmzx2obyisadhgaccx7b,1,34.4,7.3,2023-01-24T17:48:00.004Z,2023-01-25T01:48:17Z,3993355091,141,29.1,3993355095,213,2.1,3993355087,56,Back,3993355089,140,26.2,3993355093,212,17.1,3994032339,178,,,,,,,,f3xm12deg7xf3g2n3yk11npat,C. Brunner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500304899,152,1,1,17,4,cz4a6wmzx2obyisadhgaccx7b,1,31.4,42.5,2023-01-24T17:48:04.854Z,2023-01-25T01:48:23Z,3994032401,178,,3993355255,212,25.1,3993355249,56,Back,3993355251,140,36.7,3993355257,213,1.3,3993355253,141,78.5,,,,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500304927,153,1,1,17,8,cz4a6wmzx2obyisadhgaccx7b,1,38.1,78.4,2023-01-24T17:48:09.040Z,2023-01-25T01:48:25Z,3994032421,178,,3993355367,56,Back,3993355373,212,8.0,3993355369,140,32.4,3993355375,213,3.9,3993355371,141,70.6,,,,,,,w2jovd0ta6to004lvlri5gtm,H. Matriciani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500304947,154,1,1,17,11,cz4a6wmzx2obyisadhgaccx7b,1,32.4,62.3,2023-01-24T17:48:11.552Z,2023-01-25T01:48:30Z,3993355471,212,17.2,3993355465,56,Back,3993355467,140,32.2,3993355473,213,4.7,3993355469,141,37.0,3994032491,178,,,,,,,,8n0dskalmx94ofiq6jewa22tx,D. Latza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500304977,155,1,1,17,16,cz4a6wmzx2obyisadhgaccx7b,1,32.2,33.6,2023-01-24T17:48:16.513Z,2023-01-25T01:48:32Z,3993355625,213,2.5,3994032523,178,,3993355621,141,51.3,3993355617,56,Back,3993355619,140,15.2,3993355623,212,21.5,,,,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500304997,156,1,1,17,18,cz4a6wmzx2obyisadhgaccx7b,1,15.2,51.6,2023-01-24T17:48:19.169Z,2023-01-25T01:48:36Z,3993355701,141,77.3,3994032537,178,,3993355705,213,1.1,3993355699,140,24.4,3993355703,212,20.0,3993355697,56,Back,,,,,,,dvo2f7d0yosn404wsrsgeprdh,A. Schwolow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500305039,157,1,1,17,20,cz4a6wmzx2obyisadhgaccx7b,1,24.4,77.3,2023-01-24T17:48:21.214Z,2023-01-25T01:48:39Z,3994032545,178,,3993355935,213,3.9,3993355931,212,24.6,3993355917,56,Back,3993355923,140,7.7,3993355927,141,51.9,,,,,,,w2jovd0ta6to004lvlri5gtm,H. Matriciani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500305065,158,1,1,17,25,cz4a6wmzx2obyisadhgaccx7b,1,10.9,35.8,2023-01-24T17:48:25.611Z,2023-01-25T01:48:43Z,3993356037,56,Back,3993356043,212,9.5,3993356039,140,12.0,3994032573,178,,3993356045,213,4.8,3993356041,141,21.9,,,,,,,dvo2f7d0yosn404wsrsgeprdh,A. Schwolow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500305097,159,1,1,17,28,cz4a6wmzx2obyisadhgaccx7b,1,12.3,18.6,2023-01-24T17:48:29.127Z,2023-01-25T01:48:45Z,3994032597,178,,3993356221,56,Back,3993356225,141,48.8,3993356223,140,6.9,3993356227,212,21.3,3993356229,213,1.8,,,,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500305175,160,1,1,17,33,cz4a6wmzx2obyisadhgaccx7b,1,14.3,51.5,2023-01-24T17:48:33.840Z,2023-01-25T01:48:50Z,3993356565,213,1.0,3994032623,178,,3993356561,141,78.7,3993356563,212,22.4,3993356559,140,26.3,3993356557,56,Back,,,,,,,dvo2f7d0yosn404wsrsgeprdh,A. Schwolow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500305183,161,1,1,17,39,cz4a6wmzx2obyisadhgaccx7b,1,42.2,79.4,2023-01-24T17:48:40.127Z,2023-01-25T01:48:54Z,3994032639,178,,3993356621,213,5.2,3993356615,140,44.0,3993356619,212,3.9,3993356617,141,74.4,3993356613,56,Back,,,,,,,w2jovd0ta6to004lvlri5gtm,H. Matriciani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500305193,162,1,1,17,42,cz4a6wmzx2obyisadhgaccx7b,1,43.9,73.9,2023-01-24T17:48:42.571Z,2023-01-25T01:49:00Z,3993356683,213,1.7,3993356679,141,96.5,3993356677,140,42.6,3993356681,212,15.4,3994032689,178,,3993356675,56,Back,,,,,,,aahyom322jdc6f21960ycuzth,J. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500305207,163,1,1,17,43,cz4a6wmzx2obyisadhgaccx7b,1,42.6,96.6,2023-01-24T17:48:43.920Z,2023-01-25T01:49:04Z,3993356743,212,15.6,3993356739,140,31.8,3994032711,178,,3993356741,141,80.8,3993356745,213,3.9,3993356735,56,Back,,,,,,,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500305221,164,1,1,17,46,cz4a6wmzx2obyisadhgaccx7b,1,31.8,78.5,2023-01-24T17:48:46.821Z,2023-01-25T01:49:11Z,3993356789,213,4.7,3993356787,212,26.4,3993356783,140,31.0,3993356785,141,39.7,3993356781,56,Back,3994032719,178,,,,,,,,w2jovd0ta6to004lvlri5gtm,H. Matriciani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500305247,165,1,1,17,47,cz4a6wmzx2obyisadhgaccx7b,1,29.1,32,2023-01-24T17:48:48.182Z,2023-01-25T01:49:15Z,3993356949,212,15.3,3994032741,178,,3993356947,141,54.0,3993356943,56,Back,3993356951,213,1.8,3993356945,140,26.1,,,,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500305257,166,1,1,17,52,cz4a6wmzx2obyisadhgaccx7b,1,27.1,52.8,2023-01-24T17:48:52.464Z,2023-01-25T01:49:18Z,3994032777,178,,3993357031,140,29.1,3993357035,212,17.2,3993357033,141,77.9,3993357037,213,1.4,3993357029,56,Back,,,,,,,8n0dskalmx94ofiq6jewa22tx,D. Latza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500305267,167,1,1,17,53,cz4a6wmzx2obyisadhgaccx7b,1,31,77.9,2023-01-24T17:48:54.233Z,2023-01-25T01:49:22Z,3993357079,140,39.6,3993357077,56,Back,3993357089,213,1.0,3994032819,178,,3993357081,141,96.8,3993357085,212,15.7,,,,,,,w2jovd0ta6to004lvlri5gtm,H. Matriciani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500305275,168,1,1,17,55,cz4a6wmzx2obyisadhgaccx7b,1,39.6,96.6,2023-01-24T17:48:56.122Z,2023-01-25T01:49:26Z,3993357119,213,5.0,3993357113,140,42.4,3993357117,212,9.0,3993357115,141,84.1,3993357111,56,Back,3994032857,178,,,,,,,,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500305277,169,1,1,17,56,cz4a6wmzx2obyisadhgaccx7b,1,42.4,84.1,2023-01-24T17:48:56.918Z,2023-01-25T01:49:30Z,3993357131,141,83.2,3994032911,178,,3993357135,213,3.3,3993357145,156,,3993357129,140,37.7,3993357133,212,5.0,3993357127,56,Back,,,,aahyom322jdc6f21960ycuzth,J. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500305309,170,1,1,17,59,cz4a6wmzx2obyisadhgaccx7b,0,37.5,64.9,2023-01-24T17:48:59.570Z,2023-01-25T01:49:35Z,3994033013,178,,3993357333,141,35.7,3993357337,213,4.5,3993357329,56,Back,3993357331,140,33.2,3993357335,212,20.4,,,,,,,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500305313,175,49,1,18,0,9gefq4dz9b2hl8rqrxwrlrzmp,1,69.1,70.3,2023-01-24T17:49:01.040Z,2023-01-25T01:49:38Z,,,,,,,,,,,,,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500305347,176,1,1,18,2,9gefq4dz9b2hl8rqrxwrlrzmp,1,79.6,70.6,2023-01-24T17:49:03.363Z,2023-01-25T01:49:49Z,3993357519,213,6.2,3994033139,178,,3993357517,212,18.5,3993359081,154,,3993357513,140,97.1,3993359077,210,15,3993376707,4,,3993357511,56,Center,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,3993357515,141,,,,,,,,,,,,,,,,,,,,67.2,1,,,,,,,,,,,,,,,,,
2500305355,177,15,1,18,4,9gefq4dz9b2hl8rqrxwrlrzmp,1,95.9,65.1,2023-01-24T17:49:05.377Z,2023-01-25T01:49:50Z,3993357549,65,,3993358499,72,,3993357547,22,,3994033155,178,,3993357551,56,Center,3993359103,146,97.1,3993359085,76,,3993359105,147,61.6,1qthvf5krys0pzk24h8wtr9at,K. Laimer,3993359095,102,3993360069,233,171,3993359101,328,,3993359091,55,176,3993359099,214,3993359087,29,3993359089,154,,3993359097,103,5.7,52.9,,,,,,,,,,,,,,,,,,
2500305351,171,10,1,18,5,cz4a6wmzx2obyisadhgaccx7b,1,2.5,40.5,2023-01-24T17:49:05.529Z,2023-01-25T01:49:54Z,3993360265,233,177,3993357539,56,Back,3993360261,174,,3993792723,376,,3993360055,180,,3993364257,21,,,,,,,,dvo2f7d0yosn404wsrsgeprdh,A. Schwolow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500305415,178,1,1,18,9,9gefq4dz9b2hl8rqrxwrlrzmp,1,96.6,82.2,2023-01-24T17:49:09.534Z,2023-01-25T01:50:03Z,3993357843,213,4.4,3993357833,155,,3993357837,140,87.0,3993357839,141,28.5,3994033255,178,,3993357841,212,37.9,3993357835,56,Center,3993357845,1,,1qthvf5krys0pzk24h8wtr9at,K. Laimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500305429,179,1,1,18,12,9gefq4dz9b2hl8rqrxwrlrzmp,0,86.9,27.2,2023-01-24T17:49:12.772Z,2023-01-25T01:50:07Z,3993357915,155,,3993357923,212,25.2,3993357919,140,90.8,3993357917,56,Center,3993357921,141,63.7,3993357925,213,1.4,3993793177,20,,3993793175,224,,3isbv9egu9vzxnna4ix8gcudx,B. Henrichs,3994033275,178,3993357913,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500305585,173,49,1,18,14,cz4a6wmzx2obyisadhgaccx7b,1,19.3,14.6,2023-01-24T17:49:15Z,2023-01-25T01:50:33Z,,,,,,,,,,,,,,,,,,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500305453,172,1,1,18,14,cz4a6wmzx2obyisadhgaccx7b,0,11.4,28.8,2023-01-24T17:49:15.037Z,2023-01-25T01:50:30Z,3993358033,56,Back,3993358037,141,40.1,3993358043,1,,3993358039,212,19.8,3993358035,140,28.8,3993358041,213,0.4,3993358031,157,,3994033377,178,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500305477,180,1,1,18,17,9gefq4dz9b2hl8rqrxwrlrzmp,1,72.8,59.5,2023-01-24T17:49:17.605Z,2023-01-25T01:50:40Z,3994033401,178,,3993358169,213,2.0,3993358163,140,68.9,3993358167,212,9.1,3993358159,56,Center,3993358155,3,,3993358165,141,71.4,,,,1s1v1tweyx8wxc9hj2jrnaggl,X. Schlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500308903,277,49,1,18,18,9gefq4dz9b2hl8rqrxwrlrzmp,1,62.3,71.1,2023-01-24T17:49:19.037Z,2023-01-25T01:50:42Z,,,,,,,,,,,,,,,,,,,,,,,,,4qkv71pjmzw66crfaktr6tihh,M. Halstenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500305483,181,1,1,18,19,9gefq4dz9b2hl8rqrxwrlrzmp,1,69.5,73.4,2023-01-24T17:49:19.871Z,2023-01-25T01:50:45Z,3993358185,56,Center,3994033425,178,,3993358191,212,14.8,3993358187,140,55.7,3993358193,213,3.4,3993358189,141,68.8,,,,,,,4qkv71pjmzw66crfaktr6tihh,M. Halstenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500305511,182,1,1,18,21,9gefq4dz9b2hl8rqrxwrlrzmp,1,55.5,67.5,2023-01-24T17:49:22.073Z,2023-01-25T01:50:51Z,3993358321,1,,3993358315,141,16.6,3993358311,56,Right,3993358319,213,5.0,3993358313,140,64.5,3993358317,212,35.9,3994033447,178,,,,,9prtaifv6stlujgywgq4wd08a,J. Gvardiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500305541,183,1,1,18,24,9gefq4dz9b2hl8rqrxwrlrzmp,1,65.2,16.2,2023-01-24T17:49:25.095Z,2023-01-25T01:50:55Z,3993358471,141,26.9,3993358475,213,2.6,3993358467,56,Center,3993358469,140,53.1,3993358473,212,14.6,3994033467,178,,,,,,,,3isbv9egu9vzxnna4ix8gcudx,B. Henrichs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500305553,184,1,1,18,27,9gefq4dz9b2hl8rqrxwrlrzmp,1,53.1,26.9,2023-01-24T17:49:27.767Z,2023-01-25T01:50:59Z,3993358531,140,68.3,3994033521,178,,3993358535,212,16.1,3993358533,141,30.5,3993358537,213,0.2,3993358529,56,Center,,,,,,,eapihgte8ydc4g6hzygsx2e39,W. Orbán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500305575,185,1,1,18,28,9gefq4dz9b2hl8rqrxwrlrzmp,1,68.3,30.5,2023-01-24T17:49:28.740Z,2023-01-25T01:51:05Z,3993358633,212,8.2,3993358629,140,60.6,3993358627,56,Center,3994033577,178,,3993358641,156,,3993358631,141,32.3,3993358635,213,3.0,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500305601,186,1,1,18,29,9gefq4dz9b2hl8rqrxwrlrzmp,1,60.6,32.3,2023-01-24T17:49:30.166Z,2023-01-25T01:51:10Z,3993358745,212,7.5,3994033599,178,,3993358741,140,63.6,3993358739,56,Center,3993358747,213,5.1,3993358743,141,22.3,,,,,,,1s1v1tweyx8wxc9hj2jrnaggl,X. Schlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500305609,187,1,1,18,31,9gefq4dz9b2hl8rqrxwrlrzmp,1,62.6,27.7,2023-01-24T17:49:31.548Z,2023-01-25T01:51:14Z,3993358787,140,63.4,3993358793,213,1.5,3993358789,141,41.2,3993358791,212,9.2,3993358785,56,Center,3994033627,178,,,,,,,,avh60ensgiwz1qalvn1bbqkfd,D. Szoboszlai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500305623,188,1,1,18,33,9gefq4dz9b2hl8rqrxwrlrzmp,0,63.4,41.2,2023-01-24T17:49:33.464Z,2023-01-25T01:51:18Z,3993358855,56,Center,3993358861,212,8.0,3993358857,140,70.9,3994033663,178,,3993358863,213,0.2,3993358859,141,43.1,,,,,,,1s1v1tweyx8wxc9hj2jrnaggl,X. Schlager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500446009,908,67,1,18,34,cz4a6wmzx2obyisadhgaccx7b,1,31.2,56.7,2023-01-24T17:49:34.427Z,2023-01-25T03:56:53Z,3994063399,233,1042,,,,,,,,,,,,,,,,,,,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500446007,1042,67,1,18,34,9gefq4dz9b2hl8rqrxwrlrzmp,0,68.8,43.3,2023-01-24T17:49:34.428Z,2023-01-25T03:54:13Z,3994063403,233,908,,,,,,,,,,,,,,,,,,,,,,4gq1u1mqg0qzekh1u5djleeax,Dani Olmo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
