id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/9/value,keyPass,qualifier/13/value,qualifier/14/value,qualifier/10/value,qualifier/15/value,qualifier/17/value,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2454841847,1,34,16,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-09-03T12:45:27.506Z,2022-09-03T13:37:20Z,3752819469,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3752819459,30,"bfpax581lm91ebz4xgz40a191, 23l48u4w5nj4036whjm3s49gp, 76h7b6dhpyotolq68f84lqifp, dodddfi0l5i36vlgbaybhzeqy, bjhgmcai5irlexe7oa1g0e5sl, fr9ac60188vlmtbrcddhxii1, en0a6a574x1yvnk8kdxwub949, acxwc7xxrtyssiy390t859kgl, c82gu4dg85nwgkp7quzwqvefp, 3es8fg7y59lckypu11i68q6s5, embn1jhcly07i6pjcvcdiavo5, 2mwe6l0eu1tisri3eu26fx8x6, 7e7w34imugzsufvytjxytupd5, 53ozrqkupvt2iyi2xg0swf7px, ec04djw7dspowrm7h7wr6e5ed, b7cso5zljdvzfila9zd4fz4ve, 6384gzzxuxs6pvmrn8qx4d7u1, 4sd2zs6d5cd4d9n3oo54lglat, b8if5dg0k9prjik99aiutewh5, 2dxsntw3djezptdjqzu0oxi7e",3752958855,197,8139,3752878723,194,acxwc7xxrtyssiy390t859kgl,3752819467,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3752819463,59,"1, 20, 6, 5, 29, 3, 38, 27, 9, 7, 10, 2, 4, 12, 14, 16, 22, 32, 33, 40",3752819465,130,18,3752819461,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454846225,1,34,16,0,0,8q1ul09cygzswb7tb456bmifv,1,0,0,2022-09-03T12:51:38.058Z,2022-09-03T13:27:33Z,3752879487,194,21vfv10e7fh6b2xtcu55ihn11,3752841261,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3752841263,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3752841259,130,8,3752841255,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3752962853,197,11882,3752841253,30,"4zfgh6wq7svx418tzwf0gfavp, 6dzx3oyd42ql69tqxqvg8mpxx, 21vfv10e7fh6b2xtcu55ihn11, ojqb7kv87o0cidbckgtg1rdh, 4w8nqkhp6v62vs319a7qckfs9, 3tdsezcgdlm4laybvh4u49cr9, 7rltyxkrvvfg7q1hppl631soa, bkonv3y0vn24mpn6j8abjtux, 8n4b6j21nxf1nf628ugg3xsdl, g64b8x11ndowv2zj29r9i311, 55z0yap5tml66nes2cchg7ahh, 224uan6ugjt7b2c1zsxrs2pcl, f239q43hdwrm7u7mu5jqyk91x, 3saz8njlttx2i4ospcwmmaqga, 89s9fm31pcfq7l28kc2kad4kq, 8mmecefcbz8wu4jcqqywps5p1, pjbuqt8wiwm2ql2tfvvcn59m, cnf7quyillyf560nh14taliw9, 8i40hzajfhm1wl1gh0p14no8a, 3s378qeykqznl2ozqskmzjywa",3752841257,59,"20, 17, 14, 28, 15, 4, 29, 7, 21, 18, 11, 1, 3, 6, 8, 23, 25, 37, 46, 48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454870475,2,32,1,0,0,8q1ul09cygzswb7tb456bmifv,1,0,0,2022-09-03T13:32:07.513Z,2022-09-03T13:32:07Z,3752981629,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454870483,2,32,1,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-09-03T13:32:07.513Z,2022-09-04T04:50:01Z,3752981655,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454870549,3,1,1,0,0,8q1ul09cygzswb7tb456bmifv,1,49.9,49.7,2022-09-03T13:32:07.540Z,2022-09-04T05:05:44Z,3752981981,213,3.3,3752981977,141,42.7,3752981983,279,S,3752981973,56,Back,3752981975,140,27.7,3752981979,212,23.8,3756784703,178,,,,,g64b8x11ndowv2zj29r9i311,O. Duda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454870591,4,1,1,0,2,8q1ul09cygzswb7tb456bmifv,0,27.7,42.7,2022-09-03T13:32:10.302Z,2022-09-04T05:05:49Z,3752982177,1,,3752982171,141,65.5,3756784775,178,,3752982175,213,0.4,3752982169,140,59.2,3752982173,212,36.5,3752982165,157,,3752982167,56,Center,4w8nqkhp6v62vs319a7qckfs9,L. Kilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454870595,3,44,1,0,5,a8l3w3n0j99qjlsxj3jnmgkz1,1,39.8,35,2022-09-03T13:32:12.829Z,2022-09-04T10:19:39Z,3752982185,56,Back,3752982245,233,5,3752982187,285,,,,,,,,,,,,,,,,,en0a6a574x1yvnk8kdxwub949,B. Franjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454870599,5,44,1,0,5,8q1ul09cygzswb7tb456bmifv,0,60.2,65,2022-09-03T13:32:12.830Z,2022-09-04T05:05:55Z,3752982323,233,3,3752982195,286,,3752982193,56,Center,,,,,,,,,,,,,,,,8n4b6j21nxf1nf628ugg3xsdl,S. Tigges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454870615,4,1,1,0,5,a8l3w3n0j99qjlsxj3jnmgkz1,0,38.9,35.4,2022-09-03T13:32:12.882Z,2022-09-04T10:19:39Z,3752982277,213,0.1,3752982271,140,58.7,3752982275,212,20.9,3752982273,141,38.5,3756784875,388,,3752982269,56,Center,3752982267,3,,,,,en0a6a574x1yvnk8kdxwub949,B. Franjić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454870623,6,44,1,0,7,8q1ul09cygzswb7tb456bmifv,1,38.7,61.4,2022-09-03T13:32:14.538Z,2022-09-04T10:19:40Z,3752982555,233,5,3752982311,56,Back,3752982315,285,,,,,,,,,,,,,,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454870669,5,44,1,0,7,a8l3w3n0j99qjlsxj3jnmgkz1,0,61.3,38.6,2022-09-03T13:32:14.539Z,2022-09-04T05:06:03Z,3752982511,286,,3752982579,233,6,3752982509,56,Center,,,,,,,,,,,,,,,,embn1jhcly07i6pjcvcdiavo5,L. Nmecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454870667,7,1,1,0,7,8q1ul09cygzswb7tb456bmifv,0,38.7,68.1,2022-09-03T13:32:14.578Z,2022-09-04T10:19:40Z,3752982497,213,6.2,3752982489,141,64.5,3756784999,388,,3752982493,212,22.6,3752982483,3,,3752982485,56,Center,3752982487,140,60.1,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455608505,861,67,1,0,8,a8l3w3n0j99qjlsxj3jnmgkz1,1,40.6,34.9,2022-09-03T13:32:16.139Z,2022-09-04T10:19:40Z,3756896635,233,868,,,,,,,,,,,,,,,,,,,,,,acxwc7xxrtyssiy390t859kgl,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455608501,868,67,1,0,8,8q1ul09cygzswb7tb456bmifv,0,59.4,65.1,2022-09-03T13:32:16.140Z,2022-09-04T10:22:43Z,3756896639,233,861,,,,,,,,,,,,,,,,,,,,,,g64b8x11ndowv2zj29r9i311,O. Duda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
