id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,assist,qualifier/18/value
2458090445,137,49,1,15,55,cz4a6wmzx2obyisadhgaccx7b,1,44.3,13.5,2022-09-10T16:46:46.199Z,2022-09-11T03:28:47Z,,,,,,,,,,,,,,,,,,,,,,,,,aahyom322jdc6f21960ycuzth,J. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458090461,138,1,1,15,58,cz4a6wmzx2obyisadhgaccx7b,1,44,10.4,2022-09-10T16:46:49.913Z,2022-09-11T03:29:15Z,3770056657,56,Back,3770056665,213,2.2,3770056661,141,22.2,3772167871,178,,3770056663,212,9.8,3770056659,140,38.7,,,,,,,aahyom322jdc6f21960ycuzth,J. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458090533,139,1,1,15,59,cz4a6wmzx2obyisadhgaccx7b,1,38.6,22.2,2022-09-10T16:46:50.851Z,2022-09-11T03:29:34Z,3772168395,178,,3770057089,56,Back,3770057093,141,23.0,3770057097,213,0.1,3770057095,212,5.8,3770057091,140,44.1,,,,,,,w2jovd0ta6to004lvlri5gtm,H. Matriciani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458090539,140,4,1,16,0,cz4a6wmzx2obyisadhgaccx7b,1,43.7,18,2022-09-10T16:46:51.723Z,2022-09-11T03:29:41Z,3770057125,56,Back,3770057131,286,,3770057127,152,,3770057123,13,,3770066079,233,133,3770057129,265,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458090493,133,4,1,16,0,eq1oq6y61xnzq88zu0cnw131z,0,56.3,82,2022-09-10T16:46:51.724Z,2022-09-11T03:29:41Z,3770056875,13,,3770056877,56,Left,3772168585,178,,3770056879,152,,3770056881,265,,3770056883,285,,3770066087,233,140,,,,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458090567,141,1,1,16,6,cz4a6wmzx2obyisadhgaccx7b,0,44.1,23,2022-09-10T16:46:57.335Z,2022-09-11T03:29:46Z,3770057257,140,89.0,3770057255,56,Center,3772168665,178,,3770057265,1,,3770057259,141,37.7,3770057253,152,,3770057249,5,,3770057251,155,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,3770057263,213,0.2,3770057261,212,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458493173,1049,67,1,16,11,eq1oq6y61xnzq88zu0cnw131z,1,8.4,63.5,2022-09-10T16:47:02.116Z,2022-09-11T07:45:00Z,3772294251,233,934,,,,,,,,,,,,,,,,,,,,,,8ksi5s9he1uxai3lfcq46grf9,E. Mašović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458493167,934,67,1,16,11,cz4a6wmzx2obyisadhgaccx7b,0,91.6,36.5,2022-09-10T16:47:02.117Z,2022-09-11T04:52:09Z,3772294269,233,1049,,,,,,,,,,,,,,,,,,,,,,9xl238e13utd2ondzqi51ka1h,S. Terodde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458090637,134,12,1,16,11,eq1oq6y61xnzq88zu0cnw131z,1,9.2,61.4,2022-09-10T16:47:02.137Z,2022-09-11T07:45:01Z,3770057643,56,Back,3770057647,141,52.0,3770057645,140,32.4,3770057651,213,6.0,3772169341,178,,3770057649,212,25.2,,,,,,,8ksi5s9he1uxai3lfcq46grf9,E. Mašović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458090613,142,1,1,16,13,cz4a6wmzx2obyisadhgaccx7b,1,70.9,49.4,2022-09-10T16:47:04.390Z,2022-09-11T03:30:16Z,3770057537,3,,3770057541,140,79.2,3770057545,212,11.0,3770057543,141,39.5,3770057547,213,5.6,3772169565,178,,3770057539,56,Center,,,,5qc0owkwmgk74qy13ft3kpg5,T. Mohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458090629,143,1,1,16,15,cz4a6wmzx2obyisadhgaccx7b,1,79.4,39.4,2022-09-10T16:47:06.146Z,2022-09-11T03:30:24Z,3770057629,212,5.2,3772169809,178,,3770057625,140,75.2,3770057631,213,3.7,3770057627,141,35.4,3770057623,56,Center,,,,,,,9xl238e13utd2ondzqi51ka1h,S. Terodde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458090633,144,50,1,16,16,cz4a6wmzx2obyisadhgaccx7b,1,71.2,38.3,2022-09-10T16:47:07.193Z,2022-09-11T03:30:31Z,3770057641,286,,3770057685,233,135,3770057639,56,Center,,,,,,,,,,,,,,,,aahyom322jdc6f21960ycuzth,J. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458090641,135,7,1,16,16,eq1oq6y61xnzq88zu0cnw131z,0,28.8,61.7,2022-09-10T16:47:07.334Z,2022-09-11T03:30:35Z,3770926441,385,,3770057665,56,Back,3770057679,233,144,3770057667,285,,3772170245,178,,,,,,,,,,,98e7uohj6lcvf59sfssff2y8l,P. Förster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458090703,145,1,1,16,21,cz4a6wmzx2obyisadhgaccx7b,1,97,23.1,2022-09-10T16:47:12.909Z,2022-09-11T03:30:50Z,3770057981,140,93.6,3770057985,212,7.8,3770057983,141,33.3,3770057987,213,2.0,3770057979,56,Center,3772170801,178,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458494363,952,67,1,16,22,cz4a6wmzx2obyisadhgaccx7b,1,91.1,34.1,2022-09-10T16:47:13.782Z,2022-09-11T07:45:01Z,3772299373,233,1062,,,,,,,,,,,,,,,,,,,,,,9xl238e13utd2ondzqi51ka1h,S. Terodde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458494375,954,43,1,16,22,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2022-09-10T16:47:13.783Z,2022-09-11T04:55:59Z,3772299411,178,0,3772299457,144,82,,,,,,,,,,,,,,,,,,,9xl238e13utd2ondzqi51ka1h,S. Terodde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458494403,955,43,1,16,22,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2022-09-10T16:47:13.783Z,2022-09-11T04:56:04Z,3772299577,144,82,3772299513,178,0,,,,,,,,,,,,,,,,,,,9xl238e13utd2ondzqi51ka1h,S. Terodde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458494361,1062,67,1,16,22,eq1oq6y61xnzq88zu0cnw131z,0,8.9,65.9,2022-09-10T16:47:13.783Z,2022-09-11T04:55:56Z,3772299377,233,952,,,,,,,,,,,,,,,,,,,,,,6sc9zsev9an853nop6pn6mxg5,Danilo Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458090709,146,50,1,16,23,cz4a6wmzx2obyisadhgaccx7b,1,93,34,2022-09-10T16:47:14.487Z,2022-09-11T03:31:37Z,3770058015,286,,3770058191,233,136,3770058013,56,Center,,,,,,,,,,,,,,,,9xl238e13utd2ondzqi51ka1h,S. Terodde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458090725,136,7,1,16,23,eq1oq6y61xnzq88zu0cnw131z,1,7,66,2022-09-10T16:47:14.659Z,2022-09-11T03:31:26Z,3772171311,178,,3770058091,285,,3770058089,56,Back,3770058185,233,146,3770927809,385,,,,,,,,,,,6sc9zsev9an853nop6pn6mxg5,Danilo Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458090731,137,52,1,16,24,eq1oq6y61xnzq88zu0cnw131z,1,4.8,65.8,2022-09-10T16:47:15.608Z,2022-09-11T03:31:31Z,3772171669,178,,3770928379,376,,,,,,,,,,,,,,,,,,,,clmq1s26z0i3lqr1jqnd5wzit,M. Riemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458090783,138,1,1,16,29,eq1oq6y61xnzq88zu0cnw131z,1,14.6,52.2,2022-09-10T16:47:20.396Z,2022-09-11T03:31:42Z,3770058447,213,0.0,3770058443,141,53.0,3770058441,140,31.8,3770058445,212,18.1,3770058437,123,,3772172327,178,,3770058439,56,Back,,,,clmq1s26z0i3lqr1jqnd5wzit,M. Riemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458090801,139,1,1,16,31,eq1oq6y61xnzq88zu0cnw131z,1,32.8,52.9,2022-09-10T16:47:22.785Z,2022-09-11T03:31:48Z,3770058557,56,Back,3770058563,212,17.4,3770058561,141,33.5,3770058565,213,5.4,3772172477,178,,3770058559,140,43.6,,,,,,,98e7uohj6lcvf59sfssff2y8l,P. Förster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458090819,140,1,1,16,33,eq1oq6y61xnzq88zu0cnw131z,1,43.6,33.5,2022-09-10T16:47:25.026Z,2022-09-11T03:31:55Z,3770058659,141,55.2,3770058655,56,Back,3770058657,140,32.2,3772172659,178,,3770058661,212,19.0,3770058663,213,2.3,,,,,,,9xftmtdsxbuu2itzhi3v1xbdh,S. Zoller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458090867,141,1,1,16,35,eq1oq6y61xnzq88zu0cnw131z,1,32.7,57.2,2022-09-10T16:47:26.797Z,2022-09-11T03:32:02Z,3770058947,141,75.7,3770058943,56,Back,3772172861,178,,3770058945,140,27.4,3770058951,213,2.0,3770058949,212,13.8,,,,,,,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458090917,142,1,1,16,39,eq1oq6y61xnzq88zu0cnw131z,1,27.4,75.7,2022-09-10T16:47:30.082Z,2022-09-11T03:32:08Z,3770059211,212,14.5,3770059213,213,4.4,3772173005,178,,3770059209,141,55.2,3770059207,140,23.5,3770059205,56,Back,,,,,,,6sc9zsev9an853nop6pn6mxg5,Danilo Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458090973,143,1,1,16,41,eq1oq6y61xnzq88zu0cnw131z,1,23.5,55.2,2022-09-10T16:47:32.643Z,2022-09-11T03:32:12Z,3770059559,213,5.0,3770059551,56,Back,3770059555,141,33.2,3770059553,140,27.4,3770059557,212,15.5,3772173093,178,,,,,,,,b7fqivvacy7mmarlp180k276d,V. Lampropoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458090993,144,1,1,16,45,eq1oq6y61xnzq88zu0cnw131z,1,37.5,16.8,2022-09-10T16:47:36.163Z,2022-09-11T03:32:20Z,3772173289,178,,3770059649,213,4.4,3770059645,141,5.9,3770059641,56,Back,3770059643,140,34.9,3770059647,212,7.9,,,,,,,8ksi5s9he1uxai3lfcq46grf9,E. Mašović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091023,145,1,1,16,47,eq1oq6y61xnzq88zu0cnw131z,0,34.9,5.9,2022-09-10T16:47:38.503Z,2022-09-11T03:32:31Z,3770059789,212,46.5,3770059793,1,,3770059791,213,0.3,3770059785,140,77.1,3770059781,155,,3770059787,141,26.4,3770059783,56,Center,3772173549,178,,2earc7j2kp3tveehpnxtv1exh,C. Gamboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091073,147,1,1,16,50,cz4a6wmzx2obyisadhgaccx7b,1,22.3,84.1,2022-09-10T16:47:41.516Z,2022-09-11T03:32:40Z,3770060021,140,27.3,3770060025,212,7.1,3770060023,141,91.2,3770060027,213,0.7,3770060019,56,Back,3772173885,388,,3770060017,3,,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091083,148,49,1,16,52,cz4a6wmzx2obyisadhgaccx7b,1,28.8,93.5,2022-09-10T16:47:43.075Z,2022-09-11T04:57:09Z,,,,,,,,,,,,,,,,,,,,,,,,,5qc0owkwmgk74qy13ft3kpg5,T. Mohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458494685,965,43,1,16,52,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2022-09-10T16:47:43.134Z,2022-09-11T04:57:04Z,3772300617,178,0,3772300665,144,82,,,,,,,,,,,,,,,,,,,5qc0owkwmgk74qy13ft3kpg5,T. Mohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091133,149,1,1,16,55,cz4a6wmzx2obyisadhgaccx7b,1,29.8,92.3,2022-09-10T16:47:46.488Z,2022-09-11T03:33:04Z,3770060309,140,31.6,3772174557,178,,3770060311,141,76.3,3770060315,213,4.9,3770060313,212,11.0,3770060307,56,Back,,,,,,,5qc0owkwmgk74qy13ft3kpg5,T. Mohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091165,150,1,1,17,0,cz4a6wmzx2obyisadhgaccx7b,1,43.9,55.2,2022-09-10T16:47:51.672Z,2022-09-11T03:33:12Z,3770060459,140,66.0,3770060461,141,9.4,3770060465,213,5.4,3770060467,1,,3770060463,212,38.8,3772174785,178,,3770060457,56,Right,,,,58jjd14yvf4d6tvqcz4xo3a7e,F. Flick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091167,151,3,1,17,3,cz4a6wmzx2obyisadhgaccx7b,0,63,12.8,2022-09-10T16:47:54.490Z,2022-09-11T03:33:42Z,3770060553,233,146,3770060489,286,,3770930581,465,,3770060487,56,Right,3772174965,178,,,,,,,,,,,aahyom322jdc6f21960ycuzth,J. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091173,146,7,1,17,3,eq1oq6y61xnzq88zu0cnw131z,1,37,87.2,2022-09-10T16:47:54.530Z,2022-09-11T03:33:46Z,3770060517,167,,3772175131,389,,3770060539,233,151,3770060519,56,Back,3770930071,385,,3770060521,285,,,,,,,,6sc9zsev9an853nop6pn6mxg5,Danilo Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091177,147,5,1,17,4,eq1oq6y61xnzq88zu0cnw131z,0,37.6,101.8,2022-09-10T16:47:55.193Z,2022-09-11T03:33:52Z,3770060529,56,Back,3770060531,347,,3770060679,233,152,,,,,,,,,,,,,,,,6sc9zsev9an853nop6pn6mxg5,Danilo Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091193,152,5,1,17,4,cz4a6wmzx2obyisadhgaccx7b,1,62.4,-1.8,2022-09-10T16:47:55.193Z,2022-09-11T03:33:52Z,3770060603,347,,3770060601,56,Right,3770060621,233,147,,,,,,,,,,,,,,,,aahyom322jdc6f21960ycuzth,J. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091533,153,1,1,17,30,cz4a6wmzx2obyisadhgaccx7b,1,75.6,0,2022-09-10T16:48:21.260Z,2022-09-11T03:33:58Z,3770062313,213,0.6,3770062311,212,8.2,3770062309,141,5.2,3770062305,56,Right,3770062303,107,,3770062307,140,82.2,,,,,,,w2jovd0ta6to004lvlri5gtm,H. Matriciani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091535,154,61,1,17,31,cz4a6wmzx2obyisadhgaccx7b,0,82.2,5.2,2022-09-10T16:48:22.539Z,2022-09-11T03:34:14Z,3772176477,178,,3770062317,56,Right,,,,,,,,,,,,,,,,,,,7lohomjw8xbl5eymcqhrtytw5,D. Drexler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091543,148,49,1,17,34,eq1oq6y61xnzq88zu0cnw131z,1,8,81,2022-09-10T16:48:25.151Z,2022-09-11T05:00:03Z,,,,,,,,,,,,,,,,,,,,,,,,,b7fqivvacy7mmarlp180k276d,V. Lampropoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091609,149,1,1,17,34,eq1oq6y61xnzq88zu0cnw131z,0,8,81,2022-09-10T16:48:25.168Z,2022-09-11T05:00:00Z,3772177013,178,,3770062659,56,Back,3770062669,1,,3770062657,157,,3770062665,212,27.6,3770062661,140,34.3,3770062663,141,82.8,3770062667,213,0.0,b7fqivvacy7mmarlp180k276d,V. Lampropoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091621,155,8,1,17,35,cz4a6wmzx2obyisadhgaccx7b,1,63.2,22.2,2022-09-10T16:48:26.849Z,2022-09-11T03:34:47Z,3772177601,178,,3770933135,384,,3770062741,56,Center,,,,,,,,,,,,,,,,58jjd14yvf4d6tvqcz4xo3a7e,F. Flick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091805,150,5,1,17,37,eq1oq6y61xnzq88zu0cnw131z,1,26.4,102,2022-09-10T16:48:28.449Z,2022-09-11T03:34:51Z,3770063715,56,Back,3770063717,347,,3770063747,233,156,,,,,,,,,,,,,,,,b7fqivvacy7mmarlp180k276d,V. Lampropoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091641,156,5,1,17,37,cz4a6wmzx2obyisadhgaccx7b,0,73.6,-2,2022-09-10T16:48:28.449Z,2022-09-11T03:34:51Z,3770062853,347,,3770062851,56,Right,3770063783,233,150,,,,,,,,,,,,,,,,58jjd14yvf4d6tvqcz4xo3a7e,F. Flick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091841,151,1,1,17,54,eq1oq6y61xnzq88zu0cnw131z,1,23.5,100,2022-09-10T16:48:45.880Z,2022-09-11T03:34:56Z,3770063915,140,25.6,3770063911,56,Back,3770063917,141,93.8,3770063919,212,5.7,3770063907,107,,3770063921,213,5.1,,,,,,,6sc9zsev9an853nop6pn6mxg5,Danilo Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091845,152,1,1,17,55,eq1oq6y61xnzq88zu0cnw131z,1,25.6,93.8,2022-09-10T16:48:46.969Z,2022-09-11T03:42:47Z,3770063943,140,21.7,3770063947,212,4.5,3770063945,141,96.6,3770063941,56,Back,3770063949,213,2.7,3772191841,178,,,,,,,,98e7uohj6lcvf59sfssff2y8l,P. Förster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091859,153,1,1,17,56,eq1oq6y61xnzq88zu0cnw131z,1,21.7,96.6,2022-09-10T16:48:47.629Z,2022-09-11T03:42:47Z,3770064009,212,7.7,3770064011,213,4.3,3770064003,56,Back,3770064007,141,86.2,3770064005,140,18.9,3772191845,178,,,,,,,,6sc9zsev9an853nop6pn6mxg5,Danilo Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091871,154,1,1,17,57,eq1oq6y61xnzq88zu0cnw131z,0,18.9,86.2,2022-09-10T16:48:48.847Z,2022-09-11T03:42:47Z,3772191879,178,,3770064059,212,26.5,3770064063,1,,3770064061,213,6.1,3770064057,141,80.6,3770064053,56,Back,3770064051,157,,3770064055,140,43.9,b7fqivvacy7mmarlp180k276d,V. Lampropoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091887,157,49,1,18,0,cz4a6wmzx2obyisadhgaccx7b,1,53.4,21.9,2022-09-10T16:48:51.147Z,2022-09-11T03:42:48Z,,,,,,,,,,,,,,,,,,,,,,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091901,158,1,1,18,0,cz4a6wmzx2obyisadhgaccx7b,0,53.4,21.2,2022-09-10T16:48:51.213Z,2022-09-11T03:42:48Z,3770064241,213,6.1,3770064233,56,Right,3770064237,141,16.4,3770064235,140,68.6,3772191899,178,,3770064239,212,16.3,,,,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091911,155,49,1,18,1,eq1oq6y61xnzq88zu0cnw131z,1,40.9,91.1,2022-09-10T16:48:52.143Z,2022-09-11T05:00:38Z,,,,,,,,,,,,,,,,,,,,,,,,,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091927,156,1,1,18,3,eq1oq6y61xnzq88zu0cnw131z,1,40.9,91.1,2022-09-10T16:48:54.073Z,2022-09-11T03:42:49Z,3770064393,213,0.0,3772191943,178,,3770064391,212,24.5,3770064389,141,91.6,3770064385,56,Left,3770064387,140,64.2,,,,,,,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458496075,1096,67,1,18,4,eq1oq6y61xnzq88zu0cnw131z,1,63.9,91.9,2022-09-10T16:48:55.138Z,2022-09-11T07:45:02Z,3772305477,233,1009,,,,,,,,,,,,,,,,,,,,,,3nins3wtqjz9vt8q06s087vth,G. Holtmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458496071,1009,67,1,18,4,cz4a6wmzx2obyisadhgaccx7b,0,36.1,8.1,2022-09-10T16:48:55.139Z,2022-09-11T05:01:16Z,3772305489,233,1096,,,,,,,,,,,,,,,,,,,,,,w2jovd0ta6to004lvlri5gtm,H. Matriciani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091931,157,61,1,18,4,eq1oq6y61xnzq88zu0cnw131z,0,64.2,91.6,2022-09-10T16:48:55.203Z,2022-09-11T07:45:02Z,3770064405,56,Left,3772191975,178,,,,,,,,,,,,,,,,,,,,3nins3wtqjz9vt8q06s087vth,G. Holtmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091937,159,49,1,18,5,cz4a6wmzx2obyisadhgaccx7b,1,40.1,9.5,2022-09-10T16:48:56.075Z,2022-09-11T03:42:50Z,,,,,,,,,,,,,,,,,,,,,,,,,w2jovd0ta6to004lvlri5gtm,H. Matriciani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091953,160,1,1,18,5,cz4a6wmzx2obyisadhgaccx7b,1,38.8,9.8,2022-09-10T16:48:56.205Z,2022-09-11T03:42:50Z,3770064531,212,10.1,3770064527,140,42.2,3770064533,213,1.2,3770064525,56,Back,3770064529,141,23.7,3772192017,178,,,,,,,,w2jovd0ta6to004lvlri5gtm,H. Matriciani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458091973,161,1,1,18,6,cz4a6wmzx2obyisadhgaccx7b,1,42.9,24.6,2022-09-10T16:48:57.483Z,2022-09-11T03:42:50Z,3770064641,140,37.2,3770064645,212,10.4,3770064643,141,37.1,3770064647,213,2.2,3772192023,178,,3770064639,56,Back,,,,,,,58jjd14yvf4d6tvqcz4xo3a7e,F. Flick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092013,162,1,1,18,8,cz4a6wmzx2obyisadhgaccx7b,1,38.1,44.2,2022-09-10T16:49:00.018Z,2022-09-11T03:42:51Z,3770064861,213,1.8,3770064857,141,77.0,3770064853,56,Back,3770064855,140,34.0,3770064859,212,22.7,3772192031,178,,,,,,,,4fvtwbl1hrxgs9lg957rxladx,M. Yoshida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092065,163,1,1,18,12,cz4a6wmzx2obyisadhgaccx7b,1,35.4,76,2022-09-10T16:49:03.628Z,2022-09-11T03:42:51Z,3770065197,140,31.3,3770065195,56,Back,3770065199,141,40.6,3770065203,213,4.5,3772192039,178,,3770065201,212,24.5,,,,,,,5qc0owkwmgk74qy13ft3kpg5,T. Mohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092087,164,1,1,18,17,cz4a6wmzx2obyisadhgaccx7b,0,37,29.5,2022-09-10T16:49:08.281Z,2022-09-11T03:42:52Z,3770065309,212,38.0,3772192043,178,,3770065313,1,,3770065311,213,0.5,3770065305,140,68.5,3770065301,155,,3770065303,56,Center,3770065307,141,56.9,58ixsja4yf7pskmshzo7ohwfe,S. van den Berg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092101,158,49,1,18,19,eq1oq6y61xnzq88zu0cnw131z,1,34.4,50.7,2022-09-10T16:49:10.626Z,2022-09-11T03:42:52Z,,,,,,,,,,,,,,,,,,,,,,,,,8ksi5s9he1uxai3lfcq46grf9,E. Mašović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092123,159,1,1,18,21,eq1oq6y61xnzq88zu0cnw131z,0,36.8,48.8,2022-09-10T16:49:12.568Z,2022-09-11T03:42:52Z,3770065477,213,5.1,3770065475,212,1.5,3770065469,56,Back,3770065635,236,,3770065637,233,165,3770065641,286,,3770065473,141,46.8,3770065471,140,37.4,8ksi5s9he1uxai3lfcq46grf9,E. Mašović,3772192057,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092153,165,74,1,18,21,cz4a6wmzx2obyisadhgaccx7b,1,62.7,50.6,2022-09-10T16:49:12.588Z,2022-09-11T03:42:53Z,3770065661,233,159,3772192081,178,,3770065627,285,,3770065625,56,Center,,,,,,,,,,,,,7lohomjw8xbl5eymcqhrtytw5,D. Drexler,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458092169,166,49,1,18,23,cz4a6wmzx2obyisadhgaccx7b,1,72,29.4,2022-09-10T16:49:14.317Z,2022-09-11T03:42:53Z,,,,,,,,,,,,,,,,,,,,,,,,,dgysidzshgxqm3jegaihwi5wq,T. Krauß,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
