id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,assist,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/19/value
2454836321,1,34,16,0,0,eq1oq6y61xnzq88zu0cnw131z,1,0,0,2022-09-03T12:38:33.945Z,2022-09-03T13:28:10Z,3752791653,59,"1, 2, 18, 8, 4, 24, 11, 7, 9, 10, 17, 6, 14, 20, 21, 22, 33, 38, 39",3752791655,130,8,3752791649,30,"clmq1s26z0i3lqr1jqnd5wzit, 2earc7j2kp3tveehpnxtv1exh, 4oic5vu1qv89061hflasl3r3d, 82r0liyptyapc8rfuo32qcqtx, 8ksi5s9he1uxai3lfcq46grf9, b7fqivvacy7mmarlp180k276d, 2bzdn7cqqonejqmlq85w8z6qd, f2o5hj0e2k3kw0fj1xzom0cet, 9xftmtdsxbuu2itzhi3v1xbdh, 98e7uohj6lcvf59sfssff2y8l, 3nins3wtqjz9vt8q06s087vth, 4y167h8sn9cnyrvb097lf8lbd, f577akgydk4t6ui45iyab2a22, 8gnpf9kwx2n2rqwf1gixc4bth, de3mpa534obonqn4h2v10f6xh, ejww8hjcn4y4hlik863vaw3qh, d2pco79bmi3f9x3zahtf9q2mt, brs96wp9u2t10tsqfdwcyhnth, 5hep0bzxshhmn2ihx8a5f3p3p",3752791659,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3752791657,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3752876723,194,82r0liyptyapc8rfuo32qcqtx,3752966055,197,8147,3752791651,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454839051,1,34,16,0,0,cu0eztmjcsbydyp53aleznorw,1,0,0,2022-09-03T12:41:54.241Z,2022-09-03T13:35:18Z,3752805291,59,"1, 8, 3, 32, 13, 5, 22, 20, 7, 11, 36, 4, 6, 9, 23, 24, 27, 28, 30, 39",3752805289,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3752877285,194,aaoycxwi9jny6flm4apz8a2uh,3752805287,30,"expxslws50h0iw0logr02gs7p, 7k7whr0pdbw5wtk7g0cwozw0l, 8nug6t1cmn9pwhnwdf6nyhrrp, aaoycxwi9jny6flm4apz8a2uh, 6kge6vcoa9ocnh6tb8qznfzkl, 1psr9ra8k9j4r94p1xixagzbp, d95i3fwjrk3ti4co645mde76x, b4q9q0qgmtz959rygieg9ln1l, 5ndmhtdu5jfgvzuddd7fu2fh1, cjq9g6zgcxk1ceo2xzpe1qnyt, ec5ng4j3rcjwsjz1v05e1z3dh, 2p48525x4ap9m81g6ode51cyd, 14fw7p4fzaxprndgxnx0gxgbt, 8kar47kxxc8f20vc9ul2ez3yt, 56e76dk2fd95o2n7e98tpjg0l, 9tz07waj55ig7rrlpboei8n3d, f14n6d52p37nkvoo5n3i52x2h, dr0kn3srxtg7nuw99gjoim7e1, 7llxni56g8q0yt33vhp1pt3o5, 3h6q9lkwovcu4pynltgnzhy50",3752805293,130,12,3752805295,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3752961005,197,16263,3752805297,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454870363,2,32,1,0,0,cu0eztmjcsbydyp53aleznorw,1,0,0,2022-09-03T13:32:00.712Z,2022-09-03T13:32:00Z,3752981039,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454870379,2,32,1,0,0,eq1oq6y61xnzq88zu0cnw131z,1,0,0,2022-09-03T13:32:00.712Z,2022-09-18T16:43:32Z,3752981097,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454870425,3,1,1,0,0,cu0eztmjcsbydyp53aleznorw,1,49.9,50,2022-09-03T13:32:00.824Z,2022-09-04T02:29:10Z,3752981359,141,48.9,3752981357,140,28.6,3752981361,212,22.4,3752981355,56,Back,3756580059,178,,3752981363,213,3.2,3752981365,279,S,,,,5ndmhtdu5jfgvzuddd7fu2fh1,M. Ducksch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454870511,4,1,1,0,3,cu0eztmjcsbydyp53aleznorw,1,31.6,47.6,2022-09-03T13:32:04.337Z,2022-09-04T02:29:17Z,3752981791,56,Center,3752981787,155,,3752981801,212,44.3,3752981803,213,5.9,3752981805,1,,3752981797,140,70.9,3756580359,178,,3752981799,141,24.1,aaoycxwi9jny6flm4apz8a2uh,M. Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454870521,5,44,1,0,6,cu0eztmjcsbydyp53aleznorw,1,76.2,29.6,2022-09-03T13:32:07.248Z,2022-09-04T11:15:18Z,3752981867,233,3,3752981845,286,,3752981843,56,Center,,,,,,,,,,,,,,,,cjq9g6zgcxk1ceo2xzpe1qnyt,N. Füllkrug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454870509,3,44,1,0,6,eq1oq6y61xnzq88zu0cnw131z,0,23.8,70.4,2022-09-03T13:32:07.249Z,2022-09-04T02:29:23Z,3752981873,233,5,3752981785,285,,3752981783,56,Back,,,,,,,,,,,,,,,,b7fqivvacy7mmarlp180k276d,V. Lampropoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454870525,6,1,1,0,6,cu0eztmjcsbydyp53aleznorw,0,72.2,25.7,2022-09-03T13:32:07.290Z,2022-09-04T11:15:18Z,3752981877,168,,3752981875,3,,3752981883,141,41.5,3752981891,213,0.6,3756581257,388,,3752981879,56,Center,3752981881,140,87.2,3752981887,212,19.1,cjq9g6zgcxk1ceo2xzpe1qnyt,N. Füllkrug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454870543,4,52,1,0,9,eq1oq6y61xnzq88zu0cnw131z,1,8,49,2022-09-03T13:32:10.160Z,2022-09-04T02:29:39Z,3756581491,178,,3756023845,378,,,,,,,,,,,,,,,,,,,,clmq1s26z0i3lqr1jqnd5wzit,M. Riemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
