id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,keyPass,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2522500579,1,34,16,0,0,apoawtpvac4zqlancmvw4nk4o,1,0,0,2023-03-19T15:33:13.524Z,2023-03-19T16:33:17Z,4110358875,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4110358871,30,"bagn0ce4xunsiz3mezrtqx1p1, 29pq64smaxdwlraopnxoleqxh, 582uvj0i3dvm0zwbou9q68pgp, x4qyxhfr2vi007sazoqe5vit, yq0cm7vwr0tkv7nvt9vo77bp, 10zt8rbgbmyqxr1m13wm5gfs9, 4w4ldzomkj7fhrc51iimz8no5, 97nv3y9z2ajz6b4ynoo0jn3kl, 4fq74wp7xzwm214veuxqpdz9x, cotiiu6mjkfx5xa63nhfbdf4l, 4603xrdk721lqhd1ejn62x5n9, 4ysxvym6ww4f9d3hflkqsbf11, 1u1u438ql6xrordkb65wsxo7p, 3kx4mltrob4yta5g6kr2u8ic5, br2uswvdgoj7ndkx7mnbwgyd, 5ga7g20wsa7oqjbh4ijoeknl6, cv1d56d42wujfuc4kt6bn53x0, 7vhnftizqlyu31st2vsmgh6tx, bhsdzppop8jwjsxwftizot1t6, 4skrm2y64va3y5jk70gz4ylpm",4110358885,130,19,4110358893,197,11871,4110358879,59,"27, 22, 19, 2, 5, 4, 8, 6, 25, 17, 10, 7, 11, 23, 26, 38, 39, 40, 42, 44",4110358897,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4110360801,194,4fq74wp7xzwm214veuxqpdz9x,4110358889,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522504761,1,34,16,0,0,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2023-03-19T15:36:41.223Z,2023-03-19T18:35:51Z,4110381273,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4110381267,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4110381279,197,16378,4110381265,30,"cg6h7oq0b5zpx1g4brhzyk1xx, 9qo448ueot8pfc5oqo378wag9, 4foax2b7unlkev1eq6py86lii, 4tev0kk0om8cr1xbwpt8bozit, cis0z72hgahfnfjduk7hdnz3e, djha3ac2mfhyb7oia64hq2nd, 6rg37ej1x7pwi7r4aq1107pih, 2cq6ocr7j487do4nrm3sreg9h, 2k5g68ywtr79lc45wozvifqlm, 9ydkbbygq6uocors9kcdnzbop, 8mcf8c8ht32as6xxrf1gb51m2, 5ec2ede9uwbft3wby33mwowyd, a41r2ob5fhirgdwxwox6nr4yx, 59pu8nnghyxvvt8r3zyndpfpx, 7y6f63pj7horkzhdzbge02rqh, aze5i6ssy55jrc8k9vhrs8o9h, e4vr28e9cbq3q5nux1jlpuuei, 3ojzrb5okc6i1jf1o7okovnjd, 4ilnnpfgjfz35lni9ppzd93v9, czpaltuhh1gskg7zh7k7qyqui",4110381281,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4110381271,130,4,4110381269,59,"1, 30, 3, 8, 6, 12, 25, 10, 27, 19, 21, 4, 5, 9, 17, 22, 23, 24, 28, 32",4110381275,194,cg6h7oq0b5zpx1g4brhzyk1xx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522559831,2,32,1,0,0,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2023-03-19T16:30:34.740Z,2023-03-20T07:43:49Z,4110674745,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522559845,2,32,1,0,0,apoawtpvac4zqlancmvw4nk4o,1,0,0,2023-03-19T16:30:34.740Z,2023-03-19T16:30:38Z,4110674807,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522559901,3,1,1,0,0,7ad69ngbpjuyzv96drf8d9sn2,1,50,50,2023-03-19T16:30:34.925Z,2023-03-20T08:09:12Z,4110675097,213,3.6,4112447895,178,,4110675089,56,Back,4110675095,212,18.2,4110675091,140,34.5,4110675093,141,37.9,4110675099,279,S,,,,2k5g68ywtr79lc45wozvifqlm,F. Wirtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522837203,840,3,1,0,2,7ad69ngbpjuyzv96drf8d9sn2,1,35.3,36.6,2023-03-19T16:30:37.168Z,2023-03-20T08:09:16Z,4112279963,233,1030,4112164755,286,,4112164753,56,Back,4112447957,178,,4112164803,464,,,,,,,,,,,cis0z72hgahfnfjduk7hdnz3e,O. Kossounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522837205,1030,45,1,0,2,apoawtpvac4zqlancmvw4nk4o,0,64.7,63.4,2023-03-19T16:30:37.168Z,2023-03-20T08:09:16Z,4112279975,233,840,4112164757,56,Center,4112164759,285,,,,,,,,,,,,,,,,,cotiiu6mjkfx5xa63nhfbdf4l,S. Mané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522559919,4,1,1,0,5,7ad69ngbpjuyzv96drf8d9sn2,0,56,24.5,2023-03-19T16:30:40.424Z,2023-03-20T08:09:22Z,4110675175,213,5.6,4110675169,140,70.3,4110675171,141,5.2,4110675173,212,19.9,4110675167,56,Right,4112448065,178,,,,,,,,cis0z72hgahfnfjduk7hdnz3e,O. Kossounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522559927,3,8,1,0,7,apoawtpvac4zqlancmvw4nk4o,1,33.5,95.3,2023-03-19T16:30:42.129Z,2023-03-20T08:09:36Z,4112448295,389,,4110675191,56,Back,4112164961,384,,,,,,,,,,,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522560069,5,1,1,0,12,7ad69ngbpjuyzv96drf8d9sn2,1,48.7,3.1,2023-03-19T16:30:47.734Z,2023-03-20T08:09:42Z,4110675957,140,47.5,4110675955,56,Back,4110675963,213,1.7,4110675961,212,8.9,4110675959,141,16.1,4112448369,178,,,,,,,,cis0z72hgahfnfjduk7hdnz3e,O. Kossounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522560129,6,1,1,0,14,7ad69ngbpjuyzv96drf8d9sn2,1,47.9,15.1,2023-03-19T16:30:49.631Z,2023-03-20T08:09:45Z,4110676251,141,5.0,4110676255,212,14.3,4110676247,140,59.8,4112448449,178,,4110676259,213,5.8,4110676245,56,Right,,,,,,,6rg37ej1x7pwi7r4aq1107pih,E. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522560159,7,1,1,0,19,7ad69ngbpjuyzv96drf8d9sn2,1,62.3,10.7,2023-03-19T16:30:54.117Z,2023-03-20T08:09:53Z,4110676415,56,Center,4110676427,213,1.7,4110676425,212,8.8,4110676421,141,23.5,4110676419,140,61.0,4112448585,178,,,,,,,,2k5g68ywtr79lc45wozvifqlm,F. Wirtz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522560165,8,1,1,0,20,7ad69ngbpjuyzv96drf8d9sn2,0,63.2,25.6,2023-03-19T16:30:55.724Z,2023-03-20T08:09:57Z,4110676449,140,73.9,4110676451,141,32.6,4112448641,178,,4110676455,213,0.4,4110676453,212,12.2,4110676447,56,Center,,,,,,,6rg37ej1x7pwi7r4aq1107pih,E. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522560209,4,1,1,0,21,apoawtpvac4zqlancmvw4nk4o,0,26.2,67.2,2023-03-19T16:30:56.232Z,2023-03-20T08:10:00Z,4110676663,56,Back,4110686441,1,,4110686433,141,100.0,4110686435,212,29.4,4112448699,178,,4110686431,140,43.3,4110686437,213,0.9,4110686429,157,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522560231,5,5,1,0,25,apoawtpvac4zqlancmvw4nk4o,0,39.1,101,2023-03-19T16:31:00.201Z,2023-03-20T08:10:03Z,4110676787,347,,4110677267,233,9,4110676783,56,Back,,,,,,,,,,,,,,,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522560313,9,5,1,0,25,7ad69ngbpjuyzv96drf8d9sn2,1,60.9,-1,2023-03-19T16:31:00.201Z,2023-03-20T08:10:03Z,4110677255,233,5,4110677237,56,Right,4110677241,347,,,,,,,,,,,,,,,,,6rg37ej1x7pwi7r4aq1107pih,E. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522560339,10,1,1,0,32,7ad69ngbpjuyzv96drf8d9sn2,1,58.4,0,2023-03-19T16:31:07.127Z,2023-03-20T08:10:07Z,4110677357,56,Back,4110677363,212,24.9,4110677355,107,,4110677365,213,3.0,4110677361,141,4.6,4110677367,1,,4110677359,140,35.0,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522560453,11,1,1,0,35,7ad69ngbpjuyzv96drf8d9sn2,1,40.5,6.5,2023-03-19T16:31:10.594Z,2023-03-20T08:10:17Z,4110678067,1,,4110678061,212,34.8,4112449125,178,,4110678053,140,29.1,4110678051,56,Back,4110678063,213,1.9,4110678057,141,54.5,,,,cis0z72hgahfnfjduk7hdnz3e,O. Kossounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522560547,12,1,1,0,43,7ad69ngbpjuyzv96drf8d9sn2,1,32.8,52.1,2023-03-19T16:31:18.589Z,2023-03-20T08:10:20Z,4112449157,178,,4110678509,212,20.1,4110678503,56,Back,4110678505,140,32.1,4110678511,213,4.7,4110678507,141,22.6,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522560603,13,1,1,0,48,7ad69ngbpjuyzv96drf8d9sn2,1,39.1,13.6,2023-03-19T16:31:23.433Z,2023-03-20T08:10:27Z,4110678747,56,Back,4110678759,212,9.4,4112449269,178,,4110678751,140,45.2,4110678755,141,3.5,4110678763,213,5.5,,,,,,,cis0z72hgahfnfjduk7hdnz3e,O. Kossounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522560609,14,1,1,0,50,7ad69ngbpjuyzv96drf8d9sn2,0,44.7,4.3,2023-03-19T16:31:25.101Z,2023-03-20T08:10:33Z,4110681023,233,6,4110678787,140,48.4,4110678793,213,0.1,4110678785,56,Back,4110681027,286,,4112449331,178,,4110678791,212,3.9,4110681019,236,,6rg37ej1x7pwi7r4aq1107pih,E. Palacios,4110678789,141,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522560783,6,74,1,0,50,apoawtpvac4zqlancmvw4nk4o,1,52.3,96.2,2023-03-19T16:31:25.151Z,2023-03-20T08:10:38Z,4112449411,178,,4110681041,233,14,4110679613,56,Left,4110679615,285,,,,,,,,,,,,,,4w4ldzomkj7fhrc51iimz8no5,L. Goretzka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522560801,7,5,1,0,50,apoawtpvac4zqlancmvw4nk4o,0,48.8,101.8,2023-03-19T16:31:25.710Z,2023-03-20T08:10:45Z,4110679697,347,,4110681521,233,15,4110679695,56,Back,,,,,,,,,,,,,,,,4w4ldzomkj7fhrc51iimz8no5,L. Goretzka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522560821,15,5,1,0,50,7ad69ngbpjuyzv96drf8d9sn2,1,51.2,-1.8,2023-03-19T16:31:25.710Z,2023-03-20T08:10:45Z,4110679799,347,,4110679793,56,Right,4110681487,233,7,,,,,,,,,,,,,,,,6rg37ej1x7pwi7r4aq1107pih,E. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522560851,16,1,1,1,0,7ad69ngbpjuyzv96drf8d9sn2,1,51.6,0,2023-03-19T16:31:35.358Z,2023-03-20T08:10:47Z,4110679945,141,11.2,4110679941,56,Right,4110680647,189,,4110679947,212,8.2,4110679939,107,,4110679951,213,1.5,4110679943,140,51.9,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522560873,17,1,1,1,2,7ad69ngbpjuyzv96drf8d9sn2,1,52.2,11,2023-03-19T16:31:37.019Z,2023-03-20T08:10:52Z,4110680057,140,52.2,4110680063,213,4.7,4112449587,178,,4110680053,56,Right,4110680061,212,3.5,4110680059,141,5.8,,,,,,,6rg37ej1x7pwi7r4aq1107pih,E. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522560877,18,61,1,1,3,7ad69ngbpjuyzv96drf8d9sn2,0,52,4.9,2023-03-19T16:31:37.908Z,2023-03-20T08:10:56Z,4110680075,56,Right,4112449639,178,,,,,,,,,,,,,,,,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522560945,8,5,1,1,3,apoawtpvac4zqlancmvw4nk4o,1,46.4,101,2023-03-19T16:31:38.578Z,2023-03-20T08:10:58Z,4110680445,56,Back,4110680453,233,19,4110680447,347,,,,,,,,,,,,,,,,,4w4ldzomkj7fhrc51iimz8no5,L. Goretzka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522560885,19,5,1,1,3,7ad69ngbpjuyzv96drf8d9sn2,0,53.6,-1,2023-03-19T16:31:38.578Z,2023-03-20T08:10:58Z,4110680111,347,,4110680459,233,8,4110680109,56,Right,,,,,,,,,,,,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
