id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,keyPass,assist,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2522560983,9,1,1,1,8,apoawtpvac4zqlancmvw4nk4o,1,43.2,100,2023-03-19T16:31:43.187Z,2023-03-20T08:11:01Z,4110680639,141,84.5,4110680641,212,21.0,4110680633,107,,4110680643,213,3.7,4110680635,56,Back,4110680637,140,26.6,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522561017,10,1,1,1,12,apoawtpvac4zqlancmvw4nk4o,1,22.6,77.3,2023-03-19T16:31:47.012Z,2023-03-20T08:11:06Z,4110680827,140,19.0,4112449853,178,,4110680825,56,Back,4110680833,213,4.6,4110680831,212,26.2,4110680829,141,39.2,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522561057,11,1,1,1,15,apoawtpvac4zqlancmvw4nk4o,1,19.4,37.6,2023-03-19T16:31:50Z,2023-03-20T08:11:15Z,4110681073,56,Back,4112449985,178,,4110681079,212,30.6,4110681077,141,4.7,4110681081,213,5.5,4110681075,140,39.3,,,,,,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522561105,12,1,1,1,18,apoawtpvac4zqlancmvw4nk4o,1,35.9,7.1,2023-03-19T16:31:53.248Z,2023-03-20T08:11:20Z,4110681313,140,16.5,4112450097,178,,4110681319,213,3.1,4110681317,212,20.4,4110681315,141,9.7,4110681311,56,Back,,,,,,,29pq64smaxdwlraopnxoleqxh,João Cancelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522561133,13,1,1,1,20,apoawtpvac4zqlancmvw4nk4o,1,15.3,13.5,2023-03-19T16:31:55.701Z,2023-03-20T08:11:23Z,4110681463,141,34.8,4110681467,213,2.2,4110681459,56,Back,4110681465,212,18.4,4110681461,140,4.5,4112450137,178,,,,,,,,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522561189,14,1,1,1,22,apoawtpvac4zqlancmvw4nk4o,1,4.5,34.8,2023-03-19T16:31:57.165Z,2023-03-20T08:11:26Z,4110681805,140,2.8,4110681807,141,10.3,4110681811,213,4.6,4112450173,178,,4110681809,212,16.8,4110681803,56,Back,,,,,,,bagn0ce4xunsiz3mezrtqx1p1,Y. Sommer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522561245,15,1,1,1,25,apoawtpvac4zqlancmvw4nk4o,1,4.6,13.1,2023-03-19T16:32:00.189Z,2023-03-20T08:14:07Z,4110682115,141,60.0,4110682125,1,,4110682105,155,,4112453195,178,,4110682123,213,0.7,4110682119,212,48.7,4110682113,140,39.7,4110682109,56,Back,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522561269,16,1,1,1,28,apoawtpvac4zqlancmvw4nk4o,1,39.7,60,2023-03-19T16:32:02.799Z,2023-03-20T08:14:14Z,4110682239,3,,4110682247,212,10.5,4110682241,56,Back,4112453283,388,,4110682245,141,53.4,4110682243,140,48.7,4110682249,213,5.8,,,,4w4ldzomkj7fhrc51iimz8no5,L. Goretzka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522561293,17,1,1,1,28,apoawtpvac4zqlancmvw4nk4o,0,48.7,53.4,2023-03-19T16:32:03.533Z,2023-03-20T08:14:25Z,4112453503,388,,4110682325,140,54.3,4110682327,141,69.3,4110682329,212,12.3,4110682331,213,1.1,4110682323,56,Center,,,,,,,4fq74wp7xzwm214veuxqpdz9x,T. Müller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522561307,20,49,1,1,29,7ad69ngbpjuyzv96drf8d9sn2,1,46.2,30.5,2023-03-19T16:32:04.650Z,2023-03-20T08:14:30Z,,,,,,,,,,,,,,,,,,,,,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522561399,21,1,1,1,30,7ad69ngbpjuyzv96drf8d9sn2,1,46,30.4,2023-03-19T16:32:05.539Z,2023-03-20T08:14:32Z,4110682865,141,55.1,4110682861,56,Back,4110682867,212,20.8,4112453643,178,,4110682869,213,2.2,4110682863,140,34.3,,,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522561455,22,1,1,1,34,7ad69ngbpjuyzv96drf8d9sn2,1,36.5,62.4,2023-03-19T16:32:08.966Z,2023-03-20T08:14:36Z,4110683203,140,44.9,4110683211,212,18.0,4110683207,141,85.5,4110683199,56,Back,4110683217,213,1.1,4112453739,178,,,,,,,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522561533,23,1,1,1,39,7ad69ngbpjuyzv96drf8d9sn2,1,51.9,85.1,2023-03-19T16:32:14.481Z,2023-03-20T08:14:42Z,4110683635,140,34.9,4110683637,141,77.3,4110683639,212,18.6,4112453791,178,,4110683633,56,Back,4110683641,213,3.4,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522561607,24,1,1,1,44,7ad69ngbpjuyzv96drf8d9sn2,1,39.3,68.2,2023-03-19T16:32:19.071Z,2023-03-20T08:14:46Z,4112453919,178,,4110684001,212,26.5,4110683995,140,36.3,4110684005,213,4.6,4110683991,56,Back,4110683997,141,29.5,,,,,,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522561653,25,1,1,1,48,7ad69ngbpjuyzv96drf8d9sn2,1,44,13.4,2023-03-19T16:32:22.835Z,2023-03-20T08:14:49Z,4110684273,212,13.2,4110684267,56,Right,4112453987,178,,4110684271,141,4.9,4110684269,140,55.3,4110684275,213,5.8,,,,,,,cis0z72hgahfnfjduk7hdnz3e,O. Kossounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522561705,26,1,1,1,50,7ad69ngbpjuyzv96drf8d9sn2,1,54.3,6.4,2023-03-19T16:32:25.475Z,2023-03-20T08:14:53Z,4110684539,56,Back,4110684547,213,3.1,4112454063,178,,4110684545,212,14.4,4110684541,140,40.6,4110684543,141,8.0,,,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522561805,27,1,1,1,53,7ad69ngbpjuyzv96drf8d9sn2,1,39.4,11.2,2023-03-19T16:32:27.942Z,2023-03-20T08:14:56Z,4112454141,178,,4110685021,212,35.7,4110685025,1,,4110685017,140,10.8,4110685015,56,Back,4110685019,141,39.5,4110685023,213,2.6,,,,cis0z72hgahfnfjduk7hdnz3e,O. Kossounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522561939,28,1,1,1,58,7ad69ngbpjuyzv96drf8d9sn2,1,14.5,52.7,2023-03-19T16:32:33.052Z,2023-03-20T08:15:00Z,4110685747,56,Back,4110685753,212,20.3,4112454183,178,,4110685755,213,1.0,4110685751,141,77.3,4110685749,140,25.5,,,,,,,cg6h7oq0b5zpx1g4brhzyk1xx,L. Hrádecký,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522562025,29,1,1,2,5,7ad69ngbpjuyzv96drf8d9sn2,1,28.6,75.2,2023-03-19T16:32:40.565Z,2023-03-20T08:15:03Z,4112454259,178,,4110686209,140,29.1,4110686213,212,32.7,4110686215,213,4.7,4110686207,56,Back,4110686211,141,27.1,4110686217,1,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522562043,30,1,1,2,10,7ad69ngbpjuyzv96drf8d9sn2,1,38.1,16.7,2023-03-19T16:32:45.578Z,2023-03-20T08:15:08Z,4110686289,141,12.8,4112454335,178,,4110686283,56,Back,4110686291,212,9.5,4110686285,140,46.8,4110686293,213,6.0,,,,,,,cis0z72hgahfnfjduk7hdnz3e,O. Kossounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522562059,31,1,1,2,11,7ad69ngbpjuyzv96drf8d9sn2,1,46.8,12.8,2023-03-19T16:32:46.514Z,2023-03-20T08:15:13Z,4110686371,141,14.5,4110686369,140,40.4,4112454413,178,,4110686375,213,3.0,4110686373,212,6.8,4110686367,56,Back,,,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522562065,32,1,1,2,13,7ad69ngbpjuyzv96drf8d9sn2,1,39.5,14.6,2023-03-19T16:32:47.914Z,2023-03-20T08:15:15Z,4110686399,56,Back,4112454441,178,,4110686403,141,20.9,4110686401,140,47.2,4110686405,212,9.1,4110686407,213,0.5,,,,,,,cis0z72hgahfnfjduk7hdnz3e,O. Kossounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522562137,33,1,1,2,13,7ad69ngbpjuyzv96drf8d9sn2,1,47.1,20.2,2023-03-19T16:32:48.600Z,2023-03-20T08:15:17Z,4110686843,213,5.2,4112454461,178,,4110686835,141,6.1,4110686829,56,Right,4110686839,212,10.9,4110686833,140,52.1,,,,,,,6rg37ej1x7pwi7r4aq1107pih,E. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522562189,34,1,1,2,17,7ad69ngbpjuyzv96drf8d9sn2,1,69.3,9.4,2023-03-19T16:32:52.058Z,2023-03-20T08:15:20Z,4110687143,141,20.5,4110687137,56,Right,4110687147,213,0.5,4110687139,140,81.1,4110687145,212,14.5,4112454501,178,,,,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
