id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value
2500581403,7,1,1,0,11,cu0eztmjcsbydyp53aleznorw,0,54.2,15.2,2023-01-25T19:31:30.445Z,2023-01-26T05:01:34Z,3994777443,3,,3995243581,178,,3994777453,213,0.4,3994777447,140,67.0,3994777445,56,Center,3994777451,212,14.7,3994777449,141,23.9,,,,1psr9ra8k9j4r94p1xixagzbp,A. Pieper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581415,5,1,1,0,13,a8d2gb2nag8fy0itbuxmcibh2,0,32.2,70.3,2023-01-25T19:31:31.904Z,2023-01-26T07:37:22Z,3994777483,56,Center,3995322353,388,,3994777491,213,6.3,3994777487,141,69.7,3994777485,140,53.7,3994777493,1,,3994777489,212,22.6,3994777481,157,,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581427,8,1,1,0,14,cu0eztmjcsbydyp53aleznorw,0,45.3,23.7,2023-01-25T19:31:33.258Z,2023-01-26T05:01:41Z,3994777549,1,,3995243643,178,,3994777539,56,Center,3994777541,140,56.5,3994777543,141,56.3,3994777537,157,,3994777547,213,1.1,3994777545,212,25.1,2p48525x4ap9m81g6ode51cyd,N. Stark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581435,7,1,1,0,17,a8d2gb2nag8fy0itbuxmcibh2,0,44.3,42.5,2023-01-25T19:31:35.869Z,2023-01-26T05:01:50Z,3994777575,3,,3994777577,56,Back,3994777581,141,62.0,3995243677,388,,3994777583,212,13.3,3994777585,213,1.5,3994777579,140,45.3,,,,254i1zsifi2er9rvuxgi9katx,G. Haraguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581431,6,43,1,0,18,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2023-01-25T19:31:36.942Z,2023-01-25T20:22:46Z,3994777555,56,Back,3994777557,285,0,3994890591,144,44,,,,,,,,,,,,,,,,254i1zsifi2er9rvuxgi9katx,G. Haraguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581441,9,43,1,0,18,cu0eztmjcsbydyp53aleznorw,1,0,0,2023-01-25T19:31:36.943Z,2023-01-25T20:22:43Z,3994777603,56,Center,3994777629,233,6,3994890539,144,44,3994777605,286,0,,,,,,,,,,,,,d95i3fwjrk3ti4co645mde76x,N. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500605991,451,1,1,0,19,cu0eztmjcsbydyp53aleznorw,1,56.8,37.6,2023-01-25T19:31:37.872Z,2023-01-26T05:01:59Z,3995243755,388,,3994890821,3,,3994890831,213,0.9,3994890829,212,3.9,3994890823,56,Center,3994890825,140,59.2,3994890827,141,41.9,,,,26nfmfc8p2doisd9p8vtd33dh,L. Bittencourt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500686987,1600,67,1,0,20,cu0eztmjcsbydyp53aleznorw,1,60.4,42.5,2023-01-25T19:31:39.070Z,2023-01-26T07:33:48Z,3995312111,233,1213,,,,,,,,,,,,,,,,,,,,,,5ndmhtdu5jfgvzuddd7fu2fh1,M. Ducksch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500686981,1213,67,1,0,20,a8d2gb2nag8fy0itbuxmcibh2,0,39.6,57.5,2023-01-25T19:31:39.071Z,2023-01-26T07:25:06Z,3995312125,233,1600,,,,,,,,,,,,,,,,,,,,,,1vv29mash2uijx542ssjk666t,R. Khedira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581873,15,3,1,0,21,cu0eztmjcsbydyp53aleznorw,0,61.8,35.4,2023-01-25T19:31:40.390Z,2023-01-26T05:02:37Z,3995243809,178,,3994779587,233,9,3994779439,286,,3995081605,464,,3994779437,56,Center,,,,,,,,,,5ndmhtdu5jfgvzuddd7fu2fh1,M. Ducksch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581501,9,7,1,0,21,a8d2gb2nag8fy0itbuxmcibh2,1,38.2,64.6,2023-01-25T19:31:40.391Z,2023-01-26T05:02:41Z,3994777905,285,,3995243823,178,,3994777899,56,Back,3995081629,384,,3994779583,233,15,,,,,,,,,,1ywfkwrcysdlvkt859q00kt7t,D. Doekhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581467,10,43,1,0,22,cu0eztmjcsbydyp53aleznorw,1,0,0,2023-01-25T19:31:40.740Z,2023-01-25T19:31:49Z,3994777725,141,38.5,3994777727,212,5.5,3994777723,140,61.2,3994777881,144,1,3994777719,3,0,3994777721,56,Center,3994777729,213,0.6,,,,26nfmfc8p2doisd9p8vtd33dh,L. Bittencourt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581451,8,43,1,0,22,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2023-01-25T19:31:40.878Z,2023-01-25T19:32:41Z,3994779435,144,45,3994777637,56,Back,3994777639,285,0,,,,,,,,,,,,,,,,1vv29mash2uijx542ssjk666t,R. Khedira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581477,11,43,1,0,22,cu0eztmjcsbydyp53aleznorw,1,0,0,2023-01-25T19:31:40.878Z,2023-01-25T19:31:47Z,3994777771,56,Center,3994777803,233,8,3994777835,144,3,3994777773,286,0,,,,,,,,,,,,,5ndmhtdu5jfgvzuddd7fu2fh1,M. Ducksch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581953,11,49,1,0,22,a8d2gb2nag8fy0itbuxmcibh2,1,45,66.2,2023-01-25T19:31:40.926Z,2023-01-26T05:02:46Z,,,,,,,,,,,,,,,,,,,,,,,,,24vavcwn4hco5je9kdu9ciwgl,J. Haberer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581481,12,43,1,0,22,cu0eztmjcsbydyp53aleznorw,1,0,0,2023-01-25T19:31:41.436Z,2023-01-25T19:32:47Z,3994777783,56,Center,3994777787,265,0,3994777785,152,0,3994779655,144,4,3994777921,233,9,3994777789,286,0,3994777781,13,0,,,,26nfmfc8p2doisd9p8vtd33dh,L. Bittencourt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582733,29,1,1,0,22,a8d2gb2nag8fy0itbuxmcibh2,1,44.6,67.2,2023-01-25T19:31:41.586Z,2023-01-26T05:02:52Z,3994783293,213,2.4,3994783289,141,90.2,3994783285,56,Back,3994783287,140,27.1,3995244055,178,,3994783291,212,24.1,,,,,,,24vavcwn4hco5je9kdu9ciwgl,J. Haberer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500583287,43,61,1,0,23,a8d2gb2nag8fy0itbuxmcibh2,1,31.6,92.7,2023-01-25T19:31:42.312Z,2023-01-26T05:03:05Z,3995244159,178,,3994787273,56,Back,3994787629,189,,3994787439,238,,,,,,,,,,,,,,emtrl7rrhp3ybsibf1f89kyj9,N. Gießelmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582037,13,5,1,0,24,a8d2gb2nag8fy0itbuxmcibh2,0,38,101.2,2023-01-25T19:31:42.715Z,2023-01-26T05:03:16Z,3994780231,56,Back,3994780233,347,,3994781667,233,17,,,,,,,,,,,,,,,,24vavcwn4hco5je9kdu9ciwgl,J. Haberer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582047,17,5,1,0,24,cu0eztmjcsbydyp53aleznorw,1,62,-1.2,2023-01-25T19:31:42.715Z,2023-01-26T05:03:16Z,3994780253,347,,3994891131,189,,3994781653,233,13,3994780251,56,Right,,,,,,,,,,,,,5ndmhtdu5jfgvzuddd7fu2fh1,M. Ducksch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581635,10,27,1,0,49,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2023-01-25T19:32:08.336Z,2023-01-26T05:03:20Z,3994778665,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581681,13,27,1,0,49,cu0eztmjcsbydyp53aleznorw,1,0,0,2023-01-25T19:32:08.336Z,2023-01-26T05:03:19Z,3994778655,233,10,3994778637,53,cjq9g6zgcxk1ceo2xzpe1qnyt,3994778635,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500581865,14,43,1,1,22,cu0eztmjcsbydyp53aleznorw,1,0,0,2023-01-25T19:32:41.007Z,2023-01-25T19:32:49Z,3994779771,144,28,3994779401,55,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582021,12,28,1,1,40,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2023-01-25T19:32:59.539Z,2023-01-26T05:03:23Z,3994780199,233,16,3994780161,55,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582025,16,28,1,1,40,cu0eztmjcsbydyp53aleznorw,1,0,0,2023-01-25T19:32:59.539Z,2023-01-26T05:03:23Z,3994780179,233,12,3994780175,55,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582063,18,1,1,1,41,cu0eztmjcsbydyp53aleznorw,0,67.8,0,2023-01-25T19:33:00.328Z,2023-01-26T05:03:27Z,3994780309,141,21.6,3994780311,212,17.9,3994780307,140,75.9,3994780313,213,1.1,3994780305,56,Center,3994780303,107,,3994780347,238,,,,,7k7whr0pdbw5wtk7g0cwozw0l,M. Weiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582039,14,49,1,1,44,a8d2gb2nag8fy0itbuxmcibh2,1,23.9,84.1,2023-01-25T19:33:02.821Z,2023-01-26T05:03:34Z,,,,,,,,,,,,,,,,,,,,,,,,,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582071,15,1,1,1,45,a8d2gb2nag8fy0itbuxmcibh2,1,24.7,75.4,2023-01-25T19:33:04.240Z,2023-01-26T05:03:39Z,3994780353,141,42.4,3994780355,212,22.5,3994780357,213,4.8,3994780349,56,Back,3994780351,140,26.2,3995244445,178,,,,,,,,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582095,16,1,1,1,48,a8d2gb2nag8fy0itbuxmcibh2,1,26.3,42.4,2023-01-25T19:33:06.850Z,2023-01-26T05:03:42Z,3995244463,178,,3994780469,212,23.1,3994780471,213,5.3,3994780463,56,Back,3994780465,140,38.7,3994780467,141,14.3,,,,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582115,17,1,1,1,51,a8d2gb2nag8fy0itbuxmcibh2,1,42,15.6,2023-01-25T19:33:10.629Z,2023-01-26T05:03:44Z,3994780575,213,1.8,3994780573,212,23.5,3994780569,140,36.1,3995244513,178,,3994780571,141,49.0,3994780567,56,Back,,,,,,,1ywfkwrcysdlvkt859q00kt7t,D. Doekhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582127,18,1,1,1,54,a8d2gb2nag8fy0itbuxmcibh2,1,36.1,50.3,2023-01-25T19:33:13.300Z,2023-01-26T05:03:46Z,3995244533,178,,3994780673,213,1.5,3994780669,141,72.9,3994780665,56,Back,3994780667,140,36.5,3994780671,212,15.4,,,,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582151,19,1,1,1,57,a8d2gb2nag8fy0itbuxmcibh2,1,37,71.1,2023-01-25T19:33:15.982Z,2023-01-26T05:03:48Z,3995244547,178,,3994780779,212,17.3,3994780773,56,Back,3994780781,213,4.5,3994780777,141,46.1,3994780775,140,33.7,,,,,,,3g9riero16s160evc28u3q3u1,Diogo Leite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582179,20,1,1,2,0,a8d2gb2nag8fy0itbuxmcibh2,1,33.4,41.2,2023-01-25T19:33:19.312Z,2023-01-26T05:03:51Z,3994780903,56,Back,3995244575,178,,3994780905,140,39.8,3994780907,141,6.7,3994780911,213,5.0,3994780909,212,24.4,,,,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582211,21,1,1,2,2,a8d2gb2nag8fy0itbuxmcibh2,1,39.8,6.4,2023-01-25T19:33:21.560Z,2023-01-26T05:03:57Z,3994781049,140,72.7,3994781051,141,28.9,3995244601,178,,3994781053,212,37.8,3994781045,155,,3994781047,56,Center,3994781055,213,0.4,3994781057,1,,1ywfkwrcysdlvkt859q00kt7t,D. Doekhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582241,22,1,1,2,4,a8d2gb2nag8fy0itbuxmcibh2,0,68.9,26,2023-01-25T19:33:23.424Z,2023-01-26T05:04:02Z,3994781187,56,Right,3995244641,21,,3994781195,212,20.1,3994781197,213,5.1,3994781189,140,76.6,3995244637,178,,3994781193,141,0.0,,,,7424gvk9hiq5up61dj181y66t,K. Behrens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582267,19,5,1,2,6,cu0eztmjcsbydyp53aleznorw,1,22.6,101.2,2023-01-25T19:33:25.570Z,2023-01-26T05:04:08Z,3994781277,56,Back,3994781299,233,23,3994781279,347,,,,,,,,,,,,,,,,,5ndmhtdu5jfgvzuddd7fu2fh1,M. Ducksch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582245,23,5,1,2,6,a8d2gb2nag8fy0itbuxmcibh2,0,77.4,-1.2,2023-01-25T19:33:25.570Z,2023-01-26T05:04:08Z,3994781313,233,19,3994781201,347,,3994781199,56,Right,,,,,,,,,,,,,,,,7424gvk9hiq5up61dj181y66t,K. Behrens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582345,20,1,1,2,15,cu0eztmjcsbydyp53aleznorw,1,27.8,100,2023-01-25T19:33:33.925Z,2023-01-26T05:04:10Z,3994781581,212,8.3,3994781577,140,23.8,3994781575,56,Back,3994781573,107,,3994781579,141,90.8,3994781583,213,4.2,,,,,,,8nug6t1cmn9pwhnwdf6nyhrrp,A. Jung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582355,21,1,1,2,16,cu0eztmjcsbydyp53aleznorw,1,23.5,91.4,2023-01-25T19:33:34.803Z,2023-01-26T05:04:13Z,3994781599,140,26.5,3994781607,212,4.4,3995244771,178,,3994781601,141,95.9,3994781609,213,0.8,3994781597,56,Back,,,,,,,aaoycxwi9jny6flm4apz8a2uh,M. Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582381,22,1,1,2,17,cu0eztmjcsbydyp53aleznorw,1,26.5,95.9,2023-01-25T19:33:35.825Z,2023-01-26T05:04:16Z,3994781699,212,11.5,3994781693,56,Back,3994781701,213,3.5,3995244787,178,,3994781695,140,16.4,3994781697,141,89.3,,,,,,,8nug6t1cmn9pwhnwdf6nyhrrp,A. Jung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582411,23,1,1,2,18,cu0eztmjcsbydyp53aleznorw,1,14.9,88.3,2023-01-25T19:33:37.650Z,2023-01-26T05:04:19Z,3994781847,56,Back,3995244803,178,,3994781853,212,29.5,3994781855,213,0.0,3995082203,155,,3994781849,140,43.0,3994781851,141,88.7,,,,aaoycxwi9jny6flm4apz8a2uh,M. Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500674959,981,43,1,2,21,cu0eztmjcsbydyp53aleznorw,1,0,0,2023-01-25T19:33:39.878Z,2023-01-26T07:26:48Z,3995253049,233,870,3995313849,144,67,,,,,,,,,,,,,,,,,,,5ndmhtdu5jfgvzuddd7fu2fh1,M. Ducksch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500674957,870,43,1,2,21,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2023-01-25T19:33:39.879Z,2023-01-26T07:26:48Z,3995313831,144,67,3995253061,233,981,,,,,,,,,,,,,,,,,,,1ywfkwrcysdlvkt859q00kt7t,D. Doekhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582421,24,61,1,2,21,cu0eztmjcsbydyp53aleznorw,0,45,89,2023-01-25T19:33:39.889Z,2023-01-26T06:27:50Z,3995244831,21,,3995244833,178,,3994781893,56,Back,,,,,,,,,,,,,,,,5ndmhtdu5jfgvzuddd7fu2fh1,M. Ducksch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582445,25,49,1,2,22,a8d2gb2nag8fy0itbuxmcibh2,1,45.4,18.2,2023-01-25T19:33:40.795Z,2023-01-26T05:04:33Z,,,,,,,,,,,,,,,,,,,,,,,,,1ywfkwrcysdlvkt859q00kt7t,D. Doekhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582437,24,1,1,2,23,a8d2gb2nag8fy0itbuxmcibh2,1,44.3,10.9,2023-01-25T19:33:41.882Z,2023-01-26T05:04:38Z,3994781953,141,17.7,3994781947,3,,3995244907,178,,3994781957,213,0.5,3994781955,212,9.0,3994781949,56,Right,3994781951,140,51.6,,,,1ywfkwrcysdlvkt859q00kt7t,D. Doekhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582453,26,1,1,2,24,a8d2gb2nag8fy0itbuxmcibh2,1,54.1,16.5,2023-01-25T19:33:42.797Z,2023-01-26T05:04:43Z,3994818393,3,,3995244969,388,,3994782021,141,7.1,3994782019,140,53.0,3994782023,212,6.5,3994782025,213,4.5,3994782017,56,Right,,,,1vv29mash2uijx542ssjk666t,R. Khedira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500582471,27,1,1,2,24,a8d2gb2nag8fy0itbuxmcibh2,1,52.4,5.4,2023-01-25T19:33:43.439Z,2023-01-26T05:04:47Z,3994782109,56,Back,3994782111,140,37.9,3994782113,141,9.5,3995244989,178,,3994782115,212,15.5,3994782117,213,3.0,,,,,,,9kxuwgequrilkom3ru6sdxall,J. Juranović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
