id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/11/value,qualifier/12/value,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2476204715,1,34,16,0,0,eq1oq6y61xnzq88zu0cnw131z,1,0,0,2022-10-23T12:44:05.644Z,2022-10-23T13:32:48Z,3866296183,197,8147,3866294811,30,"clmq1s26z0i3lqr1jqnd5wzit, 2earc7j2kp3tveehpnxtv1exh, 6sc9zsev9an853nop6pn6mxg5, 98e7uohj6lcvf59sfssff2y8l, 8ksi5s9he1uxai3lfcq46grf9, 8gnpf9kwx2n2rqwf1gixc4bth, 82r0liyptyapc8rfuo32qcqtx, f2o5hj0e2k3kw0fj1xzom0cet, d2pco79bmi3f9x3zahtf9q2mt, 4oic5vu1qv89061hflasl3r3d, ejww8hjcn4y4hlik863vaw3qh, 4y167h8sn9cnyrvb097lf8lbd, f577akgydk4t6ui45iyab2a22, 11dqnpwlb2clu2v7rnghsrlcl, 3nins3wtqjz9vt8q06s087vth, de3mpa534obonqn4h2v10f6xh, b7fqivvacy7mmarlp180k276d, ns0d3voludn8of98yc2e6ehh, ep1bhk6t6sudlhjjz20j199ed, brs96wp9u2t10tsqfdwcyhnth",3866294829,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3866294819,130,4,3866294825,194,82r0liyptyapc8rfuo32qcqtx,3866294813,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3866294815,59,"1, 2, 3, 10, 4, 20, 8, 7, 33, 18, 22, 6, 14, 16, 17, 21, 24, 30, 35, 38",3866294823,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476209875,1,34,16,0,0,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2022-10-23T12:48:51.410Z,2022-10-23T13:38:29Z,3866321603,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3866321597,130,12,3866321601,194,52t6t7cdsr0fjs9ukmwo9y7rp,3866655645,197,16256,3866321593,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3866321595,59,"1, 28, 23, 4, 31, 3, 13, 19, 45, 27, 8, 6, 14, 17, 21, 24, 25, 32, 37, 40",3866321591,30,"8l1mv5qd9vwade754v3l8epjp, 52t6t7cdsr0fjs9ukmwo9y7rp, emtrl7rrhp3ybsibf1f89kyj9, 3g9riero16s160evc28u3q3u1, cab22ojcuhdzdwmbtl20n8i51, 87jamhsc8ps9kh5432u36kjc9, f0x3pa532agezdjdzcsp94l49, 24vavcwn4hco5je9kdu9ciwgl, 5xhjvappzv6swoof5qpi0yj9, cywgibmici8hwp1ad1nhk3ufp, 1vv29mash2uijx542ssjk666t, cl6720rdjeubt0bc3su0qg3qh, 602fyni27c129xjs9ziyn5as5, 7424gvk9hiq5up61dj181y66t, 8prrhz0d1i4vxkhgro8p42bxl, 254i1zsifi2er9rvuxgi9katx, d3xe46be1ajvxzxzboiaoy385, dadiwuzf33969g3808sdd9brp, 7446u69ki15qcyq2jtszacm3t, bt35y17wl42b5t5tw6z68uwyy",3866321599,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476260011,2,32,1,0,0,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2022-10-23T13:30:58.059Z,2022-10-23T13:31:03Z,3866598001,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476259993,2,32,1,0,0,eq1oq6y61xnzq88zu0cnw131z,1,0,0,2022-10-23T13:30:58.059Z,2022-10-23T22:01:51Z,3866597927,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476260125,3,1,1,0,0,eq1oq6y61xnzq88zu0cnw131z,1,49.8,49.6,2022-10-23T13:30:58.076Z,2022-10-24T00:42:44Z,3866598689,213,3.3,3866598681,56,Back,3866598685,141,45.4,3869021561,178,,3866598683,140,31.9,3866598687,212,19.0,3866598691,279,S,,,,f2o5hj0e2k3kw0fj1xzom0cet,K. Stöger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476260127,4,1,1,0,2,eq1oq6y61xnzq88zu0cnw131z,0,31.9,45.4,2022-10-23T13:31:00.589Z,2022-10-24T00:42:49Z,3866598707,140,76.7,3869021689,178,,3866598711,212,50.6,3866598709,141,73.0,3866598703,155,,3866598715,1,,3866598705,56,Center,3866598713,213,0.4,8ksi5s9he1uxai3lfcq46grf9,E. Mašović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476260441,3,1,1,0,5,a8d2gb2nag8fy0itbuxmcibh2,0,23.1,21.5,2022-10-23T13:31:03.466Z,2022-10-24T00:42:52Z,3866600517,140,26.7,3869021789,388,,3866600521,212,16.4,3866600519,141,0.0,3866600515,56,Back,3866600523,213,4.9,3866600513,3,,,,,87jamhsc8ps9kh5432u36kjc9,P. Jaeckel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476260457,4,5,1,0,9,a8d2gb2nag8fy0itbuxmcibh2,0,29.3,-1.8,2022-10-23T13:31:08.034Z,2022-10-24T00:42:58Z,3866600885,233,5,3866600585,347,,3866600583,56,Back,,,,,,,,,,,,,,,,87jamhsc8ps9kh5432u36kjc9,P. Jaeckel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476260221,5,5,1,0,9,eq1oq6y61xnzq88zu0cnw131z,1,70.7,101.8,2022-10-23T13:31:08.034Z,2022-10-24T00:42:58Z,3866599233,347,,3866599231,56,Left,3866600877,233,4,,,,,,,,,,,,,,,,f2o5hj0e2k3kw0fj1xzom0cet,K. Stöger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476260619,6,1,1,0,28,eq1oq6y61xnzq88zu0cnw131z,0,71.9,100,2022-10-23T13:31:26.576Z,2022-10-24T00:43:04Z,3866601503,213,5.4,3866601493,140,88.1,3866601505,1,,3866601491,56,Center,3866601501,212,27.8,3866601499,141,69.3,3866601489,107,,,,,ejww8hjcn4y4hlik863vaw3qh,C. Antwi-Adjei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
