id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/9/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2449302777,5,1,1,0,8,8q1ul09cygzswb7tb456bmifv,1,36.8,70.2,2022-08-21T13:30:50.718Z,2022-08-21T19:58:47Z,3723250625,56,Back,3724635081,178,,3723250629,141,93.5,3723250627,140,34.6,3723250633,213,1.7,3723250631,212,16.0,,,,,,,2hb1dyg1auzdfbi3lg9ysap9m,M. Olesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449302805,6,1,1,0,10,8q1ul09cygzswb7tb456bmifv,0,36.9,93,2022-08-21T13:30:52.684Z,2022-08-21T19:59:02Z,3723250739,141,100.0,3723250737,140,64.7,3723250743,213,0.2,3723250741,212,29.7,3724636033,178,,3723250733,155,,3723250735,56,Left,,,,55z0yap5tml66nes2cchg7ahh,F. Kainz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449302809,7,5,1,0,11,8q1ul09cygzswb7tb456bmifv,0,66.7,101.2,2022-08-21T13:30:54.669Z,2022-08-21T19:59:08Z,3723250749,56,Left,3723250751,347,,3723250931,233,7,,,,,,,,,,,,,,,,55z0yap5tml66nes2cchg7ahh,F. Kainz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449302833,7,5,1,0,11,c5hderjlkcoaze51e5wgvptk,1,33.3,-1.2,2022-08-21T13:30:54.669Z,2022-08-21T19:59:08Z,3723250897,233,7,3723250857,347,,3723250855,56,Back,,,,,,,,,,,,,,,,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449302873,8,1,1,0,16,c5hderjlkcoaze51e5wgvptk,1,48.9,0,2022-08-21T13:30:58.936Z,2022-08-21T19:59:25Z,3723251049,213,1.9,3723397733,189,,3723251047,212,21.0,3723251045,141,27.4,3723251041,56,Back,3723251043,140,42.1,3723251039,107,,,,,a3ib09ji7qsz6cgj3vmz5qort,K. Jakić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449302937,9,1,1,0,16,c5hderjlkcoaze51e5wgvptk,1,42.2,27.4,2022-08-21T13:30:59.321Z,2022-08-21T19:59:31Z,3723251401,213,1.4,3723251403,1,,3724637643,178,,3723251399,212,43.7,3723251397,141,90.9,3723251395,140,48.6,3723412523,155,,3723251393,56,Back,7cdiijsvnfc7tafy0zkf4uz9,D. Sow,3723251391,196,3723412609,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449302989,10,1,1,0,24,c5hderjlkcoaze51e5wgvptk,1,54.7,87.8,2022-08-21T13:31:07.252Z,2022-08-21T19:59:38Z,3724637927,178,,3723251633,141,67.2,3723251631,140,35.2,3723251635,212,24.8,3723251629,56,Back,3723251637,213,3.7,,,,,,,d7xdtkzw3h749ngi4sobn6kmh,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449303025,11,1,1,0,30,c5hderjlkcoaze51e5wgvptk,1,39.1,67.7,2022-08-21T13:31:12.726Z,2022-08-21T19:59:42Z,3723251777,141,94.5,3724638143,178,,3723251779,212,27.6,3723251781,213,0.7,3723251773,56,Left,3723251775,140,58.8,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449303029,12,3,1,0,32,c5hderjlkcoaze51e5wgvptk,0,61.6,93.6,2022-08-21T13:31:15.516Z,2022-08-21T19:59:47Z,3723811703,464,,3724638427,178,,3723251793,56,Left,3723251823,233,8,3723251795,286,,,,,,,,,,,d7xdtkzw3h749ngi4sobn6kmh,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449303027,8,7,1,0,32,8q1ul09cygzswb7tb456bmifv,0,38.4,6.4,2022-08-21T13:31:15.626Z,2022-08-21T19:59:54Z,3724638767,178,,3723251809,233,12,3723251791,285,,3723251789,56,Back,3723811889,383,,,,,,,,,,,bkonv3y0vn24mpn6j8abjtux,D. Ljubičić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449303065,13,1,1,0,34,c5hderjlkcoaze51e5wgvptk,0,63.1,90.5,2022-08-21T13:31:17.173Z,2022-08-21T20:01:41Z,3723251967,56,Left,3724646159,178,,3723251975,213,5.9,3723251969,140,68.8,3723251973,212,6.4,3723251971,141,87.0,,,,,,,d7xdtkzw3h749ngi4sobn6kmh,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449303067,9,49,1,0,34,8q1ul09cygzswb7tb456bmifv,1,29.1,25,2022-08-21T13:31:17.573Z,2022-08-21T20:01:47Z,,,,,,,,,,,,,,,,,,,,,,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449303079,10,1,1,0,36,8q1ul09cygzswb7tb456bmifv,0,29.1,25,2022-08-21T13:31:18.912Z,2022-08-21T20:01:56Z,3723252027,213,0.2,3723252029,1,,3724647187,178,,3723252021,140,32.0,3723252023,141,26.1,3723252019,56,Back,3723252017,157,,3723252025,212,3.1,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449303097,14,61,1,0,36,c5hderjlkcoaze51e5wgvptk,1,67.8,80.4,2022-08-21T13:31:19.027Z,2022-08-21T20:02:03Z,3724647757,21,,3724647761,388,,3723252101,56,Left,,,,,,,,,,,,,,,,d7xdtkzw3h749ngi4sobn6kmh,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449303203,11,3,1,0,39,8q1ul09cygzswb7tb456bmifv,0,43.4,8,2022-08-21T13:31:22.174Z,2022-08-21T20:02:19Z,3724649033,178,,3723252551,286,,3723252549,56,Back,3723813037,464,,3723252607,233,15,,,,,,,,,,8mmecefcbz8wu4jcqqywps5p1,S. Adamyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449303141,15,7,1,0,39,c5hderjlkcoaze51e5wgvptk,0,56.6,92,2022-08-21T13:31:22.559Z,2022-08-21T20:02:24Z,3723252571,233,11,3724649419,178,,3723813485,385,,3723252303,56,Left,3723252305,285,,,,,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449303313,13,61,1,0,39,8q1ul09cygzswb7tb456bmifv,1,41.2,1.9,2022-08-21T13:31:22.660Z,2022-08-21T20:02:31Z,3724650037,178,,3723253125,56,Back,,,,,,,,,,,,,,,,,,,8mmecefcbz8wu4jcqqywps5p1,S. Adamyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449303239,12,5,1,0,40,8q1ul09cygzswb7tb456bmifv,0,43.2,-1.6,2022-08-21T13:31:23.150Z,2022-08-21T20:02:33Z,3723252739,347,,3723252737,56,Back,3723252787,233,16,,,,,,,,,,,,,,,,8n4b6j21nxf1nf628ugg3xsdl,S. Tigges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449303153,16,5,1,0,40,c5hderjlkcoaze51e5wgvptk,1,56.8,101.6,2022-08-21T13:31:23.150Z,2022-08-21T20:02:34Z,3723252799,233,12,3723252343,347,,3723252341,56,Left,,,,,,,,,,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449303543,17,1,1,1,6,c5hderjlkcoaze51e5wgvptk,1,58.4,100,2022-08-21T13:31:49.494Z,2022-08-21T20:02:38Z,3723254271,140,60.2,3723254273,141,80.4,3723254267,107,,3723254275,212,14.1,3723254269,56,Left,3723254277,213,4.8,,,,,,,d7xdtkzw3h749ngi4sobn6kmh,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449303607,18,1,1,1,8,c5hderjlkcoaze51e5wgvptk,1,60.2,80.4,2022-08-21T13:31:50.884Z,2022-08-21T20:02:42Z,3723254555,141,96.0,3724650757,178,,3723254553,140,53.7,3723254551,56,Left,3723254557,212,12.6,3723254559,213,2.1,,,,,,,2x5f35hk2urqlgoito1vgb3yt,R. Borré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449303653,19,1,1,1,12,c5hderjlkcoaze51e5wgvptk,1,51.6,96.8,2022-08-21T13:31:54.843Z,2022-08-21T20:02:46Z,3723254795,141,81.9,3723254791,56,Left,3723254793,140,66.0,3724651057,178,,3723254797,212,18.2,3723254799,213,5.7,,,,,,,d7xdtkzw3h749ngi4sobn6kmh,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449303693,20,1,1,1,14,c5hderjlkcoaze51e5wgvptk,1,60.6,67.8,2022-08-21T13:31:57.464Z,2022-08-21T20:02:52Z,3723254985,140,65.8,3723254983,56,Right,3723254993,1,,3723254991,213,4.9,3724651623,178,,3723254987,141,15.7,3723254989,212,35.8,,,,eqtsanns36za56h4pfqhbnh05,M. Götze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449303731,21,1,1,1,18,c5hderjlkcoaze51e5wgvptk,1,65.8,15.7,2022-08-21T13:32:01.170Z,2022-08-21T20:02:59Z,3723255193,56,Right,3723255201,213,0.0,3724652213,178,,3723255195,140,85.6,3723255199,212,20.8,3723255197,141,17.0,,,,,,,a3ib09ji7qsz6cgj3vmz5qort,K. Jakić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449759033,908,43,1,1,20,c5hderjlkcoaze51e5wgvptk,1,0,0,2022-08-21T13:32:02.739Z,2022-08-22T06:13:33Z,3725749647,144,82,3725749625,178,0,,,,,,,,,,,,,,,,,,,g3fgd752o63acmmuahdvppm1,R. Kolo Muani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449303745,22,1,1,1,20,c5hderjlkcoaze51e5wgvptk,0,85.6,17,2022-08-21T13:32:02.803Z,2022-08-21T20:03:10Z,3723255279,213,2.9,3723255277,212,7.6,3724653233,178,,3723255275,141,19.4,3723255267,56,Right,3723255271,140,78.5,,,,,,,g3fgd752o63acmmuahdvppm1,R. Kolo Muani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449303737,14,8,1,1,21,8q1ul09cygzswb7tb456bmifv,1,23.6,82,2022-08-21T13:32:03.788Z,2022-08-21T20:03:18Z,3723815907,383,,3724653845,389,,3723255235,56,Back,,,,,,,,,,,,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449303749,15,49,1,1,21,8q1ul09cygzswb7tb456bmifv,1,23.6,82,2022-08-21T13:32:04.264Z,2022-08-22T08:39:41Z,,,,,,,,,,,,,,,,,,,,,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449303809,16,4,1,1,23,8q1ul09cygzswb7tb456bmifv,1,24,84.2,2022-08-21T13:32:06.101Z,2022-08-21T20:03:31Z,3723255573,152,,3723255571,56,Back,3723255569,295,,3723255575,285,,3723255719,233,23,3723255567,13,,,,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449303829,23,4,1,1,23,c5hderjlkcoaze51e5wgvptk,0,76,15.8,2022-08-21T13:32:06.102Z,2022-08-21T20:03:31Z,3723255699,286,,3723255763,233,16,3723255697,152,,3723255693,295,,3723255691,13,,3723255695,56,Right,3724654543,178,,,,,a3ib09ji7qsz6cgj3vmz5qort,K. Jakić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449304069,17,1,1,1,37,8q1ul09cygzswb7tb456bmifv,1,35,91.4,2022-08-21T13:32:20.195Z,2022-08-21T20:04:04Z,3723256923,56,Back,3723256921,152,,3723428069,189,,3723256919,5,,3723256937,213,3.9,3723256927,140,21.7,3723256929,141,71.4,3723256935,212,19.5,21vfv10e7fh6b2xtcu55ihn11,J. Hector,3724654769,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449304097,18,1,1,1,41,8q1ul09cygzswb7tb456bmifv,1,21.7,71.4,2022-08-21T13:32:23.928Z,2022-08-21T20:04:11Z,3723257071,56,Back,3723257073,140,12.6,3724655227,178,,3723257075,141,51.0,3723257079,213,4.1,3723257077,212,16.8,3723428119,189,,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449304111,19,1,1,1,41,8q1ul09cygzswb7tb456bmifv,1,13,50.6,2022-08-21T13:32:24.181Z,2022-08-21T20:04:15Z,3723257129,212,19.2,3723257127,141,23.9,3723257131,213,5.0,3724655907,178,,3723257123,56,Back,3723428179,189,,3723257125,140,19.0,,,,4zfgh6wq7svx418tzwf0gfavp,M. Schwäbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449304121,20,1,1,1,42,8q1ul09cygzswb7tb456bmifv,1,19.9,24.3,2022-08-21T13:32:25.260Z,2022-08-21T20:03:57Z,3723257185,140,13.2,3724656487,178,,3723257183,56,Back,3723257191,213,1.9,3723257189,212,20.2,3723257187,141,52.2,,,,,,,4w8nqkhp6v62vs319a7qckfs9,L. Kilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449304131,21,1,1,1,45,8q1ul09cygzswb7tb456bmifv,1,14,53.6,2022-08-21T13:32:28.063Z,2022-08-21T20:04:38Z,3723257233,212,20.7,3723257231,141,78.8,3723257235,213,1.0,3723257229,140,25.0,3723257227,56,Back,3724659789,178,,,,,,,,4zfgh6wq7svx418tzwf0gfavp,M. Schwäbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449304163,22,1,1,1,48,8q1ul09cygzswb7tb456bmifv,1,25,78.8,2022-08-21T13:32:31.279Z,2022-08-21T20:04:42Z,3724660137,178,,3723257397,213,0.7,3723257389,56,Back,3723257395,212,18.4,3723257393,141,95.6,3723257391,140,38.7,,,,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449304193,23,1,1,1,52,8q1ul09cygzswb7tb456bmifv,1,33.6,94.5,2022-08-21T13:32:35.037Z,2022-08-21T20:04:47Z,3723257521,213,4.0,3724660549,178,,3723257517,141,72.4,3723257519,212,20.6,3723257515,140,20.2,3723257513,56,Back,,,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449304227,24,1,1,1,55,8q1ul09cygzswb7tb456bmifv,1,21.1,70,2022-08-21T13:32:38.094Z,2022-08-21T20:04:53Z,3723257661,140,22.1,3723257663,141,31.0,3724661029,178,,3723257659,56,Back,3723257665,212,26.5,3723257667,213,4.8,,,,,,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449304241,25,1,1,1,58,8q1ul09cygzswb7tb456bmifv,1,22.4,27.6,2022-08-21T13:32:41.245Z,2022-08-21T20:04:56Z,3723257777,213,5.2,3724661401,178,,3723257769,56,Back,3723257775,212,18.5,3723257771,140,30.9,3723257773,141,3.8,,,,,,,4w8nqkhp6v62vs319a7qckfs9,L. Kilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449304245,26,61,1,1,59,8q1ul09cygzswb7tb456bmifv,0,30.9,3.8,2022-08-21T13:32:42.445Z,2022-08-21T20:05:01Z,3723257797,56,Back,3724661593,178,,,,,,,,,,,,,,,,,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449304267,24,5,1,2,0,c5hderjlkcoaze51e5wgvptk,1,67.6,101,2022-08-21T13:32:43.404Z,2022-08-21T20:05:04Z,3723257915,233,27,3723257905,347,,3723257901,56,Left,,,,,,,,,,,,,,,,a3ib09ji7qsz6cgj3vmz5qort,K. Jakić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449304249,27,5,1,2,0,8q1ul09cygzswb7tb456bmifv,0,32.4,-1,2022-08-21T13:32:43.404Z,2022-08-21T20:05:05Z,3723257805,56,Back,3723257931,233,24,3723257807,347,,,,,,,,,,,,,,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449304391,25,1,1,2,6,c5hderjlkcoaze51e5wgvptk,1,58.1,100,2022-08-21T13:32:48.705Z,2022-08-21T20:05:12Z,3723258539,107,,3723258543,140,29.0,3723258541,56,Back,3723258545,141,85.1,3723258547,212,32.4,3723258549,213,3.5,3723258551,1,,,,,d7xdtkzw3h749ngi4sobn6kmh,L. Pellegrini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449304457,26,1,1,2,13,c5hderjlkcoaze51e5wgvptk,1,26.3,71.6,2022-08-21T13:32:55.969Z,2022-08-21T20:05:23Z,3723258877,213,3.6,3724663321,178,,3723258873,141,57.2,3723258871,140,8.8,3723258869,56,Back,3723258875,212,20.8,,,,,,,efzokrggje7s9wc6hg75yc6ax,E. Ndicka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449304501,27,1,1,2,18,c5hderjlkcoaze51e5wgvptk,1,9.1,52.2,2022-08-21T13:33:01.013Z,2022-08-21T20:05:27Z,3724663593,178,,3723259135,141,27.8,3723259131,56,Back,3723259133,140,14.4,3723259139,213,5.0,3723259137,212,17.5,,,,,,,7obuhegyo1qcoikt23egcsr85,K. Trapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2449304543,28,1,1,2,22,c5hderjlkcoaze51e5wgvptk,1,19.5,30.8,2022-08-21T13:33:05.068Z,2022-08-21T20:05:34Z,3723259325,56,Back,3723259331,212,24.9,3723259337,213,1.4,3723259329,141,67.1,3724664009,178,,3723259327,140,22.9,,,,,,,bd4p670s36cp1dh4fadv84qcq,Tuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
