id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist
2504417201,1,34,16,0,0,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2023-02-05T13:40:05.677Z,2023-02-05T14:33:50Z,4014851919,130,4,4014851913,30,"5bzowvtg5vhntcx1w3roriehh, 3uqn1adw8rarez1gpen9vng7p, 1en0bgq0u842snszevlkscxk9, a4p1m3cqm6z2p1bw97s6k46ad, 5l8wtw156meo2vrtrgasif6jt, 8p2yagsx6ujdbmeonkd3u4c89, 254i1zsifi2er9rvuxgi9katx, 3kti58d195gmtzwrjh5nprx05, bmrdtenqr84jt4gmw6i7wez11, 49epln99aa2797cs2zq3al1t6, 3havaatbnk8p6gc9srgajc25l, bibz1qxakmbflq73marmo4nop, 7gzdg0j9usc3yq0dd1ad57sgl, 4nn6rxyzy97wl4ppqqnhhxyax, 4xhnmoqgxoheel005ek6ckfs9, e9u7cmvaem5p7x9px3yq9f179, 80nniieqtuwjhomwjcebnxyzu, 2tdxcr1wkubis5n81sg4pzyz9, 62gct49oglcdzxafhrfucrb2t, b5mpbec03n9qatneviazigfvu",4014851921,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4014851925,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4014851915,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4015107853,197,16195,4014851923,194,3kti58d195gmtzwrjh5nprx05,4014851917,59,"1, 2, 28, 16, 5, 21, 17, 3, 9, 11, 22, 4, 15, 20, 23, 24, 25, 31, 33, 39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504425303,1,34,16,0,0,cu0eztmjcsbydyp53aleznorw,1,0,0,2023-02-05T13:47:05.116Z,2023-02-05T14:35:43Z,4014890731,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4014890723,59,"1, 10, 3, 32, 4, 5, 36, 6, 22, 11, 7, 13, 19, 21, 26, 28, 30, 33, 39",4014890729,194,aaoycxwi9jny6flm4apz8a2uh,4014890719,30,"expxslws50h0iw0logr02gs7p, 26nfmfc8p2doisd9p8vtd33dh, 8nug6t1cmn9pwhnwdf6nyhrrp, aaoycxwi9jny6flm4apz8a2uh, 2p48525x4ap9m81g6ode51cyd, 1psr9ra8k9j4r94p1xixagzbp, ec5ng4j3rcjwsjz1v05e1z3dh, 14fw7p4fzaxprndgxnx0gxgbt, d95i3fwjrk3ti4co645mde76x, cjq9g6zgcxk1ceo2xzpe1qnyt, 5ndmhtdu5jfgvzuddd7fu2fh1, 6kge6vcoa9ocnh6tb8qznfzkl, 3spzxmms300isjmf03yses12i, 630sqbiu7utmkg8yw0h4ky8a2, eayipmdtzbmjgjouq10nqhcrt, dr0kn3srxtg7nuw99gjoim7e1, 7llxni56g8q0yt33vhp1pt3o5, e97o3wf8ul0g3lwlmdp80exre, 3h6q9lkwovcu4pynltgnzhy50",4014890727,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4015108029,197,16263,4014890725,130,18,4014890721,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504469281,2,32,1,0,0,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2023-02-05T14:30:58.408Z,2023-02-05T20:26:27Z,4015116367,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504469265,2,32,1,0,0,cu0eztmjcsbydyp53aleznorw,1,0,0,2023-02-05T14:30:58.408Z,2023-02-05T14:30:58Z,4015116307,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504469333,3,1,1,0,0,cu0eztmjcsbydyp53aleznorw,1,50,50,2023-02-05T14:30:58.496Z,2023-02-05T20:52:53Z,4015116619,140,34.7,4015116627,279,S,4016412221,178,,4015116625,213,3.2,4015116621,141,49.8,4015116623,212,16.1,4015116617,56,Back,,,,14fw7p4fzaxprndgxnx0gxgbt,J. Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504469371,4,1,1,0,2,cu0eztmjcsbydyp53aleznorw,0,34.7,49.8,2023-02-05T14:31:01.244Z,2023-02-05T20:53:21Z,4015116789,155,,4015116797,212,50.6,4015116791,56,Right,4015116795,141,3.5,4016412345,178,,4015116793,140,72.4,4015116801,1,,4015116799,213,5.6,aaoycxwi9jny6flm4apz8a2uh,M. Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504469399,3,8,1,0,5,3dwlvz6cl4lcavvrg0y2dycrt,1,29.8,92.9,2023-02-05T14:31:04.155Z,2023-02-05T20:53:27Z,4016011721,385,,4015116951,56,Back,4015116969,15,,4016413297,388,,,,,,,,,,,,,,1en0bgq0u842snszevlkscxk9,N. Nartey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504469435,4,5,1,0,8,3dwlvz6cl4lcavvrg0y2dycrt,0,29.3,101.7,2023-02-05T14:31:07.259Z,2023-02-05T20:53:31Z,4015117067,56,Back,4015117475,233,5,4015117069,347,,,,,,,,,,,,,,,,,1en0bgq0u842snszevlkscxk9,N. Nartey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504469505,5,5,1,0,8,cu0eztmjcsbydyp53aleznorw,1,70.7,-1.7,2023-02-05T14:31:07.259Z,2023-02-05T20:53:30Z,4015117453,233,4,4015117433,56,Right,4015117435,347,,,,,,,,,,,,,,,,,2p48525x4ap9m81g6ode51cyd,N. Stark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504469537,6,1,1,0,11,cu0eztmjcsbydyp53aleznorw,1,73.1,0,2023-02-05T14:31:09.457Z,2023-02-05T20:53:34Z,4015117561,56,Right,4015117565,141,6.0,4015117559,107,,4015117567,212,7.0,4015117563,140,77.3,4015117569,213,0.9,,,,,,,26nfmfc8p2doisd9p8vtd33dh,L. Bittencourt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504469549,7,3,1,0,13,cu0eztmjcsbydyp53aleznorw,0,77.5,5.2,2023-02-05T14:31:11.537Z,2023-02-05T20:53:42Z,4016021357,465,,4016176515,233,5,4016413789,178,,4015117619,286,,4015117617,56,Right,,,,,,,,,,cjq9g6zgcxk1ceo2xzpe1qnyt,N. Füllkrug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504469523,5,7,1,0,13,3dwlvz6cl4lcavvrg0y2dycrt,1,22.5,94.8,2023-02-05T14:31:11.729Z,2023-02-05T20:53:46Z,4016413895,178,,4016021185,383,,4015117525,285,,4015117521,56,Back,4015117671,233,7,,,,,,,,,,1en0bgq0u842snszevlkscxk9,N. Nartey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504469533,6,49,1,0,14,3dwlvz6cl4lcavvrg0y2dycrt,1,26.1,96.5,2023-02-05T14:31:12.538Z,2023-02-05T20:54:01Z,,,,,,,,,,,,,,,,,,,,,,,,,1en0bgq0u842snszevlkscxk9,N. Nartey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504469561,7,1,1,0,14,3dwlvz6cl4lcavvrg0y2dycrt,1,26.1,96.5,2023-02-05T14:31:12.614Z,2023-02-05T20:54:06Z,4015117713,212,6.9,4015117707,56,Back,4015117715,213,6.0,4015117711,141,94.1,4015117709,140,32.5,4016414643,178,,,,,,,,1en0bgq0u842snszevlkscxk9,N. Nartey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504469571,8,1,1,0,15,3dwlvz6cl4lcavvrg0y2dycrt,1,31.8,93.6,2023-02-05T14:31:13.520Z,2023-02-05T20:54:11Z,4015117773,141,98.4,4016414775,178,,4015117769,56,Back,4015117775,212,3.7,4015117771,140,33.5,4015117777,213,1.1,,,,,,,3havaatbnk8p6gc9srgajc25l,C. Führich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504722065,1165,67,1,0,16,3dwlvz6cl4lcavvrg0y2dycrt,1,33.6,98.3,2023-02-05T14:31:14.625Z,2023-02-06T07:02:19Z,4016465969,233,999,,,,,,,,,,,,,,,,,,,,,,1en0bgq0u842snszevlkscxk9,N. Nartey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504722063,999,67,1,0,16,cu0eztmjcsbydyp53aleznorw,0,66.4,1.7,2023-02-05T14:31:14.626Z,2023-02-05T21:26:42Z,4016465985,233,1165,,,,,,,,,,,,,,,,,,,,,,26nfmfc8p2doisd9p8vtd33dh,L. Bittencourt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504469591,9,1,1,0,16,3dwlvz6cl4lcavvrg0y2dycrt,1,33.5,98.4,2023-02-05T14:31:14.644Z,2023-02-06T07:02:19Z,4015117913,213,5.6,4015117905,56,Back,4015117907,140,41.3,4016414877,178,,4015117909,141,87.9,4015117911,212,10.9,,,,,,,1en0bgq0u842snszevlkscxk9,N. Nartey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504722149,1169,67,1,0,16,3dwlvz6cl4lcavvrg0y2dycrt,1,41.1,87,2023-02-05T14:31:15.221Z,2023-02-06T07:02:19Z,4016466403,233,1003,,,,,,,,,,,,,,,,,,,,,,bmrdtenqr84jt4gmw6i7wez11,S. Guirassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504722147,1003,67,1,0,16,cu0eztmjcsbydyp53aleznorw,0,58.9,13,2023-02-05T14:31:15.222Z,2023-02-05T21:26:58Z,4016466407,233,1169,,,,,,,,,,,,,,,,,,,,,,2p48525x4ap9m81g6ode51cyd,N. Stark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504469595,10,61,1,0,16,3dwlvz6cl4lcavvrg0y2dycrt,0,41.3,87.9,2023-02-05T14:31:15.279Z,2023-02-06T07:02:20Z,4016415021,178,,4015117917,56,Back,,,,,,,,,,,,,,,,,,,bmrdtenqr84jt4gmw6i7wez11,S. Guirassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504469621,8,49,1,0,17,cu0eztmjcsbydyp53aleznorw,1,63.4,11.5,2023-02-05T14:31:16.107Z,2023-02-05T20:54:22Z,,,,,,,,,,,,,,,,,,,,,,,,,2p48525x4ap9m81g6ode51cyd,N. Stark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504469635,9,1,1,0,18,cu0eztmjcsbydyp53aleznorw,1,63.2,11.2,2023-02-05T14:31:16.431Z,2023-02-05T20:54:27Z,4015118093,213,5.6,4015118087,140,65.9,4015118085,56,Right,4015118091,212,3.6,4016415301,178,,4015118089,141,7.9,,,,,,,2p48525x4ap9m81g6ode51cyd,N. Stark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504469701,10,1,1,0,19,cu0eztmjcsbydyp53aleznorw,1,62.7,8.1,2023-02-05T14:31:18.003Z,2023-02-05T20:54:34Z,4015118425,56,Back,4015118433,213,3.1,4015118427,140,42.3,4015118429,141,8.9,4016415487,178,,4015118431,212,21.4,,,,,,,d95i3fwjrk3ti4co645mde76x,N. Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504469729,11,1,1,0,21,cu0eztmjcsbydyp53aleznorw,1,40,13,2023-02-05T14:31:20.236Z,2023-02-05T20:54:40Z,4015118585,56,Back,4015118589,141,40.6,4016415647,178,,4015118587,140,34.9,4015118593,213,1.8,4015118591,212,19.5,,,,,,,1psr9ra8k9j4r94p1xixagzbp,A. Pieper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504469757,12,1,1,0,24,cu0eztmjcsbydyp53aleznorw,1,34.7,48.3,2023-02-05T14:31:23.172Z,2023-02-05T20:55:29Z,4015118743,141,86.3,4016417271,178,,4015118739,56,Back,4015118747,213,1.2,4015118745,212,27.4,4015118741,140,43.5,,,,,,,aaoycxwi9jny6flm4apz8a2uh,M. Friedl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504469855,13,1,1,0,27,cu0eztmjcsbydyp53aleznorw,0,43.5,87.1,2023-02-05T14:31:25.903Z,2023-02-05T20:55:36Z,4015119237,140,77.7,4016417487,178,,4015119235,56,Left,4015119245,1,,4015119241,212,35.9,4015119243,213,0.0,4015119239,141,88.6,,,,8nug6t1cmn9pwhnwdf6nyhrrp,A. Jung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504722301,1173,67,1,0,30,3dwlvz6cl4lcavvrg0y2dycrt,1,19.6,5,2023-02-05T14:31:29.061Z,2023-02-06T07:02:20Z,4016467179,233,1020,,,,,,,,,,,,,,,,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504722299,1020,67,1,0,30,cu0eztmjcsbydyp53aleznorw,0,80.4,95,2023-02-05T14:31:29.062Z,2023-02-05T21:27:37Z,4016467199,233,1173,,,,,,,,,,,,,,,,,,,,,,14fw7p4fzaxprndgxnx0gxgbt,J. Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504469807,11,1,1,0,30,3dwlvz6cl4lcavvrg0y2dycrt,0,21.2,5.5,2023-02-05T14:31:29.082Z,2023-02-06T07:02:20Z,4015118991,141,5.8,4015118995,213,0.1,4015118989,140,23.8,4016417683,178,,4015118987,56,Back,4015118993,212,2.7,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504469861,14,61,1,0,30,cu0eztmjcsbydyp53aleznorw,1,77,91.8,2023-02-05T14:31:29.188Z,2023-02-05T20:55:46Z,4015119253,56,Left,4016417817,178,,,,,,,,,,,,,,,,,,,,14fw7p4fzaxprndgxnx0gxgbt,J. Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504469849,12,5,1,0,31,3dwlvz6cl4lcavvrg0y2dycrt,1,23.4,-1.4,2023-02-05T14:31:29.711Z,2023-02-05T20:55:48Z,4015119211,56,Back,4015119215,347,,4015119293,233,15,,,,,,,,,,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504469865,15,5,1,0,31,cu0eztmjcsbydyp53aleznorw,0,76.6,101.4,2023-02-05T14:31:29.711Z,2023-02-05T20:55:47Z,4015119267,56,Left,4015119321,233,12,4015119269,347,,,,,,,,,,,,,,,,,14fw7p4fzaxprndgxnx0gxgbt,J. Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504469867,13,1,1,0,35,3dwlvz6cl4lcavvrg0y2dycrt,1,23.2,0,2023-02-05T14:31:33.821Z,2023-02-05T20:55:51Z,4015119271,107,,4015119275,140,13.5,4015119277,141,8.0,4015119279,212,12.0,4015119273,56,Back,4015119281,213,2.6,,,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504469899,14,1,1,0,37,3dwlvz6cl4lcavvrg0y2dycrt,1,13.5,8,2023-02-05T14:31:35.427Z,2023-02-05T20:55:55Z,4015119423,56,Back,4015119435,213,6.0,4015119431,141,5.0,4015119427,140,20.1,4015119433,212,7.2,4016418189,178,,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504469903,15,1,1,0,38,3dwlvz6cl4lcavvrg0y2dycrt,1,20.1,5,2023-02-05T14:31:36.542Z,2023-02-05T20:55:59Z,4016418295,178,,4015119481,141,4.1,4015119485,213,6.2,4015119479,140,26.3,4015119477,56,Back,4015119483,212,6.5,4015119475,168,,,,,3uqn1adw8rarez1gpen9vng7p,W. Anton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504469995,16,4,1,0,42,3dwlvz6cl4lcavvrg0y2dycrt,1,29.8,7.4,2023-02-05T14:31:40.415Z,2023-02-05T20:56:03Z,4015119997,13,,4015119999,56,Back,4015120005,285,,4015120001,152,,4015120003,265,,4015120019,233,16,,,,,,,254i1zsifi2er9rvuxgi9katx,G. Haraguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2504469979,16,4,1,0,42,cu0eztmjcsbydyp53aleznorw,0,70.2,92.6,2023-02-05T14:31:40.416Z,2023-02-05T20:56:03Z,4015119891,265,,4016418429,178,,4015119889,152,,4015119893,286,,4015119887,56,Left,4015120053,233,16,4015119885,13,,,,,14fw7p4fzaxprndgxnx0gxgbt,J. Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
