id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/13/value,qualifier/12/value,qualifier/17/value,qualifier/18/value
2501279797,1,34,16,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2023-01-28T13:38:58.208Z,2023-01-28T14:27:39Z,3998388945,59,"1, 2, 3, 27, 6, 19, 10, 13, 11, 7, 9, 38, 45, 14, 17, 20, 23, 24, 30, 40",3998388947,130,2,3998388941,30,"61xxo4zsk6hby0swa756l3wlx, 5arng6g4ietx2jwgcd2kpqdpl, egmcpa7j5clzga5m0zvg2f105, b6woton2db3w4rm67vu69buy2, tedxo29s8xx0a71z6sidw7v9, 3j2pv0methgc8k8rtqbi079p1, 3er9krmf0k6dhv6f9ltztfend, 4kolmisdpprx0wrahisadl5n9, d9jj0525pm3nu9vqewtpo2rpx, 1ic5mnwhm510mptrxz04zmtm2, avk9yje6h4nndg3cufnbu2imt, 6xjbcik3a56d0vqy4vrq5eokp, 1ie7ml2v6772ek2u8q7wl1awa, aybzlrbkvnobkazjsmox975jp, 3yiwkcfbwy0sfnecr9sy9695h, d8h5ge9ust20o7us968acnsnp, bs6f5ag1f47ropxefrybtaktl, 9bzlvn0twr2b5z30k30gugw5x, 5q3ft0wiy6lsy937j7nw6msq1, 840353qq4b6ufh0hhm9o0n45x",3998388943,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3998598473,197,17675,3998388949,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998388953,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998388951,194,tedxo29s8xx0a71z6sidw7v9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501281837,1,34,16,0,0,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2023-01-28T13:40:46.703Z,2023-01-28T14:26:36Z,3998593423,197,8113,3998399187,194,b7ve7k983eaewnupejiow3jdh,3998399169,30,"920yurg08gqayxwc80q9f8ixh, d36na8jr6xcc8eronhy8mcz1m, b7ve7k983eaewnupejiow3jdh, 6o2v57d92t1mejod24gmufcut, 84mp3eqt1ckw107hwxpby9cd1, 2jk8zu0m0tf7if0pyrkbo82xh, f5ln82l8q7gvouj3zhsp5t4gl, 7at6knpizbafid4br861pi6zt, 7c6034wb3zsuq9nhxxiahiuol, 7o11dzx2cccrslutrjl16ik89, bsyv3fmihshve4jcr11qmtmfp, 3r2j2j3v6kgmauw5yv9j3x1hx, e8dpcth2x1y0zbaovljbgk5hx, mugwhiw6mwgjf5797wlnjzdh, 3w8uk04gxlm4tj4hmsc3msmvp, dglkt5h4m18p1qcj2uhqymvv9, bh5gxk1kd65fnph0s6kgxt8q2, arjwwth6yazptr851wu2u6e0a, 2az0f39bhz2kvxhopalzi0h5h, 2es4ydlcwwasm6mu7rmey5r3e",3998399179,130,17,3998399183,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998399171,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3998399193,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998399175,59,"26, 25, 30, 3, 28, 17, 8, 14, 38, 42, 9, 1, 5, 11, 18, 22, 23, 29, 32, 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322079,2,32,1,0,0,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2023-01-28T14:31:27.405Z,2023-01-28T22:13:18Z,3998614095,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322065,2,32,1,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2023-01-28T14:31:27.405Z,2023-01-28T14:31:27Z,3998614039,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322177,3,1,1,0,0,ex3psl8e3ajeypwjy4xfltpx6,1,49.9,50,2023-01-28T14:31:27.489Z,2023-01-28T22:21:05Z,3998614519,213,3.3,3998614521,279,S,3998614511,56,Back,4000853135,178,,3998614513,140,28.1,3998614515,141,45.8,3998614517,212,23.1,,,,d9jj0525pm3nu9vqewtpo2rpx,M. Berisha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322227,4,1,1,0,3,ex3psl8e3ajeypwjy4xfltpx6,0,29.6,46.4,2023-01-28T14:31:30.717Z,2023-01-28T22:21:08Z,3998614809,1,,3998614797,155,,3998614801,140,72.3,3998614803,141,62.1,3998614805,212,46.1,4000853213,178,,3998614799,56,Center,3998614807,213,0.2,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322223,3,44,1,0,6,6k5zscdm9ufw0tguvzyjlp5hq,1,27.6,35,2023-01-28T14:31:33.890Z,2023-01-29T05:02:01Z,3998614787,56,Back,3998614895,233,5,3998614789,285,,,,,,,,,,,,,,,,,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322237,5,44,1,0,6,ex3psl8e3ajeypwjy4xfltpx6,0,72.4,65,2023-01-28T14:31:33.891Z,2023-01-28T22:21:12Z,3998614873,286,,3998614871,56,Center,3998614917,233,3,,,,,,,,,,,,,,,,1ic5mnwhm510mptrxz04zmtm2,D. Beljo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322233,4,1,1,0,6,6k5zscdm9ufw0tguvzyjlp5hq,0,27.6,32.1,2023-01-28T14:31:33.946Z,2023-01-29T05:02:03Z,3998614829,3,,4000853399,388,,3998614839,213,6.0,3998614833,140,41.8,3998614831,56,Back,3998614837,212,15.5,3998614835,141,25.9,,,,84mp3eqt1ckw107hwxpby9cd1,M. Ginter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322283,6,1,1,0,8,ex3psl8e3ajeypwjy4xfltpx6,1,65.1,65.1,2023-01-28T14:31:35.425Z,2023-01-28T22:21:26Z,3998615109,140,75.4,3998615107,56,Center,3998615115,213,0.3,3998615105,3,,4000853707,178,,3998615113,212,11.4,3998615111,141,70.5,,,,4kolmisdpprx0wrahisadl5n9,E. Rexhbeçaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322295,7,1,1,0,10,ex3psl8e3ajeypwjy4xfltpx6,0,75.4,70.5,2023-01-28T14:31:37.917Z,2023-01-28T22:21:32Z,3998615147,141,65.4,4000853855,178,,3998615145,140,85.3,3998615151,213,6.0,3998615143,56,Center,3998615149,212,11.0,,,,,,,avk9yje6h4nndg3cufnbu2imt,E. Demirović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322287,5,49,1,0,11,6k5zscdm9ufw0tguvzyjlp5hq,1,21.4,28.2,2023-01-28T14:31:38.674Z,2023-01-28T22:21:35Z,,,,,,,,,,,,,,,,,,,,,,,,,2jk8zu0m0tf7if0pyrkbo82xh,L. Kübler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322315,6,1,1,0,11,6k5zscdm9ufw0tguvzyjlp5hq,1,21.4,28.2,2023-01-28T14:31:38.723Z,2023-01-28T22:21:39Z,3998615275,212,20.0,3998615267,157,,3998615277,213,0.7,3998615271,140,36.2,3998615273,141,46.8,3998615269,56,Back,3998615279,1,,4000854171,178,,2jk8zu0m0tf7if0pyrkbo82xh,L. Kübler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322385,7,1,1,0,13,6k5zscdm9ufw0tguvzyjlp5hq,1,36.2,46.8,2023-01-28T14:31:40.850Z,2023-01-28T22:21:42Z,3998615585,212,16.5,3998615579,56,Back,3998615583,141,68.9,3998615581,140,29.7,4000854329,178,,3998615589,213,2.0,,,,,,,7c6034wb3zsuq9nhxxiahiuol,M. Gregoritsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322411,8,1,1,0,16,6k5zscdm9ufw0tguvzyjlp5hq,1,35.6,81.9,2023-01-28T14:31:43.534Z,2023-01-28T22:21:48Z,3998615709,212,10.3,4000854561,178,,3998615705,140,34.1,3998615707,141,96.9,3998615711,213,1.7,3998615703,56,Back,,,,,,,bsyv3fmihshve4jcr11qmtmfp,L. Höler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501761157,931,67,1,0,17,6k5zscdm9ufw0tguvzyjlp5hq,1,37.7,79.6,2023-01-28T14:31:45.143Z,2023-01-29T05:02:03Z,4000940333,233,962,,,,,,,,,,,,,,,,,,,,,,b7ve7k983eaewnupejiow3jdh,C. Günter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501761153,962,67,1,0,17,ex3psl8e3ajeypwjy4xfltpx6,0,62.3,20.4,2023-01-28T14:31:45.144Z,2023-01-28T23:08:32Z,4000940341,233,931,,,,,,,,,,,,,,,,,,,,,,3er9krmf0k6dhv6f9ltztfend,A. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322427,9,1,1,0,17,6k5zscdm9ufw0tguvzyjlp5hq,0,34.1,96.9,2023-01-28T14:31:45.165Z,2023-01-29T05:02:04Z,4000854865,178,,3998615863,233,8,3998615793,213,5.9,3998615785,56,Back,3998615787,140,41.3,3998615791,212,8.1,3998615861,236,,3998615789,141,92.5,b7ve7k983eaewnupejiow3jdh,C. Günter,3998615867,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322435,8,74,1,0,17,ex3psl8e3ajeypwjy4xfltpx6,1,55.5,7.1,2023-01-28T14:31:45.210Z,2023-01-28T22:21:59Z,3998615879,233,9,3998615831,285,,4000854971,178,,3998615829,56,Right,,,,,,,,,,,,,3er9krmf0k6dhv6f9ltztfend,A. Maier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322447,9,49,1,0,19,ex3psl8e3ajeypwjy4xfltpx6,1,40.6,7.1,2023-01-28T14:31:47.373Z,2023-01-28T22:22:03Z,,,,,,,,,,,,,,,,,,,,,,,,,5arng6g4ietx2jwgcd2kpqdpl,R. Gumny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501761287,964,43,1,0,20,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2023-01-28T14:31:47.475Z,2023-01-29T05:05:01Z,4001336555,144,67,4000941239,233,932,,,,,,,,,,,,,,,,,,,5arng6g4ietx2jwgcd2kpqdpl,R. Gumny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501761285,932,43,1,0,20,6k5zscdm9ufw0tguvzyjlp5hq,1,0,0,2023-01-28T14:31:47.476Z,2023-01-29T05:05:01Z,4000941253,233,964,4001336545,144,67,,,,,,,,,,,,,,,,,,,bsyv3fmihshve4jcr11qmtmfp,L. Höler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322509,10,1,1,0,22,ex3psl8e3ajeypwjy4xfltpx6,1,43.4,7.1,2023-01-28T14:31:49.851Z,2023-01-28T22:22:08Z,3998616209,56,Back,4000855329,178,,3998616217,212,16.3,3998616211,140,37.6,3998616221,213,2.0,3998616213,141,29.4,,,,,,,5arng6g4ietx2jwgcd2kpqdpl,R. Gumny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322589,11,1,1,0,25,ex3psl8e3ajeypwjy4xfltpx6,1,40.4,40.9,2023-01-28T14:31:52.909Z,2023-01-28T22:22:13Z,3998616623,56,Back,3998616631,213,1.5,3998616627,141,78.4,3998616625,140,42.8,4000855563,178,,3998616629,212,25.6,,,,,,,4kolmisdpprx0wrahisadl5n9,E. Rexhbeçaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322613,12,1,1,0,28,ex3psl8e3ajeypwjy4xfltpx6,1,42.8,78.4,2023-01-28T14:31:55.926Z,2023-01-28T22:22:17Z,3998616785,212,11.8,3998616779,140,36.0,3998616787,213,4.1,3998616783,141,64.5,4000855687,178,,3998616775,56,Back,,,,,,,egmcpa7j5clzga5m0zvg2f105,M. Pedersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322663,13,1,1,0,30,ex3psl8e3ajeypwjy4xfltpx6,1,35.2,64.3,2023-01-28T14:31:57.987Z,2023-01-28T22:22:21Z,3998617059,56,Back,3998617069,213,4.6,3998617063,141,34.5,3998617061,140,32.8,3998617065,212,20.4,4000855789,178,,,,,,,,3j2pv0methgc8k8rtqbi079p1,F. Uduokhai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501322745,14,1,1,0,34,ex3psl8e3ajeypwjy4xfltpx6,1,34.5,32.8,2023-01-28T14:32:01.581Z,2023-01-28T22:22:24Z,3998617457,140,74.3,3998617455,56,Center,3998617465,1,,3998617463,213,0.1,3998617453,155,,3998617461,212,41.9,3998617459,141,37.9,4000855871,178,,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
