id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2527519035,3,1,1,0,11,8q1ul09cygzswb7tb456bmifv,1,44.4,15,2023-04-02T13:34:08.832Z,2023-04-03T10:47:29Z,4157785045,213,6.2,4157785037,56,Right,4157785039,140,63.2,4157785043,212,19.8,4157785041,141,13.8,4157785035,157,,4160735903,178,,4157785047,1,,3tdsezcgdlm4laybvh4u49cr9,T. Hübers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527519067,4,1,1,0,12,8q1ul09cygzswb7tb456bmifv,0,63.2,13.8,2023-04-02T13:34:09.568Z,2023-04-03T10:47:36Z,4157785221,56,Center,4157785227,212,24.8,4157785229,213,0.5,4160736303,388,,4157785225,141,32.4,4157785223,140,83.5,4157785217,3,,4157785219,168,,6yc09eth94qsachf595dyx6fp,D. Selke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527519133,8,49,1,0,17,go76xxm0xyfgqt1h6tcrtimm,1,12.8,59.4,2023-04-02T13:34:13.997Z,2023-04-03T10:47:41Z,,,,,,,,,,,,,,,,,,,,,,,,,3z6ekzop4y7cjuatzz9ua74k5,J. Omlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527519239,9,1,1,0,18,go76xxm0xyfgqt1h6tcrtimm,1,13.4,56.2,2023-04-02T13:34:15.548Z,2023-04-03T10:47:44Z,4157786191,140,18.9,4157786197,213,5.2,4157786195,212,12.2,4160736569,178,,4157786193,141,40.4,4157786189,56,Back,,,,,,,3z6ekzop4y7cjuatzz9ua74k5,J. Omlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527519277,10,1,1,0,21,go76xxm0xyfgqt1h6tcrtimm,1,19.7,30.6,2023-04-02T13:34:17.968Z,2023-04-03T10:47:49Z,4157786375,56,Back,4157786381,212,15.2,4157786379,141,8.3,4160736833,178,,4157786383,213,4.7,4157786377,140,19.9,,,,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527519341,11,1,1,0,23,go76xxm0xyfgqt1h6tcrtimm,1,18.4,8.6,2023-04-02T13:34:20.595Z,2023-04-03T10:47:54Z,4157786681,141,45.1,4160737001,178,,4157786687,213,2.1,4157786679,140,5.5,4157786683,212,28.3,4157786677,56,Back,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527519389,12,1,1,0,26,go76xxm0xyfgqt1h6tcrtimm,1,4.6,48.8,2023-04-02T13:34:23.795Z,2023-04-03T10:47:57Z,4160737101,178,,4157786885,141,71.7,4157786879,140,12.1,4157786875,56,Back,4157786889,212,17.5,4157786893,213,1.1,,,,,,,3z6ekzop4y7cjuatzz9ua74k5,J. Omlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527519431,13,1,1,0,29,go76xxm0xyfgqt1h6tcrtimm,1,12.1,71.7,2023-04-02T13:34:26.544Z,2023-04-03T10:48:00Z,4157787135,212,19.9,4157787133,141,94.9,4157787137,213,0.9,4160737273,178,,4157787129,56,Back,4157787131,140,23.7,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527519519,14,1,1,0,32,go76xxm0xyfgqt1h6tcrtimm,0,25,95.3,2023-04-02T13:34:29.634Z,2023-04-03T10:48:03Z,4157787533,213,6.0,4157787535,1,,4157787525,56,Center,4157787523,155,,4160737419,178,,4157787531,212,59.0,4157787529,141,74.9,4157787527,140,79.6,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527519557,5,59,1,0,36,8q1ul09cygzswb7tb456bmifv,1,0,0,2023-04-02T13:34:33.368Z,2023-04-03T10:48:08Z,4157787711,56,Back,,,,,,,,,,,,,,,,,,,,,,4zfgh6wq7svx418tzwf0gfavp,M. Schwäbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527519575,6,12,1,0,36,8q1ul09cygzswb7tb456bmifv,1,20,28.9,2023-04-02T13:34:33.511Z,2023-04-03T10:48:12Z,4157787915,167,,4157787849,212,24.1,4157787847,141,0.0,4160737687,178,,4157787843,56,Back,4157787845,140,31.4,4157787851,213,5.2,,,,4zfgh6wq7svx418tzwf0gfavp,M. Schwäbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527519583,7,5,1,0,38,8q1ul09cygzswb7tb456bmifv,0,29.2,-1.8,2023-04-02T13:34:35.719Z,2023-04-03T10:48:20Z,4157787877,56,Back,4157788063,233,15,4157787883,347,,,,,,,,,,,,,,,,,4zfgh6wq7svx418tzwf0gfavp,M. Schwäbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527519595,15,5,1,0,38,go76xxm0xyfgqt1h6tcrtimm,1,70.8,101.8,2023-04-02T13:34:35.719Z,2023-04-03T10:48:19Z,4157787943,56,Left,4157787945,347,,4157788031,233,7,,,,,,,,,,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527519899,16,1,1,0,47,go76xxm0xyfgqt1h6tcrtimm,1,70.9,100,2023-04-02T13:34:44.767Z,2023-04-03T10:48:23Z,4157789655,107,,4157789661,141,92.9,4157789667,1,,4157789663,212,21.5,4157789665,213,6.0,4157789659,140,90.5,4157789657,56,Left,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527519905,17,50,1,0,51,go76xxm0xyfgqt1h6tcrtimm,1,89.4,95.2,2023-04-02T13:34:48.480Z,2023-04-03T10:48:53Z,4157790025,233,8,4157789697,286,,4157789695,56,Left,,,,,,,,,,,,,,,,66nvc8a4kd3cyeyj3i474cudx,M. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527519967,8,7,1,0,52,8q1ul09cygzswb7tb456bmifv,1,10.6,4.8,2023-04-02T13:34:49.371Z,2023-04-03T10:48:57Z,4157790015,233,17,4157789965,56,Back,4157789963,167,,4160739013,389,,4158806815,385,,4157789969,285,,,,,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527519971,9,5,1,0,52,8q1ul09cygzswb7tb456bmifv,0,13.6,-1.7,2023-04-02T13:34:49.875Z,2023-04-03T10:49:02Z,4157790309,233,18,4157789989,347,,4157789987,56,Back,,,,,,,,,,,,,,,,38knnji3m4qg6pqohph35n74l,B. Schmitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527520033,18,5,1,0,52,go76xxm0xyfgqt1h6tcrtimm,1,86.4,101.7,2023-04-02T13:34:49.875Z,2023-04-03T10:49:02Z,4157790301,233,9,4157790287,56,Left,4157790289,347,,,,,,,,,,,,,,,,,66nvc8a4kd3cyeyj3i474cudx,M. Thuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527520129,19,1,1,1,4,go76xxm0xyfgqt1h6tcrtimm,1,86.4,100,2023-04-02T13:35:01.799Z,2023-04-03T10:49:06Z,4157790851,141,95.4,4157790845,107,,4157790847,56,Left,4157790849,140,82.0,4157790853,212,6.4,4157790855,213,3.9,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527520145,20,1,1,1,6,go76xxm0xyfgqt1h6tcrtimm,1,82,95.4,2023-04-02T13:35:03.835Z,2023-04-03T10:49:09Z,4157790931,140,83.9,4157790929,56,Left,4157790939,212,2.3,4157790943,213,0.5,4160739313,178,,4157790935,141,97.1,,,,,,,au5tbnn48ve4kqnuu3dhmk296,K. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527520177,21,1,1,1,8,go76xxm0xyfgqt1h6tcrtimm,1,83.9,97.1,2023-04-02T13:35:05.072Z,2023-04-03T10:49:12Z,4157791125,140,75.0,4157791123,56,Left,4160739461,178,,4157791131,213,3.3,4157791127,141,95.6,4157791129,212,9.4,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527520263,22,1,1,1,9,go76xxm0xyfgqt1h6tcrtimm,1,74.6,95.6,2023-04-02T13:35:06.806Z,2023-04-03T10:49:15Z,4157791643,212,26.6,4157791639,140,59.6,4157791637,56,Center,4157791645,213,4.1,4157791641,141,64.1,4160739553,178,,,,,,,,au5tbnn48ve4kqnuu3dhmk296,K. Koné,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527520271,23,1,1,1,14,go76xxm0xyfgqt1h6tcrtimm,0,62.8,49,2023-04-02T13:35:11.517Z,2023-04-03T10:49:18Z,4157791675,141,38.9,4157791671,56,Center,4157791673,140,64.0,4160739663,178,,4157791679,213,4.9,4157791677,212,7.0,,,,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527520355,10,8,1,1,14,8q1ul09cygzswb7tb456bmifv,1,37.4,68.2,2023-04-02T13:35:11.869Z,2023-04-03T10:49:24Z,4160739867,178,,4158808085,383,,4157792159,56,Back,,,,,,,,,,,,,,,,cnf7quyillyf560nh14taliw9,L. Maina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527520365,11,49,1,1,15,8q1ul09cygzswb7tb456bmifv,1,38,67.9,2023-04-02T13:35:12.754Z,2023-04-03T10:49:30Z,,,,,,,,,,,,,,,,,,,,,,,,,cnf7quyillyf560nh14taliw9,L. Maina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527520451,12,1,1,1,21,8q1ul09cygzswb7tb456bmifv,1,82.8,67.2,2023-04-02T13:35:18.945Z,2023-04-03T10:49:42Z,4160740197,178,,4157797101,210,15,4157792705,213,4.9,4157792693,140,86.8,4157792697,141,39.4,4157797103,154,,4157792691,56,Center,4157792701,212,19.4,cnf7quyillyf560nh14taliw9,L. Maina,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527520447,24,43,1,1,24,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2023-04-02T13:35:21.331Z,2023-04-02T13:37:30Z,4157807881,144,61,4157792665,56,Back,,,,,,,,,,,,,,,,,,,8k5c8po5gx3vnxx36viq08xqt,N. Elvedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527520513,13,15,1,1,25,8q1ul09cygzswb7tb456bmifv,1,87.6,38.2,2023-04-02T13:35:22.603Z,2023-04-03T10:49:43Z,4157797211,103,1.9,4160740443,178,,4158808881,80,,4157797201,29,,4157793033,17,,4157797203,154,,4157797217,146,95.8,4157797213,328,,6yc09eth94qsachf595dyx6fp,D. Selke,,4157817693,23,4157797219,147,45.5,4157793035,56,Center,4157797209,102,47.8,4157796013,20,4157797205,55,12,4157798279,233,25,,,,,,,,,,,
2527520503,25,10,1,1,26,go76xxm0xyfgqt1h6tcrtimm,1,2.9,54,2023-04-02T13:35:22.988Z,2023-04-03T10:49:47Z,4157796979,180,,4157792975,182,,4157792977,56,Back,4158809197,376,,4157792971,173,,4157797247,233,13,,,,,,,3z6ekzop4y7cjuatzz9ua74k5,J. Omlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527520533,14,45,1,1,27,8q1ul09cygzswb7tb456bmifv,0,90.1,26.6,2023-04-02T13:35:24.736Z,2023-04-03T10:49:54Z,4157793185,56,Center,4157793353,233,26,4157793187,286,,,,,,,,,,,,,,,,,6yc09eth94qsachf595dyx6fp,D. Selke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527520541,26,3,1,1,27,go76xxm0xyfgqt1h6tcrtimm,1,9.9,73.4,2023-04-02T13:35:24.736Z,2023-04-03T10:49:53Z,4157793295,233,14,4158809451,464,,4160740893,178,,4157793239,285,,4157793237,56,Back,,,,,,,,,,1mkbxdrj3myvt6jm4tx8sywgl,C. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527520545,27,49,1,1,30,go76xxm0xyfgqt1h6tcrtimm,1,6.5,90.1,2023-04-02T13:35:27.833Z,2023-04-03T10:50:03Z,,,,,,,,,,,,,,,,,,,,,,,,,1mkbxdrj3myvt6jm4tx8sywgl,C. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527520641,28,1,1,1,30,go76xxm0xyfgqt1h6tcrtimm,0,6.7,93.2,2023-04-02T13:35:27.909Z,2023-04-03T10:50:07Z,4160741345,178,,4157793745,56,Back,4157793751,212,17.6,4157793749,141,95.1,4157793747,140,23.4,4157793753,213,0.1,,,,,,,1mkbxdrj3myvt6jm4tx8sywgl,C. Kramer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527520701,15,49,1,1,33,8q1ul09cygzswb7tb456bmifv,1,76,6.8,2023-04-02T13:35:30.406Z,2023-04-03T10:50:15Z,,,,,,,,,,,,,,,,,,,,,,,,,6dzx3oyd42ql69tqxqvg8mpxx,K. Schindler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527520801,16,1,1,1,34,8q1ul09cygzswb7tb456bmifv,0,77.3,6.5,2023-04-02T13:35:31.435Z,2023-04-03T10:50:20Z,4157794627,141,86.2,4158810207,224,,4157794625,140,97.7,4157794623,56,Left,4157794633,1,,4157794619,2,,4157794621,155,,4157794631,213,1.2,6dzx3oyd42ql69tqxqvg8mpxx,K. Schindler,,4160741897,178,4157794629,212,58.3,4158810209,20,,,,,,,,,,,,,,,,,,,,,,,
2527520793,29,49,1,1,40,go76xxm0xyfgqt1h6tcrtimm,1,4.5,16.5,2023-04-02T13:35:37.584Z,2023-04-03T10:50:29Z,,,,,,,,,,,,,,,,,,,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527520833,30,61,1,1,40,go76xxm0xyfgqt1h6tcrtimm,0,5.5,14.7,2023-04-02T13:35:37.661Z,2023-04-03T10:50:35Z,4160742317,178,,4157794781,56,Back,,,,,,,,,,,,,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527520921,18,56,1,1,42,8q1ul09cygzswb7tb456bmifv,1,0,0,2023-04-02T13:35:39.139Z,2023-04-03T10:50:46Z,4157795251,56,Left,,,,,,,,,,,,,,,,,,,,,,cnf7quyillyf560nh14taliw9,L. Maina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527521221,19,5,1,1,42,8q1ul09cygzswb7tb456bmifv,1,91.2,101.8,2023-04-02T13:35:39.877Z,2023-04-03T10:50:50Z,4157796989,56,Left,4157799899,233,31,4157796991,347,,,,,,,,,,,,,,,,,cnf7quyillyf560nh14taliw9,L. Maina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527520853,31,5,1,1,42,go76xxm0xyfgqt1h6tcrtimm,0,8.8,-1.8,2023-04-02T13:35:39.877Z,2023-04-03T10:50:50Z,4157794887,56,Back,4157794891,347,,4157799927,233,19,,,,,,,,,,,,,,,,43eq31reskwn9veb3vickralm,J. Scally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527520893,17,43,1,1,45,8q1ul09cygzswb7tb456bmifv,1,0,0,2023-04-02T13:35:42.052Z,2023-04-02T13:35:47Z,4157795113,56,Left,4157795111,185,0,4157795767,144,12,,,,,,,,,,,,,,,,cnf7quyillyf560nh14taliw9,L. Maina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527521329,20,1,1,2,0,8q1ul09cygzswb7tb456bmifv,0,92.8,100,2023-04-02T13:35:57.057Z,2023-04-03T10:50:53Z,4157797517,141,69.1,4157797519,212,22.4,4157797525,1,,4157797523,213,4.8,4157797507,107,,4157797509,56,Center,4157797513,140,94.6,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527521313,32,44,1,2,2,go76xxm0xyfgqt1h6tcrtimm,1,7,31.8,2023-04-02T13:35:59.021Z,2023-04-03T12:14:43Z,4157799659,233,21,4157797443,56,Back,4157797447,285,,,,,,,,,,,,,,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527521337,21,44,1,2,2,8q1ul09cygzswb7tb456bmifv,0,93,68.2,2023-04-02T13:35:59.022Z,2023-04-03T10:50:57Z,4157799619,233,32,4157797541,56,Center,4157797543,286,,,,,,,,,,,,,,,,,6yc09eth94qsachf595dyx6fp,D. Selke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527527451,85,12,1,2,2,go76xxm0xyfgqt1h6tcrtimm,1,9,38.7,2023-04-02T13:35:59.112Z,2023-04-03T12:14:43Z,4160743339,388,,4157829733,15,,4157829711,141,35.2,4157829707,56,Back,4157829709,140,13.6,4157829713,212,5.4,4157829715,213,5.8,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527521429,22,1,1,2,3,8q1ul09cygzswb7tb456bmifv,1,91,72,2023-04-02T13:36:00.551Z,2023-04-03T10:51:04Z,4157798015,141,61.1,4157798009,56,Center,4157798007,3,,4157798011,140,94.9,4157798023,213,5.2,4157798019,212,8.5,4160743523,388,,,,,3saz8njlttx2i4ospcwmmaqga,E. Martel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527521493,23,1,1,2,7,8q1ul09cygzswb7tb456bmifv,1,96.4,61.4,2023-04-02T13:36:04.031Z,2023-04-03T10:51:09Z,4160743723,178,,4157798409,212,9.2,4157798407,141,74.7,4157798405,140,94.8,4157798411,213,1.8,4157798403,56,Center,,,,,,,6dzx3oyd42ql69tqxqvg8mpxx,K. Schindler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527521499,24,1,1,2,7,8q1ul09cygzswb7tb456bmifv,0,94.8,74.8,2023-04-02T13:36:04.879Z,2023-04-03T10:51:13Z,4158813831,223,,4157798441,155,,4157798453,213,4.8,4157798447,140,95.8,4157798449,141,60.6,4160743855,178,,4158813833,20,,4157798437,2,,cnf7quyillyf560nh14taliw9,L. Maina,,4157798451,212,4157798445,56,Center,,,,,,,,,,,,,,,9.7,,,,,,,,,,
2527521471,33,12,1,2,8,go76xxm0xyfgqt1h6tcrtimm,1,3.2,39.1,2023-04-02T13:36:05.377Z,2023-04-03T10:51:17Z,4160744007,178,,4157798241,141,23.1,4157798377,15,,4157798245,213,5.4,4157798239,140,10.9,4157798243,212,13.6,4157798237,56,Back,,,,70tsvrcmklvp4ecdhxlugf8ix,K. Itakura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
