id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/10/value,keyPass,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2475386949,77,5,1,9,31,a8l3w3n0j99qjlsxj3jnmgkz1,1,-1,60.7,2022-10-22T13:39:52.620Z,2022-10-23T02:58:03Z,3861993621,233,99,3861993157,346,,3861993155,56,Back,,,,,,,,,,,,,,,,bfpax581lm91ebz4xgz40a191,K. Casteels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475386809,99,5,1,9,31,7ad69ngbpjuyzv96drf8d9sn2,0,101,39.3,2022-10-22T13:39:52.620Z,2022-10-23T02:58:04Z,3861992431,346,,3861992429,56,Center,3861993651,233,77,,,,,,,,,,,,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475387625,78,1,1,10,10,a8l3w3n0j99qjlsxj3jnmgkz1,0,4.6,58.4,2022-10-22T13:40:31.285Z,2022-10-23T02:58:11Z,3861996603,56,Left,3861996619,1,,3861996609,141,85.0,3861996599,124,,3861996611,212,62.5,3861996621,74,,3861996607,140,61.6,3861996617,213,0.3,bfpax581lm91ebz4xgz40a191,K. Casteels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475387719,100,1,1,10,12,7ad69ngbpjuyzv96drf8d9sn2,0,39.5,16.3,2022-10-22T13:40:34.041Z,2022-10-23T02:58:15Z,3861997039,212,24.0,3865188963,388,,3861997037,141,15.1,3861997035,140,62.3,3861997031,3,,3861997041,213,6.2,3861997033,56,Right,,,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475387705,79,44,1,10,15,a8l3w3n0j99qjlsxj3jnmgkz1,1,37.4,84.8,2022-10-22T13:40:36.387Z,2022-10-23T05:38:12Z,3861996931,56,Back,3861996935,285,,3861997157,233,101,,,,,,,,,,,,,,,,dodddfi0l5i36vlgbaybhzeqy,M. van de Ven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475387727,101,44,1,10,15,7ad69ngbpjuyzv96drf8d9sn2,0,62.6,15.2,2022-10-22T13:40:36.388Z,2022-10-23T02:58:20Z,3861997065,56,Right,3861997067,286,,3861997259,233,79,,,,,,,,,,,,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475387775,80,1,1,10,15,a8l3w3n0j99qjlsxj3jnmgkz1,1,36.5,84.8,2022-10-22T13:40:36.490Z,2022-10-23T05:38:12Z,3861997313,3,,3861997321,212,4.2,3861997323,213,6.2,3865189097,388,,3861997317,140,40.5,3861997315,56,Back,3861997319,141,84.2,,,,dodddfi0l5i36vlgbaybhzeqy,M. van de Ven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475387793,81,50,1,10,16,a8l3w3n0j99qjlsxj3jnmgkz1,1,36,96,2022-10-22T13:40:38.042Z,2022-10-23T02:58:27Z,3861997555,286,,3861997407,56,Back,3862116203,233,102,,,,,,,,,,,,,,,,d2ykrr75737c8bzlwhjj90vkl,Y. Gerhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475387803,102,7,1,10,18,7ad69ngbpjuyzv96drf8d9sn2,1,64,4,2022-10-22T13:40:39.518Z,2022-10-23T02:58:31Z,3861997447,56,Right,3865189283,178,,3861997449,285,,3863566473,384,,3862116171,233,81,,,,,,,,,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475387831,103,3,1,10,19,7ad69ngbpjuyzv96drf8d9sn2,0,66.8,7,2022-10-22T13:40:40.722Z,2022-10-23T02:58:35Z,3861997645,286,,3861997643,56,Right,3863566989,465,,3861997703,233,82,3865189321,178,,,,,,,,,,,e4vr28e9cbq3q5nux1jlpuuei,A. Hložek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475387819,82,7,1,10,19,a8l3w3n0j99qjlsxj3jnmgkz1,1,33.2,93,2022-10-22T13:40:40.773Z,2022-10-23T02:58:38Z,3863567359,383,,3861997687,233,103,3865189387,178,,3861997579,285,,3861997577,56,Back,,,,,,,,,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475997721,815,67,1,10,20,a8l3w3n0j99qjlsxj3jnmgkz1,1,32,93.1,2022-10-22T13:40:41.678Z,2022-10-23T05:38:12Z,3865277351,233,984,,,,,,,,,,,,,,,,,,,,,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475997717,984,67,1,10,20,7ad69ngbpjuyzv96drf8d9sn2,0,68,6.9,2022-10-22T13:40:41.679Z,2022-10-23T04:34:44Z,3865277367,233,815,,,,,,,,,,,,,,,,,,,,,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475387823,83,1,1,10,20,a8l3w3n0j99qjlsxj3jnmgkz1,0,33.3,92,2022-10-22T13:40:41.707Z,2022-10-23T05:38:13Z,3861997613,213,5.8,3861997609,141,88.4,3861997605,140,38.2,3861997611,212,5.7,3861997601,56,Back,3865189451,178,,,,,,,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475387853,104,61,1,10,20,7ad69ngbpjuyzv96drf8d9sn2,1,61,12.7,2022-10-22T13:40:41.765Z,2022-10-23T02:58:48Z,3861997753,56,Right,3865189595,389,,,,,,,,,,,,,,,,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475387855,84,1,1,10,21,a8l3w3n0j99qjlsxj3jnmgkz1,0,32.3,88.1,2022-10-22T13:40:43.156Z,2022-10-23T02:58:51Z,3865189627,178,,3861997763,213,5.6,3861997757,140,38.2,3861997755,56,Back,3861997761,212,8.3,3861997759,141,79.9,,,,,,,b7cso5zljdvzfila9zd4fz4ve,J. Kamiński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475387885,105,49,1,10,22,7ad69ngbpjuyzv96drf8d9sn2,1,57.7,21.3,2022-10-22T13:40:44.214Z,2022-10-23T02:58:56Z,,,,,,,,,,,,,,,,,,,,,,,,,2cq6ocr7j487do4nrm3sreg9h,K. Demirbay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475387907,106,1,1,10,22,7ad69ngbpjuyzv96drf8d9sn2,1,57.7,21.3,2022-10-22T13:40:44.241Z,2022-10-23T02:59:01Z,3861998019,140,62.7,3861998025,213,5.5,3861998021,141,13.6,3861998017,56,Right,3865189751,178,,3861998023,212,7.4,,,,,,,2cq6ocr7j487do4nrm3sreg9h,K. Demirbay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475387917,107,1,1,10,23,7ad69ngbpjuyzv96drf8d9sn2,1,62.7,13.6,2022-10-22T13:40:45.193Z,2022-10-23T02:59:06Z,3861998081,56,Right,3861998085,141,13.9,3861998087,212,11.3,3861998107,156,,3861998089,213,3.1,3861998083,140,51.9,3865189799,178,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475387991,108,1,1,10,25,7ad69ngbpjuyzv96drf8d9sn2,1,51.9,13.9,2022-10-22T13:40:46.408Z,2022-10-23T02:59:12Z,3865189885,178,,3861998391,140,37.0,3861998395,212,27.9,3861998397,213,2.2,3861998393,141,47.9,3861998389,56,Back,,,,,,,cis0z72hgahfnfjduk7hdnz3e,O. Kossounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475388049,109,1,1,10,28,7ad69ngbpjuyzv96drf8d9sn2,1,37,47.9,2022-10-22T13:40:49.567Z,2022-10-23T02:59:15Z,3865189937,178,,3861998723,141,63.8,3861998719,56,Back,3861998725,212,10.8,3861998721,140,37.1,3861998727,213,1.6,,,,,,,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475388101,110,1,1,10,31,7ad69ngbpjuyzv96drf8d9sn2,1,42.1,75.8,2022-10-22T13:40:53.125Z,2022-10-23T02:59:19Z,3861998991,212,14.9,3861998985,56,Back,3861998987,140,45.3,3865190061,178,,3861998993,213,1.3,3861998989,141,97.1,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475388141,111,1,1,10,33,7ad69ngbpjuyzv96drf8d9sn2,1,45.3,97.1,2022-10-22T13:40:54.416Z,2022-10-23T02:59:22Z,3861999157,213,6.3,3861999151,140,61.4,3861999155,212,16.9,3865190085,178,,3861999149,56,Left,3861999153,141,96.4,,,,,,,a41r2ob5fhirgdwxwox6nr4yx,M. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475388169,112,1,1,10,34,7ad69ngbpjuyzv96drf8d9sn2,1,62,96.4,2022-10-22T13:40:56.120Z,2022-10-23T02:59:25Z,3861999307,140,61.0,3861999305,56,Left,3865190121,178,,3861999311,212,5.8,3861999309,141,88.0,3861999313,213,4.5,,,,,,,8mcf8c8ht32as6xxrf1gb51m2,A. Adli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475388297,113,2,1,10,36,7ad69ngbpjuyzv96drf8d9sn2,1,65.8,80.7,2022-10-22T13:40:57.774Z,2022-10-23T02:59:28Z,3862002851,7,e4vr28e9cbq3q5nux1jlpuuei,3861999919,56,Center,3861999923,141,69.0,3865190177,178,,3861999921,140,76.5,,,,,,,,,,a41r2ob5fhirgdwxwox6nr4yx,M. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475388313,85,55,1,10,36,a8l3w3n0j99qjlsxj3jnmgkz1,1,29.9,32,2022-10-22T13:40:57.775Z,2022-10-23T02:59:28Z,,,,,,,,,,,,,,,,,,,,,,,,,dodddfi0l5i36vlgbaybhzeqy,M. van de Ven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475388305,114,43,1,10,42,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2022-10-22T13:41:03.896Z,2022-10-22T13:41:22Z,3861999955,2,0,3861999969,141,80.5,3861999973,212,3.5,3862000113,236,0,3861999959,155,0,3861999961,56,Left,3861999965,140,92.3,3861999977,213,4.8,e4vr28e9cbq3q5nux1jlpuuei,A. Hložek,3862002331,144,1,3862000117,233,3862000121,286,,,,,,,,,85,0,,,,,,,,,,,,,,,,,,,,,,,
2475388341,115,43,1,10,43,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2022-10-22T13:41:04.950Z,2022-10-22T13:41:21Z,3862002183,144,6,3862000179,56,Left,3862000181,73,0,,,,,,,,,,,,,,,,e4vr28e9cbq3q5nux1jlpuuei,A. Hložek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475388353,86,43,1,10,44,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-10-22T13:41:05.524Z,2022-10-22T13:41:11Z,3862000231,73,0,3862000227,56,Back,3862000909,144,6,3862000307,233,115,,,,,,,,,,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475389363,92,1,1,11,2,a8l3w3n0j99qjlsxj3jnmgkz1,1,10.8,35.5,2022-10-22T13:41:23.659Z,2022-10-23T02:59:32Z,3862005403,56,Back,3862005409,212,10.5,3862007587,189,,3865190257,178,,3862007505,5,,3862005411,213,5.4,3862005405,140,16.9,3862007507,152,,bfpax581lm91ebz4xgz40a191,K. Casteels,3862005407,141,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475388949,87,1,1,11,3,a8l3w3n0j99qjlsxj3jnmgkz1,1,18.2,24,2022-10-22T13:41:25.223Z,2022-10-23T02:59:38Z,3862003353,56,Back,3862003361,141,39.5,3862003365,212,13.4,3862003357,140,10.3,3865190343,178,,3862003369,213,2.2,,,,,,,fr9ac60188vlmtbrcddhxii1,S. Bornauw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475389039,88,1,1,11,8,a8l3w3n0j99qjlsxj3jnmgkz1,0,10.2,58.8,2022-10-22T13:41:29.980Z,2022-10-23T02:59:41Z,3862003797,141,100.0,3862003795,140,16.0,3862003799,212,30.0,3862003793,56,Back,3865190377,178,,3862003801,213,1.4,,,,,,,bfpax581lm91ebz4xgz40a191,K. Casteels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475389045,89,5,1,11,10,a8l3w3n0j99qjlsxj3jnmgkz1,0,15.8,102,2022-10-22T13:41:32Z,2022-10-23T02:59:44Z,3862003831,56,Back,3862003837,347,,3862004249,233,116,,,,,,,,,,,,,,,,bfpax581lm91ebz4xgz40a191,K. Casteels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475389119,116,5,1,11,10,7ad69ngbpjuyzv96drf8d9sn2,1,84.2,-2,2022-10-22T13:41:32Z,2022-10-23T02:59:44Z,3862004181,56,Right,3862004183,347,,3862004209,233,89,,,,,,,,,,,,,,,,e4vr28e9cbq3q5nux1jlpuuei,A. Hložek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475389139,117,1,1,11,14,7ad69ngbpjuyzv96drf8d9sn2,1,82.1,0,2022-10-22T13:41:35.961Z,2022-10-23T02:59:51Z,3862004289,212,7.8,3862004287,141,9.8,3862004281,107,,3862004285,140,82.4,3862004291,213,1.5,3862004283,56,Right,,,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475389155,118,1,1,11,15,7ad69ngbpjuyzv96drf8d9sn2,1,82.4,9.8,2022-10-22T13:41:36.960Z,2022-10-23T02:59:56Z,3862004371,212,9.8,3865190687,178,,3862004369,141,7.0,3862004373,213,3.3,3862004365,140,73.2,3862004361,56,Right,,,,,,,9ydkbbygq6uocors9kcdnzbop,M. Diaby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475389213,119,1,1,11,17,7ad69ngbpjuyzv96drf8d9sn2,0,73.2,7,2022-10-22T13:41:39.156Z,2022-10-23T03:00:02Z,3862004661,212,1.8,3862004659,141,6.6,3862004811,236,,3862004817,286,,3862004657,140,71.5,3862004655,56,Right,3862004663,213,3.3,3865190789,178,,cis0z72hgahfnfjduk7hdnz3e,O. Kossounou,3862004813,233,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475389229,90,74,1,11,17,a8l3w3n0j99qjlsxj3jnmgkz1,1,38,95.9,2022-10-22T13:41:39.207Z,2022-10-23T03:00:07Z,3865190843,178,,3862004849,233,119,3862004753,285,,3862004751,56,Back,,,,,,,,,,,,,b8if5dg0k9prjik99aiutewh5,Omar Marmoush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475389241,91,5,1,11,20,a8l3w3n0j99qjlsxj3jnmgkz1,0,39.5,101.8,2022-10-22T13:41:41.952Z,2022-10-23T03:00:09Z,3862004797,347,,3862004795,56,Back,3862005041,233,120,,,,,,,,,,,,,,,,b8if5dg0k9prjik99aiutewh5,Omar Marmoush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475389287,120,5,1,11,20,7ad69ngbpjuyzv96drf8d9sn2,1,60.5,-1.8,2022-10-22T13:41:41.952Z,2022-10-23T03:00:09Z,3862004991,347,,3862004989,56,Right,3862005033,233,91,,,,,,,,,,,,,,,,cis0z72hgahfnfjduk7hdnz3e,O. Kossounou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475389627,121,1,1,11,35,7ad69ngbpjuyzv96drf8d9sn2,1,67.1,0,2022-10-22T13:41:56.631Z,2022-10-23T03:00:12Z,3862006739,213,1.5,3862006733,140,68.1,3862006737,212,12.4,3862006729,107,,3862006731,56,Right,3862006735,141,17.2,,,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475688983,887,61,1,11,35,7ad69ngbpjuyzv96drf8d9sn2,1,69.9,17.3,2022-10-22T13:41:56.710Z,2022-10-23T03:01:37Z,3865190989,178,,3863573419,56,Right,,,,,,,,,,,,,,,,,,,e4vr28e9cbq3q5nux1jlpuuei,A. Hložek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475389555,93,49,1,11,36,a8l3w3n0j99qjlsxj3jnmgkz1,1,33,88.6,2022-10-22T13:41:57.430Z,2022-10-23T03:01:20Z,,,,,,,,,,,,,,,,,,,,,,,,,dodddfi0l5i36vlgbaybhzeqy,M. van de Ven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475389605,94,1,1,11,36,a8l3w3n0j99qjlsxj3jnmgkz1,1,33,88.7,2022-10-22T13:41:57.451Z,2022-10-23T03:01:28Z,3862006635,212,11.7,3862006631,140,43.6,3862006637,213,0.3,3862006629,56,Back,3862006633,141,94.1,3865191579,178,,,,,,,,dodddfi0l5i36vlgbaybhzeqy,M. van de Ven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475389613,95,1,1,11,37,a8l3w3n0j99qjlsxj3jnmgkz1,1,43.4,94.8,2022-10-22T13:41:58.640Z,2022-10-23T03:00:58Z,3865191683,178,,3862006681,56,Back,3862015757,141,84.9,3862015755,140,40.6,3862015759,212,7.3,3862015761,213,4.3,,,,,,,b7cso5zljdvzfila9zd4fz4ve,J. Kamiński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475389633,96,1,1,11,38,a8l3w3n0j99qjlsxj3jnmgkz1,1,36.3,84.5,2022-10-22T13:41:59.313Z,2022-10-23T03:01:46Z,3862016945,141,85.5,3862016947,212,10.4,3862016949,213,0.1,3865192453,178,,3862016943,140,46.2,3862006763,56,Back,,,,,,,d2ykrr75737c8bzlwhjj90vkl,Y. Gerhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475389645,97,1,1,11,38,a8l3w3n0j99qjlsxj3jnmgkz1,0,46.7,81,2022-10-22T13:42:00.221Z,2022-10-23T03:01:55Z,3862078893,141,100.0,3865192589,178,,3862006819,56,Back,3862078891,140,48.0,3862078895,212,13.8,3862078897,213,1.5,,,,,,,b8if5dg0k9prjik99aiutewh5,Omar Marmoush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475389653,98,5,1,11,41,a8l3w3n0j99qjlsxj3jnmgkz1,0,48.6,101.8,2022-10-22T13:42:03.144Z,2022-10-23T03:01:58Z,3862006861,347,,3862006859,56,Back,3862007115,233,122,,,,,,,,,,,,,,,,dodddfi0l5i36vlgbaybhzeqy,M. van de Ven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475389693,122,5,1,11,41,7ad69ngbpjuyzv96drf8d9sn2,1,51.4,-1.8,2022-10-22T13:42:03.144Z,2022-10-23T03:01:58Z,3862007083,347,,3862007081,56,Right,3862007099,233,98,,,,,,,,,,,,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475389747,123,1,1,11,44,7ad69ngbpjuyzv96drf8d9sn2,1,51.1,0,2022-10-22T13:42:05.288Z,2022-10-23T03:02:00Z,3862007347,140,28.9,3862007345,56,Back,3862007353,212,27.4,3862007351,141,19.3,3862007357,213,2.6,3862007343,107,,3862007361,1,,,,,9qo448ueot8pfc5oqo378wag9,J. Frimpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475998137,992,67,1,11,46,7ad69ngbpjuyzv96drf8d9sn2,1,32.7,18.2,2022-10-22T13:42:07.655Z,2022-10-23T05:38:13Z,3865279223,233,818,,,,,,,,,,,,,,,,,,,,,,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475998135,818,67,1,11,46,a8l3w3n0j99qjlsxj3jnmgkz1,0,67.3,81.8,2022-10-22T13:42:07.656Z,2022-10-23T04:36:35Z,3865279239,233,992,,,,,,,,,,,,,,,,,,,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475389795,124,1,1,11,46,7ad69ngbpjuyzv96drf8d9sn2,1,28.9,19.3,2022-10-22T13:42:07.673Z,2022-10-23T05:38:13Z,3862007637,56,Back,3862007643,212,26.1,3862007639,140,9.1,3862007645,213,2.5,3862007641,141,42.6,3865192685,178,,,,,,,,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475389825,125,1,1,11,50,7ad69ngbpjuyzv96drf8d9sn2,1,9,46.2,2022-10-22T13:42:11.655Z,2022-10-23T03:02:05Z,3865192723,178,,3862007849,212,25.6,3862007843,56,Back,3862007845,140,13.7,3862007851,213,1.4,3862007847,141,83.2,,,,,,,cg6h7oq0b5zpx1g4brhzyk1xx,L. Hrádecký,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475389859,126,1,1,11,52,7ad69ngbpjuyzv96drf8d9sn2,1,13.7,83.2,2022-10-22T13:42:14.016Z,2022-10-23T03:02:09Z,3865192763,178,,3862008073,56,Back,3862008079,212,10.5,3862008075,140,23.1,3862008077,141,88.3,3862008081,213,0.3,,,,,,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475389907,127,1,1,11,55,7ad69ngbpjuyzv96drf8d9sn2,1,23.1,88.3,2022-10-22T13:42:16.941Z,2022-10-23T03:02:12Z,3862008313,141,86.6,3862008307,56,Back,3862008317,212,9.8,3865192805,178,,3862008309,140,13.8,3862008319,213,3.3,,,,,,,a41r2ob5fhirgdwxwox6nr4yx,M. Bakker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475389967,128,1,1,11,56,7ad69ngbpjuyzv96drf8d9sn2,0,13.8,86.6,2022-10-22T13:42:17.913Z,2022-10-23T03:02:17Z,3862008607,155,,3862008617,213,6.0,3862008615,212,42.2,3862008611,140,52.6,3862008619,1,,3862008609,56,Center,3862008613,141,70.5,3865192845,178,,djha3ac2mfhyb7oia64hq2nd,E. Tapsoba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475389977,99,1,1,12,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,49.3,28.8,2022-10-22T13:42:21.411Z,2022-10-23T03:02:23Z,3865192915,178,,3862008703,140,57.6,3862008705,141,41.6,3862008701,56,Center,3862008707,212,12.3,3862008709,213,0.8,,,,,,,fr9ac60188vlmtbrcddhxii1,S. Bornauw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475389983,100,49,1,12,1,a8l3w3n0j99qjlsxj3jnmgkz1,1,58.9,43.6,2022-10-22T13:42:23.210Z,2022-10-23T03:02:29Z,,,,,,,,,,,,,,,,,,,,,,,,,d2ykrr75737c8bzlwhjj90vkl,Y. Gerhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475389997,101,1,1,12,2,a8l3w3n0j99qjlsxj3jnmgkz1,0,59.2,43.7,2022-10-22T13:42:23.268Z,2022-10-23T03:02:30Z,3862008779,212,9.3,3862008781,213,6.2,3862008777,141,42.1,3862008775,140,68.0,3865193057,178,,3862008773,56,Center,,,,,,,d2ykrr75737c8bzlwhjj90vkl,Y. Gerhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475390009,129,49,1,12,2,7ad69ngbpjuyzv96drf8d9sn2,1,34.9,64,2022-10-22T13:42:23.972Z,2022-10-23T03:02:48Z,,,,,,,,,,,,,,,,,,,,,,,,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475390069,130,1,1,12,3,7ad69ngbpjuyzv96drf8d9sn2,1,35.6,64.1,2022-10-22T13:42:24.799Z,2022-10-23T03:02:51Z,3862009113,56,Back,3865193395,178,,3862009121,213,0.8,3862009115,140,38.8,3862009117,141,68.9,3862009119,212,4.7,,,,,,,4tev0kk0om8cr1xbwpt8bozit,R. Andrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475390091,131,1,1,12,6,7ad69ngbpjuyzv96drf8d9sn2,1,40.6,68.2,2022-10-22T13:42:27.253Z,2022-10-23T03:02:54Z,3862009213,140,47.9,3862009219,213,0.3,3865193443,178,,3862009211,56,Back,3862009215,141,71.9,3862009217,212,8.1,,,,,,,2cq6ocr7j487do4nrm3sreg9h,K. Demirbay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475390123,132,1,1,12,6,7ad69ngbpjuyzv96drf8d9sn2,1,47.9,71.9,2022-10-22T13:42:27.951Z,2022-10-23T03:02:56Z,3862009383,141,73.9,3865193467,178,,3862009379,56,Back,3862009387,213,2.9,3862009381,140,41.7,3862009385,212,6.7,,,,,,,8mcf8c8ht32as6xxrf1gb51m2,A. Adli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
