id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/18/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,assist
2483278517,1,34,16,0,0,dt4pinj0vw0t0cvz7za6mhmzy,1,0,0,2022-11-08T16:38:46.399Z,2022-11-08T17:32:26Z,3903643007,30,"9rjd95oqotnalxmv56v7p1r6d, 4vy3j1o829f561jf4fqum7ob9, 6ie5meimavc8kwohr6lrdyket, emvi36y613e4lqlat3wfdih9l, cd6i7khi5wgsfsg19c9tcjydx, d5mck7rf48chzersephpx29d5, ebj6t5jqzixrnww1z7qofznu2, e83ula4wockmc2xid7185kcq2, eguzzwxdm0fwocax6srpck48a, f4qcgzveslklfi8601tep77x1, 7q96z3aaee5jyccb8pjthi8kp, 2we9yak4ipkr1ljigj20puv6y, 3y9nm18as1wxhizq3fyazb2t, 4lcyjhvtwieshr4r3a6104qtx, 7lai6ovwsl01gonutejt4mms5, culbbgu1o5fdbl3gxz54rbn4l, 2jrntrq2x714pviioh3jnkted, 1ltc40nsr2fkx99i5hf7i3mga, 71w4o1g2v04rp4l4j0dygnre2, 8zl9wv46y5bchktqcwth3z3ai",3903643019,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3903643015,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3903680259,197,2698,3903643013,130,8,3903643009,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3903643017,194,cd6i7khi5wgsfsg19c9tcjydx,3903643011,59,"1, 25, 13, 6, 15, 4, 27, 22, 18, 19, 21, 7, 10, 20, 23, 30, 33, 44, 46, 47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483278701,1,34,16,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-11-08T16:40:30.644Z,2022-11-08T17:35:06Z,3903644057,194,acxwc7xxrtyssiy390t859kgl,3903693697,197,8139,3903644055,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3903644053,130,5,3903644059,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3903644047,30,"bfpax581lm91ebz4xgz40a191, 23l48u4w5nj4036whjm3s49gp, 76h7b6dhpyotolq68f84lqifp, 6384gzzxuxs6pvmrn8qx4d7u1, fr9ac60188vlmtbrcddhxii1, dodddfi0l5i36vlgbaybhzeqy, b7cso5zljdvzfila9zd4fz4ve, d2ykrr75737c8bzlwhjj90vkl, eswxx8pxqyuj7rnpvqawpej1l, acxwc7xxrtyssiy390t859kgl, b8if5dg0k9prjik99aiutewh5, 2mwe6l0eu1tisri3eu26fx8x6, 7e7w34imugzsufvytjxytupd5, 3es8fg7y59lckypu11i68q6s5, embn1jhcly07i6pjcvcdiavo5, 53ozrqkupvt2iyi2xg0swf7px, ec04djw7dspowrm7h7wr6e5ed, 40rzvcdss138e6futx3bht3o5, 4sd2zs6d5cd4d9n3oo54lglat, aplc9mad75h1k90o3qla9c7l6",3903644051,59,"1, 20, 6, 22, 3, 5, 16, 31, 23, 27, 33, 2, 4, 7, 10, 12, 14, 15, 32, 39",3903644049,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285401,2,32,1,0,0,dt4pinj0vw0t0cvz7za6mhmzy,1,0,0,2022-11-08T17:30:12.420Z,2022-11-08T17:30:14Z,3903682297,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285387,2,32,1,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-11-08T17:30:12.420Z,2022-11-09T01:52:41Z,3903682251,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285413,3,1,1,0,0,a8l3w3n0j99qjlsxj3jnmgkz1,1,50.1,50.9,2022-11-08T17:30:12.511Z,2022-11-09T04:17:08Z,3903682339,141,71.7,3903682335,56,Back,3903682337,140,29.4,3903682345,279,S,3903682343,213,2.6,3904728479,178,,3903682341,212,25.9,,,,d2ykrr75737c8bzlwhjj90vkl,Y. Gerhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285433,4,1,1,0,2,a8l3w3n0j99qjlsxj3jnmgkz1,1,29.4,72.3,2022-11-08T17:30:15.293Z,2022-11-09T04:17:22Z,3903682441,141,90.3,3904728637,178,,3903682445,213,1.0,3903682443,212,14.8,3903682437,56,Back,3903682439,140,37.4,,,,,,,dodddfi0l5i36vlgbaybhzeqy,M. van de Ven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285437,5,1,1,0,5,a8l3w3n0j99qjlsxj3jnmgkz1,0,37.4,90.3,2022-11-08T17:30:18.345Z,2022-11-09T04:17:27Z,3903682461,155,,3903682467,141,68.9,3903682465,140,64.5,3903682463,56,Center,3904728689,178,,3903682471,213,5.8,3903682469,212,32.0,,,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285455,3,44,1,0,9,dt4pinj0vw0t0cvz7za6mhmzy,1,35.2,36.5,2022-11-08T17:30:22.172Z,2022-11-09T07:29:43Z,3903682549,285,,3903682591,233,6,3903682547,56,Back,,,,,,,,,,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285459,6,44,1,0,9,a8l3w3n0j99qjlsxj3jnmgkz1,0,64.8,63.5,2022-11-08T17:30:22.173Z,2022-11-09T04:17:55Z,3903682563,286,,3903682561,56,Center,3903682627,233,3,,,,,,,,,,,,,,,,d2ykrr75737c8bzlwhjj90vkl,Y. Gerhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285471,4,1,1,0,9,dt4pinj0vw0t0cvz7za6mhmzy,1,32.5,43.1,2022-11-08T17:30:22.242Z,2022-11-09T07:29:43Z,3903682633,56,Back,3903682637,141,38.4,3903682631,3,,3903682641,213,5.7,3903682635,140,36.8,3904728849,388,,3903682639,212,5.5,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285473,5,61,1,0,9,dt4pinj0vw0t0cvz7za6mhmzy,1,36.8,38.4,2022-11-08T17:30:22.271Z,2022-11-09T04:18:04Z,3903682645,56,Back,3904728879,178,,,,,,,,,,,,,,,,,,,,f4qcgzveslklfi8601tep77x1,J. Brandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285487,7,1,1,0,12,a8l3w3n0j99qjlsxj3jnmgkz1,0,58.9,71.9,2022-11-08T17:30:25.122Z,2022-11-09T04:18:12Z,3903682685,56,Back,3903682691,212,11.5,3903682687,140,48.0,3903682693,213,3.2,3903682689,141,70.2,3904728929,178,,,,,,,,acxwc7xxrtyssiy390t859kgl,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483288061,30,61,1,0,13,dt4pinj0vw0t0cvz7za6mhmzy,1,47.1,28.4,2022-11-08T17:30:25.522Z,2022-11-09T04:18:19Z,3904728977,178,,3903694341,56,Back,,,,,,,,,,,,,,,,,,,eguzzwxdm0fwocax6srpck48a,Y. Moukoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285667,11,4,1,0,16,a8l3w3n0j99qjlsxj3jnmgkz1,1,44.6,63.7,2022-11-08T17:30:28.558Z,2022-11-09T04:18:27Z,3903684619,294,,3903683467,152,,3903683465,56,Back,3903683463,13,,3903683481,233,6,3903683471,286,,,,,,,,acxwc7xxrtyssiy390t859kgl,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285659,6,4,1,0,16,dt4pinj0vw0t0cvz7za6mhmzy,0,55.4,36.3,2022-11-08T17:30:28.559Z,2022-11-09T04:18:26Z,3903683439,285,,3903683437,152,,3903683487,233,11,3903683435,56,Center,3903683433,294,,3904729041,178,,3903683431,13,,,,,eguzzwxdm0fwocax6srpck48a,Y. Moukoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285557,8,43,1,0,26,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-11-08T17:30:38.617Z,2022-11-08T17:30:56Z,3903682991,56,Back,3903683585,144,61,,,,,,,,,,,,,,,,,,,acxwc7xxrtyssiy390t859kgl,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285635,9,43,1,0,35,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-11-08T17:30:47.458Z,2022-11-08T17:30:54Z,3903683547,144,49,,,,,,,,,,,,,,,,,,,,,,d2ykrr75737c8bzlwhjj90vkl,Y. Gerhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285647,10,43,1,0,35,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2022-11-08T17:30:47.617Z,2022-11-08T17:30:53Z,3903683369,212,34.6,3903683371,213,3.4,3903683521,144,1,3903683373,1,0,3903683365,140,11.9,3903683363,56,Back,3903683367,141,57.3,,,,d2ykrr75737c8bzlwhjj90vkl,Y. Gerhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285729,12,1,1,0,41,a8l3w3n0j99qjlsxj3jnmgkz1,1,44,67.7,2022-11-08T17:30:54.001Z,2022-11-09T04:18:40Z,3903683803,56,Back,3903683805,140,37.9,3903683807,141,29.8,3903683799,5,,3903732763,189,,3903683801,152,,3903683809,212,26.6,3904729291,178,,acxwc7xxrtyssiy390t859kgl,M. Arnold,3903683811,213,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285739,13,1,1,0,45,a8l3w3n0j99qjlsxj3jnmgkz1,1,35.9,33.8,2022-11-08T17:30:57.806Z,2022-11-09T04:18:51Z,3903683849,56,Back,3903683851,140,27.2,3904729487,178,,3903683857,213,2.2,3903683855,212,16.2,3903683853,141,53.4,,,,,,,fr9ac60188vlmtbrcddhxii1,S. Bornauw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285747,14,1,1,0,47,a8l3w3n0j99qjlsxj3jnmgkz1,1,27.3,53.3,2022-11-08T17:31:00.002Z,2022-11-09T04:19:02Z,3904729659,178,,3903683897,141,70.7,3903683901,213,1.3,3903683899,212,12.4,3903683893,56,Back,3903683895,140,30.7,,,,,,,bfpax581lm91ebz4xgz40a191,K. Casteels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285771,15,1,1,0,50,a8l3w3n0j99qjlsxj3jnmgkz1,1,28.6,64.1,2022-11-08T17:31:03.206Z,2022-11-09T04:19:07Z,3903684005,212,20.6,3903684003,141,33.8,3903684007,213,4.7,3903684001,140,28.6,3904729695,178,,3903683999,56,Back,,,,,,,dodddfi0l5i36vlgbaybhzeqy,M. van de Ven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285783,16,1,1,0,56,a8l3w3n0j99qjlsxj3jnmgkz1,1,33,26.3,2022-11-08T17:31:08.661Z,2022-11-09T04:19:15Z,3903684049,56,Right,3903684051,140,56.8,3903684057,213,5.8,3904729757,178,,3903684053,141,6.5,3903684055,212,28.4,,,,,,,fr9ac60188vlmtbrcddhxii1,S. Bornauw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285803,17,1,1,0,59,a8l3w3n0j99qjlsxj3jnmgkz1,1,52.2,22.9,2022-11-08T17:31:11.862Z,2022-11-09T04:19:23Z,3903684149,212,29.0,3904729823,178,,3903684151,213,2.1,3903684145,140,37.9,3903684143,56,Back,3903684147,141,59.3,,,,,,,23l48u4w5nj4036whjm3s49gp,R. Baku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285873,18,1,1,1,3,a8l3w3n0j99qjlsxj3jnmgkz1,1,52.8,75.8,2022-11-08T17:31:16.021Z,2022-11-09T04:19:35Z,3903684419,141,96.3,3903684423,213,1.0,3903684417,140,61.8,3904729911,178,,3903684415,56,Left,3903684421,212,16.8,,,,,,,dodddfi0l5i36vlgbaybhzeqy,M. van de Ven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285885,19,3,1,1,8,a8l3w3n0j99qjlsxj3jnmgkz1,0,77,94.6,2022-11-08T17:31:21.265Z,2022-11-09T04:19:42Z,3903684505,233,7,3903684463,286,,3903684457,56,Left,3904729953,178,,3904206579,465,,,,,,,,,,,b8if5dg0k9prjik99aiutewh5,Omar Marmoush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285871,7,7,1,1,8,dt4pinj0vw0t0cvz7za6mhmzy,0,23,5.4,2022-11-08T17:31:21.323Z,2022-11-09T04:19:47Z,3903684467,233,19,3903684413,285,,3904206785,385,,3903684411,56,Back,3904729989,178,,,,,,,,,,,cd6i7khi5wgsfsg19c9tcjydx,M. Hummels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285915,20,61,1,1,8,a8l3w3n0j99qjlsxj3jnmgkz1,1,73.5,95.6,2022-11-08T17:31:21.403Z,2022-11-09T04:19:56Z,3903684569,56,Left,3904730043,178,,,,,,,,,,,,,,,,,,,,b8if5dg0k9prjik99aiutewh5,Omar Marmoush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483285901,8,49,1,1,10,dt4pinj0vw0t0cvz7za6mhmzy,1,14.1,7.6,2022-11-08T17:31:23.121Z,2022-11-09T04:20:25Z,,,,,,,,,,,,,,,,,,,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
