id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/14/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2521523209,7,44,1,0,11,a8l3w3n0j99qjlsxj3jnmgkz1,1,70.7,30.6,2023-03-18T14:30:46.448Z,2023-03-19T14:17:14Z,4105200561,286,,4106432947,233,946,4105200559,56,Center,,,,,,,,,,,,,,,,6384gzzxuxs6pvmrn8qx4d7u1,F. Nmecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521758483,946,44,1,0,11,3dwlvz6cl4lcavvrg0y2dycrt,0,29.3,69.4,2023-03-18T14:30:46.449Z,2023-03-19T08:01:25Z,4106431707,56,Back,4106431709,285,,4106432999,233,7,,,,,,,,,,,,,,,,254i1zsifi2er9rvuxgi9katx,G. Haraguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521523227,8,1,1,0,11,a8l3w3n0j99qjlsxj3jnmgkz1,0,69.4,31.8,2023-03-18T14:30:46.515Z,2023-03-19T14:17:15Z,4105200677,3,,4105200679,56,Center,4108908247,388,,4105200685,212,7.3,4105200681,140,75.2,4105200683,141,37.6,4105200687,213,0.6,,,,6384gzzxuxs6pvmrn8qx4d7u1,F. Nmecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521523261,5,49,1,0,12,3dwlvz6cl4lcavvrg0y2dycrt,1,23.8,70.5,2023-03-18T14:30:47.404Z,2023-03-19T08:01:45Z,,,,,,,,,,,,,,,,,,,,,,,,,a4p1m3cqm6z2p1bw97s6k46ad,A. Karazor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521523321,6,1,1,0,12,3dwlvz6cl4lcavvrg0y2dycrt,0,23.8,70.5,2023-03-18T14:30:47.457Z,2023-03-19T08:01:51Z,4105201173,1,,4108908669,178,,4105201171,213,0.3,4105201165,140,61.5,4105201161,157,,4105201169,212,41.7,4105201167,141,90.0,4105201163,56,Left,a4p1m3cqm6z2p1bw97s6k46ad,A. Karazor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521523385,9,1,1,0,17,a8l3w3n0j99qjlsxj3jnmgkz1,0,41.1,8.8,2023-03-18T14:30:52.274Z,2023-03-19T08:02:00Z,4105201477,3,,4105201479,56,Back,4108908821,388,,4105201485,212,9.6,4105201481,140,47.2,4105201483,141,0.0,4105201487,213,5.4,,,,7e7w34imugzsufvytjxytupd5,M. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521523551,7,5,1,0,19,3dwlvz6cl4lcavvrg0y2dycrt,1,56.6,101.6,2023-03-18T14:30:53.759Z,2023-03-19T08:02:08Z,4105202315,347,,4105202313,56,Left,4105202357,233,10,,,,,,,,,,,,,,,,254i1zsifi2er9rvuxgi9katx,G. Haraguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521523391,10,5,1,0,19,a8l3w3n0j99qjlsxj3jnmgkz1,0,43.4,-1.6,2023-03-18T14:30:53.759Z,2023-03-19T08:02:09Z,4105202399,233,7,4105201507,56,Back,4105201509,347,,,,,,,,,,,,,,,,,7e7w34imugzsufvytjxytupd5,M. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521523633,8,1,1,0,28,3dwlvz6cl4lcavvrg0y2dycrt,1,61.4,100,2023-03-18T14:31:03.515Z,2023-03-19T08:02:12Z,4105202787,140,34.3,4105202783,107,,4105202789,141,93.0,4105202793,213,3.4,4105202791,212,29.1,4105202785,56,Back,4105202795,1,,,,,e9u7cmvaem5p7x9px3yq9f179,B. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521523709,9,1,1,0,32,3dwlvz6cl4lcavvrg0y2dycrt,1,32.2,92.3,2023-03-18T14:31:06.933Z,2023-03-19T08:02:19Z,4108909139,178,,4105203195,212,31.6,4105203191,140,14.6,4105203189,56,Back,4105203193,141,54.6,4105203197,213,4.1,,,,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521523769,10,1,1,0,35,3dwlvz6cl4lcavvrg0y2dycrt,1,15.6,48.4,2023-03-18T14:31:10.258Z,2023-03-19T08:02:23Z,4105203479,140,20.0,4105203477,56,Back,4108909217,178,,4105203481,141,35.7,4105203483,212,9.8,4105203485,213,5.2,,,,,,,62gct49oglcdzxafhrfucrb2t,F. Bredlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521523819,11,1,1,0,38,3dwlvz6cl4lcavvrg0y2dycrt,1,21.5,31,2023-03-18T14:31:13.363Z,2023-03-19T08:02:27Z,4105203719,141,48.8,4105203721,212,17.6,4105203717,140,9.3,4105203723,213,2.4,4105203715,56,Back,4108909259,178,,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521523893,12,1,1,0,40,3dwlvz6cl4lcavvrg0y2dycrt,1,9.3,48.8,2023-03-18T14:31:15.141Z,2023-03-19T08:04:51Z,4105204067,140,16.2,4105204069,141,85.6,4105204065,56,Back,4105204071,212,26.1,4105204073,213,1.3,4108911689,178,,,,,,,,62gct49oglcdzxafhrfucrb2t,F. Bredlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521523929,13,1,1,0,44,3dwlvz6cl4lcavvrg0y2dycrt,1,21.1,88.7,2023-03-18T14:31:19.071Z,2023-03-19T08:04:57Z,4105204283,212,12.3,4105204281,141,96.5,4105204285,213,0.4,4108911779,178,,4105204277,56,Back,4105204279,140,31.7,,,,,,,8p2yagsx6ujdbmeonkd3u4c89,H. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521523975,14,1,1,0,46,3dwlvz6cl4lcavvrg0y2dycrt,1,32,95.8,2023-03-18T14:31:20.927Z,2023-03-19T08:05:01Z,4105204519,56,Back,4105204521,140,31.2,4105204523,141,83.9,4105204527,213,4.6,4108911881,178,,4105204525,212,8.1,,,,,,,e9u7cmvaem5p7x9px3yq9f179,B. Sosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521524001,15,1,1,0,48,3dwlvz6cl4lcavvrg0y2dycrt,0,35.2,88.1,2023-03-18T14:31:23.077Z,2023-03-19T08:05:07Z,4105204649,212,11.2,4108911969,178,,4105204643,56,Back,4105204651,213,0.9,4105204647,141,100.0,4105204645,140,42.0,,,,,,,a4p1m3cqm6z2p1bw97s6k46ad,A. Karazor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521524095,11,5,1,0,49,a8l3w3n0j99qjlsxj3jnmgkz1,1,55.7,-1.4,2023-03-18T14:31:23.891Z,2023-03-19T08:05:11Z,4105205209,56,Right,4105205231,233,16,4105205211,347,,,,,,,,,,,,,,,,,b8if5dg0k9prjik99aiutewh5,Omar Marmoush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521524007,16,5,1,0,49,3dwlvz6cl4lcavvrg0y2dycrt,0,44.3,101.4,2023-03-18T14:31:23.891Z,2023-03-19T08:05:11Z,4105204675,56,Back,4105205265,233,11,4105204677,347,,,,,,,,,,,,,,,,,254i1zsifi2er9rvuxgi9katx,G. Haraguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521524147,12,1,1,0,54,a8l3w3n0j99qjlsxj3jnmgkz1,1,53.4,0,2023-03-18T14:31:28.965Z,2023-03-19T08:05:31Z,4105205465,56,Back,4105205471,212,20.2,4105205473,213,2.7,4105205467,140,35.7,4105205463,107,,4105205469,141,9.5,,,,,,,2mwe6l0eu1tisri3eu26fx8x6,K. Fischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521524261,13,1,1,0,57,a8l3w3n0j99qjlsxj3jnmgkz1,1,35.2,8.8,2023-03-18T14:31:31.948Z,2023-03-19T08:05:38Z,4108912529,178,,4105206055,212,22.2,4105206045,56,Back,4105206057,213,2.4,4105206053,141,30.1,4105206049,140,19.2,,,,,,,7e7w34imugzsufvytjxytupd5,M. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521524283,14,1,1,1,3,a8l3w3n0j99qjlsxj3jnmgkz1,1,18,43.4,2023-03-18T14:31:37.727Z,2023-03-19T08:05:43Z,4105206183,212,11.7,4105206181,141,60.3,4105206185,213,1.4,4108912621,178,,4105206179,140,20.0,4105206177,56,Back,,,,,,,bfpax581lm91ebz4xgz40a191,K. Casteels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521524403,15,1,1,1,7,a8l3w3n0j99qjlsxj3jnmgkz1,1,24.6,61.1,2023-03-18T14:31:42.017Z,2023-03-19T08:05:47Z,4108912679,178,,4105206839,212,14.7,4105206837,141,45.5,4105206833,56,Back,4105206835,140,14.9,4105206841,213,3.9,,,,,,,dodddfi0l5i36vlgbaybhzeqy,M. van de Ven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521524451,16,1,1,1,11,a8l3w3n0j99qjlsxj3jnmgkz1,1,12.9,40.4,2023-03-18T14:31:45.757Z,2023-03-19T08:05:50Z,4105207091,141,4.9,4108912789,178,,4105207089,140,20.9,4105207093,212,25.6,4105207087,56,Back,4105207095,213,5.0,,,,,,,bfpax581lm91ebz4xgz40a191,K. Casteels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521524477,17,1,1,1,13,a8l3w3n0j99qjlsxj3jnmgkz1,1,21.4,4.3,2023-03-18T14:31:48.174Z,2023-03-19T08:05:59Z,4105207279,212,10.8,4105207277,141,2.9,4105207273,140,31.6,4105207283,213,6.2,4105207269,56,Back,4108912929,178,,,,,,,,2mwe6l0eu1tisri3eu26fx8x6,K. Fischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521524503,18,1,1,1,15,a8l3w3n0j99qjlsxj3jnmgkz1,1,31.6,3.2,2023-03-18T14:31:49.722Z,2023-03-19T08:06:05Z,4105207393,212,4.5,4105207389,141,8.5,4105207383,56,Back,4105207395,213,2.2,4105207385,140,29.1,4108913039,178,,,,,,,,6384gzzxuxs6pvmrn8qx4d7u1,F. Nmecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521524515,19,61,1,1,15,a8l3w3n0j99qjlsxj3jnmgkz1,0,29.5,8,2023-03-18T14:31:50.358Z,2023-03-19T08:06:11Z,4105207441,56,Back,4108913169,178,,,,,,,,,,,,,,,,,,,,2mwe6l0eu1tisri3eu26fx8x6,K. Fischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521524567,17,49,1,1,17,3dwlvz6cl4lcavvrg0y2dycrt,1,65.8,63,2023-03-18T14:31:51.916Z,2023-03-19T08:06:17Z,,,,,,,,,,,,,,,,,,,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521524621,18,1,1,1,19,3dwlvz6cl4lcavvrg0y2dycrt,1,67.5,57.8,2023-03-18T14:31:54.454Z,2023-03-19T08:06:22Z,4105207957,56,Center,4105207959,140,77.2,4105207965,213,5.7,4105207961,141,48.5,4108913407,178,,4105207963,212,12.0,,,,,,,3kti58d195gmtzwrjh5nprx05,W. Endo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521524635,19,1,1,1,20,3dwlvz6cl4lcavvrg0y2dycrt,0,77.2,48.5,2023-03-18T14:31:54.998Z,2023-03-19T08:06:29Z,4105208015,56,Center,4108913585,178,,4105208021,212,9.0,4105208017,140,75.4,4105208019,141,61.4,4105208023,213,1.8,4105208073,156,,,,,2tdxcr1wkubis5n81sg4pzyz9,Gil Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521524677,20,49,1,1,21,a8l3w3n0j99qjlsxj3jnmgkz1,1,28,28.8,2023-03-18T14:31:55.797Z,2023-03-19T08:06:38Z,,,,,,,,,,,,,,,,,,,,,,,,,6384gzzxuxs6pvmrn8qx4d7u1,F. Nmecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521524799,21,1,1,1,22,a8l3w3n0j99qjlsxj3jnmgkz1,1,30.2,30.4,2023-03-18T14:31:57.449Z,2023-03-19T08:06:42Z,4105208925,213,1.0,4105208923,212,31.7,4105208919,140,46.8,4108913957,178,,4105208917,56,Back,4105208921,141,69.3,,,,,,,6384gzzxuxs6pvmrn8qx4d7u1,F. Nmecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521524817,22,3,1,1,25,a8l3w3n0j99qjlsxj3jnmgkz1,0,56,75.2,2023-03-18T14:32:00.236Z,2023-03-19T08:06:51Z,4105208987,56,Center,4105208989,286,,4105209139,233,20,4107531157,465,,4108914241,178,,,,,,,,,,,b8if5dg0k9prjik99aiutewh5,Omar Marmoush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521524809,20,7,1,1,26,3dwlvz6cl4lcavvrg0y2dycrt,0,44,24.8,2023-03-18T14:32:00.877Z,2023-03-19T08:07:00Z,4105208971,285,,4105208969,56,Back,4105209077,233,22,4108914413,178,,4107531379,383,,,,,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521524867,23,43,1,1,30,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2023-03-18T14:32:04.819Z,2023-03-18T20:51:25Z,4107567149,144,61,4105209213,56,Back,,,,,,,,,,,,,,,,,,,b8if5dg0k9prjik99aiutewh5,Omar Marmoush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521524857,21,43,1,1,30,3dwlvz6cl4lcavvrg0y2dycrt,1,0,0,2023-03-18T14:32:05.006Z,2023-03-18T20:51:26Z,4105209161,56,Back,4107567185,144,61,,,,,,,,,,,,,,,,,,,5l8wtw156meo2vrtrgasif6jt,K. Mavropanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521524937,24,1,1,1,31,a8l3w3n0j99qjlsxj3jnmgkz1,1,55.7,90.3,2023-03-18T14:32:05.555Z,2023-03-19T08:07:04Z,4105209595,141,78.5,4105209597,212,9.4,4105209593,140,60.4,4108914465,178,,4105209599,213,5.3,4105209591,56,Center,,,,,,,b8if5dg0k9prjik99aiutewh5,Omar Marmoush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521524951,25,1,1,1,32,a8l3w3n0j99qjlsxj3jnmgkz1,1,57.6,78.7,2023-03-18T14:32:06.793Z,2023-03-19T08:07:08Z,4105209657,56,Back,4108914519,178,,4105209659,140,42.2,4105209663,141,90.9,4105209667,213,2.7,4105209665,212,18.2,,,,,,,d2ykrr75737c8bzlwhjj90vkl,Y. Gerhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521525009,28,1,1,1,34,a8l3w3n0j99qjlsxj3jnmgkz1,1,41,84.2,2023-03-18T14:32:09.131Z,2023-03-19T08:07:12Z,4105209925,213,3.8,4105209923,212,11.7,4105209919,140,32.4,4108914645,178,,4105209921,141,73.3,4105209917,56,Back,,,,,,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521524965,26,43,1,1,35,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2023-03-18T14:32:09.854Z,2023-03-18T15:17:47Z,4105577041,144,1,4105209719,56,Back,4105209721,140,42.4,4105209727,213,4.7,4105209723,141,69.7,4105209725,212,14.6,,,,,,,76h7b6dhpyotolq68f84lqifp,Paulo Otávio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521524987,27,43,1,1,36,a8l3w3n0j99qjlsxj3jnmgkz1,1,0,0,2023-03-18T14:32:10.733Z,2023-03-18T15:17:48Z,4105209807,56,Back,4105209809,140,41.0,4105209815,213,1.7,4105209811,141,82.1,4105577195,144,1,4105209813,212,8.6,,,,,,,acxwc7xxrtyssiy390t859kgl,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521525037,29,1,1,1,36,a8l3w3n0j99qjlsxj3jnmgkz1,1,33,71.7,2023-03-18T14:32:11.387Z,2023-03-19T08:07:19Z,4105210039,140,31.6,4105210037,56,Back,4105210045,212,20.2,4108914753,178,,4105210049,213,4.6,4105210043,141,42.1,,,,,,,dodddfi0l5i36vlgbaybhzeqy,M. van de Ven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521525095,30,1,1,1,39,a8l3w3n0j99qjlsxj3jnmgkz1,1,36.3,37.7,2023-03-18T14:32:14.172Z,2023-03-19T08:07:23Z,4108914813,178,,4105210311,56,Back,4105210319,213,4.9,4105210313,140,39.5,4105210317,212,23.3,4105210315,141,3.8,,,,,,,7e7w34imugzsufvytjxytupd5,M. Lacroix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521525219,31,1,1,1,42,a8l3w3n0j99qjlsxj3jnmgkz1,1,35.9,6.5,2023-03-18T14:32:17.179Z,2023-03-19T08:07:27Z,4105210985,213,2.5,4105210981,141,34.8,4105210983,212,31.4,4108914845,178,,4105210979,140,12.3,4105210977,56,Back,,,,,,,2mwe6l0eu1tisri3eu26fx8x6,K. Fischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521525297,32,1,1,1,46,a8l3w3n0j99qjlsxj3jnmgkz1,1,13.3,41.8,2023-03-18T14:32:21.190Z,2023-03-19T08:08:25Z,4105211375,213,1.3,4105211369,140,23.9,4105211367,56,Back,4105211373,212,35.5,4105211377,1,,4108915579,178,,4105211371,141,91.4,4105211365,155,,bfpax581lm91ebz4xgz40a191,K. Casteels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
