id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/14/value,qualifier/15/value
2483658303,1,34,16,0,0,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2022-11-09T18:40:11.858Z,2022-11-09T19:30:04Z,3905566367,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3905566369,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3905566363,59,"13, 27, 29, 6, 4, 41, 19, 30, 9, 20, 11, 7, 8, 15, 17, 23, 24, 28, 40, 44",3905566365,130,8,3905566361,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3905566359,30,"dvo2f7d0yosn404wsrsgeprdh, f3xm12deg7xf3g2n3yk11npat, 5qc0owkwmgk74qy13ft3kpg5, dgysidzshgxqm3jegaihwi5wq, 4fvtwbl1hrxgs9lg957rxladx, w2jovd0ta6to004lvlri5gtm, at2rbigl1d8bsjw2u6lhfcatx, 9taxidttdt94nmvc3mqhqq0ut, 9xl238e13utd2ondzqi51ka1h, 1n0y675l767w55pipq5lgj1zp, 6b7p3ncup75mpop91n0u1mw2d, aahyom322jdc6f21960ycuzth, 8n0dskalmx94ofiq6jewa22tx, dpybx98sqm09bqcsuah1zj7px, 58jjd14yvf4d6tvqcz4xo3a7e, 2rsdnuf5kuu8kxybsjq7ogbje, 7lohomjw8xbl5eymcqhrtytw5, mvezin3jbq5rhf826228rkve, 8czesxhh2bedy0ukqb95rk82d, 7ge5pob1kdmtw9kg3ki34uwyy",3905698725,197,6345,3905698573,194,9xl238e13utd2ondzqi51ka1h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483660251,1,34,16,0,0,1c7qokc1j5z50cjj4tcu32haa,1,0,0,2022-11-09T18:42:56.203Z,2022-11-09T19:41:38Z,3905574921,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3905574909,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3905698389,197,16363,3905574905,30,"ci1nu5z8aiiikco8af0zk1lud, amd4rodp6senk2c1mmlsqozpx, eh9sh9aa10zrp80l6e4l0c7h1, 6u47fsriz3ejlf72hxtsew5bd, ernbjicg113inzsubzrfm8fyt, 6uurhe88nry4hyelll8ifzd91, az7owi5t4bclkamjsjuyxzv1l, bwqqecmqm76v5b83v1cz891p1, dzolxp2oixtakcrqfyibpu76d, 4rgz5z372h6sbwhpxl69cb6c5, d608s0948uh3owqee7t0en7px, d2gbcc336c4zatpiif4cvm2fp, 2w76r8guf9sacoriu0ivytyax, l469vtpe0jbgg5sq1v2e67e1, d9q12xp4h8nhtjxl5il3vufh1, bvifdvoxv9e8nq8qe37c0gvrp, 24w7jq5qou30k8f76lmr20ju2, d3tfdqfnab7bqxfdh3399y06i, 4baqlwfu312pctopy1cx6s2c5, 3n2imac1yp8jppsf36a4qg76y",3905574913,59,"27, 21, 3, 19, 42, 20, 6, 7, 9, 11, 31, 1, 4, 8, 10, 16, 17, 29, 30, 37",3905574915,130,12,3905574919,194,ci1nu5z8aiiikco8af0zk1lud,3905574917,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686853,2,32,1,0,0,1c7qokc1j5z50cjj4tcu32haa,1,0,0,2022-11-09T19:31:26.539Z,2022-11-09T19:34:56Z,3905701855,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686747,2,32,1,0,0,cz4a6wmzx2obyisadhgaccx7b,1,0,0,2022-11-09T19:31:26.539Z,2022-11-10T06:27:09Z,3905701401,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686949,3,1,1,0,0,1c7qokc1j5z50cjj4tcu32haa,1,50.4,50.3,2022-11-09T19:31:26.609Z,2022-11-10T06:35:04Z,3905702301,213,3.2,3906631257,178,,3905702303,279,S,3905702295,140,27.0,3905702293,56,Back,3905702299,212,24.6,3905702297,141,49.6,,,,dzolxp2oixtakcrqfyibpu76d,K. Onisiwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483686961,4,1,1,0,3,1c7qokc1j5z50cjj4tcu32haa,0,30,51.9,2022-11-09T19:31:29.848Z,2022-11-10T06:35:07Z,3905702355,155,,3905702359,140,75.4,3905702361,141,27.3,3905702363,212,50.5,3905702365,213,5.9,3906631313,178,,3905702357,56,Center,3905702433,1,,ernbjicg113inzsubzrfm8fyt,A. Hack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483687037,3,1,1,0,6,cz4a6wmzx2obyisadhgaccx7b,0,20.7,70.7,2022-11-09T19:31:32.821Z,2022-11-10T06:35:11Z,3905702757,213,0.5,3905702743,3,,3905702749,140,41.4,3906631383,388,,3905702747,56,Back,3905702755,212,24.4,3905702753,141,87.0,,,,w2jovd0ta6to004lvlri5gtm,H. Matriciani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483687095,5,1,1,0,9,1c7qokc1j5z50cjj4tcu32haa,0,62.4,11,2022-11-09T19:31:35.746Z,2022-11-10T06:35:16Z,3906631471,178,,3905702979,155,,3905702987,212,20.2,3905702981,56,Right,3905702985,141,0.0,3905702989,213,5.8,3905702983,140,79.8,,,,6uurhe88nry4hyelll8ifzd91,E. Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483687113,4,5,1,0,30,cz4a6wmzx2obyisadhgaccx7b,1,21.2,101.2,2022-11-09T19:31:57.081Z,2022-11-10T06:35:18Z,3905703077,56,Back,3905703079,347,,3905703573,233,6,,,,,,,,,,,,,,,,5qc0owkwmgk74qy13ft3kpg5,T. Mohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483687109,6,5,1,0,30,1c7qokc1j5z50cjj4tcu32haa,0,78.8,-1.2,2022-11-09T19:31:57.081Z,2022-11-10T06:35:18Z,3905703057,56,Right,3905703605,233,4,3905703059,347,,,,,,,,,,,,,,,,,d608s0948uh3owqee7t0en7px,D. Kohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
