id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/8/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/15/value,qualifier/16/value,assist,qualifier/17/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2484570857,5,1,1,0,19,eq1oq6y61xnzq88zu0cnw131z,1,15.5,12.2,2022-11-12T14:31:11.944Z,2022-11-12T22:52:54Z,3912746563,388,,3910310921,141,19.9,3910310915,3,,3910310917,56,Back,3910310925,213,0.4,3910310923,212,13.8,3910310919,140,27.7,,,,b7fqivvacy7mmarlp180k276d,V. Lampropoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570877,6,1,1,0,21,eq1oq6y61xnzq88zu0cnw131z,0,27.7,19.9,2022-11-12T14:31:13.593Z,2022-11-12T22:53:00Z,3912746611,388,,3910311023,3,,3910311033,213,5.9,3910311029,141,14.0,3910311025,56,Back,3910311027,140,36.9,3910311031,212,10.5,,,,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570929,7,1,1,0,22,ex3psl8e3ajeypwjy4xfltpx6,1,60.6,84.5,2022-11-12T14:31:15.110Z,2022-11-12T22:53:04Z,3910311315,3,,3910311321,141,79.3,3910311325,213,5.9,3910311317,56,Left,3910311319,140,70.3,3910311323,212,10.8,3912746623,388,,,,,3j2pv0methgc8k8rtqbi079p1,F. Uduokhai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484594713,207,44,1,0,24,ex3psl8e3ajeypwjy4xfltpx6,1,75.6,82.9,2022-11-12T14:31:17.079Z,2022-11-13T07:38:50Z,3910430303,56,Left,3910430307,233,208,3910430305,286,,,,,,,,,,,,,,,,,48xfkorlx0hu677np4669wbth,F. Niederlechner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484594613,208,44,1,0,24,eq1oq6y61xnzq88zu0cnw131z,0,24.4,17.1,2022-11-12T14:31:17.080Z,2022-11-12T22:53:47Z,3910430311,233,207,3910429797,285,,3910429795,56,Back,,,,,,,,,,,,,,,,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570941,8,1,1,0,24,ex3psl8e3ajeypwjy4xfltpx6,0,73.1,82.2,2022-11-12T14:31:17.118Z,2022-11-13T07:38:50Z,3910311375,140,74.1,3910311369,3,,3910311377,141,92.7,3912747055,388,,3910311371,56,Left,3910311381,213,1.4,3910311379,212,7.2,,,,48xfkorlx0hu677np4669wbth,F. Niederlechner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484570949,7,1,1,0,25,eq1oq6y61xnzq88zu0cnw131z,0,25.9,12.4,2022-11-12T14:31:18.192Z,2022-11-12T22:54:51Z,3910311403,212,9.6,3910311399,140,32.9,3910311405,213,0.7,3910311395,3,,3912747389,178,,3910311401,141,21.4,3910311397,56,Back,,,,2earc7j2kp3tveehpnxtv1exh,C. Gamboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484571005,9,1,1,0,26,ex3psl8e3ajeypwjy4xfltpx6,1,68.2,84.5,2022-11-12T14:31:19.191Z,2022-11-12T22:55:15Z,3910311673,3,,3910311693,212,20.0,3910311681,140,86.3,3912747627,178,,3910311687,141,93.8,3910311701,213,0.3,3910311677,56,Left,,,,4kolmisdpprx0wrahisadl5n9,E. Rexhbeçaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484571049,10,1,1,0,30,ex3psl8e3ajeypwjy4xfltpx6,0,89.3,97.5,2022-11-12T14:31:22.480Z,2022-11-12T22:55:36Z,3910311903,141,59.0,3912747841,178,,3910311901,140,89.5,3910311905,212,26.2,3910311897,56,Center,3911839315,72,,3911839311,225,,3910311885,2,,4gmknefwu0tt33z88tu75xmg9,Iago,3910311889,155,3910311907,213,4.7,3911839313,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484571075,8,12,1,0,31,eq1oq6y61xnzq88zu0cnw131z,1,9.7,38.8,2022-11-12T14:31:23.717Z,2022-11-12T22:56:06Z,3910312041,213,4.2,3910312039,212,14.2,3910312033,56,Back,3910312049,15,,3912748077,178,,3910312037,141,20.2,3910312035,140,3.6,,,,11dqnpwlb2clu2v7rnghsrlcl,K. Stafylidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484571199,9,12,1,0,33,eq1oq6y61xnzq88zu0cnw131z,1,3.6,19,2022-11-12T14:31:25.775Z,2022-11-12T22:56:18Z,3910312639,213,0.3,3910312633,140,37.9,3912748189,178,,3910312637,212,37.5,3910312631,56,Back,3910312635,141,34.4,,,,,,,2earc7j2kp3tveehpnxtv1exh,C. Gamboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484596059,237,61,1,0,36,eq1oq6y61xnzq88zu0cnw131z,1,29.6,31.6,2022-11-12T14:31:28.703Z,2022-11-12T22:57:40Z,3912748385,178,,3910436539,56,Back,,,,,,,,,,,,,,,,,,,9xftmtdsxbuu2itzhi3v1xbdh,S. Zoller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484596041,236,61,1,0,36,eq1oq6y61xnzq88zu0cnw131z,1,26,36.5,2022-11-12T14:31:28.833Z,2022-11-12T22:57:46Z,3910436449,56,Back,3912748309,178,,,,,,,,,,,,,,,,,,,,f2o5hj0e2k3kw0fj1xzom0cet,K. Stöger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484571205,10,49,1,0,37,eq1oq6y61xnzq88zu0cnw131z,1,37,37.7,2022-11-12T14:31:29.772Z,2022-11-12T22:57:56Z,,,,,,,,,,,,,,,,,,,,,,,,,f2o5hj0e2k3kw0fj1xzom0cet,K. Stöger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484571223,11,1,1,0,37,eq1oq6y61xnzq88zu0cnw131z,1,30.5,42.5,2022-11-12T14:31:30.209Z,2022-11-12T22:58:02Z,3910312773,141,41.7,3910312769,56,Back,3912749091,178,,3910312775,212,12.3,3910312771,140,42.2,3910312777,213,6.2,,,,,,,f2o5hj0e2k3kw0fj1xzom0cet,K. Stöger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484571171,11,43,1,0,37,ex3psl8e3ajeypwjy4xfltpx6,1,0,0,2022-11-12T14:31:30.214Z,2022-11-12T15:33:07Z,3910828657,144,61,3910312479,56,Center,,,,,,,,,,,,,,,,,,,8ls8npa774mbrxje10ff46sb9,C. Gruezo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484571229,12,1,1,0,38,eq1oq6y61xnzq88zu0cnw131z,0,42.3,40.8,2022-11-12T14:31:31.293Z,2022-11-12T22:58:10Z,3910312835,213,1.3,3910312833,212,13.6,3910312827,56,Back,3912749169,178,,3910312829,140,45.9,3910312831,141,60.0,,,,,,,d2pco79bmi3f9x3zahtf9q2mt,P. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484571239,12,49,1,0,39,ex3psl8e3ajeypwjy4xfltpx6,1,52,42.1,2022-11-12T14:31:32.411Z,2022-11-12T22:58:15Z,,,,,,,,,,,,,,,,,,,,,,,,,5arng6g4ietx2jwgcd2kpqdpl,R. Gumny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484571351,13,1,1,0,40,ex3psl8e3ajeypwjy4xfltpx6,1,50.4,41.5,2022-11-12T14:31:33.289Z,2022-11-12T22:58:20Z,3910313495,213,3.0,3910313487,56,Back,3910313489,140,17.4,3910313493,212,35.1,3912749267,178,,3910313491,141,49.5,3910313497,1,,,,,5arng6g4ietx2jwgcd2kpqdpl,R. Gumny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484571391,14,1,1,0,47,ex3psl8e3ajeypwjy4xfltpx6,1,19.5,42.2,2022-11-12T14:31:40.283Z,2022-11-12T22:58:25Z,3910313671,213,4.9,3910313663,140,21.8,3910313659,56,Back,3910313665,141,24.4,3912749309,178,,3910313667,212,12.3,,,,,,,61xxo4zsk6hby0swa756l3wlx,R. Gikiewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484571417,15,1,1,0,50,ex3psl8e3ajeypwjy4xfltpx6,1,19.4,29.9,2022-11-12T14:31:42.744Z,2022-11-12T22:58:28Z,3910313815,56,Back,3910313827,213,0.3,3910313817,140,27.3,3912749329,178,,3910313823,212,8.8,3910313819,141,34.0,,,,,,,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484571499,16,1,1,0,51,ex3psl8e3ajeypwjy4xfltpx6,1,28.4,36.4,2022-11-12T14:31:43.687Z,2022-11-12T22:58:31Z,3910314237,212,21.4,3910314231,56,Back,3910314235,141,5.2,3912749371,178,,3910314239,213,4.8,3910314233,140,30.8,,,,,,,8ls8npa774mbrxje10ff46sb9,C. Gruezo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484571529,17,1,1,0,54,ex3psl8e3ajeypwjy4xfltpx6,0,32.7,4.9,2022-11-12T14:31:47.239Z,2022-11-12T22:58:34Z,3910314399,56,Right,3910314403,141,7.1,3912749405,178,,3910314401,140,55.6,3910314407,213,0.1,3910314405,212,24.1,,,,,,,5arng6g4ietx2jwgcd2kpqdpl,R. Gumny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484571557,13,8,1,0,55,eq1oq6y61xnzq88zu0cnw131z,1,45.6,95,2022-11-12T14:31:47.994Z,2022-11-12T22:58:37Z,3910314515,56,Back,3912749417,178,,3911844777,385,,,,,,,,,,,,,,,,,6sc9zsev9an853nop6pn6mxg5,Danilo Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484571585,14,5,1,0,56,eq1oq6y61xnzq88zu0cnw131z,0,39.4,101.4,2022-11-12T14:31:48.589Z,2022-11-12T22:58:46Z,3910314655,56,Back,3910314807,233,18,3910314657,347,,,,,,,,,,,,,,,,,6sc9zsev9an853nop6pn6mxg5,Danilo Soares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484571595,18,5,1,0,56,ex3psl8e3ajeypwjy4xfltpx6,1,60.6,-1.4,2022-11-12T14:31:48.589Z,2022-11-12T22:58:45Z,3910314785,233,14,3910314687,56,Right,3910314689,347,,,,,,,,,,,,,,,,,5arng6g4ietx2jwgcd2kpqdpl,R. Gumny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484571891,19,1,1,1,12,ex3psl8e3ajeypwjy4xfltpx6,1,61.4,0,2022-11-12T14:32:05.078Z,2022-11-12T22:58:51Z,3910316159,141,7.5,3910316153,107,,3910316163,213,2.5,3910316157,140,53.6,3910316161,212,10.1,3910316155,56,Right,,,,,,,5arng6g4ietx2jwgcd2kpqdpl,R. Gumny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484571967,20,1,1,1,13,ex3psl8e3ajeypwjy4xfltpx6,0,56.1,8.2,2022-11-12T14:32:05.910Z,2022-11-12T22:58:57Z,3910316561,141,33.7,3910316567,1,,3910316557,56,Center,3910316555,155,,3910316565,213,0.4,3910316559,140,100.0,3912749627,178,,3910316563,212,49.7,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484571987,15,5,1,1,19,eq1oq6y61xnzq88zu0cnw131z,1,-0.6,64.8,2022-11-12T14:32:11.704Z,2022-11-12T22:59:01Z,3910316661,56,Back,3910316665,346,,3910316679,233,21,,,,,,,,,,,,,,,,8gnpf9kwx2n2rqwf1gixc4bth,I. Ordets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484571977,21,5,1,1,19,ex3psl8e3ajeypwjy4xfltpx6,0,100.6,35.2,2022-11-12T14:32:11.704Z,2022-11-12T22:59:02Z,3910316621,56,Center,3910316699,233,15,3910316623,346,,,,,,,,,,,,,,,,,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484572317,16,1,1,1,31,eq1oq6y61xnzq88zu0cnw131z,1,4.2,59.9,2022-11-12T14:32:23.960Z,2022-11-12T23:28:49Z,3910318305,140,2.0,3910318301,124,,3910318307,141,49.0,3910318315,237,,3910318303,56,Back,3910318309,212,7.8,3910318311,213,4.4,,,,8gnpf9kwx2n2rqwf1gixc4bth,I. Ordets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484572429,17,1,1,1,35,eq1oq6y61xnzq88zu0cnw131z,0,3,49,2022-11-12T14:32:28.389Z,2022-11-12T22:59:16Z,3910318855,141,47.3,3910318849,157,,3910318851,56,Center,3910318857,212,64.3,3910318861,1,,3910318853,140,64.2,3912749799,178,,3910318859,213,6.3,clmq1s26z0i3lqr1jqnd5wzit,M. Riemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484572485,22,1,1,1,38,ex3psl8e3ajeypwjy4xfltpx6,1,43.8,57.9,2022-11-12T14:32:30.505Z,2022-11-12T22:59:22Z,3910319183,140,37.7,3912749881,388,,3910319189,213,4.0,3910319185,141,47.7,3910319181,56,Back,3910319187,212,9.4,3910319179,3,,,,,3j2pv0methgc8k8rtqbi079p1,F. Uduokhai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484572545,23,1,1,1,40,ex3psl8e3ajeypwjy4xfltpx6,1,36.7,47.4,2022-11-12T14:32:32.784Z,2022-11-12T22:59:34Z,3910319491,212,23.3,3910319475,3,,3910319483,140,14.6,3912749979,388,,3910319493,213,3.1,3910319479,56,Back,3910319487,141,50.0,,,,8ls8npa774mbrxje10ff46sb9,C. Gruezo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484572551,24,52,1,1,43,ex3psl8e3ajeypwjy4xfltpx6,1,13.1,49.1,2022-11-12T14:32:35.520Z,2022-11-12T22:59:37Z,3912750013,178,,3911847021,376,,,,,,,,,,,,,,,,,,,,61xxo4zsk6hby0swa756l3wlx,R. Gikiewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484572783,25,80,1,1,50,ex3psl8e3ajeypwjy4xfltpx6,0,12,49.4,2022-11-12T14:32:42.613Z,2022-11-12T22:59:43Z,3912750067,178,,,,,,,,,,,,,,,,,,,,,,,61xxo4zsk6hby0swa756l3wlx,R. Gikiewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484572891,26,1,1,1,52,ex3psl8e3ajeypwjy4xfltpx6,1,12.1,47.1,2022-11-12T14:32:45.072Z,2022-11-12T22:59:47Z,3910321013,213,5.0,3910321005,56,Back,3912750081,178,,3910321007,140,19.9,3910321011,212,28.4,3910321009,141,7.1,,,,,,,61xxo4zsk6hby0swa756l3wlx,R. Gikiewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484572987,27,1,1,1,57,ex3psl8e3ajeypwjy4xfltpx6,1,22.8,5.6,2022-11-12T14:32:49.563Z,2022-11-12T22:59:51Z,3910321465,141,25.9,3912750105,178,,3910321457,56,Center,3910321473,213,0.2,3910321461,140,86.4,3910321453,155,,3910321477,1,,3910321469,212,68.2,tedxo29s8xx0a71z6sidw7v9,J. Gouweleeuw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484573051,28,1,1,2,1,ex3psl8e3ajeypwjy4xfltpx6,1,83.9,22.7,2022-11-12T14:32:53.594Z,2022-11-12T23:00:01Z,3910322661,210,15,3912750131,178,,3910321745,213,1.3,3910321741,141,42.1,3910321739,140,87.2,3910321743,212,13.6,3910321735,155,,3910322663,154,,avk9yje6h4nndg3cufnbu2imt,E. Demirović,3910321737,56,,,,,,1,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484573061,29,15,1,2,2,ex3psl8e3ajeypwjy4xfltpx6,1,88.1,43.1,2022-11-12T14:32:55.405Z,2022-11-12T23:00:01Z,3910322007,328,,3910322693,103,13.3,3910322679,29,,3910322681,154,,3910322701,147,47.7,3910322689,102,51.6,3912750169,388,,3910322677,78,,48xfkorlx0hu677np4669wbth,F. Niederlechner,3910322699,146,3910321767,17,,3910322745,233,,98.0,18,3910322683,55,28,3910321769,56,Center,3910321765,22,3910322003,15,,,,,,,,,,,,,,,,,,,
2484573063,18,10,1,2,4,eq1oq6y61xnzq88zu0cnw131z,1,3.9,51,2022-11-12T14:32:56.434Z,2022-11-12T23:00:07Z,3910321785,178,,3910321787,182,,3910322773,233,29,3911849339,377,,3910322041,177,,3910321789,56,Back,,,,,,,clmq1s26z0i3lqr1jqnd5wzit,M. Riemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484573069,19,52,1,2,4,eq1oq6y61xnzq88zu0cnw131z,1,3.3,47.3,2022-11-12T14:32:57.390Z,2022-11-12T23:00:10Z,3911849405,377,,3912750237,178,,,,,,,,,,,,,,,,,,,,clmq1s26z0i3lqr1jqnd5wzit,M. Riemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484573473,20,1,1,2,23,eq1oq6y61xnzq88zu0cnw131z,0,15.1,51.5,2022-11-12T14:33:15.916Z,2022-11-12T23:00:19Z,3910323695,140,61.0,3910323691,199,,3910323701,213,6.1,3910323697,141,38.5,3910323693,56,Center,3910323703,1,,3910323699,212,49.0,,,,clmq1s26z0i3lqr1jqnd5wzit,M. Riemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484573457,30,44,1,2,26,ex3psl8e3ajeypwjy4xfltpx6,1,36,64.2,2022-11-12T14:33:18.838Z,2022-11-13T07:38:51Z,3910323603,285,,3910323799,233,21,3910323601,56,Back,,,,,,,,,,,,,,,,3j2pv0methgc8k8rtqbi079p1,F. Uduokhai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
