id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value
2442655067,1,34,16,0,0,dt4pinj0vw0t0cvz7za6mhmzy,1,0,0,2022-08-06T15:36:03.336Z,2022-08-06T17:02:36Z,3687927559,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3687927561,59,"1, 24, 13, 11, 15, 4, 8, 22, 18, 27, 21, 7, 10, 17, 19, 23, 30, 32, 33, 44",3687927567,194,btzfq6521zl3q5uqus8ltov6d,3688328929,197,2698,3687927569,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3687927563,130,4,3687927557,30,"9rjd95oqotnalxmv56v7p1r6d, bb6glt8n0ar47cmhmj6gnfiz9, 6ie5meimavc8kwohr6lrdyket, btzfq6521zl3q5uqus8ltov6d, cd6i7khi5wgsfsg19c9tcjydx, d5mck7rf48chzersephpx29d5, 2nqhczrkd45rdu5fcmq1wjo45, e83ula4wockmc2xid7185kcq2, eguzzwxdm0fwocax6srpck48a, ebj6t5jqzixrnww1z7qofznu2, 7q96z3aaee5jyccb8pjthi8kp, 2we9yak4ipkr1ljigj20puv6y, 3y9nm18as1wxhizq3fyazb2t, 5irixhhyayq9yl7sb2kohjrv9, f4qcgzveslklfi8601tep77x1, 7lai6ovwsl01gonutejt4mms5, culbbgu1o5fdbl3gxz54rbn4l, 6bqx6mm3vesoc45r9mt5ygeay, 2jrntrq2x714pviioh3jnkted, 1ltc40nsr2fkx99i5hf7i3mga",3687927565,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442662379,1,34,16,0,0,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2022-08-06T15:40:23.967Z,2022-08-06T16:30:12Z,3687968001,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3688219109,197,16378,3687967995,59,"1, 30, 3, 25, 4, 12, 38, 8, 14, 10, 19, 5, 6, 7, 9, 11, 17, 20, 23, 40",3688219107,194,cg6h7oq0b5zpx1g4brhzyk1xx,3687967993,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3687967999,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3687967997,130,8,3687967991,30,"cg6h7oq0b5zpx1g4brhzyk1xx, 9qo448ueot8pfc5oqo378wag9, 4foax2b7unlkev1eq6py86lii, 6rg37ej1x7pwi7r4aq1107pih, 5ec2ede9uwbft3wby33mwowyd, djha3ac2mfhyb7oia64hq2nd, 6m9kyt5astmqvzdq2ee81qcwl, 4tev0kk0om8cr1xbwpt8bozit, c0ewvrtk657uw4t5rlv87mq51, 2cq6ocr7j487do4nrm3sreg9h, 9ydkbbygq6uocors9kcdnzbop, a41r2ob5fhirgdwxwox6nr4yx, cis0z72hgahfnfjduk7hdnz3e, 9c9v6wjh3fufmds8nm5aqfmcp, 59pu8nnghyxvvt8r3zyndpfpx, 7w63iqek6hmnizlirurla1cr9, c9u6h5uhnk1e4ukc3eq0zqcid, 8wlyh0e8178je0hylqjifbkr9, e4vr28e9cbq3q5nux1jlpuuei, 9z1hb45wjhq63ebn88b079k2d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442710679,2,32,1,0,0,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2022-08-06T16:31:46.231Z,2022-08-06T16:31:46Z,3688223677,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442710745,2,32,1,0,0,dt4pinj0vw0t0cvz7za6mhmzy,1,0,0,2022-08-06T16:31:46.231Z,2022-08-07T02:08:46Z,3688223957,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442710933,3,1,1,0,0,7ad69ngbpjuyzv96drf8d9sn2,1,50.3,49.9,2022-08-06T16:31:46.346Z,2022-08-07T03:24:06Z,3688224925,141,43.4,3690325289,178,,3688224927,212,19.7,3688224931,279,S,3688224921,56,Back,3688224923,140,32.0,3688224929,213,3.4,,,,6rg37ej1x7pwi7r4aq1107pih,E. Palacios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442710973,5,1,1,0,2,7ad69ngbpjuyzv96drf8d9sn2,0,39,44.6,2022-08-06T16:31:48.450Z,2022-08-07T03:24:16Z,3688225145,155,,3688225157,1,,3688225151,141,82.6,3688225153,212,58.1,3690325653,178,,3688225155,213,0.5,3688225147,56,Left,3688225149,140,88.6,2cq6ocr7j487do4nrm3sreg9h,K. Demirbay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442710773,3,49,1,0,7,dt4pinj0vw0t0cvz7za6mhmzy,1,6.9,32.2,2022-08-06T16:31:54.128Z,2022-08-07T03:24:21Z,,,,,,,,,,,,,,,,,,,,,,,,,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442710923,4,1,1,0,14,dt4pinj0vw0t0cvz7za6mhmzy,1,10.9,56.5,2022-08-06T16:32:00.982Z,2022-08-07T03:24:33Z,3688224885,213,6.0,3688224877,56,Back,3688224883,212,14.4,3688224879,140,23.9,3690326219,178,,3688224881,141,49.8,,,,,,,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442710929,5,4,1,0,17,dt4pinj0vw0t0cvz7za6mhmzy,1,19,52.3,2022-08-06T16:32:03.275Z,2022-08-07T03:24:46Z,3688224901,13,,3688224907,265,,3688224909,285,,3688224991,233,4,3688224903,56,Back,3688224905,152,,,,,,,,2nqhczrkd45rdu5fcmq1wjo45,M. Dahoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442710935,4,4,1,0,17,7ad69ngbpjuyzv96drf8d9sn2,0,81,47.7,2022-08-06T16:32:03.276Z,2022-08-07T03:24:45Z,3688225011,233,5,3688224939,13,,3688224945,265,,3688224943,152,,3690326497,178,,3688224941,56,Center,3688224947,286,,,,,6m9kyt5astmqvzdq2ee81qcwl,K. Bellarabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
