id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,keyPass,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value
2442484235,92,1,1,9,0,1c7qokc1j5z50cjj4tcu32haa,1,55.8,30.3,2022-08-06T13:41:20.161Z,2022-08-07T02:23:28Z,3687039537,141,2.2,3690168833,178,,3687039543,213,4.8,3687039533,140,57.9,3687039541,212,19.2,3687039531,56,Right,,,,,,,d608s0948uh3owqee7t0en7px,D. Kohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442484273,93,1,1,9,4,1c7qokc1j5z50cjj4tcu32haa,0,61.3,3.8,2022-08-06T13:41:23.878Z,2022-08-07T02:23:30Z,3687039729,56,Center,3690169009,178,,3687039735,212,63.5,3687039727,196,,3687039731,140,100.0,3687039737,213,0.9,3687039739,1,,3687039725,155,,6uurhe88nry4hyelll8ifzd91,E. Fernandes,3687039733,141,,,,,,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2442484279,94,5,1,9,7,1c7qokc1j5z50cjj4tcu32haa,0,101.3,75.4,2022-08-06T13:41:27.511Z,2022-08-07T02:23:34Z,3687039749,56,Center,3687039751,346,,3687039789,233,100,,,,,,,,,,,,,,,,6uurhe88nry4hyelll8ifzd91,E. Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442484281,100,5,1,9,7,eq1oq6y61xnzq88zu0cnw131z,1,-1.3,24.6,2022-08-06T13:41:27.511Z,2022-08-07T02:23:34Z,3687039753,56,Back,3687039761,233,94,3687039755,346,,,,,,,,,,,,,,,,,11dqnpwlb2clu2v7rnghsrlcl,K. Stafylidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442484675,101,1,1,9,33,eq1oq6y61xnzq88zu0cnw131z,1,4.4,45.1,2022-08-06T13:41:53.329Z,2022-08-07T02:23:43Z,3687041661,213,6.2,3687041647,124,,3687041653,140,20.6,3687041659,212,17.0,3687041649,56,Back,3687041665,237,,3687041657,141,43.4,,,,clmq1s26z0i3lqr1jqnd5wzit,M. Riemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442484729,102,1,1,9,35,eq1oq6y61xnzq88zu0cnw131z,1,20.6,43.4,2022-08-06T13:41:54.853Z,2022-08-07T02:23:51Z,3687041877,140,8.4,3687041881,212,17.1,3687041879,141,26.7,3687041875,56,Back,3690170047,178,,3687041883,213,3.9,,,,,,,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442484811,103,1,1,9,41,eq1oq6y61xnzq88zu0cnw131z,1,9,30.2,2022-08-06T13:42:00.903Z,2022-08-07T02:23:52Z,3690170115,178,,3687042265,212,15.3,3687042259,56,Back,3687042261,140,4.7,3687042267,213,1.9,3687042263,141,51.7,,,,,,,8ksi5s9he1uxai3lfcq46grf9,E. Mašović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442484853,104,1,1,9,45,eq1oq6y61xnzq88zu0cnw131z,1,5.1,50.2,2022-08-06T13:42:05.680Z,2022-08-07T02:23:57Z,3687042447,140,33.5,3687042453,213,5.5,3690170391,178,,3687042449,141,8.5,3687042443,155,,3687042451,212,41.1,3687042445,56,Back,3687042455,1,,clmq1s26z0i3lqr1jqnd5wzit,M. Riemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442484859,105,61,1,9,48,eq1oq6y61xnzq88zu0cnw131z,0,33.5,8.5,2022-08-06T13:42:08.303Z,2022-08-07T02:24:06Z,3690170861,178,,3690170859,21,,3687042477,56,Back,,,,,,,,,,,,,,,,2earc7j2kp3tveehpnxtv1exh,C. Gamboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442484897,95,1,1,9,49,1c7qokc1j5z50cjj4tcu32haa,1,55.2,93.6,2022-08-06T13:42:09.339Z,2022-08-07T02:24:20Z,3687042641,141,72.5,3690171665,388,,3687042645,213,4.8,3687042643,212,14.4,3687042637,56,Center,3687042639,140,56.4,3687042681,156,,,,,eh9sh9aa10zrp80l6e4l0c7h1,Aarón Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443121953,1029,43,1,9,50,1c7qokc1j5z50cjj4tcu32haa,1,0,0,2022-08-06T13:42:10.457Z,2022-08-07T08:20:02Z,3690468905,178,0,3690677887,144,82,,,,,,,,,,,,,,,,,,,d9q12xp4h8nhtjxl5il3vufh1,A. Fulgini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442484909,96,49,1,9,50,1c7qokc1j5z50cjj4tcu32haa,1,56.6,71.7,2022-08-06T13:42:10.474Z,2022-08-07T02:24:26Z,,,,,,,,,,,,,,,,,,,,,,,,,d9q12xp4h8nhtjxl5il3vufh1,A. Fulgini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442484929,97,61,1,9,52,1c7qokc1j5z50cjj4tcu32haa,0,56.2,67.5,2022-08-06T13:42:12.005Z,2022-08-07T02:24:37Z,3690172615,178,,3687042809,56,Center,,,,,,,,,,,,,,,,,,,d9q12xp4h8nhtjxl5il3vufh1,A. Fulgini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442484947,106,4,1,9,53,eq1oq6y61xnzq88zu0cnw131z,1,43.9,36,2022-08-06T13:42:13.446Z,2022-08-07T02:24:45Z,3687042881,152,,3687042879,56,Back,3687042877,295,,3687042967,233,98,3687042883,286,,3687042875,13,,,,,,,,2bzdn7cqqonejqmlq85w8z6qd,T. Asano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442484959,98,4,1,9,53,1c7qokc1j5z50cjj4tcu32haa,0,56.1,64,2022-08-06T13:42:13.447Z,2022-08-07T02:24:44Z,3687042935,285,,3687042929,295,,3687042931,56,Center,3687042927,13,,3690173027,178,,3687043029,233,106,3687042933,152,,,,,d9q12xp4h8nhtjxl5il3vufh1,A. Fulgini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442485159,107,1,1,10,6,eq1oq6y61xnzq88zu0cnw131z,1,45.7,34.8,2022-08-06T13:42:26.327Z,2022-08-07T02:24:48Z,3687043859,152,,3687043861,56,Back,3687043857,5,,3687043865,141,51.7,3687043869,213,2.4,3690173221,178,,3687043863,140,32.7,3687043867,212,17.8,f2o5hj0e2k3kw0fj1xzom0cet,K. Stöger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442485165,108,1,1,10,9,eq1oq6y61xnzq88zu0cnw131z,0,32.7,51.7,2022-08-06T13:42:29.649Z,2022-08-07T02:24:53Z,3687043983,1,,3690173427,178,,3687043901,140,81.7,3687043905,212,51.7,3687043899,56,Center,3687043903,141,44.3,3687043897,155,,3687043907,213,6.2,clmq1s26z0i3lqr1jqnd5wzit,M. Riemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442485193,99,59,1,10,12,1c7qokc1j5z50cjj4tcu32haa,1,0,0,2022-08-06T13:42:32.662Z,2022-08-07T02:25:18Z,3687044029,56,Back,,,,,,,,,,,,,,,,,,,,,,ci1nu5z8aiiikco8af0zk1lud,R. Zentner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442485213,100,12,1,10,12,1c7qokc1j5z50cjj4tcu32haa,1,17.9,55.2,2022-08-06T13:42:32.700Z,2022-08-07T02:25:22Z,3687044099,141,46.5,3687044103,213,6.0,3690174687,388,,3687044097,140,37.8,3687044113,15,,3687044101,212,21.7,3687044095,56,Back,,,,ci1nu5z8aiiikco8af0zk1lud,R. Zentner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442485217,109,13,1,10,14,eq1oq6y61xnzq88zu0cnw131z,1,63.5,48.7,2022-08-06T13:42:34.299Z,2022-08-07T02:25:36Z,3687045687,103,69.4,3687045683,74,,3687044487,72,,3687045695,458,,3687045689,215,,3687044135,19,,3690175235,178,,3687044137,56,Center,f2o5hj0e2k3kw0fj1xzom0cet,K. Stöger,3687045691,108,3687044133,22,,3687045699,231,,46.8,3687045685,102,52.9,3687045693,328,,3687045697,230,84.1,,,,,,,,,,,,,,,,
2442485233,101,5,1,10,16,1c7qokc1j5z50cjj4tcu32haa,1,-0.9,48.8,2022-08-06T13:42:36.084Z,2022-08-07T02:25:46Z,3687044207,56,Back,3687044211,233,110,3687044209,346,,,,,,,,,,,,,,,,,ci1nu5z8aiiikco8af0zk1lud,R. Zentner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442485225,110,5,1,10,16,eq1oq6y61xnzq88zu0cnw131z,0,100.9,51.2,2022-08-06T13:42:36.084Z,2022-08-07T02:25:46Z,3687044173,346,,3687044171,56,Center,3687044251,233,101,,,,,,,,,,,,,,,,f2o5hj0e2k3kw0fj1xzom0cet,K. Stöger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442485553,102,1,1,10,40,1c7qokc1j5z50cjj4tcu32haa,0,5.4,49.5,2022-08-06T13:43:00.179Z,2022-08-07T02:25:59Z,3687045819,140,72.0,3687045821,141,65.8,3687045809,124,,3687045825,213,0.2,3687045829,74,,3687045823,212,70.8,3687045815,56,Center,3687045827,1,,ci1nu5z8aiiikco8af0zk1lud,R. Zentner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442485571,111,59,1,10,45,eq1oq6y61xnzq88zu0cnw131z,1,0,0,2022-08-06T13:43:04.883Z,2022-08-07T02:26:06Z,3687045889,56,Back,,,,,,,,,,,,,,,,,,,,,,clmq1s26z0i3lqr1jqnd5wzit,M. Riemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442485593,112,1,1,10,45,eq1oq6y61xnzq88zu0cnw131z,1,30.4,38,2022-08-06T13:43:04.966Z,2022-08-07T02:26:10Z,3687046007,56,Back,3687046013,212,16.2,3687046009,140,28.3,3687046011,141,61.6,3687046005,3,,3687046015,213,1.7,3690176551,388,,,,,clmq1s26z0i3lqr1jqnd5wzit,M. Riemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442485595,113,49,1,10,47,eq1oq6y61xnzq88zu0cnw131z,1,28.3,63.2,2022-08-06T13:43:07.567Z,2022-08-07T02:26:15Z,,,,,,,,,,,,,,,,,,,,,,,,,8gnpf9kwx2n2rqwf1gixc4bth,I. Ordets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442485625,114,1,1,10,47,eq1oq6y61xnzq88zu0cnw131z,1,28.3,63.2,2022-08-06T13:43:07.612Z,2022-08-07T02:26:20Z,3687046141,56,Center,3687046151,1,,3687046145,141,43.9,3690176887,178,,3687046149,213,5.8,3687046143,140,52.3,3687046147,212,28.4,3687046139,157,,8gnpf9kwx2n2rqwf1gixc4bth,I. Ordets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442485699,115,1,1,10,50,eq1oq6y61xnzq88zu0cnw131z,1,52.3,43.9,2022-08-06T13:43:09.877Z,2022-08-07T02:26:25Z,3687046423,56,Back,3687046429,212,12.9,3687046431,213,2.5,3690177043,178,,3687046427,141,55.6,3687046425,140,42.6,,,,,,,d2pco79bmi3f9x3zahtf9q2mt,P. Hofmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442485725,116,1,1,10,51,eq1oq6y61xnzq88zu0cnw131z,0,42.6,55.6,2022-08-06T13:43:11.840Z,2022-08-07T02:26:30Z,3687046565,212,14.1,3687046559,140,41.2,3687046555,56,Back,3687046567,213,4.6,3690177219,178,,3687046563,141,35.0,3687046551,157,,3687046569,1,,f2o5hj0e2k3kw0fj1xzom0cet,K. Stöger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442485745,103,1,1,10,54,1c7qokc1j5z50cjj4tcu32haa,1,60.2,66.6,2022-08-06T13:43:14.722Z,2022-08-07T02:26:37Z,3687046645,141,60.5,3687046651,213,5.6,3687046641,56,Center,3690177513,178,,3687046635,3,,3687046647,212,6.3,3687046643,140,64.7,,,,d9q12xp4h8nhtjxl5il3vufh1,A. Fulgini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442485755,104,49,1,10,55,1c7qokc1j5z50cjj4tcu32haa,1,64.7,60.5,2022-08-06T13:43:15.539Z,2022-08-07T02:26:43Z,,,,,,,,,,,,,,,,,,,,,,,,,az7owi5t4bclkamjsjuyxzv1l,A. Stach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442485773,105,1,1,10,55,1c7qokc1j5z50cjj4tcu32haa,1,64.7,60.5,2022-08-06T13:43:15.596Z,2022-08-07T02:26:46Z,3687046751,140,59.3,3690177905,178,,3687046753,141,61.4,3687046761,213,3.0,3687046749,56,Center,3687046757,212,5.7,,,,,,,az7owi5t4bclkamjsjuyxzv1l,A. Stach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442485859,106,1,1,10,57,1c7qokc1j5z50cjj4tcu32haa,1,59.3,61.4,2022-08-06T13:43:16.869Z,2022-08-07T02:26:51Z,3687047147,140,81.9,3687047153,213,5.5,3687047143,155,,3687047149,141,28.5,3687047145,56,Center,3687047151,212,32.6,3690178017,178,,3687047155,1,,bwqqecmqm76v5b83v1cz891p1,Lee Jae-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442485873,107,1,1,11,2,1c7qokc1j5z50cjj4tcu32haa,0,91.1,19.1,2022-08-06T13:43:22.641Z,2022-08-07T02:26:57Z,3687047213,212,1.5,3687047273,286,,3687047211,141,19.1,3690178329,178,,3687047207,56,Right,3687047209,140,89.7,3687047267,236,,3687047215,213,3.1,dzolxp2oixtakcrqfyibpu76d,K. Onisiwo,3687047269,233,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,
2442485877,117,74,1,11,2,eq1oq6y61xnzq88zu0cnw131z,1,8.4,86,2022-08-06T13:43:22.664Z,2022-08-07T02:27:01Z,3690178503,178,,3687047307,233,107,3687047223,285,,3687047219,56,Back,,,,,,,,,,,,,11dqnpwlb2clu2v7rnghsrlcl,K. Stafylidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442485973,108,5,1,11,4,1c7qokc1j5z50cjj4tcu32haa,1,89.7,-1.8,2022-08-06T13:43:24.527Z,2022-08-07T02:27:13Z,3687047667,56,Right,3687047671,233,118,3687047669,347,,,,,,,,,,,,,,,,,dzolxp2oixtakcrqfyibpu76d,K. Onisiwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442485897,118,5,1,11,4,eq1oq6y61xnzq88zu0cnw131z,0,10.3,101.8,2022-08-06T13:43:24.527Z,2022-08-07T02:27:14Z,3687047291,347,,3687047289,56,Back,3687047675,233,108,,,,,,,,,,,,,,,,11dqnpwlb2clu2v7rnghsrlcl,K. Stafylidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442485979,109,1,1,11,7,1c7qokc1j5z50cjj4tcu32haa,1,88.9,0,2022-08-06T13:43:27.430Z,2022-08-07T02:27:27Z,3687047709,56,Right,3687047719,213,2.4,3687047713,141,10.0,3687047707,107,,3687047715,212,11.2,3687047711,140,81.2,,,,,,,6uurhe88nry4hyelll8ifzd91,E. Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442485989,110,1,1,11,9,1c7qokc1j5z50cjj4tcu32haa,1,81.2,10,2022-08-06T13:43:29.189Z,2022-08-07T02:27:56Z,3690180259,178,,3687047755,140,87.6,3687047759,212,8.3,3687047753,56,Right,3687047761,213,5.7,3687047757,141,2.8,,,,,,,d608s0948uh3owqee7t0en7px,D. Kohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442485999,111,1,1,11,11,1c7qokc1j5z50cjj4tcu32haa,0,87.6,2.8,2022-08-06T13:43:31.308Z,2022-08-07T02:28:04Z,3687047805,140,89.6,3689361717,224,,3687047815,213,1.1,3687047801,155,,3689361719,20,,3690181369,178,,3687047807,141,8.9,3687047813,212,4.6,6uurhe88nry4hyelll8ifzd91,E. Fernandes,3687047799,2,3687047803,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442486011,119,61,1,11,11,eq1oq6y61xnzq88zu0cnw131z,1,8.8,94,2022-08-06T13:43:31.453Z,2022-08-07T02:28:12Z,3690181699,388,,3687047849,56,Back,,,,,,,,,,,,,,,,,,,11dqnpwlb2clu2v7rnghsrlcl,K. Stafylidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442486067,112,1,1,11,14,1c7qokc1j5z50cjj4tcu32haa,1,75.6,5.9,2022-08-06T13:43:34.802Z,2022-08-07T02:28:21Z,3690182039,178,,3687048075,141,14.8,3687048071,56,Right,3687048077,212,6.5,3687048079,213,1.9,3687048073,140,73.4,,,,,,,d608s0948uh3owqee7t0en7px,D. Kohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442486087,113,1,1,11,17,1c7qokc1j5z50cjj4tcu32haa,1,71.5,9.3,2022-08-06T13:43:37.513Z,2022-08-07T02:28:24Z,3687048183,213,5.6,3687048175,56,Right,3690182181,178,,3687048181,212,6.8,3687048179,141,2.7,3687048177,140,76.4,,,,,,,bwqqecmqm76v5b83v1cz891p1,Lee Jae-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442486121,114,1,1,11,19,1c7qokc1j5z50cjj4tcu32haa,1,76.4,2.7,2022-08-06T13:43:39.363Z,2022-08-07T02:28:28Z,3690182325,178,,3687048311,56,Right,3687048315,141,3.4,3687048319,213,0.0,3687048313,140,97.1,3687048317,212,21.7,,,,,,,6uurhe88nry4hyelll8ifzd91,E. Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443164881,1195,43,1,11,22,1c7qokc1j5z50cjj4tcu32haa,1,0,0,2022-08-06T13:43:42.214Z,2022-08-07T08:21:36Z,3690678329,144,67,3690678215,233,1629,,,,,,,,,,,,,,,,,,,dzolxp2oixtakcrqfyibpu76d,K. Onisiwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443164879,1629,43,1,11,22,eq1oq6y61xnzq88zu0cnw131z,1,0,0,2022-08-06T13:43:42.215Z,2022-08-07T08:21:36Z,3690678225,233,1195,3690678333,144,67,,,,,,,,,,,,,,,,,,,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442486125,115,1,1,11,22,1c7qokc1j5z50cjj4tcu32haa,0,97.1,3.4,2022-08-06T13:43:42.247Z,2022-08-07T02:28:35Z,3689362561,20,,3687048341,212,1.7,3687048331,2,,3687048343,213,1.8,3687048337,140,96.7,3687048365,233,120,3687048339,141,5.8,3687048333,155,,dzolxp2oixtakcrqfyibpu76d,K. Onisiwo,3687048335,56,3687048369,286,,3687048363,236,Right,,3689362557,224,,3690182713,178,,,,,,,,,,,,,,,,,,,,
2443123097,1289,43,1,11,22,eq1oq6y61xnzq88zu0cnw131z,1,0,0,2022-08-06T13:43:42.264Z,2022-08-07T08:20:48Z,3690678119,144,67,3690473947,233,1041,,,,,,,,,,,,,,,,,,,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443123095,1041,43,1,11,22,1c7qokc1j5z50cjj4tcu32haa,1,0,0,2022-08-06T13:43:42.265Z,2022-08-07T08:20:49Z,3690678123,144,67,3690473951,233,1289,,,,,,,,,,,,,,,,,,,dzolxp2oixtakcrqfyibpu76d,K. Onisiwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442486123,120,12,1,11,22,eq1oq6y61xnzq88zu0cnw131z,1,3.9,92.5,2022-08-06T13:43:42.304Z,2022-08-07T02:28:42Z,3687048381,233,115,3687048329,56,Back,3687048327,185,,3690182951,389,,,,,,,,,,,,,,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442486157,116,6,1,11,23,1c7qokc1j5z50cjj4tcu32haa,1,96.3,6.8,2022-08-06T13:43:43.073Z,2022-08-07T02:29:09Z,3687048495,233,121,3687048473,56,Right,3687048475,75,,,,,,,,,,,,,,,,,dzolxp2oixtakcrqfyibpu76d,K. Onisiwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442486133,121,6,1,11,23,eq1oq6y61xnzq88zu0cnw131z,0,3.7,93.2,2022-08-06T13:43:43.073Z,2022-08-07T02:29:09Z,3687048387,73,,3687048501,233,116,3687048385,56,Back,,,,,,,,,,,,,,,,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442486443,117,1,1,11,55,1c7qokc1j5z50cjj4tcu32haa,0,99.5,0.5,2022-08-06T13:44:15.253Z,2022-08-07T02:29:15Z,3687049825,223,,3689362795,72,,3687049835,213,1.7,3687049833,212,30.4,3687049821,6,,3687049819,2,,3687049827,56,Center,3687049831,141,44.8,eh9sh9aa10zrp80l6e4l0c7h1,Aarón Martín,3690184297,178,3687049829,140,95.5,3687049823,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442486449,122,44,1,11,56,eq1oq6y61xnzq88zu0cnw131z,1,4.9,55,2022-08-06T13:44:16.617Z,2022-08-07T09:16:18Z,3687049869,56,Back,3687049871,285,,3687049909,233,118,,,,,,,,,,,,,,,,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442486453,118,44,1,11,56,1c7qokc1j5z50cjj4tcu32haa,0,95.1,45,2022-08-06T13:44:16.618Z,2022-08-07T02:29:23Z,3687049883,286,,3687049879,56,Center,3687049955,233,122,,,,,,,,,,,,,,,,d608s0948uh3owqee7t0en7px,D. Kohr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442486461,123,12,1,11,56,eq1oq6y61xnzq88zu0cnw131z,1,5.3,54.9,2022-08-06T13:44:16.674Z,2022-08-07T09:16:18Z,3687049945,141,49.7,3687049941,56,Back,3690184887,388,,3687049947,212,20.6,3687049985,15,,3687049943,140,24.6,3687049949,213,6.1,,,,82r0liyptyapc8rfuo32qcqtx,A. Losilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442486507,119,1,1,11,59,1c7qokc1j5z50cjj4tcu32haa,1,70.7,40,2022-08-06T13:44:19.073Z,2022-08-07T02:29:34Z,3687050199,213,5.0,3690185221,388,,3687050193,140,76.4,3687050197,212,23.3,3687050191,56,Right,3687050195,141,6.9,,,,,,,d9q12xp4h8nhtjxl5il3vufh1,A. Fulgini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442486557,120,1,1,12,3,1c7qokc1j5z50cjj4tcu32haa,1,76.4,6.9,2022-08-06T13:44:23.484Z,2022-08-07T02:29:40Z,3687050427,212,22.9,3687050423,140,87.2,3689363637,72,,3687050429,213,1.1,3687050425,141,36.1,3687050417,2,,3687050421,56,Center,3687050419,155,,eh9sh9aa10zrp80l6e4l0c7h1,Aarón Martín,3689363635,223,3690185473,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442486561,121,44,1,12,4,1c7qokc1j5z50cjj4tcu32haa,1,89.4,40.5,2022-08-06T13:44:24.763Z,2022-08-07T09:16:19Z,3687050443,233,124,3687050439,56,Center,3687050441,286,,,,,,,,,,,,,,,,,cjok1odm3twxo7sqye3hua6eh,M. Leitsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442486553,124,44,1,12,4,eq1oq6y61xnzq88zu0cnw131z,0,10.6,59.5,2022-08-06T13:44:24.764Z,2022-08-07T02:29:53Z,3687050457,233,121,3687050407,56,Back,3687050409,285,,,,,,,,,,,,,,,,,8gnpf9kwx2n2rqwf1gixc4bth,I. Ordets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442486565,122,1,1,12,4,1c7qokc1j5z50cjj4tcu32haa,0,87.2,36.1,2022-08-06T13:44:24.826Z,2022-08-07T09:16:19Z,3687050467,141,41.7,3687050463,56,Center,3687050469,212,5.4,3687050471,213,0.8,3687050465,140,90.9,3690186319,388,,3687050461,168,,3687050459,3,,cjok1odm3twxo7sqye3hua6eh,M. Leitsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442486575,125,61,1,12,5,eq1oq6y61xnzq88zu0cnw131z,1,7.5,44.1,2022-08-06T13:44:25.279Z,2022-08-07T02:30:06Z,3690186627,178,,3687050509,56,Back,,,,,,,,,,,,,,,,,,,2earc7j2kp3tveehpnxtv1exh,C. Gamboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442486603,124,15,1,12,7,1c7qokc1j5z50cjj4tcu32haa,1,93.2,39,2022-08-06T13:44:27.351Z,2022-08-07T02:30:27Z,3687052041,103,8.2,3687052039,102,47.1,3687052047,147,46.9,3687052043,458,,3687052037,80,,3687050609,56,Center,3687053699,233,126,3687052045,146,99.3,cjok1odm3twxo7sqye3hua6eh,M. Leitsch,3687050605,17,3687051901,20,,3690187847,178,,,3687051899,25,,,,,,,,,,,,,,,,,,,,,,,
2442486605,126,10,1,12,8,eq1oq6y61xnzq88zu0cnw131z,1,1.7,54.8,2022-08-06T13:44:28.175Z,2022-08-07T02:30:33Z,3687050631,182,,3687050629,178,,3689364613,376,,3687053695,177,,3687050633,56,Back,3687053735,233,124,,,,,,,clmq1s26z0i3lqr1jqnd5wzit,M. Riemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442486729,130,52,1,12,8,eq1oq6y61xnzq88zu0cnw131z,1,1.8,54.4,2022-08-06T13:44:28.243Z,2022-08-07T02:30:39Z,3690188357,178,,3689364749,376,,,,,,,,,,,,,,,,,,,,clmq1s26z0i3lqr1jqnd5wzit,M. Riemann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442486571,123,43,1,12,9,1c7qokc1j5z50cjj4tcu32haa,1,0,0,2022-08-06T13:44:28.900Z,2022-08-06T13:45:47Z,3687054347,144,39,3687050493,250,0,3687050485,63,0,3687050483,22,0,3687050487,56,Center,,,,,,,,,,cjok1odm3twxo7sqye3hua6eh,M. Leitsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
