id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,assist,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,keyPass,qualifier/17/value,qualifier/12/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2506207171,1,34,16,0,0,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2023-02-11T13:42:06.379Z,2023-02-11T14:32:11Z,4024280877,30,"cm8po8ez5w9ms01gid6w3kwk5, 6yhylu5q0y924amgv7vlodkgl, 9uthj64y9f77y63tq7did539x, 980t379w5cp7umv1eltwlfca1, a5kkysp7c5f577ji17q5v2k0l, 6ki6rv564ybctrajr2xtgyeax, 4gqnyyx3i92fayq6cxvekqwut, f3v95yyj6j7h7qpprxm4zlre1, bkbmygo5f1glcs6xssawl26z9, 5pousbiuqbus68yekd0mhc5pl, ew18qvvupaejxubhqmxmbd39x, 4rrnad6qnutl60z8e1quup6tx, e9c0v3ik308t91njildxzc6vp, 7hnmtyfmurizitwz1whecjnmy, 3rj7x05qx17n925xfpcrl0jpx, bpprd2haoafk6y0rjans4iytx, 6k3daudjhieulsgywbt9uoep6, 6sj31v61vtwwxe5hhwkj80g7o, 6teffw7m19t1b3auxy22y4m0a, 1yjv2fht4kuph088zlgwfwup6",4024280887,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4024465481,197,3794,4024280881,59,"1, 25, 11, 34, 23, 5, 17, 8, 9, 14, 27, 4, 10, 13, 16, 19, 37, 39, 40, 44",4024473091,194,cm8po8ez5w9ms01gid6w3kwk5,4024280885,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4024280883,130,17,4024280879,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506207819,1,34,16,0,0,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2023-02-11T13:42:42.694Z,2023-02-11T14:45:35Z,4024284045,59,"1, 30, 22, 3, 4, 12, 10, 8, 27, 23, 19, 5, 6, 9, 11, 18, 21, 25, 28, 38",4024284043,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4024477257,194,cg6h7oq0b5zpx1g4brhzyk1xx,4024284041,30,"cg6h7oq0b5zpx1g4brhzyk1xx, 9qo448ueot8pfc5oqo378wag9, aze5i6ssy55jrc8k9vhrs8o9h, 4foax2b7unlkev1eq6py86lii, 5ec2ede9uwbft3wby33mwowyd, djha3ac2mfhyb7oia64hq2nd, 2cq6ocr7j487do4nrm3sreg9h, 4tev0kk0om8cr1xbwpt8bozit, 2k5g68ywtr79lc45wozvifqlm, e4vr28e9cbq3q5nux1jlpuuei, 9ydkbbygq6uocors9kcdnzbop, a41r2ob5fhirgdwxwox6nr4yx, cis0z72hgahfnfjduk7hdnz3e, 59pu8nnghyxvvt8r3zyndpfpx, 7w63iqek6hmnizlirurla1cr9, jw8lb54ua2iufebwnu8k68t0, 8mcf8c8ht32as6xxrf1gb51m2, 6rg37ej1x7pwi7r4aq1107pih, 4ilnnpfgjfz35lni9ppzd93v9, 6m9kyt5astmqvzdq2ee81qcwl",4024284049,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4024284051,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4024284047,130,13,4024477259,197,16378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246293,2,32,1,0,0,7ad69ngbpjuyzv96drf8d9sn2,1,0,0,2023-02-11T14:31:09.193Z,2023-02-11T14:31:12Z,4024484139,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246279,2,32,1,0,0,4l9mrqzmajz5crzlz50mtbt6x,1,0,0,2023-02-11T14:31:09.193Z,2023-02-12T05:48:35Z,4024484097,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246343,3,1,1,0,0,4l9mrqzmajz5crzlz50mtbt6x,1,50.1,50,2023-02-11T14:31:09.196Z,2023-02-12T06:51:06Z,4027581163,178,,4024484417,212,9.0,4024484421,279,S,4024484411,56,Back,4024484419,213,2.6,4024484415,141,56.9,4024484413,140,42.8,,,,5pousbiuqbus68yekd0mhc5pl,C. Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246363,4,1,1,0,4,4l9mrqzmajz5crzlz50mtbt6x,1,42.3,69.2,2023-02-11T14:31:13.715Z,2023-02-12T06:51:09Z,4024484543,141,84.9,4024484545,212,12.1,4027581201,178,,4024484541,140,36.8,4024484547,213,2.1,4024484539,56,Back,,,,,,,f3v95yyj6j7h7qpprxm4zlre1,D. Geiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246437,5,1,1,0,6,4l9mrqzmajz5crzlz50mtbt6x,1,35.7,83.1,2023-02-11T14:31:16.156Z,2023-02-12T06:51:14Z,4024484901,212,21.3,4024484895,56,Back,4024484903,213,4.2,4024484899,141,56.4,4024484897,140,25.1,4027581295,178,,,,,,,,980t379w5cp7umv1eltwlfca1,S. Nsoki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246471,6,1,1,0,12,4l9mrqzmajz5crzlz50mtbt6x,1,31.9,59.4,2023-02-11T14:31:21.355Z,2023-02-12T06:51:20Z,4024485147,213,0.8,4024485151,1,,4024485139,140,53.5,4024485137,56,Left,4027581363,178,,4024485141,141,95.3,4024485143,212,33.3,,,,a5kkysp7c5f577ji17q5v2k0l,J. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246499,7,1,1,0,15,4l9mrqzmajz5crzlz50mtbt6x,1,41.9,88.1,2023-02-11T14:31:24.505Z,2023-02-12T06:51:28Z,4024485315,213,2.8,4024485313,212,11.4,4024485311,141,93.5,4024485309,140,31.6,4027581489,178,,4024485307,56,Back,,,,,,,9uthj64y9f77y63tq7did539x,Angeliño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246601,8,1,1,0,17,4l9mrqzmajz5crzlz50mtbt6x,1,29.5,94.1,2023-02-11T14:31:27.034Z,2023-02-12T06:51:33Z,4027581583,178,,4024485817,212,26.6,4024485815,141,68.0,4024485813,140,10.6,4024485811,56,Back,4024485819,213,3.9,,,,,,,980t379w5cp7umv1eltwlfca1,S. Nsoki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246641,9,1,1,0,20,4l9mrqzmajz5crzlz50mtbt6x,1,10.4,73.1,2023-02-11T14:31:30.071Z,2023-02-12T06:51:37Z,4027581673,178,,4024485987,141,91.5,4024485977,155,,4024485983,140,46.2,4024485979,56,Back,4024485995,1,,4024485993,213,0.3,4024485989,212,39.6,cm8po8ez5w9ms01gid6w3kwk5,O. Baumann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246677,10,1,1,0,23,4l9mrqzmajz5crzlz50mtbt6x,0,46.3,92,2023-02-11T14:31:32.785Z,2023-02-12T06:51:50Z,4024486169,213,6.0,4024486161,56,Left,4024486157,3,,4024486163,140,65.8,4024486165,141,83.4,4027581891,388,,4024486159,168,,4024486167,212,21.3,ew18qvvupaejxubhqmxmbd39x,A. Kramarić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506854015,1027,67,1,0,25,7ad69ngbpjuyzv96drf8d9sn2,1,36,12.3,2023-02-11T14:31:34.870Z,2023-02-12T10:28:34Z,4027668789,233,986,,,,,,,,,,,,,,,,,,,,,,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506854011,986,67,1,0,25,4l9mrqzmajz5crzlz50mtbt6x,0,64,87.7,2023-02-11T14:31:34.871Z,2023-02-12T08:21:10Z,4027668801,233,1027,,,,,,,,,,,,,,,,,,,,,,bkbmygo5f1glcs6xssawl26z9,I. Bebou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246675,3,8,1,0,25,7ad69ngbpjuyzv96drf8d9sn2,1,37.9,16,2023-02-11T14:31:34.905Z,2023-02-12T10:28:34Z,4024486151,56,Back,4027039111,383,,4027582169,178,,,,,,,,,,,,,,,,,5ec2ede9uwbft3wby33mwowyd,J. Tah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506246697,4,1,1,0,27,7ad69ngbpjuyzv96drf8d9sn2,0,38.6,18.2,2023-02-11T14:31:36.805Z,2023-02-12T06:52:10Z,4027582309,178,,4024486233,140,39.4,4024486237,212,0.9,4024486519,233,11,4024486523,286,,4024486235,141,18.5,4024486231,56,Back,4024486517,236,,5ec2ede9uwbft3wby33mwowyd,J. Tah,4024486239,213,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
