id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2526735965,7,1,1,0,12,dt4pinj0vw0t0cvz7za6mhmzy,1,60.5,63.9,2023-04-01T16:30:24.164Z,2023-04-02T16:24:26Z,4153602329,56,Center,4153602333,141,73.0,4153602327,3,,4158680145,178,,4153602335,212,14.6,4153602331,140,73.1,4153602337,213,0.4,,,,cl6720rdjeubt0bc3su0qg3qh,J. Ryerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526735971,8,1,1,0,13,dt4pinj0vw0t0cvz7za6mhmzy,1,74.8,72.9,2023-04-01T16:30:25.684Z,2023-04-02T06:54:49Z,4153602367,141,82.6,4153602371,212,6.7,4153602375,213,1.7,4156262865,178,,4153602359,56,Left,4153602363,140,73.7,,,,,,,btzfq6521zl3q5uqus8ltov6d,M. Reus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526735987,9,1,1,0,15,dt4pinj0vw0t0cvz7za6mhmzy,1,74,82.6,2023-04-01T16:30:27.774Z,2023-04-02T06:54:56Z,4153602449,212,17.1,4156263249,178,,4153602441,56,Center,4153602445,141,75.6,4153602443,140,89.6,4153602451,213,6.0,,,,,,,6ie5meimavc8kwohr6lrdyket,Raphaël Guerreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526735991,10,1,1,0,17,dt4pinj0vw0t0cvz7za6mhmzy,0,89.3,75.6,2023-04-01T16:30:29.556Z,2023-04-02T06:55:01Z,4153602465,141,74.4,4153602463,140,89.5,4153602483,236,,4153602467,212,0.8,4153602485,233,5,4153602489,286,,4153602461,56,Center,4156263329,178,,btzfq6521zl3q5uqus8ltov6d,M. Reus,4153602469,213,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526735983,5,74,1,0,17,apoawtpvac4zqlancmvw4nk4o,1,7.9,27.1,2023-04-01T16:30:29.680Z,2023-04-02T06:55:04Z,4156263379,178,,4153602505,233,10,4153602425,56,Back,4153602427,285,,,,,,,,,,,,,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526735999,6,6,1,0,19,apoawtpvac4zqlancmvw4nk4o,0,3.8,24.4,2023-04-01T16:30:31.248Z,2023-04-02T06:55:10Z,4153602521,56,Back,4153602525,73,,4153602711,233,11,,,,,,,,,,,,,,,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526736029,11,6,1,0,19,dt4pinj0vw0t0cvz7za6mhmzy,1,96.2,75.6,2023-04-01T16:30:31.248Z,2023-04-02T06:55:09Z,4153602703,233,6,4153602681,73,,4153602679,56,Center,,,,,,,,,,,,,,,,btzfq6521zl3q5uqus8ltov6d,M. Reus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526736389,12,1,1,0,44,dt4pinj0vw0t0cvz7za6mhmzy,0,99.5,99.5,2023-04-01T16:30:56.859Z,2023-04-02T06:55:27Z,4153604433,2,,4156263821,178,,4153604449,141,56.7,4153604435,6,,4153604441,224,,4153604453,213,4.5,4155124175,72,,4153604437,155,,6ie5meimavc8kwohr6lrdyket,Raphaël Guerreiro,4153604447,140,94.8,4153604445,56,Center,4153604451,212,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526736401,7,12,1,0,46,apoawtpvac4zqlancmvw4nk4o,1,3.9,42.2,2023-04-01T16:30:58.256Z,2023-04-02T06:55:32Z,4153604493,141,57.2,4153604535,15,,4153604495,212,20.2,4153604491,140,20.5,4156263859,388,,4153604497,213,0.5,4153604489,56,Back,,,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526736481,9,49,1,0,47,apoawtpvac4zqlancmvw4nk4o,1,21.3,57.3,2023-04-01T16:30:59.327Z,2023-04-02T16:24:57Z,,,,,,,,,,,,,,,,,,,,,,,,,4603xrdk721lqhd1ejn62x5n9,L. Sané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526736425,8,61,1,0,47,apoawtpvac4zqlancmvw4nk4o,0,21.3,57.3,2023-04-01T16:30:59.419Z,2023-04-02T16:25:02Z,4153604617,56,Back,4156263997,178,,,,,,,,,,,,,,,,,,,,4603xrdk721lqhd1ejn62x5n9,L. Sané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526736487,13,49,1,0,49,dt4pinj0vw0t0cvz7za6mhmzy,1,60.5,51.6,2023-04-01T16:31:01.163Z,2023-04-02T06:56:02Z,,,,,,,,,,,,,,,,,,,,,,,,,btzfq6521zl3q5uqus8ltov6d,M. Reus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526736503,14,1,1,0,50,dt4pinj0vw0t0cvz7za6mhmzy,1,60.5,51.6,2023-04-01T16:31:03.042Z,2023-04-02T06:56:07Z,4153604989,212,26.4,4153604991,213,3.6,4153604987,141,33.6,4153604983,56,Back,4156264167,178,,4153604985,140,38.2,,,,,,,btzfq6521zl3q5uqus8ltov6d,M. Reus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526736527,15,1,1,0,52,dt4pinj0vw0t0cvz7za6mhmzy,1,38.2,33.6,2023-04-01T16:31:05.124Z,2023-04-02T06:56:13Z,4153605113,56,Center,4153605121,213,5.9,4153605115,140,53.8,4153605119,212,17.5,4153605117,141,24.7,4156264225,178,,,,,,,,cl6720rdjeubt0bc3su0qg3qh,J. Ryerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526736581,16,1,1,0,56,dt4pinj0vw0t0cvz7za6mhmzy,1,53.8,24.7,2023-04-01T16:31:08.873Z,2023-04-02T06:56:31Z,4153605391,1,,4153605387,212,56.7,4153605381,56,Left,4153605389,213,1.0,4156264435,178,,4153605385,141,95.3,4153605379,196,,4153605383,140,82.6,7lai6ovwsl01gonutejt4mms5,E. Can,4153605377,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526736657,17,1,1,0,59,dt4pinj0vw0t0cvz7za6mhmzy,1,82.6,95.3,2023-04-01T16:31:12.099Z,2023-04-02T16:27:05Z,4153605721,212,10.6,4158691065,178,,4153605715,141,95.4,4153605711,140,72.5,4153605723,213,3.1,4153605705,56,Left,4153605703,3,,,,,6ie5meimavc8kwohr6lrdyket,Raphaël Guerreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526736677,18,1,1,1,2,dt4pinj0vw0t0cvz7za6mhmzy,1,70.4,95,2023-04-01T16:31:14.890Z,2023-04-02T06:57:10Z,4153605789,212,12.0,4156264521,178,,4153605787,141,85.0,4153605791,213,3.7,4153605783,56,Left,4153605785,140,61.0,,,,,,,f4qcgzveslklfi8601tep77x1,J. Brandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526736719,19,1,1,1,5,dt4pinj0vw0t0cvz7za6mhmzy,1,61,84.8,2023-04-01T16:31:17.423Z,2023-04-02T06:57:17Z,4153606039,141,75.4,4153606037,140,55.7,4153606043,213,4.0,4153606041,212,8.5,4156264873,178,,4153606035,56,Center,,,,,,,btzfq6521zl3q5uqus8ltov6d,M. Reus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526736751,20,1,1,1,9,dt4pinj0vw0t0cvz7za6mhmzy,1,61.3,86,2023-04-01T16:31:22.070Z,2023-04-02T06:57:24Z,4153606217,212,10.6,4156264973,178,,4153606219,213,2.4,4153606211,56,Left,4153606215,141,96.2,4153606213,140,53.7,,,,,,,d5mck7rf48chzersephpx29d5,N. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526736777,21,1,1,1,11,dt4pinj0vw0t0cvz7za6mhmzy,0,54.2,96.2,2023-04-01T16:31:23.428Z,2023-04-02T06:57:29Z,4153606317,155,,4153606325,212,32.4,4156265063,178,,4153606323,141,76.7,4153606319,56,Center,4153606327,213,5.9,4153606329,1,,4153606321,140,82.4,cl6720rdjeubt0bc3su0qg3qh,J. Ryerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526736819,10,1,1,1,14,apoawtpvac4zqlancmvw4nk4o,1,18.8,23.3,2023-04-01T16:31:26.153Z,2023-04-02T16:28:25Z,4153606489,213,5.2,4153606481,56,Back,4153606487,212,5.9,4153606483,140,21.5,4158696555,178,,4153606479,3,,4153606485,141,15.7,,,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527694025,1102,67,1,1,15,apoawtpvac4zqlancmvw4nk4o,1,22.9,17.2,2023-04-01T16:31:27.407Z,2023-04-02T18:12:49Z,4158700913,233,1168,,,,,,,,,,,,,,,,,,,,,,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527694023,1168,67,1,1,15,dt4pinj0vw0t0cvz7za6mhmzy,0,77.1,82.8,2023-04-01T16:31:27.408Z,2023-04-02T16:29:35Z,4158700935,233,1102,,,,,,,,,,,,,,,,,,,,,,btzfq6521zl3q5uqus8ltov6d,M. Reus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526736831,11,1,1,1,15,apoawtpvac4zqlancmvw4nk4o,1,21.5,15.7,2023-04-01T16:31:27.417Z,2023-04-02T18:12:50Z,4153606551,212,18.6,4153606543,157,,4156265155,178,,4153606545,56,Back,4153606549,141,42.7,4153606553,213,1.7,4153606555,1,,4153606547,140,18.6,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526736837,12,44,1,1,17,apoawtpvac4zqlancmvw4nk4o,1,20.4,41.1,2023-04-01T16:31:29.861Z,2023-04-02T18:12:50Z,4153606701,233,22,4153606583,285,,4153606581,56,Back,,,,,,,,,,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526736843,22,44,1,1,17,dt4pinj0vw0t0cvz7za6mhmzy,0,79.6,58.9,2023-04-01T16:31:29.862Z,2023-04-02T06:57:43Z,4153606631,56,Center,4153606753,233,12,4153606635,286,,,,,,,,,,,,,,,,,e83ula4wockmc2xid7185kcq2,J. Bellingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526736863,13,1,1,1,17,apoawtpvac4zqlancmvw4nk4o,1,18.6,42.7,2023-04-01T16:31:29.910Z,2023-04-02T18:12:51Z,4153606767,141,51.9,4153606769,212,10.5,4153606761,3,,4153606771,213,0.6,4153606765,140,26.6,4156265289,388,,4153606763,56,Back,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526736867,14,49,1,1,19,apoawtpvac4zqlancmvw4nk4o,1,26.5,51.8,2023-04-01T16:31:31.470Z,2023-04-02T06:57:50Z,,,,,,,,,,,,,,,,,,,,,,,,,1u1u438ql6xrordkb65wsxo7p,K. Coman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526736937,15,1,1,1,20,apoawtpvac4zqlancmvw4nk4o,1,24.4,56.6,2023-04-01T16:31:32.561Z,2023-04-02T06:57:55Z,4156265405,178,,4153607177,213,1.6,4153607171,140,23.9,4153607169,56,Back,4153607175,212,21.4,4153607173,141,88.1,,,,,,,1u1u438ql6xrordkb65wsxo7p,K. Coman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526736973,16,1,1,1,24,apoawtpvac4zqlancmvw4nk4o,1,21.2,87,2023-04-01T16:31:37.104Z,2023-04-02T16:31:07Z,4153607337,213,3.7,4158707185,389,,4153607331,140,4.0,4153607335,212,21.1,4153607333,141,71.0,4153607329,56,Back,,,,,,,582uvj0i3dvm0zwbou9q68pgp,A. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526737029,17,1,1,1,28,apoawtpvac4zqlancmvw4nk4o,1,4,71,2023-04-01T16:31:40.143Z,2023-04-02T06:58:07Z,4153607565,212,29.3,4153607557,140,7.4,4156265575,178,,4153607553,56,Back,4153607569,213,4.8,4153607561,141,28.3,,,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526737061,18,1,1,1,31,apoawtpvac4zqlancmvw4nk4o,1,7.4,28.3,2023-04-01T16:31:43.838Z,2023-04-02T06:58:13Z,4153607741,141,37.4,4153607739,140,18.8,4156265667,178,,4153607745,213,0.5,4153607743,212,13.5,4153607737,56,Back,,,,,,,x4qyxhfr2vi007sazoqe5vit,D. Upamecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526737185,19,1,1,1,33,apoawtpvac4zqlancmvw4nk4o,1,15.1,39.5,2023-04-01T16:31:45.847Z,2023-04-02T06:58:16Z,4153608507,141,68.6,4153608511,213,1.5,4153608505,140,15.9,4153608503,56,Back,4153608509,212,19.8,4156265711,178,,,,,,,,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526737241,20,1,1,1,43,apoawtpvac4zqlancmvw4nk4o,1,29.5,71,2023-04-01T16:31:55.370Z,2023-04-02T06:58:21Z,4153608793,56,Back,4153608795,140,33.0,4153608801,213,4.8,4153608799,212,35.1,4153608803,1,,4153608797,141,19.6,4156265767,178,,,,,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526737281,21,1,1,1,47,apoawtpvac4zqlancmvw4nk4o,1,39.3,24.2,2023-04-01T16:31:59.623Z,2023-04-02T06:58:24Z,4153608971,56,Center,4153608979,213,0.4,4153608977,212,20.7,4156265795,178,,4153608973,140,57.7,4153608975,141,35.2,,,,,,,yq0cm7vwr0tkv7nvt9vo77bp,B. Pavard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526737291,22,3,1,1,49,apoawtpvac4zqlancmvw4nk4o,1,57.8,31.6,2023-04-01T16:32:02.065Z,2023-04-02T06:58:31Z,4155157155,464,,4153609061,56,Center,4153609159,233,23,4153609067,286,,4156265873,178,,,,,,,,,,,e5mjphb52suw89189nyca72z9,E. Choupo-Moting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526737297,23,45,1,1,49,dt4pinj0vw0t0cvz7za6mhmzy,0,42.2,68.4,2023-04-01T16:32:02.065Z,2023-04-02T06:58:32Z,4153609103,56,Back,4153609177,233,22,4153609105,285,,,,,,,,,,,,,,,,,6ie5meimavc8kwohr6lrdyket,Raphaël Guerreiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526737331,23,1,1,1,50,apoawtpvac4zqlancmvw4nk4o,1,56.1,27.2,2023-04-01T16:32:03.127Z,2023-04-02T06:58:37Z,4153609267,141,6.7,4156265935,178,,4153609271,213,5.3,4153609269,212,16.3,4153609265,140,64.2,4153609263,56,Right,,,,,,,e5mjphb52suw89189nyca72z9,E. Choupo-Moting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526737355,24,1,1,1,53,apoawtpvac4zqlancmvw4nk4o,1,60.7,10.1,2023-04-01T16:32:05.834Z,2023-04-02T06:58:47Z,4153609435,56,Center,4153609441,212,11.0,4156266009,178,,4153609443,213,2.0,4153609437,140,56.0,4153609439,141,24.5,,,,,,,4603xrdk721lqhd1ejn62x5n9,L. Sané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526737405,25,1,1,1,55,apoawtpvac4zqlancmvw4nk4o,1,56,24.5,2023-04-01T16:32:07.900Z,2023-04-02T06:58:53Z,4153609667,56,Right,4153609669,140,55.8,4153609671,141,6.7,4156266059,178,,4153609675,213,4.7,4153609673,212,12.1,,,,,,,97nv3y9z2ajz6b4ynoo0jn3kl,J. Kimmich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526737449,26,1,1,1,57,apoawtpvac4zqlancmvw4nk4o,1,53.7,6.7,2023-04-01T16:32:10.090Z,2023-04-02T06:58:58Z,4156266103,178,,4153609889,141,55.4,4153609891,212,34.6,4153609887,140,44.3,4153609895,1,,4153609885,56,Back,4153609893,213,1.9,,,,4603xrdk721lqhd1ejn62x5n9,L. Sané,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526737471,27,1,1,1,59,apoawtpvac4zqlancmvw4nk4o,0,44.8,55.5,2023-04-01T16:32:11.799Z,2023-04-02T06:59:02Z,4153610045,140,82.2,4156266205,178,,4153610051,213,6.3,4153610043,56,Center,4153610047,141,54.9,4153610041,155,,4153610053,1,,4153610049,212,39.3,10zt8rbgbmyqxr1m13wm5gfs9,M. de Ligt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526737539,24,1,1,2,3,dt4pinj0vw0t0cvz7za6mhmzy,1,17.8,43.5,2023-04-01T16:32:15.628Z,2023-04-02T06:59:05Z,4153610283,56,Back,4153610285,140,1.7,4153610281,3,,4153610289,212,17.1,4153610291,213,3.3,4156266243,388,,4153610287,141,39.5,,,,4vy3j1o829f561jf4fqum7ob9,N. Süle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2526737545,25,52,1,2,5,dt4pinj0vw0t0cvz7za6mhmzy,1,3.4,39.4,2023-04-01T16:32:17.353Z,2023-04-02T06:59:09Z,4156266269,178,,4155158151,376,,,,,,,,,,,,,,,,,,,,9rjd95oqotnalxmv56v7p1r6d,G. Kobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
