id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,keyPass,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2479432907,1,34,16,0,0,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2022-10-30T13:35:16.600Z,2022-10-30T14:32:32Z,3883451831,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3883451819,30,"8l1mv5qd9vwade754v3l8epjp, cl6720rdjeubt0bc3su0qg3qh, 3gq68k18hhnaazwonmkyjik15, 3g9riero16s160evc28u3q3u1, cab22ojcuhdzdwmbtl20n8i51, 1ywfkwrcysdlvkt859q00kt7t, f0x3pa532agezdjdzcsp94l49, 24vavcwn4hco5je9kdu9ciwgl, 5xhjvappzv6swoof5qpi0yj9, cywgibmici8hwp1ad1nhk3ufp, 1vv29mash2uijx542ssjk666t, 9qzxygb9hyzag1szans0k2jth, 5pnfmmq8b8jxmp1qnf82d8out, 602fyni27c129xjs9ziyn5as5, 7424gvk9hiq5up61dj181y66t, 254i1zsifi2er9rvuxgi9katx, d3xe46be1ajvxzxzboiaoy385, 52t6t7cdsr0fjs9ukmwo9y7rp, 7446u69ki15qcyq2jtszacm3t, bt35y17wl42b5t5tw6z68uwyy",3883451827,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3883664493,197,16256,3883451825,130,12,3883451829,194,1vv29mash2uijx542ssjk666t,3883451823,59,"1, 6, 26, 4, 31, 5, 13, 19, 45, 27, 8, 2, 11, 14, 17, 24, 25, 28, 37, 40",3883451821,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479436855,1,34,16,0,0,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2022-10-30T13:38:48.274Z,2022-10-30T14:29:05Z,3883471901,30,"slsd8022q9s3uugsafaqt2ol, 43eq31reskwn9veb3vickralm, dqrzogrwznyks6whhfhq748ut, 1mkbxdrj3myvt6jm4tx8sywgl, ckjid5lfgbx8tdyoi32vbwn9x, 8k5c8po5gx3vnxx36viq08xqt, d0qyia80j5079xq5olbttqfl6, 5i8dbjuewybsfgyym63clfw0l, 66nvc8a4kd3cyeyj3i474cudx, 9bdxi3mvkftmqts59jptqq76d, 7tj7eobo7kmk8egcbfrabe8d1, l8bphgwl3llcckvf9zr6ptqt, 22zaq3o78o5feeogqdsvig02y, 87kc5hjp3ry2z624wty5h7g4q, dwx1vmtmeiiokfqv18g7cb1lh, 8ph29uixl5q80zj74jo339be1, bc5vmdnoyshdi5hcgu8dgqxyi, dn3zu7kyql966v0fqi1sikpyi, 2fadtqb0v2zreactvdosbxy50, 8dq80nkl6nbdejj2ti0mb2w6i",3883471903,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3883471909,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3883471905,59,"21, 29, 25, 6, 5, 30, 19, 8, 10, 13, 14, 7, 20, 22, 24, 26, 27, 34, 38, 41",3883471907,130,8,3883780601,197,11724,3883471913,194,9bdxi3mvkftmqts59jptqq76d,3883471917,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479497919,2,32,1,0,0,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2022-10-30T14:30:11.855Z,2022-10-31T05:03:34Z,3883791475,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479497909,2,32,1,0,0,go76xxm0xyfgqt1h6tcrtimm,1,0,0,2022-10-30T14:30:11.855Z,2022-10-30T14:30:12Z,3883791415,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479497975,3,1,1,0,0,go76xxm0xyfgqt1h6tcrtimm,1,50,50,2022-10-30T14:30:11.888Z,2022-10-31T06:00:51Z,3886062455,178,,3883791747,212,20.0,3883791751,279,S,3883791745,141,49.2,3883791749,213,3.2,3883791743,140,31.0,3883791741,56,Back,,,,9bdxi3mvkftmqts59jptqq76d,L. Stindl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479498011,4,1,1,0,3,go76xxm0xyfgqt1h6tcrtimm,0,32.2,48.8,2022-10-30T14:30:15.208Z,2022-10-31T06:00:51Z,3883791919,140,74.4,3883791915,155,,3883791917,56,Left,3883791925,213,0.7,3883791921,141,100.0,3883791923,212,57.2,3883791927,1,,3886062463,178,,ckjid5lfgbx8tdyoi32vbwn9x,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479498209,3,5,1,0,7,a8d2gb2nag8fy0itbuxmcibh2,1,21.8,-1.4,2022-10-30T14:30:19.787Z,2022-10-31T06:00:52Z,3883793113,56,Back,3883793115,347,,3883793117,233,5,,,,,,,,,,,,,,,,cywgibmici8hwp1ad1nhk3ufp,S. Becker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479498013,5,5,1,0,7,go76xxm0xyfgqt1h6tcrtimm,0,78.2,101.4,2022-10-30T14:30:19.787Z,2022-10-31T06:00:52Z,3883791929,56,Left,3883791931,347,,3883793135,233,3,,,,,,,,,,,,,,,,ckjid5lfgbx8tdyoi32vbwn9x,M. Friedrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479498267,4,1,1,0,20,a8d2gb2nag8fy0itbuxmcibh2,1,23.7,0,2022-10-30T14:30:32.622Z,2022-10-31T06:00:53Z,3883793485,1,,3883793475,56,Back,3883793479,141,14.3,3883793481,212,25.0,3883793473,107,,3883793483,213,0.5,3883793477,140,45.1,,,,cl6720rdjeubt0bc3su0qg3qh,J. Ryerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479498287,5,44,1,0,22,a8d2gb2nag8fy0itbuxmcibh2,1,45.8,11.6,2022-10-30T14:30:34.391Z,2022-10-31T06:45:41Z,3883793599,285,,3883793597,56,Back,3883793841,233,6,,,,,,,,,,,,,,,,5xhjvappzv6swoof5qpi0yj9,J. Siebatcheu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479498319,6,44,1,0,22,go76xxm0xyfgqt1h6tcrtimm,0,54.2,88.4,2022-10-30T14:30:34.392Z,2022-10-31T06:00:53Z,3883793879,233,5,3883793773,286,,3883793771,56,Left,,,,,,,,,,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479498295,6,1,1,0,22,a8d2gb2nag8fy0itbuxmcibh2,0,45,13.8,2022-10-30T14:30:34.462Z,2022-10-31T06:45:41Z,3886062503,388,,3883793621,213,5.2,3883793617,141,0.0,3883793615,140,50.2,3883793619,212,11.1,3883793613,56,Right,3883793611,3,,,,,5xhjvappzv6swoof5qpi0yj9,J. Siebatcheu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479498297,7,5,1,0,24,a8d2gb2nag8fy0itbuxmcibh2,0,48.7,-1.2,2022-10-30T14:30:36.143Z,2022-10-31T06:00:54Z,3883793623,56,Back,3883794631,233,7,3883793625,347,,,,,,,,,,,,,,,,,5xhjvappzv6swoof5qpi0yj9,J. Siebatcheu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479498475,7,5,1,0,24,go76xxm0xyfgqt1h6tcrtimm,1,51.3,101.2,2022-10-30T14:30:36.143Z,2022-10-31T06:00:54Z,3883794523,347,,3883794521,56,Left,3883794589,233,7,,,,,,,,,,,,,,,,dqrzogrwznyks6whhfhq748ut,R. Bensebaïni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
