id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,keyPass,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/17/value
2501281155,1,34,16,0,0,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2023-01-28T13:40:12.609Z,2023-01-28T14:31:30Z,3998395757,30,"8l1mv5qd9vwade754v3l8epjp, 52t6t7cdsr0fjs9ukmwo9y7rp, 40rzvcdss138e6futx3bht3o5, 3g9riero16s160evc28u3q3u1, cab22ojcuhdzdwmbtl20n8i51, 1ywfkwrcysdlvkt859q00kt7t, f0x3pa532agezdjdzcsp94l49, 24vavcwn4hco5je9kdu9ciwgl, 7424gvk9hiq5up61dj181y66t, cywgibmici8hwp1ad1nhk3ufp, 1vv29mash2uijx542ssjk666t, 9kxuwgequrilkom3ru6sdxall, 87jamhsc8ps9kh5432u36kjc9, 5pnfmmq8b8jxmp1qnf82d8out, 602fyni27c129xjs9ziyn5as5, emtrl7rrhp3ybsibf1f89kyj9, 254i1zsifi2er9rvuxgi9katx, 7446u69ki15qcyq2jtszacm3t, bt35y17wl42b5t5tw6z68uwyy, 5xhjvappzv6swoof5qpi0yj9",3998395771,194,52t6t7cdsr0fjs9ukmwo9y7rp,3998395765,130,12,3998395767,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998614221,197,16256,3998395759,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3998395761,59,"1, 28, 26, 4, 31, 5, 13, 19, 17, 27, 8, 18, 3, 11, 14, 23, 24, 37, 40, 45",3998395773,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501281201,1,34,16,0,0,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2023-01-28T13:40:16.352Z,2023-01-28T14:25:10Z,3998396019,30,"1sjt0nj0232gu88x50c3d16nd, 7wm8whndx19gcpqxtw9safljp, 2ebiw2w6d76sttjh8n8871kgl, eg9xhi6wfp1duf01pcsn8vfmd, 1zo6iikznwkd2vuhqykt7jw7p, djpsc1fvcnrh61c071t00gmad, b2oa5dzw40auj5cgxfrp4b4r9, 9j1fd0mz39tl1h5che3f357md, cfdgq8thcoghlh5d0s0pzb1sl, 5cw4n6kdaa7imeyaiuo2pnq39, djggrnjp9s4p2mlbzhx6arbh1, 48xfkorlx0hu677np4669wbth, 88unrmh29io1zmqzxwjzuqtm2, 6q2mf0qrkt51z28b46wltxal1, du9vq193cqx7gmve30eijws15, 6hgj78mr8wy2i5izf8x10ij11, 6mijfayg3juwbk0u95h9gd8x6, ce2pidh4dpd1ccozn2lm3qtw5, bytrobr8rfp9zwbxzopr4vgno, dagqmnyits33v1tnw02w3mk4q",3998396021,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3998396031,130,4,3998587289,197,11911,3998396025,59,"1, 2, 21, 29, 5, 20, 10, 8, 18, 14, 23, 7, 12, 17, 24, 27, 31, 34, 39, 42",3998396043,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998396035,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3998396039,194,2ebiw2w6d76sttjh8n8871kgl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501320947,2,32,1,0,0,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2023-01-28T14:30:13.636Z,2023-01-28T22:54:06Z,3998608177,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501320905,2,32,1,0,0,a8d2gb2nag8fy0itbuxmcibh2,1,0,0,2023-01-28T14:30:13.636Z,2023-01-28T14:30:13Z,3998607999,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501320963,3,1,1,0,0,a8d2gb2nag8fy0itbuxmcibh2,1,50.2,50.1,2023-01-28T14:30:13.643Z,2023-01-29T01:27:13Z,3998608267,141,51.6,3998608273,279,S,4001145625,178,,3998608265,140,35.7,3998608269,212,15.3,3998608271,213,3.1,3998608263,56,Back,,,,f0x3pa532agezdjdzcsp94l49,A. Schäfer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501321023,4,1,1,0,3,a8d2gb2nag8fy0itbuxmcibh2,1,35.7,51.6,2023-01-28T14:30:17.164Z,2023-01-29T01:27:23Z,3998608597,141,73.3,4001145879,178,,3998608601,213,1.6,3998608599,212,14.8,3998608595,140,35.3,3998608593,56,Back,,,,,,,1ywfkwrcysdlvkt859q00kt7t,D. Doekhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501321071,5,1,1,0,7,a8d2gb2nag8fy0itbuxmcibh2,0,42.4,75.2,2023-01-28T14:30:20.974Z,2023-01-29T01:27:39Z,3998608891,140,100.0,3998608887,155,,3998608897,213,0.2,3998608899,1,,3998608895,212,62.5,3998608889,56,Left,4001146365,178,,3998608893,141,90.0,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501321095,3,5,1,0,11,f0w62l8zql3tukxsy8fqwp72x,1,-1.2,9,2023-01-28T14:30:25.520Z,2023-01-29T01:27:44Z,3998609053,346,,3998609051,56,Back,3998609067,233,6,,,,,,,,,,,,,,,,cfdgq8thcoghlh5d0s0pzb1sl,W. Kanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501321077,6,5,1,0,11,a8d2gb2nag8fy0itbuxmcibh2,0,101.2,91,2023-01-28T14:30:25.520Z,2023-01-29T01:27:45Z,3998609093,233,3,3998608925,56,Left,3998608927,346,,,,,,,,,,,,,,,,,cab22ojcuhdzdwmbtl20n8i51,R. Knoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2501321327,4,1,1,0,25,f0w62l8zql3tukxsy8fqwp72x,0,4.8,50.9,2023-01-28T14:30:38.818Z,2023-01-29T01:27:52Z,3998610353,74,,3998610343,141,44.7,3998610349,1,,3998610345,212,54.3,3998610339,56,Center,3998610335,124,,3998610347,213,6.2,3998610337,155,,1sjt0nj0232gu88x50c3d16nd,O. Christensen,3998610341,140,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
