id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,assist,qualifier/18/value
2465462021,1,34,16,0,0,8q1ul09cygzswb7tb456bmifv,1,0,0,2022-10-01T12:32:49.644Z,2022-10-03T09:42:12Z,3809196177,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3809196169,30,"4zfgh6wq7svx418tzwf0gfavp, 38knnji3m4qg6pqohph35n74l, 21vfv10e7fh6b2xtcu55ihn11, ojqb7kv87o0cidbckgtg1rdh, 4w8nqkhp6v62vs319a7qckfs9, 3tdsezcgdlm4laybvh4u49cr9, bkonv3y0vn24mpn6j8abjtux, g64b8x11ndowv2zj29r9i311, cnf7quyillyf560nh14taliw9, 8n4b6j21nxf1nf628ugg3xsdl, 55z0yap5tml66nes2cchg7ahh, f239q43hdwrm7u7mu5jqyk91x, 8w5vjfl9ntyyxzyn2lo8k4dpm, 3saz8njlttx2i4ospcwmmaqga, 89s9fm31pcfq7l28kc2kad4kq, dcben7gqpal0986gn6n5ypsyd, 6dzx3oyd42ql69tqxqvg8mpxx, 8mmecefcbz8wu4jcqqywps5p1, es3b9j6925m7m9x7cr72mn0mh, 91n9wzn3qq2789zq8vdmfrd62",3809196171,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3809196179,194,21vfv10e7fh6b2xtcu55ihn11,3809196183,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3809196173,59,"20, 2, 14, 28, 15, 4, 7, 18, 37, 21, 11, 3, 5, 6, 8, 13, 17, 23, 33, 40",3809196181,197,16228,3809196175,130,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465464227,1,34,16,0,0,dt4pinj0vw0t0cvz7za6mhmzy,1,0,0,2022-10-01T12:35:26.324Z,2022-10-01T13:27:22Z,3809207163,194,e83ula4wockmc2xid7185kcq2,3809207153,59,"33, 24, 13, 6, 25, 4, 27, 22, 20, 19, 21, 10, 18, 23, 30, 35, 36, 44, 47",3809207143,30,"2jrntrq2x714pviioh3jnkted, bb6glt8n0ar47cmhmj6gnfiz9, 6ie5meimavc8kwohr6lrdyket, emvi36y613e4lqlat3wfdih9l, 4vy3j1o829f561jf4fqum7ob9, d5mck7rf48chzersephpx29d5, ebj6t5jqzixrnww1z7qofznu2, e83ula4wockmc2xid7185kcq2, 4lcyjhvtwieshr4r3a6104qtx, f4qcgzveslklfi8601tep77x1, 7q96z3aaee5jyccb8pjthi8kp, 3y9nm18as1wxhizq3fyazb2t, eguzzwxdm0fwocax6srpck48a, 7lai6ovwsl01gonutejt4mms5, culbbgu1o5fdbl3gxz54rbn4l, 4u4lkw0zq671i7p9agoa57x7t, 4rtps64cca8vrscv80bgyvjf8, 1ltc40nsr2fkx99i5hf7i3mga, 8zl9wv46y5bchktqcwth3z3ai",3809408607,197,2698,3809207165,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3809207161,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3809207147,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",3809207157,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504947,2,32,1,0,0,8q1ul09cygzswb7tb456bmifv,1,0,0,2022-10-01T13:31:06.118Z,2022-10-02T03:47:35Z,3809424397,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504853,2,32,1,0,0,dt4pinj0vw0t0cvz7za6mhmzy,1,0,0,2022-10-01T13:31:06.118Z,2022-10-01T13:31:06Z,3809424005,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465504969,3,1,1,0,0,dt4pinj0vw0t0cvz7za6mhmzy,1,49.8,50,2022-10-01T13:31:06.138Z,2022-10-02T04:16:02Z,3813321911,178,,3809424477,140,33.2,3809424475,56,Back,3809424481,212,19.3,3809424489,279,S,3809424479,141,62.1,3809424485,213,2.7,,,,f4qcgzveslklfi8601tep77x1,J. Brandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466283493,923,43,1,0,0,dt4pinj0vw0t0cvz7za6mhmzy,1,0,0,2022-10-01T13:31:06.497Z,2022-10-02T08:23:43Z,3813580081,178,0,3813580159,144,82,,,,,,,,,,,,,,,,,,,d5mck7rf48chzersephpx29d5,N. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505025,4,1,1,0,3,dt4pinj0vw0t0cvz7za6mhmzy,1,32.4,62.1,2022-10-01T13:31:09.118Z,2022-10-02T04:16:05Z,3813321973,178,,3809424817,212,51.2,3809424815,141,9.4,3809424813,140,67.2,3809424821,1,,3809424819,213,5.5,3809424809,155,,3809424811,56,Right,d5mck7rf48chzersephpx29d5,N. Schlotterbeck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505029,5,44,1,0,6,dt4pinj0vw0t0cvz7za6mhmzy,1,71.7,8.2,2022-10-01T13:31:12.389Z,2022-10-02T11:51:08Z,3809424951,233,3,3809424883,286,,3809424881,56,Right,,,,,,,,,,,,,,,,bb6glt8n0ar47cmhmj6gnfiz9,T. Meunier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505037,3,44,1,0,6,8q1ul09cygzswb7tb456bmifv,0,28.3,91.8,2022-10-01T13:31:12.390Z,2022-10-02T04:16:10Z,3809424923,285,,3809424957,233,5,3809424917,56,Back,,,,,,,,,,,,,,,,21vfv10e7fh6b2xtcu55ihn11,J. Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465505033,6,1,1,0,6,dt4pinj0vw0t0cvz7za6mhmzy,0,67.2,9.5,2022-10-01T13:31:12.408Z,2022-10-02T11:51:08Z,3809424899,141,19.5,3809424893,3,,3809424895,56,Right,3809424897,140,72.0,3813322275,388,,3809424901,212,8.5,3809424903,213,0.9,,,,bb6glt8n0ar47cmhmj6gnfiz9,T. Meunier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
