id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/10/value,qualifier/17/value,assist
2478330721,8,44,1,0,17,f0w62l8zql3tukxsy8fqwp72x,1,52.6,52.4,2022-10-28T18:32:19.005Z,2022-10-29T09:23:52Z,3877591961,56,Center,3877592319,233,4,3877591963,286,,,,,,,,,,,,,,,,,9j1fd0mz39tl1h5che3f357md,S. Serdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478330775,4,44,1,0,17,cu0eztmjcsbydyp53aleznorw,0,47.4,47.6,2022-10-28T18:32:19.006Z,2022-10-29T08:29:26Z,3877592327,233,8,3877592281,285,,3877592277,56,Back,,,,,,,,,,,,,,,,b4q9q0qgmtz959rygieg9ln1l,R. Schmid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478330731,9,1,1,0,17,f0w62l8zql3tukxsy8fqwp72x,0,52.2,51.4,2022-10-28T18:32:19.102Z,2022-10-29T09:23:53Z,3877592025,141,51.4,3877592023,140,52.5,3877592021,56,Center,3878630317,388,,3877592029,213,0,3877592019,3,,3877592027,212,0.3,,,,9j1fd0mz39tl1h5che3f357md,S. Serdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478330787,5,61,1,0,17,cu0eztmjcsbydyp53aleznorw,1,47,47.2,2022-10-28T18:32:19.144Z,2022-10-29T08:29:36Z,3878630377,21,,3877592335,56,Back,3878630379,388,,,,,,,,,,,,,,,,,b4q9q0qgmtz959rygieg9ln1l,R. Schmid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478330805,6,49,1,0,19,cu0eztmjcsbydyp53aleznorw,1,46.4,50.7,2022-10-28T18:32:20.709Z,2022-10-29T08:29:42Z,,,,,,,,,,,,,,,,,,,,,,,,,dr0kn3srxtg7nuw99gjoim7e1,I. Gruev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478330813,7,1,1,0,19,cu0eztmjcsbydyp53aleznorw,0,46.4,50.7,2022-10-28T18:32:20.813Z,2022-10-29T08:29:48Z,3877592451,155,,3877592453,56,Center,3877592455,140,57.1,3877592457,141,39.8,3877592461,213,5.7,3877592459,212,13.5,3878630543,178,,,,,dr0kn3srxtg7nuw99gjoim7e1,I. Gruev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478330831,10,1,1,0,20,f0w62l8zql3tukxsy8fqwp72x,1,44.7,53.4,2022-10-28T18:32:22.507Z,2022-10-29T08:29:53Z,3877592577,213,0.0,3877592567,140,48.5,3877592563,3,,3877592565,56,Back,3877592571,141,53.6,3877592575,212,4.0,3878630595,388,,,,,eg9xhi6wfp1duf01pcsn8vfmd,L. Tousart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478330861,13,1,1,0,22,f0w62l8zql3tukxsy8fqwp72x,1,47.9,53,2022-10-28T18:32:24.009Z,2022-10-29T08:30:01Z,3877592737,212,3.7,3878630725,178,,3877592739,213,2.2,3877592731,56,Back,3877592735,141,57.3,3877592733,140,45.7,,,,,,,djggrnjp9s4p2mlbzhx6arbh1,M. Richter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478330879,14,1,1,0,24,f0w62l8zql3tukxsy8fqwp72x,1,42.2,65.8,2022-10-28T18:32:25.627Z,2022-10-29T08:30:07Z,3877592829,140,33.9,3877592831,141,79.6,3878630813,178,,3877592827,56,Back,3877592833,212,12.8,3877592835,213,2.3,,,,,,,9j1fd0mz39tl1h5che3f357md,S. Serdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478330837,11,43,1,0,25,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2022-10-28T18:32:26.968Z,2022-10-28T18:32:58Z,3877592601,140,47.8,3877592597,155,0,3877592605,212,0,3877592603,141,55.2,3877592599,56,Back,3877592607,213,0,3877594733,144,1,,,,djggrnjp9s4p2mlbzhx6arbh1,M. Richter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478330841,12,43,1,0,25,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2022-10-28T18:32:27.004Z,2022-10-28T19:23:04Z,3877800991,144,49,,,,,,,,,,,,,,,,,,,,,,djggrnjp9s4p2mlbzhx6arbh1,M. Richter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478330907,15,1,1,0,26,f0w62l8zql3tukxsy8fqwp72x,1,33.9,79.6,2022-10-28T18:32:27.847Z,2022-10-29T08:30:11Z,3877592993,213,3.8,3877592985,56,Back,3877592991,212,17.9,3877592987,140,20.4,3878630849,178,,3877592989,141,63.5,,,,,,,2ebiw2w6d76sttjh8n8871kgl,M. Plattenhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478330985,16,1,1,0,28,f0w62l8zql3tukxsy8fqwp72x,1,20.4,63.5,2022-10-28T18:32:29.832Z,2022-10-29T08:30:15Z,3877593409,212,17.3,3877593407,141,47.2,3878630909,178,,3877593403,56,Back,3877593405,140,7.7,3877593411,213,3.8,,,,,,,djpsc1fvcnrh61c071t00gmad,M. Kempf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478331013,17,1,1,0,34,f0w62l8zql3tukxsy8fqwp72x,1,9.3,42.1,2022-10-28T18:32:35.622Z,2022-10-29T08:30:20Z,3877593533,140,53.8,3877593535,141,54.2,3877593541,1,,3877593525,157,,3877593539,213,0.2,3877593529,56,Center,3877593537,212,47.4,3878630957,178,,1sjt0nj0232gu88x50c3d16nd,O. Christensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478331019,18,1,1,0,37,f0w62l8zql3tukxsy8fqwp72x,0,53.8,54.2,2022-10-28T18:32:38.696Z,2022-10-29T08:30:23Z,3877593559,212,8.5,3877593561,213,6.0,3877593557,141,51.0,3877593549,3,,3877593555,140,61.6,3877593553,56,Center,3878631019,388,,,,,cfdgq8thcoghlh5d0s0pzb1sl,W. Kanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478331027,8,61,1,0,37,cu0eztmjcsbydyp53aleznorw,1,43.3,50.4,2022-10-28T18:32:39.049Z,2022-10-29T08:30:31Z,3878631155,178,,3877593591,56,Back,,,,,,,,,,,,,,,,,,,6kge6vcoa9ocnh6tb8qznfzkl,M. Veljković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478331055,19,1,1,0,39,f0w62l8zql3tukxsy8fqwp72x,1,55.8,50.8,2022-10-28T18:32:40.769Z,2022-10-29T08:30:36Z,3877593749,140,60.3,3878631241,178,,3877593747,56,Center,3877593751,141,34.3,3877593755,213,5.1,3877593753,212,12.2,,,,,,,cfdgq8thcoghlh5d0s0pzb1sl,W. Kanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478331083,21,4,1,0,42,f0w62l8zql3tukxsy8fqwp72x,1,61,42.2,2022-10-28T18:32:43.684Z,2022-10-29T08:30:59Z,3877593897,286,,3877593889,13,,3877594169,233,9,3877593891,294,,3877593893,56,Center,3877593895,152,,,,,,,,5cw4n6kdaa7imeyaiuo2pnq39,D. Lukébakio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478331129,9,4,1,0,42,cu0eztmjcsbydyp53aleznorw,0,39,57.8,2022-10-28T18:32:43.685Z,2022-10-29T08:30:58Z,3877594149,285,,3877594147,152,,3877594189,233,21,3878631381,178,,3877594143,294,,3877594145,56,Back,3877594141,13,,,,,dr0kn3srxtg7nuw99gjoim7e1,I. Gruev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478331061,20,43,1,0,42,f0w62l8zql3tukxsy8fqwp72x,1,0,0,2022-10-28T18:32:44.007Z,2022-10-28T18:32:48Z,3877594039,144,61,3877593777,56,Center,,,,,,,,,,,,,,,,,,,5cw4n6kdaa7imeyaiuo2pnq39,D. Lukébakio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478331615,22,1,1,1,20,f0w62l8zql3tukxsy8fqwp72x,1,68.9,48,2022-10-28T18:33:22.342Z,2022-10-29T08:31:05Z,3877596781,140,72.0,3877596777,152,,3877596783,141,48.3,3877596779,56,Center,3877596785,212,3.3,3877596787,213,0.1,3877596775,5,,3878631691,178,,2ebiw2w6d76sttjh8n8871kgl,M. Plattenhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478331645,23,1,1,1,21,f0w62l8zql3tukxsy8fqwp72x,1,72,48.3,2022-10-28T18:33:23.087Z,2022-10-29T08:31:08Z,3877596977,212,7.2,3878631733,178,,3877596979,213,2.6,3877596971,56,Center,3877596975,141,53.3,3877596973,140,66.0,,,,,,,9j1fd0mz39tl1h5che3f357md,S. Serdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478331709,24,1,1,1,24,f0w62l8zql3tukxsy8fqwp72x,1,60.9,54.9,2022-10-28T18:33:25.725Z,2022-10-29T08:31:13Z,3877597279,141,43.3,3877597275,56,Back,3877597283,213,3.7,3877597277,140,48.8,3877597281,212,15.0,3878631819,178,,,,,,,,2ebiw2w6d76sttjh8n8871kgl,M. Plattenhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478331739,25,1,1,1,27,f0w62l8zql3tukxsy8fqwp72x,1,52.2,30.2,2022-10-28T18:33:29.503Z,2022-10-29T08:31:21Z,3877597439,212,16.8,3878631945,178,,3877597437,141,7.5,3877597433,56,Right,3877597435,140,58.6,3877597441,213,5.1,,,,,,,drv9wksjusdgp1np315rokzit,J. Kenny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478331793,26,1,1,1,30,f0w62l8zql3tukxsy8fqwp72x,1,60.1,6.8,2022-10-28T18:33:31.620Z,2022-10-29T08:31:25Z,3877597703,140,90.4,3877597705,141,20.4,3877597711,1,,3877597701,56,Right,3877597709,213,0.3,3878632007,178,,3877597707,212,33.1,,,,9j1fd0mz39tl1h5che3f357md,S. Serdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478331805,27,1,1,1,34,f0w62l8zql3tukxsy8fqwp72x,0,97.4,25.6,2022-10-28T18:33:35.795Z,2022-10-29T08:31:35Z,3878632167,178,,3877597791,141,48.2,3877597785,56,Center,3877597793,212,15.4,3877597797,213,1.7,3877597787,140,96.0,,,,,,,a7x5shoc3g4ne9has4hys20ut,S. Jovetić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478331851,10,12,1,1,34,cu0eztmjcsbydyp53aleznorw,1,3.6,50.9,2022-10-28T18:33:36.177Z,2022-10-29T08:31:46Z,3878632305,388,,3877598039,140,13.3,3877598047,212,15.0,3877598043,141,34.8,3877598033,56,Back,3877598051,213,5.5,,,,,,,expxslws50h0iw0logr02gs7p,J. Pavlenka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478331867,28,13,1,1,36,f0w62l8zql3tukxsy8fqwp72x,1,90.7,68.2,2022-10-28T18:33:37.516Z,2022-10-29T08:31:48Z,3877599849,214,,3877599851,328,,3877599845,102,57.0,3877598939,20,,3877599855,230,98.5,3877599857,231,47.3,3878632341,178,,3877599847,103,6.9,djggrnjp9s4p2mlbzhx6arbh1,M. Richter,3877598139,64,3877599843,83,3877598135,22,3877598145,56,Center,3877599853,458,,,,,,,,,,,,,,,,,,,,,
2478331857,11,5,1,1,36,cu0eztmjcsbydyp53aleznorw,1,-0.8,40.4,2022-10-28T18:33:37.963Z,2022-10-29T08:31:54Z,3877598085,56,Back,3877598257,233,29,3877598087,346,,,,,,,,,,,,,,,,,expxslws50h0iw0logr02gs7p,J. Pavlenka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478331879,29,5,1,1,36,f0w62l8zql3tukxsy8fqwp72x,0,100.8,59.6,2022-10-28T18:33:37.963Z,2022-10-29T08:31:54Z,3877598193,346,,3877598295,233,11,3877598191,56,Center,,,,,,,,,,,,,,,,djggrnjp9s4p2mlbzhx6arbh1,M. Richter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478332195,12,1,1,2,1,cu0eztmjcsbydyp53aleznorw,0,3.8,45.5,2022-10-28T18:34:02.952Z,2022-10-29T08:32:02Z,3877600083,212,50.7,3877600085,213,5.6,3877600079,140,41.0,3877600077,56,Back,3877600105,189,,3877600081,141,0.0,3877600075,124,,3877600089,74,,expxslws50h0iw0logr02gs7p,J. Pavlenka,3877600129,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478332209,13,5,1,2,7,cu0eztmjcsbydyp53aleznorw,0,47.2,-1.7,2022-10-28T18:34:08.633Z,2022-10-29T08:32:06Z,3877600351,233,30,3877600163,56,Back,3877600165,347,,,,,,,,,,,,,,,,,expxslws50h0iw0logr02gs7p,J. Pavlenka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478332243,30,5,1,2,7,f0w62l8zql3tukxsy8fqwp72x,1,52.8,101.7,2022-10-28T18:34:08.633Z,2022-10-29T08:32:06Z,3877600341,347,,3877600347,233,13,3877600339,56,Left,,,,,,,,,,,,,,,,djggrnjp9s4p2mlbzhx6arbh1,M. Richter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478332269,31,1,1,2,12,f0w62l8zql3tukxsy8fqwp72x,1,52.2,100,2022-10-28T18:34:13.569Z,2022-10-29T08:32:10Z,3877600455,140,62.3,3877600451,56,Center,3877600459,141,71.6,3877600461,212,22.8,3877600463,213,5.2,3877600465,1,,3877600449,107,,,,,2ebiw2w6d76sttjh8n8871kgl,M. Plattenhardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478332277,32,1,1,2,14,f0w62l8zql3tukxsy8fqwp72x,0,62.7,73.4,2022-10-28T18:34:15.661Z,2022-10-29T08:32:16Z,3877600479,212,0.5,3877600477,141,72.9,3877600481,213,3.8,3878632633,178,,3877600473,140,62.3,3877600471,56,Center,,,,,,,a7x5shoc3g4ne9has4hys20ut,S. Jovetić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478332289,14,61,1,2,15,cu0eztmjcsbydyp53aleznorw,0,35.1,17.1,2022-10-28T18:34:16.855Z,2022-10-29T08:32:23Z,3878632699,178,,3877600549,56,Back,,,,,,,,,,,,,,,,,,,2p48525x4ap9m81g6ode51cyd,N. Stark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478332293,33,1,1,2,15,f0w62l8zql3tukxsy8fqwp72x,1,62,72.9,2022-10-28T18:34:17.459Z,2022-10-29T08:32:31Z,3877600555,56,Center,3877600557,140,65.1,3877600563,213,5.5,3877600559,141,68.2,3877600561,212,4.6,3878632819,178,,,,,,,,a7x5shoc3g4ne9has4hys20ut,S. Jovetić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478368243,370,3,1,2,16,f0w62l8zql3tukxsy8fqwp72x,1,68.2,69.6,2022-10-28T18:34:18.509Z,2022-10-29T08:32:46Z,3878632979,178,,3877794135,56,Center,3877794403,233,442,3878213133,465,,3877794137,286,,,,,,,,,,,9j1fd0mz39tl1h5che3f357md,S. Serdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478368287,442,45,1,2,16,cu0eztmjcsbydyp53aleznorw,0,31.8,30.4,2022-10-28T18:34:18.509Z,2022-10-29T08:32:46Z,3877794339,285,,3877794337,56,Back,3877794431,233,370,,,,,,,,,,,,,,,,dr0kn3srxtg7nuw99gjoim7e1,I. Gruev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478332381,34,1,1,2,21,f0w62l8zql3tukxsy8fqwp72x,1,74.7,80,2022-10-28T18:34:23.242Z,2022-10-29T08:32:51Z,3877600997,140,71.5,3877601005,212,10.9,3878633093,178,,3877601003,141,95.3,3877601009,213,1.9,3877600993,56,Left,,,,,,,9j1fd0mz39tl1h5che3f357md,S. Serdar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478332393,35,1,1,2,24,f0w62l8zql3tukxsy8fqwp72x,0,71.6,95.2,2022-10-28T18:34:25.879Z,2022-10-29T08:32:56Z,3877601103,141,60.4,3878633163,178,,3877601107,213,5.4,3878213323,72,,3877601097,155,,3877601095,2,,3877601105,212,30.0,3877601101,140,89.1,2ebiw2w6d76sttjh8n8871kgl,M. Plattenhardt,3878213321,224,3877601099,56,,,,,,,,Center,,,,,,,,,,,,,,,,,,,,
2478332413,15,12,1,2,25,cu0eztmjcsbydyp53aleznorw,1,13.1,38,2022-10-28T18:34:27.100Z,2022-10-29T08:33:01Z,3877601187,140,24.0,3877601189,141,38.3,3877601193,213,0.0,3877601185,56,Back,3878633233,178,,3877601191,212,11.4,3877601223,15,,,,,6kge6vcoa9ocnh6tb8qznfzkl,M. Veljković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478332429,36,50,1,2,28,f0w62l8zql3tukxsy8fqwp72x,1,69,63.2,2022-10-28T18:34:29.988Z,2022-10-29T08:33:16Z,3877601349,286,,3877601781,233,16,3877601347,56,Center,,,,,,,,,,,,,,,,eg9xhi6wfp1duf01pcsn8vfmd,L. Tousart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478332509,16,7,1,2,29,cu0eztmjcsbydyp53aleznorw,1,31,36.8,2022-10-28T18:34:30.995Z,2022-10-29T08:33:22Z,3877601763,233,36,3878633489,178,,3878214877,385,,3877601715,285,,3877601713,56,Back,,,,,,,,,,dr0kn3srxtg7nuw99gjoim7e1,I. Gruev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478332447,37,61,1,2,29,f0w62l8zql3tukxsy8fqwp72x,1,67.5,60.4,2022-10-28T18:34:31.297Z,2022-10-29T08:33:24Z,3877601415,56,Center,3878633519,178,,,,,,,,,,,,,,,,,,,,eg9xhi6wfp1duf01pcsn8vfmd,L. Tousart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478368615,443,1,1,2,30,cu0eztmjcsbydyp53aleznorw,1,27.7,41.5,2022-10-28T18:34:31.817Z,2022-10-29T08:34:29Z,3877796297,56,Back,3877796299,140,34.7,3877796303,212,8.0,3877796305,213,5.9,3878633723,178,,3877796301,141,36.7,,,,,,,dr0kn3srxtg7nuw99gjoim7e1,I. Gruev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2478332527,17,49,1,2,31,cu0eztmjcsbydyp53aleznorw,1,42.6,26.8,2022-10-28T18:34:33.120Z,2022-10-29T08:34:19Z,,,,,,,,,,,,,,,,,,,,,,,,,cjq9g6zgcxk1ceo2xzpe1qnyt,N. Füllkrug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
